customer_id,customer_acct_num,first_name,last_name,customer_address,customer_city,customer_state_province,customer_postal_code,customer_country,birthdate,marital_status,yearly_income,gender,total_children,num_children_at_home,education,acct_open_date,member_card,occupation,homeowner,full_name,birth_year,has_children,Current_Age,Priority,Short_Country,House_Number
885,"98606104254","Roberta","Sturgel","3086 Indigo Ct","El Cajon","CA","24720","USA",1919-09-06 00:00:00.000,"S","$30K - $50K","M",4,0,"High School Degree",1994-06-12 00:00:00.000,"Bronze","Manual","N","Roberta Sturgel",1919,"Y",103,"Standard","USA","3086"
1090,"10705184936","Paula","Tomlinson","8885 Partridge Dr.","Woodland Hills","CA","65219","USA",1948-09-17 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1992-04-24 00:00:00.000,"Bronze","Manual","N","Paula Tomlinson",1948,"Y",74,"Standard","USA","8885"
1133,"10958653688","Troy","Lipford","1016 Whyte Park Avenue","Burbank","CA","72651","USA",1953-11-10 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1991-11-08 00:00:00.000,"Bronze","Manual","N","Troy Lipford",1953,"Y",69,"Standard","USA","1016"
1151,"11064364910","Burnis","Biltoft","5207 Mota Dr.","Lincoln Acres","CA","52177","USA",1941-12-23 00:00:00.000,"S","$30K - $50K","F",4,0,"High School Degree",1992-06-16 00:00:00.000,"Bronze","Manual","N","Burnis Biltoft",1941,"Y",81,"Standard","USA","5207"
1279,"11970871090","Jenni","Montgomery","2062 Dos Encinas","El Cajon","CA","91181","USA",1932-05-12 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1993-03-08 00:00:00.000,"Bronze","Manual","N","Jenni Montgomery",1932,"Y",90,"Standard","USA","2062"
1537,"13733640300","Bill","Hall","2530 C Del Rio Circle","Bellflower","CA","64594","USA",1943-02-01 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1994-06-19 00:00:00.000,"Bronze","Manual","N","Bill Hall",1943,"Y",79,"Standard","USA","2530"
1856,"15807867646","Don","Lundblade","4838 Second Street","Coronado","CA","66056","USA",1918-04-15 00:00:00.000,"S","$30K - $50K","F",1,0,"High School Degree",1993-08-27 00:00:00.000,"Bronze","Manual","N","Don Lundblade",1918,"Y",104,"Standard","USA","4838"
2160,"17986035943","John","Torres","5525 Lisa Lee Lane","Burbank","CA","32054","USA",1922-07-05 00:00:00.000,"S","$30K - $50K","F",4,0,"High School Degree",1991-03-26 00:00:00.000,"Bronze","Manual","N","John Torres",1922,"Y",100,"Standard","USA","5525"
2164,"17999194860","Angela","Cottle","9334 Mayhew Way","San Jose","CA","11706","USA",1940-10-26 00:00:00.000,"S","$30K - $50K","F",5,0,"High School Degree",1994-03-28 00:00:00.000,"Bronze","Manual","N","Angela Cottle",1940,"Y",82,"Standard","USA","9334"
2406,"19934489130","Gladys","Lockett","6177 Arleda Lane","Grossmont","CA","64013","USA",1951-04-21 00:00:00.000,"S","$30K - $50K","F",1,0,"High School Degree",1992-07-26 00:00:00.000,"Bronze","Manual","N","Gladys Lockett",1951,"Y",71,"Standard","USA","6177"
2418,"20007391600","Emerald","Fuller","6130 Alderwood Lane","San Carlos","CA","17295","USA",1924-03-19 00:00:00.000,"S","$30K - $50K","F",5,0,"High School Degree",1991-10-08 00:00:00.000,"Bronze","Manual","N","Emerald Fuller",1924,"Y",98,"Standard","USA","6130"
2659,"21604663100","Akram","James","5520 Massolo Drive","Palo Alto","CA","39606","USA",1958-12-12 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1992-11-27 00:00:00.000,"Bronze","Manual","N","Akram James",1958,"Y",64,"Standard","USA","5520"
2768,"22390668392","Deborah","Conti","7568 Prestwick Court","Richmond","CA","96543","USA",1919-07-11 00:00:00.000,"S","$30K - $50K","F",1,0,"High School Degree",1991-11-21 00:00:00.000,"Bronze","Manual","N","Deborah Conti",1919,"Y",103,"Standard","USA","7568"
3166,"25275453900","Alexis","Mills","6671 Santa Barbara","Lemon Grove","CA","17884","USA",1977-02-16 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1991-11-08 00:00:00.000,"Bronze","Manual","N","Alexis Mills",1977,"Y",45,"Standard","USA","6671"
3208,"25612328600","Reta","Mikalas","400 Pecan Street","San Francisco","CA","96911","USA",1935-06-11 00:00:00.000,"S","$30K - $50K","M",5,0,"High School Degree",1991-11-10 00:00:00.000,"Bronze","Manual","N","Reta Mikalas",1935,"Y",87,"Standard","USA","400"
3320,"26432467699","Henry","Dutson","3099 Morello Court","La Jolla","CA","51074","USA",1975-01-25 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1991-08-09 00:00:00.000,"Bronze","Manual","N","Henry Dutson",1975,"Y",47,"Standard","USA","3099"
3327,"26514087319","Devon","Wheeler","9640 Alderwood Lane","Santa Monica","CA","61984","USA",1912-08-13 00:00:00.000,"S","$30K - $50K","F",4,0,"High School Degree",1992-07-18 00:00:00.000,"Bronze","Manual","N","Devon Wheeler",1912,"Y",110,"Standard","USA","9640"
3488,"27811037300","Carol","Guilford","1687 Rose Drive","San Diego","CA","51631","USA",1914-08-05 00:00:00.000,"S","$30K - $50K","M",5,0,"High School Degree",1990-11-06 00:00:00.000,"Bronze","Manual","N","Carol Guilford",1914,"Y",108,"Standard","USA","1687"
3506,"27949117422","Jesse","Johnson","3316 Balhan Dr","Los Angeles","CA","34811","USA",1946-10-19 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1992-03-23 00:00:00.000,"Bronze","Manual","N","Jesse Johnson",1946,"Y",76,"Standard","USA","3316"
3573,"28397121429","Lucy","Thomas","9647 C Wharton Way","Concord","CA","36090","USA",1972-08-05 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1991-02-14 00:00:00.000,"Bronze","Manual","N","Lucy Thomas",1972,"Y",50,"Standard","USA","9647"
3877,"30910758972","Howard","Valentine","8970 Kahrs Avenue","Burlingame","CA","94917","USA",1916-07-24 00:00:00.000,"S","$30K - $50K","F",1,0,"High School Degree",1993-07-21 00:00:00.000,"Bronze","Manual","N","Howard Valentine",1916,"Y",106,"Standard","USA","8970"
3900,"31013337373","Robert","Land","2672 Viking Drive","La Mesa","CA","20784","USA",1973-03-22 00:00:00.000,"S","$30K - $50K","F",4,0,"High School Degree",1992-01-07 00:00:00.000,"Bronze","Manual","N","Robert Land",1973,"Y",49,"Standard","USA","2672"
3948,"31341044306","Jenelle","Williams","3271 Norse Ct","Coronado","CA","54518","USA",1940-10-19 00:00:00.000,"S","$30K - $50K","F",4,0,"High School Degree",1994-09-18 00:00:00.000,"Bronze","Manual","N","Jenelle Williams",1940,"Y",82,"Standard","USA","3271"
3968,"31433296203","Daniel","Hawn","6088 Clark Creek Rd","La Jolla","CA","75130","USA",1967-04-05 00:00:00.000,"S","$30K - $50K","F",1,0,"High School Degree",1992-08-10 00:00:00.000,"Bronze","Manual","N","Daniel Hawn",1967,"Y",55,"Standard","USA","6088"
3970,"31446074247","Lorna","Jesser","7346 Lyon Circle","Lakewood","CA","62441","USA",1922-10-23 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1991-04-15 00:00:00.000,"Bronze","Manual","N","Lorna Jesser",1922,"Y",100,"Standard","USA","7346"
4082,"32181122900","Jacqeline","Garnsey","6260 Amador Ct","National City","CA","22516","USA",1939-10-07 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1991-03-11 00:00:00.000,"Bronze","Manual","N","Jacqeline Garnsey",1939,"Y",83,"Standard","USA","6260"
4302,"33869514465","Heather","Ray","5585 Antone Court","Colma","CA","26890","USA",1972-07-03 00:00:00.000,"S","$30K - $50K","M",5,0,"High School Degree",1990-05-04 00:00:00.000,"Bronze","Manual","N","Heather Ray",1972,"Y",50,"Standard","USA","5585"
4496,"35410470366","Mitch","Meece","6238 Monti Circle","Woodland Hills","CA","58277","USA",1978-08-25 00:00:00.000,"S","$30K - $50K","M",3,0,"High School Degree",1992-04-15 00:00:00.000,"Bronze","Manual","N","Mitch Meece",1978,"Y",44,"Standard","USA","6238"
4534,"35717465300","Lauri","Stubbs","4240 Lexington Road","Glendale","CA","25136","USA",1921-07-12 00:00:00.000,"S","$30K - $50K","F",2,0,"High School Degree",1992-10-25 00:00:00.000,"Bronze","Manual","N","Lauri Stubbs",1921,"Y",101,"Standard","USA","4240"
4664,"36585363745","Georgia","Syseskey","4943 Lightwood Drive","Santa Monica","CA","35033","USA",1938-02-15 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1994-03-19 00:00:00.000,"Bronze","Manual","N","Georgia Syseskey",1938,"Y",84,"Standard","USA","4943"
4770,"37435141200","Carolyn","Watson","3936 Cedar Point Loop","Lincoln Acres","CA","47173","USA",1973-10-24 00:00:00.000,"S","$30K - $50K","M",5,0,"High School Degree",1990-04-26 00:00:00.000,"Bronze","Manual","N","Carolyn Watson",1973,"Y",49,"Standard","USA","3936"
4833,"37927530400","William","Kolisch","5949 Laurel Drive","Coronado","CA","88642","USA",1954-10-01 00:00:00.000,"S","$30K - $50K","F",2,0,"High School Degree",1991-08-18 00:00:00.000,"Bronze","Manual","N","William Kolisch",1954,"Y",68,"Standard","USA","5949"
4845,"37981550097","Emily","Cayo","1723 Alvarado Dr","Lemon Grove","CA","61912","USA",1948-09-19 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1993-02-13 00:00:00.000,"Bronze","Manual","N","Emily Cayo",1948,"Y",74,"Standard","USA","1723"
5201,"40715182423","Thomas","Wagner","4368 Westcliffe Place","Pomona","CA","48231","USA",1952-06-07 00:00:00.000,"S","$30K - $50K","M",4,0,"High School Degree",1991-09-13 00:00:00.000,"Bronze","Manual","N","Thomas Wagner",1952,"Y",70,"Standard","USA","4368"
5373,"41989870100","Karen","Bustamante","6258 Stinson","Imperial Beach","CA","94468","USA",1912-11-13 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1993-05-10 00:00:00.000,"Bronze","Manual","N","Karen Bustamante",1912,"Y",110,"Standard","USA","6258"
5589,"43695159554","Elizabeth","Ritchie","6461 Snowberry Court","Arcadia","CA","86368","USA",1949-02-02 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1992-07-25 00:00:00.000,"Bronze","Manual","N","Elizabeth Ritchie",1949,"Y",73,"Standard","USA","6461"
5668,"44426715970","Loretta","Maez","5219 Bailey Ln.","Glendale","CA","29041","USA",1961-02-23 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1992-06-15 00:00:00.000,"Bronze","Manual","N","Loretta Maez",1961,"Y",61,"Standard","USA","5219"
5754,"45089361071","David","Tenney","3427 B Wildbrook Ct.","Downey","CA","43505","USA",1931-04-20 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1994-01-16 00:00:00.000,"Bronze","Manual","N","David Tenney",1931,"Y",91,"Standard","USA","3427"
5808,"45552058200","Lynn","Stam","5863 Masonic Dr.","Beverly Hills","CA","20001","USA",1912-08-18 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1993-09-25 00:00:00.000,"Bronze","Manual","N","Lynn Stam",1912,"Y",110,"Standard","USA","5863"
5845,"45823347600","Charles","Wagner","9204 Birch Bark Dr.","La Jolla","CA","17761","USA",1935-07-12 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1993-11-23 00:00:00.000,"Bronze","Manual","N","Charles Wagner",1935,"Y",87,"Standard","USA","9204"
5883,"46082390000","Steven","Maitland","232 Pinnacle Drive","Lemon Grove","CA","20653","USA",1961-05-05 00:00:00.000,"S","$30K - $50K","F",1,0,"High School Degree",1991-06-14 00:00:00.000,"Bronze","Manual","N","Steven Maitland",1961,"Y",61,"Standard","USA","232"
5920,"46507402100","Patricia","Mrozowski","5282 Blue Ridge","Arcadia","CA","53073","USA",1971-08-19 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1992-08-11 00:00:00.000,"Bronze","Manual","N","Patricia Mrozowski",1971,"Y",51,"Standard","USA","5282"
5954,"46787478327","Wayne","Saunar","328 Shelly Dr.","West Covina","CA","52536","USA",1935-11-20 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1994-06-20 00:00:00.000,"Bronze","Manual","N","Wayne Saunar",1935,"Y",87,"Standard","USA","328"
6035,"47562239800","Alanna","Hicks","8795 Cunha Ct.","Lemon Grove","CA","13921","USA",1912-11-10 00:00:00.000,"S","$30K - $50K","F",5,0,"High School Degree",1992-09-07 00:00:00.000,"Bronze","Manual","N","Alanna Hicks",1912,"Y",110,"Standard","USA","8795"
6164,"48714506030","Pamela","Krow","6433 Dellwood Court","La Jolla","CA","67827","USA",1933-04-16 00:00:00.000,"S","$30K - $50K","M",3,0,"High School Degree",1993-12-15 00:00:00.000,"Bronze","Manual","N","Pamela Krow",1933,"Y",89,"Standard","USA","6433"
6268,"49523041844","Alex","Smith","4005 Foothill Way","Lemon Grove","CA","64334","USA",1936-04-06 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1991-06-25 00:00:00.000,"Bronze","Manual","N","Alex Smith",1936,"Y",86,"Standard","USA","4005"
6274,"49579293100","Roger","Mogenhan","3924 Catcus Court","San Diego","CA","84296","USA",1939-06-11 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1992-02-22 00:00:00.000,"Bronze","Manual","N","Roger Mogenhan",1939,"Y",83,"Standard","USA","3924"
6302,"49763394594","Linda","Suniga","2885 Hill Drive","Concord","CA","27569","USA",1913-03-07 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1991-04-09 00:00:00.000,"Bronze","Manual","N","Linda Suniga",1913,"Y",109,"Standard","USA","2885"
6375,"50368758440","Laura","Archuleta","9389 Fern Leaf Lane","Pomona","CA","33974","USA",1933-09-27 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1991-12-05 00:00:00.000,"Bronze","Manual","N","Laura Archuleta",1933,"Y",89,"Standard","USA","9389"
6438,"50918268000","Kellie","Cannon","4867 Victory Lane","Oakland","CA","68399","USA",1934-11-15 00:00:00.000,"S","$30K - $50K","F",1,0,"High School Degree",1991-04-20 00:00:00.000,"Bronze","Manual","N","Kellie Cannon",1934,"Y",88,"Standard","USA","4867"
6455,"51081265807","Anita","Balchuck","4399 Chickpea Ct.","Palo Alto","CA","79861","USA",1920-06-16 00:00:00.000,"S","$30K - $50K","F",2,0,"High School Degree",1990-01-21 00:00:00.000,"Bronze","Manual","N","Anita Balchuck",1920,"Y",102,"Standard","USA","4399"
6515,"51614810824","Terry","Shoemaker","5853 Peachwillow","Colma","CA","31580","USA",1958-02-24 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1994-09-11 00:00:00.000,"Bronze","Manual","N","Terry Shoemaker",1958,"Y",64,"Standard","USA","5853"
6707,"53248142000","Anna","Kassian","4464 Seal Way","San Carlos","CA","41857","USA",1913-11-03 00:00:00.000,"S","$30K - $50K","F",4,0,"High School Degree",1993-11-03 00:00:00.000,"Bronze","Manual","N","Anna Kassian",1913,"Y",109,"Standard","USA","4464"
6795,"53986967206","Richard","Smith","9682 Concord Blvd.","San Jose","CA","32432","USA",1972-11-27 00:00:00.000,"S","$30K - $50K","F",4,0,"High School Degree",1993-03-04 00:00:00.000,"Bronze","Manual","N","Richard Smith",1972,"Y",50,"Standard","USA","9682"
6803,"54045133600","Mikkal","Mizer","8481 Cloverleaf Circle","Oakland","CA","54382","USA",1929-11-08 00:00:00.000,"S","$30K - $50K","F",1,0,"High School Degree",1991-02-14 00:00:00.000,"Bronze","Manual","N","Mikkal Mizer",1929,"Y",93,"Standard","USA","8481"
6871,"54663672447","Linda","Ernstam","8571 Sun View Drive","Santa Cruz","CA","83575","USA",1958-03-12 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1991-07-17 00:00:00.000,"Bronze","Manual","N","Linda Ernstam",1958,"Y",64,"Standard","USA","8571"
7043,"56161605715","Catherine","Beaudoin","2887 Pinecrest Court","Colma","CA","62612","USA",1973-08-06 00:00:00.000,"S","$30K - $50K","F",1,0,"High School Degree",1990-08-21 00:00:00.000,"Bronze","Manual","N","Catherine Beaudoin",1973,"Y",49,"Standard","USA","2887"
7425,"59227595900","Davis","Wilson","1597 Apple Dr.","San Gabriel","CA","21734","USA",1933-04-18 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1993-03-13 00:00:00.000,"Bronze","Manual","N","Davis Wilson",1933,"Y",89,"Standard","USA","1597"
7536,"60354048609","Michael","Sample","8598 Sharon Dr.","Newport Beach","CA","33140","USA",1977-06-13 00:00:00.000,"S","$30K - $50K","F",4,0,"High School Degree",1992-02-16 00:00:00.000,"Bronze","Manual","N","Michael Sample",1977,"Y",45,"Standard","USA","8598"
7612,"60947659015","Julia","Phillips","9797 Cobblestone Ct.","Bellflower","CA","46790","USA",1912-06-24 00:00:00.000,"S","$30K - $50K","F",1,0,"High School Degree",1994-02-24 00:00:00.000,"Bronze","Manual","N","Julia Phillips",1912,"Y",110,"Standard","USA","9797"
7851,"62994146900","Abel","Young","4833 Maine Dr.","Woodland Hills","CA","65084","USA",1920-05-20 00:00:00.000,"S","$30K - $50K","M",4,0,"High School Degree",1991-08-07 00:00:00.000,"Bronze","Manual","N","Abel Young",1920,"Y",102,"Standard","USA","4833"
7974,"63927727341","Ruby","Williams","9271 Grand View Ave.","San Jose","CA","49323","USA",1958-07-11 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1992-05-09 00:00:00.000,"Bronze","Manual","N","Ruby Williams",1958,"Y",64,"Standard","USA","9271"
7981,"64010312557","Jessica","Rowland","6066 laguna Street","Daly City","CA","77206","USA",1931-12-23 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1992-07-08 00:00:00.000,"Bronze","Manual","N","Jessica Rowland",1931,"Y",91,"Standard","USA","6066"
8260,"66759464144","Elizabeth","Von Waldegg Ii","7430 Ravenwood","Pomona","CA","15619","USA",1917-06-18 00:00:00.000,"S","$30K - $50K","M",3,0,"High School Degree",1993-05-25 00:00:00.000,"Bronze","Manual","N","Elizabeth Von Waldegg Ii",1917,"Y",105,"Standard","USA","7430"
8307,"67177196700","Veda","Collins","3001 Hanson Lane","Burlingame","CA","46706","USA",1936-06-17 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1993-05-19 00:00:00.000,"Bronze","Manual","N","Veda Collins",1936,"Y",86,"Standard","USA","3001"
8535,"69212886095","Jean","Maloney","7960 Shadow Creek Dr.","Redwood City","CA","58654","USA",1915-02-20 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1991-05-21 00:00:00.000,"Bronze","Manual","N","Jean Maloney",1915,"Y",107,"Standard","USA","7960"
8598,"69774626500","Paul","Takeda","6093 Hilltop Road","Pomona","CA","66787","USA",1914-01-11 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1990-08-16 00:00:00.000,"Bronze","Manual","N","Paul Takeda",1914,"Y",108,"Standard","USA","6093"
8632,"70038298400","Joe","Tran","7974 Seal Way","La Jolla","CA","34347","USA",1957-05-15 00:00:00.000,"S","$30K - $50K","F",4,0,"High School Degree",1990-07-03 00:00:00.000,"Bronze","Manual","N","Joe Tran",1957,"Y",65,"Standard","USA","7974"
8724,"71024117500","Cheryl","Lawrence","9428 Mehaffey Way","Glendale","CA","19896","USA",1977-11-21 00:00:00.000,"S","$30K - $50K","M",4,0,"High School Degree",1993-09-25 00:00:00.000,"Bronze","Manual","N","Cheryl Lawrence",1977,"Y",45,"Standard","USA","9428"
8738,"71160062600","Barbara","Combs","1819 Weston Court","Berkeley","CA","71454","USA",1914-02-10 00:00:00.000,"S","$30K - $50K","M",4,0,"High School Degree",1992-05-09 00:00:00.000,"Bronze","Manual","N","Barbara Combs",1914,"Y",108,"Standard","USA","1819"
8753,"71305937170","Jeff","Winter","9167 Jennifer Way","Beverly Hills","CA","71963","USA",1976-02-01 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1993-10-15 00:00:00.000,"Bronze","Manual","N","Jeff Winter",1976,"Y",46,"Standard","USA","9167"
8808,"71850178837","James","Ross","3053 W. Watson Court","Berkeley","CA","70402","USA",1937-04-08 00:00:00.000,"S","$30K - $50K","F",2,0,"High School Degree",1993-03-04 00:00:00.000,"Bronze","Manual","N","James Ross",1937,"Y",85,"Standard","USA","3053"
9007,"74125738100","Norman","Kroll","4810 Center Ave.","Oakland","CA","64414","USA",1960-09-11 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1991-06-27 00:00:00.000,"Bronze","Manual","N","Norman Kroll",1960,"Y",62,"Standard","USA","4810"
9084,"74895129799","Adoli","Lewis","5841 Longview Rd.","Los Angeles","CA","26907","USA",1915-07-16 00:00:00.000,"S","$30K - $50K","M",4,0,"High School Degree",1992-11-04 00:00:00.000,"Bronze","Manual","N","Adoli Lewis",1915,"Y",107,"Standard","USA","5841"
9217,"76478137373","Troy","Judiscak","660 West M Street","Bellflower","CA","80190","USA",1941-07-28 00:00:00.000,"S","$30K - $50K","F",5,0,"High School Degree",1992-10-22 00:00:00.000,"Bronze","Manual","N","Troy Judiscak",1941,"Y",81,"Standard","USA","660"
9424,"78509116800","Donna","Weeks","4288 Hacienda","Novato","CA","58740","USA",1934-10-15 00:00:00.000,"S","$30K - $50K","F",5,0,"High School Degree",1991-08-24 00:00:00.000,"Bronze","Manual","N","Donna Weeks",1934,"Y",88,"Standard","USA","4288"
9433,"78601304292","Mary","Retske","8947 Rio Grande Drive","Chula Vista","CA","75832","USA",1967-06-12 00:00:00.000,"S","$30K - $50K","F",4,0,"High School Degree",1992-01-03 00:00:00.000,"Bronze","Manual","N","Mary Retske",1967,"Y",55,"Standard","USA","8947"
9442,"78701978300","Anthony","Barnes","7832 Military East","San Jose","CA","62044","USA",1923-07-17 00:00:00.000,"S","$30K - $50K","M",3,0,"High School Degree",1992-12-26 00:00:00.000,"Bronze","Manual","N","Anthony Barnes",1923,"Y",99,"Standard","USA","7832"
9816,"82577561140","Reinhold","Whitmer","307 Almondtree Circle","Bellflower","CA","25084","USA",1973-05-18 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1991-11-20 00:00:00.000,"Bronze","Manual","N","Reinhold Whitmer",1973,"Y",49,"Standard","USA","307"
9943,"84008932709","Arvid","Duran","1905 Clyde Street","Altadena","CA","89368","USA",1975-10-02 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1993-03-03 00:00:00.000,"Bronze","Manual","N","Arvid Duran",1975,"Y",47,"Standard","USA","1905"
10097,"85448753237","Gen","Taylor","4914 Clayton Rd.","Beverly Hills","CA","40802","USA",1966-05-21 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1991-09-22 00:00:00.000,"Bronze","Manual","N","Gen Taylor",1966,"Y",56,"Standard","USA","4914"
10143,"85971408500","David","Stokes","2477 Everett Court","Long Beach","CA","16956","USA",1951-11-16 00:00:00.000,"S","$30K - $50K","M",4,0,"High School Degree",1993-03-14 00:00:00.000,"Bronze","Manual","N","David Stokes",1951,"Y",71,"Standard","USA","2477"
10203,"86599463820","Michelle","Cochran","3931 Scott Street","Mill Valley","CA","66349","USA",1967-01-07 00:00:00.000,"S","$30K - $50K","M",3,0,"High School Degree",1992-03-10 00:00:00.000,"Bronze","Manual","N","Michelle Cochran",1967,"Y",55,"Standard","USA","3931"
10259,"87268304824","Takeshi","Kawanami","4575 Shannondale Drive","West Covina","CA","19475","USA",1935-09-09 00:00:00.000,"S","$30K - $50K","F",2,0,"High School Degree",1992-11-14 00:00:00.000,"Bronze","Manual","N","Takeshi Kawanami",1935,"Y",87,"Standard","USA","4575"
10268,"87374627590","Lisa","Bito","4108 Galindo Street","Pomona","CA","84236","USA",1945-05-09 00:00:00.000,"S","$30K - $50K","F",2,0,"High School Degree",1993-12-08 00:00:00.000,"Bronze","Manual","N","Lisa Bito",1945,"Y",77,"Standard","USA","4108"
213,"89905924797","David","Watson","8157 W. Buchanan","Woodland Hills","CA","25400","USA",1915-12-19 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1994-11-22 00:00:00.000,"Bronze","Manual","Y","David Watson",1915,"Y",107,"Standard","USA","8157"
227,"90065194368","Michael","Suggs","40 Ellis St.","Burbank","CA","17728","USA",1963-10-10 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1994-05-18 00:00:00.000,"Bronze","Manual","Y","Michael Suggs",1963,"Y",59,"Standard","USA","40"
