Row ID,Order Priority,Discount,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Country,Region,State or Province,City,Postal Code,Order Date,Ship Date,Profit,Quantity ordered new,Sales,Order ID,Year
21517,"Not Specified",0.03,1270.99,19.99,524,"Gina McKnight","Regular Air","Consumer","Office Supplies","Binders and Binder Accessories","Small Box","Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind",0.35,"United States","South","Tennessee","Farragut",37922,2015-01-20 00:00:00.000,2015-01-22 00:00:00.000,363.552,2,2589.01,91127,2015-01-20 00:00:00.000
18664,"Medium",0.03,162.93,19.99,578,"Evan K Bullard","Regular Air","Corporate","Office Supplies","Envelopes","Small Box","Multimedia Mailers",0.39,"United States","East","Connecticut","Naugatuck",6770,2015-05-13 00:00:00.000,2015-05-14 00:00:00.000,293.14,3,515.88,88644,2015-05-13 00:00:00.000
19781,"Critical",0.08,30.53,19.99,592,"Eva Silverman","Regular Air","Small Business","Office Supplies","Labels","Small Box","Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",0.39,"United States","Central","Illinois","Wilmette",60091,2015-01-17 00:00:00.000,2015-01-17 00:00:00.000,-239.8656,10,285.87,86307,2015-01-17 00:00:00.000
21718,"Medium",0.02,419.19,19.99,627,"Scott McKenna","Regular Air","Corporate","Office Supplies","Storage & Organization","Small Box","Smead Adjustable Mobile File Trolley with Lockable Top",0.58,"United States","East","Ohio","Steubenville",43952,2015-04-21 00:00:00.000,2015-04-22 00:00:00.000,6610.2,22,9580,90469,2015-04-21 00:00:00.000
24869,"Low",0.03,51.75,19.99,646,"Robin High","Regular Air","Corporate","Furniture","Office Furnishings","Small Box","Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",0.55,"United States","Central","Minnesota","Shakopee",55379,2015-06-17 00:00:00.000,2015-06-22 00:00:00.000,261.444,16,818.81,90735,2015-06-17 00:00:00.000
25059,"Critical",0.06,161.55,19.99,674,"Albert Frost","Regular Air","Small Business","Office Supplies","Storage & Organization","Small Box","Fellowes Super Stor/Drawer® Files",0.66,"United States","Central","Missouri","Raytown",64133,2015-01-02 00:00:00.000,2015-01-03 00:00:00.000,-7.58000000000004,3,485.01,88174,2015-01-02 00:00:00.000
21610,"Medium",0.02,367.99,19.99,679,"Katie Dougherty","Regular Air","Corporate","Office Supplies","Binders and Binder Accessories","Small Box","Ibico Ibimaster 300 Manual Binding System",0.4,"United States","West","Washington","Spanaway",98387,2015-03-04 00:00:00.000,2015-03-05 00:00:00.000,4568.6073,17,6621.17,88890,2015-03-04 00:00:00.000
19225,"Low",0.1,40.48,19.99,696,"Johnny Reid","Regular Air","Corporate","Technology","Computer Peripherals","Small Box","Keytronic Designer 104- Key Black Keyboard",0.77,"United States","Central","Indiana","Crown Point",46307,2015-04-07 00:00:00.000,2015-04-09 00:00:00.000,-580.32,9,355.84,89848,2015-04-07 00:00:00.000
1225,"Low",0.1,40.48,19.99,698,"Nelson Hensley","Regular Air","Corporate","Technology","Computer Peripherals","Small Box","Keytronic Designer 104- Key Black Keyboard",0.77,"United States","West","Washington","Seattle",98105,2015-04-07 00:00:00.000,2015-04-09 00:00:00.000,-580.32,36,1423.35,8994,2015-04-07 00:00:00.000
20790,"Not Specified",0.03,95.43,19.99,719,"Stephen Lam","Regular Air","Corporate","Office Supplies","Storage & Organization","Small Box","Fellowes Stor/Drawer® Steel Plus™ Storage Drawers",0.79,"United States","West","Nevada","Pahrump",89041,2015-02-28 00:00:00.000,2015-03-02 00:00:00.000,-79.3208,2,206.09,89344,2015-02-28 00:00:00.000
20855,"Not Specified",0.09,27.75,19.99,750,"Jordan Wilkinson","Regular Air","Corporate","Office Supplies","Storage & Organization","Small Box","Fellowes Super Stor/Drawer®",0.67,"United States","South","Kentucky","Florence",41042,2015-01-12 00:00:00.000,2015-01-13 00:00:00.000,-224.644,10,257.52,91200,2015-01-12 00:00:00.000
25833,"Low",0.05,161.55,19.99,916,"Marion Wilcox","Regular Air","Corporate","Office Supplies","Storage & Organization","Small Box","Fellowes Super Stor/Drawer® Files",0.66,"United States","Central","Texas","Burleson",76028,2015-01-04 00:00:00.000,2015-01-11 00:00:00.000,35.31,3,499.31,86357,2015-01-04 00:00:00.000
19002,"High",0.03,33.98,19.99,1000,"Lynn Bell","Regular Air","Small Business","Furniture","Office Furnishings","Small Box","Linden® 12"" Wall Clock With Oak Frame",0.55,"United States","East","Vermont","Bennington",5201,2015-03-14 00:00:00.000,2015-03-15 00:00:00.000,-0.740000000000009,12,432.44,89433,2015-03-14 00:00:00.000
21960,"Critical",0.03,99.99,19.99,1036,"Jessica Huffman","Regular Air","Home Office","Technology","Computer Peripherals","Small Box","US Robotics 56K V.92 External Faxmodem",0.52,"United States","East","Ohio","Dublin",43017,2015-03-13 00:00:00.000,2015-03-14 00:00:00.000,293.66,6,598.38,90710,2015-03-13 00:00:00.000
25467,"Medium",0.05,363.25,19.99,1142,"Russell Chan","Regular Air","Home Office","Office Supplies","Appliances","Small Box","Hoover WindTunnel™ Plus Canister Vacuum",0.57,"United States","Central","Texas","Waco",76706,2015-01-04 00:00:00.000,2015-01-06 00:00:00.000,1766.7795,7,2560.55,86573,2015-01-04 00:00:00.000
1552,"Low",0.09,49.99,19.99,1193,"Louis Parrish","Regular Air","Small Business","Technology","Computer Peripherals","Small Box","Zoom V.92 USB External Faxmodem",0.41,"United States","East","District of Columbia","Washington",20016,2015-06-28 00:00:00.000,2015-06-30 00:00:00.000,-17.03,48,2373.32,11206,2015-06-28 00:00:00.000
19552,"Low",0.09,49.99,19.99,1203,"Judy Merritt","Regular Air","Small Business","Technology","Computer Peripherals","Small Box","Zoom V.92 USB External Faxmodem",0.41,"United States","East","Rhode Island","Cranston",2920,2015-06-28 00:00:00.000,2015-06-30 00:00:00.000,-8.515,12,593.33,87587,2015-06-28 00:00:00.000
19874,"High",0.09,99.99,19.99,1233,"Gary Hester","Regular Air","Consumer","Technology","Computer Peripherals","Small Box","US Robotics 56K V.92 External Faxmodem",0.52,"United States","Central","Texas","Flower Mound",75028,2015-06-04 00:00:00.000,2015-06-06 00:00:00.000,-161.475,1,97.65,89376,2015-06-04 00:00:00.000
20920,"Not Specified",0,387.99,19.99,1241,"Bradley Schroeder","Regular Air","Corporate","Office Supplies","Binders and Binder Accessories","Small Box","Fellowes PB300 Plastic Comb Binding Machine",0.38,"United States","South","Alabama","Auburn",36830,2015-03-16 00:00:00.000,2015-03-17 00:00:00.000,-70.14,23,9280.72,90880,2015-03-16 00:00:00.000
21710,"High",0.03,420.98,19.99,1471,"Danielle Daniel","Regular Air","Home Office","Office Supplies","Binders and Binder Accessories","Small Box","GBC DocuBind 200 Manual Binding Machine",0.35,"United States","East","Ohio","Westerville",43081,2015-03-21 00:00:00.000,2015-03-22 00:00:00.000,3043.0311,10,4410.19,87077,2015-03-21 00:00:00.000
21806,"High",0.06,99.99,19.99,1484,"Alison Stewart","Regular Air","Home Office","Technology","Computer Peripherals","Small Box","US Robotics 56K V.92 External Faxmodem",0.52,"United States","Central","Illinois","Des Plaines",60016,2015-03-11 00:00:00.000,2015-03-14 00:00:00.000,-127.56,3,290.24,91235,2015-03-11 00:00:00.000
21807,"High",0,193.17,19.99,1484,"Alison Stewart","Regular Air","Home Office","Office Supplies","Storage & Organization","Small Box","Fellowes Staxonsteel® Drawer Files",0.71,"United States","Central","Illinois","Des Plaines",60016,2015-03-11 00:00:00.000,2015-03-12 00:00:00.000,282.18,5,971.4,91235,2015-03-11 00:00:00.000
24975,"Critical",0.01,525.98,19.99,1528,"Brad Stark","Regular Air","Small Business","Office Supplies","Binders and Binder Accessories","Small Box","GBC DocuBind 300 Electric Binding Machine",0.37,"United States","South","North Carolina","Eden",27288,2015-01-09 00:00:00.000,2015-01-11 00:00:00.000,-161.924,9,4920.81,86813,2015-01-09 00:00:00.000
23751,"High",0.09,40.48,19.99,1623,"Patrick Adcock","Regular Air","Small Business","Technology","Computer Peripherals","Small Box","Keytronic Designer 104- Key Black Keyboard",0.77,"United States","Central","Indiana","Schererville",46375,2015-05-24 00:00:00.000,2015-05-26 00:00:00.000,65.3940000000001,12,472.44,87611,2015-05-24 00:00:00.000
21492,"Low",0,142.86,19.99,1670,"Carolyn Bowling","Regular Air","Small Business","Office Supplies","Storage & Organization","Small Box","Letter Size Cart",0.56,"United States","South","Virginia","Blacksburg",24060,2015-04-24 00:00:00.000,2015-05-03 00:00:00.000,-739.326,11,1576.35,86722,2015-04-24 00:00:00.000
23626,"Not Specified",0.09,95.43,19.99,1690,"Neil Bailey","Regular Air","Corporate","Office Supplies","Storage & Organization","Small Box","Fellowes Stor/Drawer® Steel Plus™ Storage Drawers",0.79,"United States","East","Pennsylvania","Harrisburg",17112,2015-06-01 00:00:00.000,2015-06-02 00:00:00.000,-143.235,22,2053.6,91078,2015-06-01 00:00:00.000
24577,"Medium",0.04,95.43,19.99,1709,"Dennis Bowen","Regular Air","Small Business","Office Supplies","Storage & Organization","Small Box","Fellowes Stor/Drawer® Steel Plus™ Storage Drawers",0.79,"United States","East","Pennsylvania","Pottstown",19464,2015-05-10 00:00:00.000,2015-05-12 00:00:00.000,13.536,33,3251.76,88783,2015-05-10 00:00:00.000
567,"Not Specified",0.02,1270.99,19.99,1733,"Nina Horne Kelly","Regular Air","Small Business","Office Supplies","Binders and Binder Accessories","Small Box","Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind",0.35,"United States","East","District of Columbia","Washington",20012,2015-04-04 00:00:00.000,2015-04-06 00:00:00.000,9228.2256,36,45737.33,3841,2015-04-04 00:00:00.000
18567,"Not Specified",0.02,1270.99,19.99,1734,"Christopher Meadows","Regular Air","Small Business","Office Supplies","Binders and Binder Accessories","Small Box","Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind",0.35,"United States","East","New York","Harrison",10528,2015-04-04 00:00:00.000,2015-04-06 00:00:00.000,7889.6877,9,11434.33,88443,2015-04-04 00:00:00.000
18804,"Low",0.04,35.44,19.99,1738,"Dean Solomon","Regular Air","Corporate","Office Supplies","Paper","Small Box","Xerox 1880",0.38,"United States","South","North Carolina","Gastonia",28052,2015-06-14 00:00:00.000,2015-06-21 00:00:00.000,-108.2725,11,406.26,85868,2015-06-14 00:00:00.000
19415,"Medium",0.03,90.48,19.99,1873,"Lisa Kim","Regular Air","Corporate","Office Supplies","Envelopes","Small Box","Tyvek® Side-Opening Peel & Seel® Expanding Envelopes",0.4,"United States","South","Florida","Palm Beach Gardens",33403,2015-01-17 00:00:00.000,2015-01-19 00:00:00.000,15.354,1,99.69,90099,2015-01-17 00:00:00.000
19048,"Low",0.07,172.99,19.99,1906,"Penny Tuttle","Regular Air","Corporate","Office Supplies","Binders and Binder Accessories","Small Box","Ibico EB-19 Dual Function Manual Binding System",0.39,"United States","East","Ohio","Lima",45801,2015-05-17 00:00:00.000,2015-05-17 00:00:00.000,2502.6852,22,3627.08,86500,2015-05-17 00:00:00.000
22686,"Not Specified",0.1,1889.99,19.99,1928,"Gregory R Snow","Regular Air","Home Office","Office Supplies","Binders and Binder Accessories","Small Box","Ibico EPK-21 Electric Binding System",0.36,"United States","South","South Carolina","Greer",29651,2015-01-21 00:00:00.000,2015-01-21 00:00:00.000,-42.546,1,1786.04,88580,2015-01-21 00:00:00.000
20555,"High",0.01,40.99,19.99,1989,"David Weaver","Regular Air","Corporate","Office Supplies","Paper","Small Box","White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",0.36,"United States","West","Utah","Holladay",84117,2015-05-15 00:00:00.000,2015-05-18 00:00:00.000,177.79,11,480.75,90001,2015-05-15 00:00:00.000
20840,"Medium",0.02,420.98,19.99,2062,"Alfred Singh","Regular Air","Corporate","Office Supplies","Binders and Binder Accessories","Small Box","GBC DocuBind 200 Manual Binding Machine",0.35,"United States","South","Virginia","Mechanicsville",23111,2015-01-29 00:00:00.000,2015-02-01 00:00:00.000,-162.694,10,4249.37,87146,2015-01-29 00:00:00.000
19113,"Medium",0.1,179.99,19.99,2196,"Gene Heath Cross","Regular Air","Small Business","Technology","Computer Peripherals","Small Box","Motorola SB4200 Cable Modem",0.48,"United States","East","New York","Jamestown",14701,2015-04-07 00:00:00.000,2015-04-08 00:00:00.000,1208.9904,14,2458.05,89175,2015-04-07 00:00:00.000
19114,"Medium",0.1,140.85,19.99,2196,"Gene Heath Cross","Regular Air","Small Business","Office Supplies","Storage & Organization","Small Box","Fellowes Strictly Business® Drawer File, Letter/Legal Size",0.73,"United States","East","New York","Jamestown",14701,2015-04-07 00:00:00.000,2015-04-09 00:00:00.000,9.9912,19,2465.75,89175,2015-04-07 00:00:00.000
24396,"Low",0.1,54.1,19.99,2287,"Samuel Newman","Regular Air","Corporate","Office Supplies","Storage & Organization","Small Box","Desktop 3-Pocket Hot File®",0.59,"United States","South","South Carolina","Summerville",29483,2015-02-19 00:00:00.000,2015-02-24 00:00:00.000,34.068,9,469.59,90147,2015-02-19 00:00:00.000
19934,"High",0,90.48,19.99,2305,"Pat Kinney","Regular Air","Small Business","Office Supplies","Envelopes","Small Box","Tyvek® Side-Opening Peel & Seel® Expanding Envelopes",0.4,"United States","Central","South Dakota","Watertown",57201,2015-06-21 00:00:00.000,2015-06-24 00:00:00.000,800.2551,12,1159.79,89869,2015-06-21 00:00:00.000
23314,"Low",0.03,193.17,19.99,2308,"Laurence Cummings","Regular Air","Small Business","Office Supplies","Storage & Organization","Small Box","Fellowes Staxonsteel® Drawer Files",0.71,"United States","South","Florida","Lehigh Acres",33971,2015-03-24 00:00:00.000,2015-03-28 00:00:00.000,-348.754,8,1548.97,90557,2015-03-24 00:00:00.000
22649,"Not Specified",0.1,78.69,19.99,2355,"Clyde Burnett","Regular Air","Consumer","Furniture","Office Furnishings","Small Box","Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock",0.43,"United States","West","California","Coachella",92236,2015-02-15 00:00:00.000,2015-02-16 00:00:00.000,465.4395,9,674.55,91304,2015-02-15 00:00:00.000
18151,"Low",0.06,122.99,19.99,2379,"Mildred Briggs","Regular Air","Small Business","Office Supplies","Binders and Binder Accessories","Small Box","GBC Therma-A-Bind 250T Electric Binding System",0.37,"United States","Central","Michigan","Garden City",48135,2015-05-05 00:00:00.000,2015-05-07 00:00:00.000,1019.7096,12,1477.84,86655,2015-05-05 00:00:00.000
151,"Low",0.06,122.99,19.99,2382,"Geoffrey Saunders","Regular Air","Small Business","Office Supplies","Binders and Binder Accessories","Small Box","GBC Therma-A-Bind 250T Electric Binding System",0.37,"United States","East","New York","New York City",10024,2015-05-05 00:00:00.000,2015-05-07 00:00:00.000,1408.1865,48,5911.35,962,2015-05-05 00:00:00.000
23729,"High",0.03,40.99,19.99,2427,"John Merritt","Regular Air","Corporate","Office Supplies","Paper","Small Box","White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",0.36,"United States","Central","Texas","Keller",76248,2015-02-17 00:00:00.000,2015-02-18 00:00:00.000,395.308,21,885.65,90860,2015-02-17 00:00:00.000
25536,"High",0.07,179.99,19.99,2456,"Joan Beach","Regular Air","Home Office","Technology","Computer Peripherals","Small Box","Motorola SB4200 Cable Modem",0.48,"United States","South","Alabama","Mobile",36608,2015-01-22 00:00:00.000,2015-01-23 00:00:00.000,733.2822,7,1188.63,89218,2015-01-22 00:00:00.000
21212,"Medium",0.04,419.19,19.99,2489,"Craig Liu","Regular Air","Home Office","Office Supplies","Storage & Organization","Small Box","Smead Adjustable Mobile File Trolley with Lockable Top",0.58,"United States","West","California","Concord",94521,2015-04-26 00:00:00.000,2015-04-27 00:00:00.000,1388.3559,5,2012.11,86885,2015-04-26 00:00:00.000
3212,"Medium",0.04,419.19,19.99,2491,"Sean N Boyer","Regular Air","Home Office","Office Supplies","Storage & Organization","Small Box","Smead Adjustable Mobile File Trolley with Lockable Top",0.58,"United States","West","California","Los Angeles",90045,2015-04-26 00:00:00.000,2015-04-27 00:00:00.000,1947.67,20,8048.45,23042,2015-04-26 00:00:00.000
22840,"Not Specified",0.02,178.47,19.99,2540,"Helen Ferguson","Regular Air","Home Office","Office Supplies","Storage & Organization","Small Box","Hot File® 7-Pocket, Floor Stand",0.55,"United States","South","Florida","Winter Springs",32708,2015-04-07 00:00:00.000,2015-04-08 00:00:00.000,106.9848,1,193.81,91017,2015-04-07 00:00:00.000
22275,"Low",0.02,419.19,19.99,2593,"Anne Schultz","Regular Air","Corporate","Office Supplies","Storage & Organization","Small Box","Smead Adjustable Mobile File Trolley with Lockable Top",0.58,"United States","South","Georgia","Athens",30605,2015-04-17 00:00:00.000,2015-04-17 00:00:00.000,-39.606,10,4354.55,87772,2015-04-17 00:00:00.000
5338,"High",0.05,165.2,19.99,2670,"Yvonne Mann","Regular Air","Home Office","Office Supplies","Storage & Organization","Small Box","Economy Rollaway Files",0.59,"United States","West","California","Los Angeles",90049,2015-05-29 00:00:00.000,2015-05-29 00:00:00.000,2008.71,167,27587.55,37924,2015-05-29 00:00:00.000
23338,"High",0.05,165.2,19.99,2671,"Lloyd Fuller","Regular Air","Home Office","Office Supplies","Storage & Organization","Small Box","Economy Rollaway Files",0.59,"United States","South","Tennessee","Brentwood",37027,2015-05-29 00:00:00.000,2015-05-29 00:00:00.000,-48.958,42,6938.19,90551,2015-05-29 00:00:00.000
21399,"Critical",0,40.48,19.99,2720,"Donna Block","Regular Air","Small Business","Technology","Computer Peripherals","Small Box","Keytronic Designer 104- Key Black Keyboard",0.77,"United States","South","Georgia","Dalton",30721,2015-06-16 00:00:00.000,2015-06-17 00:00:00.000,-25.634,6,264.95,88766,2015-06-16 00:00:00.000
23271,"Critical",0.02,161.55,19.99,2750,"Allen Nash","Regular Air","Small Business","Office Supplies","Storage & Organization","Small Box","Fellowes Super Stor/Drawer® Files",0.66,"United States","South","Virginia","Waynesboro",22980,2015-03-08 00:00:00.000,2015-03-08 00:00:00.000,664.518,4,657.61,91424,2015-03-08 00:00:00.000
18071,"Medium",0.1,178.47,19.99,2803,"Catherine Dorsey Burnett","Regular Air","Small Business","Office Supplies","Storage & Organization","Small Box","Hot File® 7-Pocket, Floor Stand",0.55,"United States","West","California","East Los Angeles",90022,2015-02-05 00:00:00.000,2015-02-07 00:00:00.000,-170.98,1,180.14,86227,2015-02-05 00:00:00.000
21855,"Not Specified",0.04,90.48,19.99,2847,"Vanessa Day","Regular Air","Corporate","Office Supplies","Envelopes","Small Box","Tyvek® Side-Opening Peel & Seel® Expanding Envelopes",0.4,"United States","South","Tennessee","Collierville",38017,2015-04-09 00:00:00.000,2015-04-11 00:00:00.000,55.5552,3,268.64,85928,2015-04-09 00:00:00.000
24455,"Medium",0,49.99,19.99,2848,"Eileen Dalton","Regular Air","Corporate","Technology","Computer Peripherals","Small Box","Zoom V.92 USB External Faxmodem",0.41,"United States","South","Tennessee","Columbia",38401,2015-06-06 00:00:00.000,2015-06-08 00:00:00.000,38.886,16,832.97,85929,2015-06-06 00:00:00.000
18506,"Low",0.04,67.28,19.99,2858,"Jerry Webster","Regular Air","Corporate","Office Supplies","Binders and Binder Accessories","Small Box","Catalog Binders with Expanding Posts",0.4,"United States","South","Florida","Fruit Cove",32259,2015-05-23 00:00:00.000,2015-05-28 00:00:00.000,14.754,30,2051.68,88282,2015-05-23 00:00:00.000
20270,"Not Specified",0.03,142.86,19.99,2859,"Brad H Blake","Regular Air","Corporate","Office Supplies","Storage & Organization","Small Box","Letter Size Cart",0.56,"United States","South","Florida","Gainesville",32601,2015-04-01 00:00:00.000,2015-04-03 00:00:00.000,-8.3881,23,3292.02,88281,2015-04-01 00:00:00.000
18998,"High",0.03,896.99,19.99,2868,"Eugene Clayton","Regular Air","Corporate","Office Supplies","Binders and Binder Accessories","Small Box","GBC DocuBind TL300 Electric Binding System",0.38,"United States","West","Washington","Edmonds",98026,2015-01-08 00:00:00.000,2015-01-10 00:00:00.000,3602.1312,6,5220.48,85826,2015-01-08 00:00:00.000
19246,"Critical",0.03,304.99,19.99,2874,"Marian Willis","Regular Air","Home Office","Office Supplies","Binders and Binder Accessories","Small Box","Ibico Hi-Tech Manual Binding System",0.4,"United States","Central","Nebraska","La Vista",68128,2015-06-22 00:00:00.000,2015-06-24 00:00:00.000,4033.6089,19,5845.81,89874,2015-06-22 00:00:00.000
3065,"High",0.09,363.25,19.99,2882,"Andrew Gonzalez","Regular Air","Consumer","Office Supplies","Appliances","Small Box","Hoover WindTunnel™ Plus Canister Vacuum",0.57,"United States","South","North Carolina","Charlotte",28206,2015-06-05 00:00:00.000,2015-06-06 00:00:00.000,732.2698,21,7497.05,21958,2015-06-05 00:00:00.000
21065,"High",0.09,363.25,19.99,2884,"Stuart C Robinson","Regular Air","Consumer","Office Supplies","Appliances","Small Box","Hoover WindTunnel™ Plus Canister Vacuum",0.57,"United States","East","Ohio","North Ridgeville",44039,2015-06-05 00:00:00.000,2015-06-06 00:00:00.000,1231.6569,5,1785.01,87633,2015-06-05 00:00:00.000
25819,"Critical",0.02,54.1,19.99,2928,"Leslie Woodard","Regular Air","Consumer","Office Supplies","Storage & Organization","Small Box","Desktop 3-Pocket Hot File®",0.59,"United States","South","South Carolina","Charleston",29418,2015-05-26 00:00:00.000,2015-05-27 00:00:00.000,-33.586,36,1944.87,90218,2015-05-26 00:00:00.000
24866,"High",0.01,35.44,19.99,2932,"Phyllis Hull","Regular Air","Small Business","Office Supplies","Paper","Small Box","Xerox 1880",0.38,"United States","East","Connecticut","Stratford",6614,2015-04-22 00:00:00.000,2015-04-23 00:00:00.000,-52.8228,1,55.43,87620,2015-04-22 00:00:00.000
18041,"High",0.06,363.25,19.99,2968,"Miriam Bowman","Regular Air","Small Business","Office Supplies","Appliances","Small Box","Hoover WindTunnel™ Plus Canister Vacuum",0.57,"United States","South","Florida","Hollywood",33021,2015-03-28 00:00:00.000,2015-03-30 00:00:00.000,36.1641,1,344.87,86086,2015-03-28 00:00:00.000
1042,"Critical",0.06,49.99,19.99,3011,"Tammy Raynor","Regular Air","Corporate","Technology","Computer Peripherals","Small Box","US Robotics 56K V.92 Internal PCI Faxmodem",0.45,"United States","East","Massachusetts","Boston",2113,2015-04-28 00:00:00.000,2015-04-30 00:00:00.000,17.2,67,3247.54,7623,2015-04-28 00:00:00.000
19042,"Critical",0.06,49.99,19.99,3012,"Annie Livingston","Regular Air","Corporate","Technology","Computer Peripherals","Small Box","US Robotics 56K V.92 Internal PCI Faxmodem",0.45,"United States","East","New York","Rochester",14609,2015-04-28 00:00:00.000,2015-04-30 00:00:00.000,19.78,17,824,86346,2015-04-28 00:00:00.000
22201,"Critical",0.08,178.47,19.99,3036,"Edith Reynolds","Regular Air","Home Office","Office Supplies","Storage & Organization","Small Box","Hot File® 7-Pocket, Floor Stand",0.55,"United States","Central","North Dakota","Mandan",58554,2015-03-13 00:00:00.000,2015-03-16 00:00:00.000,2267.22,22,3802.01,89130,2015-03-13 00:00:00.000
21085,"Low",0.07,49.43,19.99,3089,"Sandy Cannon","Regular Air","Corporate","Office Supplies","Appliances","Small Box","Eureka Hand Vacuum, Bagless",0.57,"United States","Central","Kansas","Leawood",66209,2015-01-24 00:00:00.000,2015-01-29 00:00:00.000,-122.77,6,281.82,91219,2015-01-24 00:00:00.000
25473,"Not Specified",0.08,315.98,19.99,3120,"Daniel Christian","Regular Air","Home Office","Office Supplies","Binders and Binder Accessories","Small Box","GBC ProClick™ 150 Presentation Binding System",0.38,"United States","South","Louisiana","New Orleans",70117,2015-06-14 00:00:00.000,2015-06-14 00:00:00.000,44.52,9,2642.48,90160,2015-06-14 00:00:00.000
24691,"Not Specified",0.09,304.99,19.99,3137,"Alison Sharp","Regular Air","Corporate","Office Supplies","Binders and Binder Accessories","Small Box","Ibico Hi-Tech Manual Binding System",0.4,"United States","East","New Hampshire","Laconia",3246,2015-06-08 00:00:00.000,2015-06-09 00:00:00.000,1623.9495,8,2353.55,86795,2015-06-08 00:00:00.000
