SwimmerID,TrainerID,FirstName,LastName,PassportNumber,Gender,BirthDate,CareerStart,Rank,Сountry,DopingRec,SwimName,age
45716,555,"Hy","Botly","YQaqFgsN9ImT","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"HyBotly",22
45723,555,"Hy","Buckell","eY5Q9wsN9ImT","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"HyBuckell",22
45727,555,"Hy","Cammoile","haiKGCsN9ImT","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"HyCammoile",22
45728,555,"Hy","Carlow","iXhliasN9ImT","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"HyCarlow",22
45743,555,"Hy","Coleby","3B6n2CsN9ImT","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"HyColeby",22
45756,555,"Hy","De la Barre","kWyCLKsN9ImT","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"HyDe la Barre",22
45760,555,"Hy","Dessent","59BMuhsN9ImT","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"HyDessent",22
45767,555,"Hy","Drain","nKSVX4sN9ImT","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"HyDrain",22
45781,555,"Hy","Farndon","RIm9qGsN9ImT","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"HyFarndon",22
45787,555,"Hy","Frizell","DGZq08sN9ImT","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"HyFrizell",22
45803,555,"Hy","Grindlay","fm607MsN9ImT","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"HyGrindlay",22
45806,555,"Hy","Haining","qEARalsN9ImT","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"HyHaining",22
45807,555,"Hy","Hallowes","hfR1FtsN9ImT","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"HyHallowes",22
45829,555,"Hy","Husset","jg88GvsN9ImT","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"HyHusset",22
45830,555,"Hy","Huster","bljUJxsN9ImT","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"HyHuster",22
45835,555,"Hy","Izkovici","T1gxHvsN9ImT","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"HyIzkovici",22
45836,555,"Hy","Jeakins","nZgsIpsN9ImT","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"HyJeakins",22
45844,555,"Hy","Kleewein","anuBGKsN9ImT","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"HyKleewein",22
45848,555,"Hy","Langan","enoxVUsN9ImT","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"HyLangan",22
45855,555,"Hy","Leyson","k3I1GJsN9ImT","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"HyLeyson",22
45872,555,"Hy","McCaw","3m8hv4sN9ImT","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"HyMcCaw",22
45873,555,"Hy","McDuall","nfm1tZsN9ImT","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"HyMcDuall",22
45881,555,"Hy","Milillo","EL2olSsN9ImT","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"HyMilillo",22
45882,555,"Hy","Mitton","pNugvWsN9ImT","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"HyMitton",22
45893,555,"Hy","Oxterby","HwJyWesN9ImT","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"HyOxterby",22
45912,555,"Hy","Puddefoot","q7cd2ysN9ImT","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"HyPuddefoot",22
45913,555,"Hy","Quernel","GyVyPtsN9ImT","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"HyQuernel",22
45914,555,"Hy","Rankin","fjGclUsN9ImT","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"HyRankin",22
45918,555,"Hy","Renol","2SaacfsN9ImT","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"HyRenol",22
45928,555,"Hy","Sallans","1hEPc2sN9ImT","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"HySallans",22
45935,555,"Hy","Seville","nscUdcsN9ImT","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"HySeville",22
45972,555,"Hy","Tunuy","gs1iW8sN9ImT","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"HyTunuy",22
45973,555,"Hy","Twinterman","ojA0ZEsN9ImT","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"HyTwinterman",22
45980,555,"Hy","Vidloc","EtBqGqsN9ImT","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"HyVidloc",22
45982,555,"Hy","Vynehall","UJvfyxsN9ImT","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"HyVynehall",22
45983,555,"Hy","Wadman","IpNLA1sN9ImT","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"HyWadman",22
45985,555,"Hy","Wanstall","xy0jJGsN9ImT","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"HyWanstall",22
45990,555,"Hy","Wimpeney","J6w8aUsN9ImT","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"HyWimpeney",22
49164,555,"James","Abernethy","q6gZIqZikz4l","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"JamesAbernethy",22
49171,555,"James","Antliff","uHnMhZZikz4l","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"JamesAntliff",22
49174,555,"James","Atack","AOCJcmZikz4l","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"JamesAtack",22
49177,555,"James","Ayars","RfBwPsZikz4l","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"JamesAyars",22
49179,555,"James","Bampkin","pC3AvjZikz4l","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"JamesBampkin",22
49183,555,"James","Beaston","gXbBRrZikz4l","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"JamesBeaston",22
49184,555,"James","Beccles","dDiQKsZikz4l","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"JamesBeccles",22
49186,555,"James","Belvard","1z5FYSZikz4l","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"JamesBelvard",22
49190,555,"James","Bennedsen","IgrR6xZikz4l","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"JamesBennedsen",22
49193,555,"James","Betje","a3umGRZikz4l","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"JamesBetje",22
49194,555,"James","Blunkett","uM68dWZikz4l","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"JamesBlunkett",22
49197,555,"James","Bootton","T3jpl4Zikz4l","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"JamesBootton",22
49199,555,"James","Botly","YQaqFgZikz4l","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"JamesBotly",22
49206,555,"James","Buckell","eY5Q9wZikz4l","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"JamesBuckell",22
49210,555,"James","Cammoile","haiKGCZikz4l","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"JamesCammoile",22
49211,555,"James","Carlow","iXhliaZikz4l","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"JamesCarlow",22
49226,555,"James","Coleby","3B6n2CZikz4l","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"JamesColeby",22
49239,555,"James","De la Barre","kWyCLKZikz4l","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"JamesDe la Barre",22
49243,555,"James","Dessent","59BMuhZikz4l","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"JamesDessent",22
49250,555,"James","Drain","nKSVX4Zikz4l","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"JamesDrain",22
49264,555,"James","Farndon","RIm9qGZikz4l","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"JamesFarndon",22
49271,555,"James","Frizell","DGZq08Zikz4l","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"JamesFrizell",22
49286,555,"James","Grindlay","fm607MZikz4l","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"JamesGrindlay",22
49289,555,"James","Haining","qEARalZikz4l","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"JamesHaining",22
49290,555,"James","Hallowes","hfR1FtZikz4l","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"JamesHallowes",22
49312,555,"James","Husset","jg88GvZikz4l","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"JamesHusset",22
49313,555,"James","Huster","bljUJxZikz4l","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"JamesHuster",22
49318,555,"James","Izkovici","T1gxHvZikz4l","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"JamesIzkovici",22
49319,555,"James","Jeakins","nZgsIpZikz4l","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"JamesJeakins",22
49327,555,"James","Kleewein","anuBGKZikz4l","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"JamesKleewein",22
49331,555,"James","Langan","enoxVUZikz4l","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"JamesLangan",22
49338,555,"James","Leyson","k3I1GJZikz4l","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"JamesLeyson",22
49355,555,"James","McCaw","3m8hv4Zikz4l","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"JamesMcCaw",22
49356,555,"James","McDuall","nfm1tZZikz4l","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"JamesMcDuall",22
49364,555,"James","Milillo","EL2olSZikz4l","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"JamesMilillo",22
49365,555,"James","Mitton","pNugvWZikz4l","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"JamesMitton",22
49376,555,"James","Oxterby","HwJyWeZikz4l","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"JamesOxterby",22
49395,555,"James","Puddefoot","q7cd2yZikz4l","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"JamesPuddefoot",22
49396,555,"James","Quernel","GyVyPtZikz4l","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"JamesQuernel",22
49397,555,"James","Rankin","fjGclUZikz4l","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"JamesRankin",22
49401,555,"James","Renol","2SaacfZikz4l","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"JamesRenol",22
49411,555,"James","Sallans","1hEPc2Zikz4l","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"JamesSallans",22
49418,555,"James","Seville","nscUdcZikz4l","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"JamesSeville",22
49455,555,"James","Tunuy","gs1iW8Zikz4l","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"JamesTunuy",22
49456,555,"James","Twinterman","ojA0ZEZikz4l","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"JamesTwinterman",22
49463,555,"James","Vidloc","EtBqGqZikz4l","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"JamesVidloc",22
49465,555,"James","Vynehall","UJvfyxZikz4l","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"JamesVynehall",22
49466,555,"James","Wadman","IpNLA1Zikz4l","F",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"JamesWadman",22
49468,555,"James","Wanstall","xy0jJGZikz4l","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"JamesWanstall",22
49473,555,"James","Wimpeney","J6w8aUZikz4l","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",False,"JamesWimpeney",22
959,636,"Aile","Abernethy","q6gZIqnu63Xr","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AileAbernethy",22
982,636,"Aile","Belvard","1z5FYSnu63Xr","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AileBelvard",22
990,636,"Aile","Blunkett","uM68dWnu63Xr","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AileBlunkett",22
1022,636,"Aile","Coleby","3B6n2Cnu63Xr","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AileColeby",22
1108,636,"Aile","Huster","bljUJxnu63Xr","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AileHuster",22
1133,636,"Aile","Leyson","k3I1GJnu63Xr","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AileLeyson",22
1191,636,"Aile","Quernel","GyVyPtnu63Xr","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AileQuernel",22
1196,636,"Aile","Renol","2Saacfnu63Xr","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AileRenol",22
1213,636,"Aile","Seville","nscUdcnu63Xr","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AileSeville",22
1263,636,"Aile","Wanstall","xy0jJGnu63Xr","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AileWanstall",22
1589,716,"Alasdair","Abernethy","q6gZIqsSobN4","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AlasdairAbernethy",22
1611,716,"Alasdair","Belvard","1z5FYSsSobN4","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AlasdairBelvard",22
1619,716,"Alasdair","Blunkett","uM68dWsSobN4","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AlasdairBlunkett",22
1651,716,"Alasdair","Coleby","3B6n2CsSobN4","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AlasdairColeby",22
1737,716,"Alasdair","Huster","bljUJxsSobN4","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AlasdairHuster",22
1762,716,"Alasdair","Leyson","k3I1GJsSobN4","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AlasdairLeyson",22
1820,716,"Alasdair","Quernel","GyVyPtsSobN4","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AlasdairQuernel",22
1825,716,"Alasdair","Renol","2SaacfsSobN4","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AlasdairRenol",22
1842,716,"Alasdair","Seville","nscUdcsSobN4","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AlasdairSeville",22
1893,716,"Alasdair","Wanstall","xy0jJGsSobN4","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AlasdairWanstall",22
2221,806,"Alecia","Abernethy","q6gZIqnWosBU","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AleciaAbernethy",22
2243,806,"Alecia","Belvard","1z5FYSnWosBU","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AleciaBelvard",22
2251,806,"Alecia","Blunkett","uM68dWnWosBU","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AleciaBlunkett",22
2283,806,"Alecia","Coleby","3B6n2CnWosBU","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AleciaColeby",22
2369,806,"Alecia","Huster","bljUJxnWosBU","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AleciaHuster",22
2394,806,"Alecia","Leyson","k3I1GJnWosBU","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AleciaLeyson",22
2453,806,"Alecia","Quernel","GyVyPtnWosBU","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AleciaQuernel",22
2458,806,"Alecia","Renol","2SaacfnWosBU","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AleciaRenol",22
2475,806,"Alecia","Seville","nscUdcnWosBU","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AleciaSeville",22
2525,806,"Alecia","Wanstall","xy0jJGnWosBU","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AleciaWanstall",22
4428,237,"Alfi","Abernethy","q6gZIqs7WeRy","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AlfiAbernethy",22
4451,237,"Alfi","Belvard","1z5FYSs7WeRy","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AlfiBelvard",22
4459,237,"Alfi","Blunkett","uM68dWs7WeRy","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AlfiBlunkett",22
4491,237,"Alfi","Coleby","3B6n2Cs7WeRy","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AlfiColeby",22
4577,237,"Alfi","Huster","bljUJxs7WeRy","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AlfiHuster",22
4602,237,"Alfi","Leyson","k3I1GJs7WeRy","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AlfiLeyson",22
4660,237,"Alfi","Quernel","GyVyPts7WeRy","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AlfiQuernel",22
4665,237,"Alfi","Renol","2Saacfs7WeRy","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AlfiRenol",22
4682,237,"Alfi","Seville","nscUdcs7WeRy","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AlfiSeville",22
4732,237,"Alfi","Wanstall","xy0jJGs7WeRy","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AlfiWanstall",22
5063,784,"Alix","Abernethy","q6gZIqk28ZpR","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AlixAbernethy",22
5086,784,"Alix","Belvard","1z5FYSk28ZpR","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AlixBelvard",22
5094,784,"Alix","Blunkett","uM68dWk28ZpR","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AlixBlunkett",22
5126,784,"Alix","Coleby","3B6n2Ck28ZpR","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AlixColeby",22
5212,784,"Alix","Huster","bljUJxk28ZpR","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AlixHuster",22
5237,784,"Alix","Leyson","k3I1GJk28ZpR","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AlixLeyson",22
5295,784,"Alix","Quernel","GyVyPtk28ZpR","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AlixQuernel",22
5300,784,"Alix","Renol","2Saacfk28ZpR","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AlixRenol",22
5318,784,"Alix","Seville","nscUdck28ZpR","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AlixSeville",22
5368,784,"Alix","Wanstall","xy0jJGk28ZpR","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"AlixWanstall",22
11107,342,"Bengt","Dredge","EcsgcBB","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"BengtDredge",22
11109,609,"Benjy","Flintuff","ZvbJynfVruef","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"BenjyFlintuff",22
13013,446,"Blinnie","Abernethy","q6gZIqsjLj2Y","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"BlinnieAbernethy",22
13035,446,"Blinnie","Belvard","1z5FYSsjLj2Y","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"BlinnieBelvard",22
13043,446,"Blinnie","Blunkett","uM68dWsjLj2Y","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"BlinnieBlunkett",22
13075,446,"Blinnie","Coleby","3B6n2CsjLj2Y","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"BlinnieColeby",22
13161,446,"Blinnie","Huster","bljUJxsjLj2Y","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"BlinnieHuster",22
13186,446,"Blinnie","Leyson","k3I1GJsjLj2Y","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"BlinnieLeyson",22
13245,446,"Blinnie","Quernel","GyVyPtsjLj2Y","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"BlinnieQuernel",22
13250,446,"Blinnie","Renol","2SaacfsjLj2Y","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"BlinnieRenol",22
13267,446,"Blinnie","Seville","nscUdcsjLj2Y","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"BlinnieSeville",22
13317,446,"Blinnie","Wanstall","xy0jJGsjLj2Y","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"BlinnieWanstall",22
16504,319,"Carl","Abernethy","q6gZIqUSBaCT","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"CarlAbernethy",22
16527,319,"Carl","Belvard","1z5FYSUSBaCT","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"CarlBelvard",22
16535,319,"Carl","Blunkett","uM68dWUSBaCT","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"CarlBlunkett",22
16567,319,"Carl","Coleby","3B6n2CUSBaCT","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"CarlColeby",22
16653,319,"Carl","Huster","bljUJxUSBaCT","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"CarlHuster",22
16678,319,"Carl","Leyson","k3I1GJUSBaCT","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"CarlLeyson",22
16736,319,"Carl","Quernel","GyVyPtUSBaCT","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"CarlQuernel",22
16741,319,"Carl","Renol","2SaacfUSBaCT","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"CarlRenol",22
16758,319,"Carl","Seville","nscUdcUSBaCT","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"CarlSeville",22
16808,319,"Carl","Wanstall","xy0jJGUSBaCT","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"CarlWanstall",22
17135,575,"Carol","Abernethy","q6gZIqa4vTin","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"CarolAbernethy",22
17157,575,"Carol","Belvard","1z5FYSa4vTin","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"CarolBelvard",22
17165,575,"Carol","Blunkett","uM68dWa4vTin","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"CarolBlunkett",22
17197,575,"Carol","Coleby","3B6n2Ca4vTin","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"CarolColeby",22
17283,575,"Carol","Huster","bljUJxa4vTin","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"CarolHuster",22
17308,575,"Carol","Leyson","k3I1GJa4vTin","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"CarolLeyson",22
17366,575,"Carol","Quernel","GyVyPta4vTin","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"CarolQuernel",22
17371,575,"Carol","Renol","2Saacfa4vTin","M",2000-02-29 00:00:00.000,2005-05-20 00:00:00.000,"3","China",True,"CarolRenol",22
