Row ID,Customer ID,Customer Name,Segment
539,"DK-12985","Darren Koutras","Consumer"
540,"DK-12985","Darren Koutras","Consumer"
541,"BD-11500","Bradley Drucker","Consumer"
543,"LM-17065","Liz MacKendrick","Consumer"
544,"PG-18895","Paul Gonzalez","Consumer"
545,"PG-18895","Paul Gonzalez","Consumer"
546,"PG-18895","Paul Gonzalez","Consumer"
552,"BD-11320","Bill Donatelli","Consumer"
553,"RC-19960","Ryan Crowe","Consumer"
554,"GT-14710","Greg Tran","Consumer"
556,"AJ-10945","Ashley Jarboe","Consumer"
557,"OT-18730","Olvera Toch","Consumer"
558,"OT-18730","Olvera Toch","Consumer"
559,"OT-18730","Olvera Toch","Consumer"
560,"LP-17080","Liz Pelletier","Consumer"
561,"LP-17080","Liz Pelletier","Consumer"
562,"CA-12775","Cynthia Arntzen","Consumer"
563,"CA-12775","Cynthia Arntzen","Consumer"
564,"JF-15490","Jeremy Farry","Consumer"
565,"JF-15490","Jeremy Farry","Consumer"
566,"FP-14320","Frank Preis","Consumer"
571,"JF-15415","Jennifer Ferguson","Consumer"
572,"JF-15415","Jennifer Ferguson","Consumer"
573,"JF-15415","Jennifer Ferguson","Consumer"
574,"JF-15415","Jennifer Ferguson","Consumer"
575,"SF-20200","Sarah Foster","Consumer"
576,"TG-21640","Trudy Glocke","Consumer"
577,"TG-21640","Trudy Glocke","Consumer"
578,"TG-21640","Trudy Glocke","Consumer"
579,"CS-11950","Carlos Soltero","Consumer"
580,"CS-11950","Carlos Soltero","Consumer"
581,"CC-12145","Charles Crestani","Consumer"
582,"DV-13465","Dianna Vittorini","Consumer"
583,"DV-13465","Dianna Vittorini","Consumer"
584,"DV-13465","Dianna Vittorini","Consumer"
585,"DV-13465","Dianna Vittorini","Consumer"
586,"DV-13465","Dianna Vittorini","Consumer"
587,"BD-11725","Bruce Degenhardt","Consumer"
588,"BD-11725","Bruce Degenhardt","Consumer"
589,"ZC-21910","Zuschuss Carroll","Consumer"
590,"ZC-21910","Zuschuss Carroll","Consumer"
591,"ZC-21910","Zuschuss Carroll","Consumer"
592,"ZC-21910","Zuschuss Carroll","Consumer"
593,"MS-17830","Melanie Seite","Consumer"
594,"MS-17830","Melanie Seite","Consumer"
595,"LR-16915","Lena Radford","Consumer"
596,"LR-16915","Lena Radford","Consumer"
597,"LR-16915","Lena Radford","Consumer"
598,"LR-16915","Lena Radford","Consumer"
599,"TP-21130","Theone Pippenger","Consumer"
600,"CK-12205","Chloris Kastensmidt","Consumer"
601,"CK-12205","Chloris Kastensmidt","Consumer"
602,"CK-12205","Chloris Kastensmidt","Consumer"
603,"AS-10240","Alan Shonely","Consumer"
604,"AS-10240","Alan Shonely","Consumer"
605,"AS-10240","Alan Shonely","Consumer"
606,"AS-10240","Alan Shonely","Consumer"
607,"AS-10240","Alan Shonely","Consumer"
608,"AR-10510","Andrew Roberts","Consumer"
609,"AR-10510","Andrew Roberts","Consumer"
610,"AR-10510","Andrew Roberts","Consumer"
615,"CK-12595","Clytie Kelty","Consumer"
616,"CK-12595","Clytie Kelty","Consumer"
622,"CA-12265","Christina Anderson","Consumer"
628,"AT-10735","Annie Thurman","Consumer"
629,"LC-17140","Logan Currie","Consumer"
630,"LC-17140","Logan Currie","Consumer"
631,"FM-14380","Fred McMath","Consumer"
632,"FM-14380","Fred McMath","Consumer"
633,"FM-14380","Fred McMath","Consumer"
634,"BD-11605","Brian Dahlen","Consumer"
635,"BD-11605","Brian Dahlen","Consumer"
637,"ME-17725","Max Engle","Consumer"
638,"ME-17725","Max Engle","Consumer"
642,"JL-15835","John Lee","Consumer"
643,"JL-15835","John Lee","Consumer"
644,"SC-20305","Sean Christensen","Consumer"
655,"CR-12730","Craig Reiter","Consumer"
656,"CR-12730","Craig Reiter","Consumer"
657,"CR-12730","Craig Reiter","Consumer"
660,"CB-12025","Cassandra Brandow","Consumer"
661,"CB-12025","Cassandra Brandow","Consumer"
662,"CB-12025","Cassandra Brandow","Consumer"
663,"CB-12025","Cassandra Brandow","Consumer"
665,"RC-19825","Roy Collins","Consumer"
669,"RP-19390","Resi Pölking","Consumer"
673,"TD-20995","Tamara Dahlen","Consumer"
674,"RB-19570","Rob Beeghly","Consumer"
675,"RB-19570","Rob Beeghly","Consumer"
676,"RB-19570","Rob Beeghly","Consumer"
677,"CD-11980","Carol Darley","Consumer"
678,"CD-11980","Carol Darley","Consumer"
679,"CD-11980","Carol Darley","Consumer"
680,"CD-11980","Carol Darley","Consumer"
681,"DJ-13630","Doug Jacobs","Consumer"
682,"DJ-13630","Doug Jacobs","Consumer"
683,"DJ-13630","Doug Jacobs","Consumer"
686,"MC-17845","Michael Chen","Consumer"
687,"MC-17845","Michael Chen","Consumer"
688,"MC-17845","Michael Chen","Consumer"
689,"RA-19285","Ralph Arnett","Consumer"
690,"NP-18325","Naresj Patel","Consumer"
691,"NP-18325","Naresj Patel","Consumer"
692,"NP-18325","Naresj Patel","Consumer"
693,"AB-10165","Alan Barnes","Consumer"
694,"AB-10165","Alan Barnes","Consumer"
704,"JK-15370","Jay Kimmel","Consumer"
708,"DP-13165","David Philippe","Consumer"
709,"DP-13165","David Philippe","Consumer"
710,"DP-13165","David Philippe","Consumer"
712,"AP-10915","Arthur Prichep","Consumer"
717,"SV-20365","Seth Vernon","Consumer"
718,"KC-16540","Kelly Collister","Consumer"
726,"JF-15355","Jay Fein","Consumer"
727,"JF-15355","Jay Fein","Consumer"
728,"EG-13900","Emily Grady","Consumer"
729,"EG-13900","Emily Grady","Consumer"
730,"EG-13900","Emily Grady","Consumer"
731,"EG-13900","Emily Grady","Consumer"
732,"EG-13900","Emily Grady","Consumer"
739,"GZ-14470","Gary Zandusky","Consumer"
743,"SS-20875","Sung Shariari","Consumer"
744,"SS-20875","Sung Shariari","Consumer"
745,"SS-20875","Sung Shariari","Consumer"
746,"SS-20875","Sung Shariari","Consumer"
749,"PB-19105","Peter Bühler","Consumer"
750,"RF-19735","Roland Fjeld","Consumer"
751,"RF-19735","Roland Fjeld","Consumer"
752,"RF-19735","Roland Fjeld","Consumer"
753,"RF-19735","Roland Fjeld","Consumer"
755,"MS-17830","Melanie Seite","Consumer"
757,"DC-13285","Debra Catini","Consumer"
758,"DC-13285","Debra Catini","Consumer"
761,"AR-10510","Andrew Roberts","Consumer"
763,"LH-17020","Lisa Hazard","Consumer"
770,"LE-16810","Laurel Elliston","Consumer"
777,"DL-12865","Dan Lawera","Consumer"
782,"BM-11785","Bryan Mills","Consumer"
783,"BM-11785","Bryan Mills","Consumer"
784,"BM-11785","Bryan Mills","Consumer"
785,"BM-11785","Bryan Mills","Consumer"
787,"CL-12565","Clay Ludtke","Consumer"
788,"LT-17110","Liz Thompson","Consumer"
789,"SA-20830","Sue Ann Reed","Consumer"
790,"SA-20830","Sue Ann Reed","Consumer"
791,"SA-20830","Sue Ann Reed","Consumer"
792,"SA-20830","Sue Ann Reed","Consumer"
793,"JK-15730","Joe Kamberova","Consumer"
794,"ES-14020","Erica Smith","Consumer"
795,"ES-14020","Erica Smith","Consumer"
796,"RH-19495","Rick Hansen","Consumer"
800,"CD-11920","Carlos Daly","Consumer"
805,"GM-14440","Gary McGarr","Consumer"
806,"RA-19915","Russell Applegate","Consumer"
807,"RA-19915","Russell Applegate","Consumer"
808,"AA-10375","Allen Armold","Consumer"
809,"AA-10375","Allen Armold","Consumer"
810,"ZC-21910","Zuschuss Carroll","Consumer"
811,"ZC-21910","Zuschuss Carroll","Consumer"
812,"ZC-21910","Zuschuss Carroll","Consumer"
813,"ZC-21910","Zuschuss Carroll","Consumer"
814,"PJ-19015","Pauline Johnson","Consumer"
815,"PJ-19015","Pauline Johnson","Consumer"
817,"DB-13210","Dean Braden","Consumer"
818,"CA-12775","Cynthia Arntzen","Consumer"
819,"CA-12775","Cynthia Arntzen","Consumer"
820,"CA-12775","Cynthia Arntzen","Consumer"
821,"CA-12775","Cynthia Arntzen","Consumer"
822,"CA-12775","Cynthia Arntzen","Consumer"
823,"TR-21325","Toby Ritter","Consumer"
824,"TR-21325","Toby Ritter","Consumer"
825,"PG-18820","Patrick Gardner","Consumer"
826,"PG-18820","Patrick Gardner","Consumer"
827,"GT-14710","Greg Tran","Consumer"
828,"GT-14710","Greg Tran","Consumer"
829,"GT-14710","Greg Tran","Consumer"
830,"JE-15745","Joel Eaton","Consumer"
831,"JE-15745","Joel Eaton","Consumer"
832,"JE-15745","Joel Eaton","Consumer"
833,"JE-15745","Joel Eaton","Consumer"
837,"LH-17020","Lisa Hazard","Consumer"
847,"AF-10885","Art Foster","Consumer"
848,"AF-10885","Art Foster","Consumer"
849,"GA-14725","Guy Armstrong","Consumer"
853,"VD-21670","Valerie Dominguez","Consumer"
854,"GT-14710","Greg Tran","Consumer"
855,"GT-14710","Greg Tran","Consumer"
856,"BK-11260","Berenike Kampe","Consumer"
857,"BK-11260","Berenike Kampe","Consumer"
858,"BK-11260","Berenike Kampe","Consumer"
861,"CM-12445","Chuck Magee","Consumer"
862,"CM-12445","Chuck Magee","Consumer"
872,"TB-21520","Tracy Blumstein","Consumer"
873,"SM-20005","Sally Matthias","Consumer"
874,"SM-20005","Sally Matthias","Consumer"
875,"GA-14725","Guy Armstrong","Consumer"
882,"DK-13090","Dave Kipp","Consumer"
883,"GZ-14470","Gary Zandusky","Consumer"
885,"LL-16840","Lauren Leatherbury","Consumer"
887,"OT-18730","Olvera Toch","Consumer"
890,"JE-15475","Jeremy Ellison","Consumer"
891,"JE-15475","Jeremy Ellison","Consumer"
897,"HL-15040","Hunter Lopez","Consumer"
898,"MS-17365","Maribeth Schnelling","Consumer"
901,"TD-20995","Tamara Dahlen","Consumer"
902,"TD-20995","Tamara Dahlen","Consumer"
903,"DB-13060","Dave Brooks","Consumer"
904,"LC-17140","Logan Currie","Consumer"
905,"LC-17140","Logan Currie","Consumer"
906,"LC-17140","Logan Currie","Consumer"
907,"PO-18865","Patrick O'Donnell","Consumer"
908,"PO-18865","Patrick O'Donnell","Consumer"
909,"PO-18865","Patrick O'Donnell","Consumer"
921,"RC-19825","Roy Collins","Consumer"
922,"SE-20110","Sanjit Engle","Consumer"
923,"SE-20110","Sanjit Engle","Consumer"
924,"SE-20110","Sanjit Engle","Consumer"
926,"JM-15535","Jessica Myrick","Consumer"
927,"JM-15535","Jessica Myrick","Consumer"
930,"AB-10165","Alan Barnes","Consumer"
931,"AB-10165","Alan Barnes","Consumer"
932,"AB-10165","Alan Barnes","Consumer"
933,"RK-19300","Ralph Kennedy","Consumer"
944,"JL-15850","John Lucas","Consumer"
945,"JL-15850","John Lucas","Consumer"
946,"JL-15850","John Lucas","Consumer"
947,"CA-12775","Cynthia Arntzen","Consumer"
953,"KH-16360","Katherine Hughes","Consumer"
954,"GH-14665","Greg Hansen","Consumer"
955,"GH-14665","Greg Hansen","Consumer"
956,"SW-20275","Scott Williamson","Consumer"
957,"JA-15970","Joseph Airdo","Consumer"
958,"JA-15970","Joseph Airdo","Consumer"
959,"JA-15970","Joseph Airdo","Consumer"
960,"DL-12925","Daniel Lacy","Consumer"
964,"MS-17365","Maribeth Schnelling","Consumer"
971,"DL-13315","Delfina Latchford","Consumer"
972,"DL-13315","Delfina Latchford","Consumer"
973,"DL-13315","Delfina Latchford","Consumer"
974,"DL-13315","Delfina Latchford","Consumer"
977,"TD-20995","Tamara Dahlen","Consumer"
979,"RW-19690","Robert Waldorf","Consumer"
981,"EB-13870","Emily Burns","Consumer"
982,"TZ-21580","Tracy Zic","Consumer"
983,"TZ-21580","Tracy Zic","Consumer"
984,"TZ-21580","Tracy Zic","Consumer"
988,"TS-21340","Toby Swindell","Consumer"
992,"TS-21610","Troy Staebel","Consumer"
993,"RF-19735","Roland Fjeld","Consumer"
994,"RF-19735","Roland Fjeld","Consumer"
997,"RD-19585","Rob Dowd","Consumer"
998,"RD-19585","Rob Dowd","Consumer"
999,"RD-19585","Rob Dowd","Consumer"
1000,"RD-19585","Rob Dowd","Consumer"
1002,"RH-19495","Rick Hansen","Consumer"
1003,"RH-19495","Rick Hansen","Consumer"
1004,"RH-19495","Rick Hansen","Consumer"
1005,"RA-19945","Ryan Akin","Consumer"
1006,"JK-15730","Joe Kamberova","Consumer"
1007,"MT-17815","Meg Tillman","Consumer"
1008,"MT-17815","Meg Tillman","Consumer"
1009,"PO-18850","Patrick O'Brill","Consumer"
1010,"AT-10735","Annie Thurman","Consumer"
1011,"VG-21790","Vivek Gonzalez","Consumer"
1012,"PF-19165","Philip Fox","Consumer"
1013,"PF-19165","Philip Fox","Consumer"
1014,"JS-15880","John Stevenson","Consumer"
1015,"JS-15880","John Stevenson","Consumer"
1021,"GT-14710","Greg Tran","Consumer"
1022,"GT-14710","Greg Tran","Consumer"
1023,"GT-14710","Greg Tran","Consumer"
1024,"PB-19150","Philip Brown","Consumer"
1034,"AG-10390","Allen Goldenen","Consumer"
1035,"AG-10390","Allen Goldenen","Consumer"
1036,"AG-10390","Allen Goldenen","Consumer"
1038,"JJ-15445","Jennifer Jackson","Consumer"
1039,"JH-15430","Jennifer Halladay","Consumer"
1040,"JH-15430","Jennifer Halladay","Consumer"
1042,"MO-17500","Mary O'Rourke","Consumer"
1043,"MO-17500","Mary O'Rourke","Consumer"
1047,"ZC-21910","Zuschuss Carroll","Consumer"
1048,"ZC-21910","Zuschuss Carroll","Consumer"
1049,"LC-16885","Lena Creighton","Consumer"
1050,"LC-16885","Lena Creighton","Consumer"
1061,"JD-16060","Julia Dunbar","Consumer"
1068,"BD-11620","Brian DeCherney","Consumer"
1069,"CM-12160","Charles McCrossin","Consumer"
1073,"FO-14305","Frank Olsen","Consumer"
1074,"MS-17710","Maurice Satty","Consumer"
1075,"MS-17710","Maurice Satty","Consumer"
1076,"MS-17710","Maurice Satty","Consumer"
1078,"DW-13540","Don Weiss","Consumer"
1079,"DW-13540","Don Weiss","Consumer"
1080,"DW-13540","Don Weiss","Consumer"
