CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,Full Name,UserName,Domain,IncomeLevel,BirthYear_CC,Current Age,Parent,FullName_CC,Customer Priority
15325,"Mr.","Elijah","Hayes",1948-05-20 00:00:00.000,"M","M","elijah24@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Elijah Hayes","elijah24","Adventure Works","Average",1948,74,"Yes","Mr. Elijah Hayes","Standard"
15331,"Mr.","Jacob","Taylor",1949-08-26 00:00:00.000,"M","M","jacob8@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Jacob Taylor","jacob8","Adventure Works","Average",1949,73,"Yes","Mr. Jacob Taylor","Standard"
15332,"Mr.","Jason","Sharma",1949-04-08 00:00:00.000,"M","M","jason27@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Jason Sharma","jason27","Adventure Works","Average",1949,73,"Yes","Mr. Jason Sharma","Standard"
15336,"Mr.","Marco","Garcia",1950-09-21 00:00:00.000,"M","M","marco15@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Marco Garcia","marco15","Adventure Works","Average",1950,72,"Yes","Mr. Marco Garcia","Standard"
15339,"Mr.","Noah","Zhang",1950-07-01 00:00:00.000,"M","M","noah21@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Noah Zhang","noah21","Adventure Works","Average",1950,72,"Yes","Mr. Noah Zhang","Standard"
15343,"Mr.","Carson","Barnes",1951-09-07 00:00:00.000,"M","M","carson2@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Carson Barnes","carson2","Adventure Works","Average",1951,71,"Yes","Mr. Carson Barnes","Standard"
15898,"Mr.","Isaiah","Gonzalez",1949-05-01 00:00:00.000,"M","M","isaiah32@adventure-works.com",60000,2,"Partial College","Professional","N","Mr. Isaiah Gonzalez","isaiah32","Adventure Works","Average",1949,73,"Yes","Mr. Isaiah Gonzalez","Standard"
15902,"Mr.","Robert","Diaz",1950-04-25 00:00:00.000,"M","M","robert33@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Robert Diaz","robert33","Adventure Works","Average",1950,72,"Yes","Mr. Robert Diaz","Standard"
15907,"Mr.","Steven","Bailey",1951-04-18 00:00:00.000,"M","M","steven25@adventure-works.com",60000,2,"Partial College","Professional","N","Mr. Steven Bailey","steven25","Adventure Works","Average",1951,71,"Yes","Mr. Steven Bailey","Standard"
15908,"Mr.","David","Wilson",1951-09-20 00:00:00.000,"M","M","david65@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. David Wilson","david65","Adventure Works","Average",1951,71,"Yes","Mr. David Wilson","Standard"
16797,"Mr.","Evan","Reed",1948-11-18 00:00:00.000,"M","M","evan21@adventure-works.com",60000,2,"Partial College","Professional","N","Mr. Evan Reed","evan21","Adventure Works","Average",1948,74,"Yes","Mr. Evan Reed","Standard"
16802,"Mr.","Lucas","Allen",1949-07-12 00:00:00.000,"S","M","lucas39@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Lucas Allen","lucas39","Adventure Works","Average",1949,73,"Yes","Mr. Lucas Allen","Standard"
16803,"Mr.","Marcus","Peterson",1949-07-21 00:00:00.000,"M","M","marcus80@adventure-works.com",60000,2,"Partial College","Professional","N","Mr. Marcus Peterson","marcus80","Adventure Works","Average",1949,73,"Yes","Mr. Marcus Peterson","Standard"
16806,"Mr.","Louis","Zhao",1950-08-04 00:00:00.000,"M","M","louis4@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Louis Zhao","louis4","Adventure Works","Average",1950,72,"Yes","Mr. Louis Zhao","Standard"
16811,"Mr.","Luis","Zhang",1951-04-19 00:00:00.000,"M","M","luis23@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Luis Zhang","luis23","Adventure Works","Average",1951,71,"Yes","Mr. Luis Zhang","Standard"
16813,"Mr.","Carson","Diaz",1951-04-14 00:00:00.000,"M","M","carson21@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Carson Diaz","carson21","Adventure Works","Average",1951,71,"Yes","Mr. Carson Diaz","Standard"
17144,"Mr.","Luis","Griffin",1948-02-20 00:00:00.000,"M","M","luis20@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Luis Griffin","luis20","Adventure Works","Average",1948,74,"Yes","Mr. Luis Griffin","Standard"
17149,"Mr.","Steven","Richardson",1949-04-22 00:00:00.000,"M","M","steven19@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Steven Richardson","steven19","Adventure Works","Average",1949,73,"Yes","Mr. Steven Richardson","Standard"
17152,"Mr.","Jack","Wang",1949-11-07 00:00:00.000,"S","M","jack25@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Jack Wang","jack25","Adventure Works","Average",1949,73,"Yes","Mr. Jack Wang","Standard"
17155,"Mr.","Samuel","Lewis",1949-04-21 00:00:00.000,"M","M","samuel71@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Samuel Lewis","samuel71","Adventure Works","Average",1949,73,"Yes","Mr. Samuel Lewis","Standard"
17158,"Mr.","Mitchell","Nara",1950-05-16 00:00:00.000,"M","M","mitchell14@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Mitchell Nara","mitchell14","Adventure Works","Average",1950,72,"Yes","Mr. Mitchell Nara","Standard"
17160,"Mr.","Louis","Andersen",1950-01-04 00:00:00.000,"M","M","louis29@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Louis Andersen","louis29","Adventure Works","Average",1950,72,"Yes","Mr. Louis Andersen","Standard"
17163,"Mr.","Edward","Adams",1950-08-23 00:00:00.000,"M","M","edward8@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Edward Adams","edward8","Adventure Works","Average",1950,72,"Yes","Mr. Edward Adams","Standard"
17164,"Mr.","Ryan","Clark",1950-04-08 00:00:00.000,"M","M","ryan55@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Ryan Clark","ryan55","Adventure Works","Average",1950,72,"Yes","Mr. Ryan Clark","Standard"
18082,"Mr.","Steven","Sanchez",1948-10-14 00:00:00.000,"M","M","steven27@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Steven Sanchez","steven27","Adventure Works","Average",1948,74,"Yes","Mr. Steven Sanchez","Standard"
18083,"Mr.","Osarumwense","Agbonile",1948-04-18 00:00:00.000,"M","M","osarumwense0@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Osarumwense Agbonile","osarumwense0","Adventure Works","Average",1948,74,"Yes","Mr. Osarumwense Agbonile","Standard"
18099,"Mr.","Marcus","Edwards",1950-05-10 00:00:00.000,"M","M","marcus47@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Marcus Edwards","marcus47","Adventure Works","Average",1950,72,"Yes","Mr. Marcus Edwards","Standard"
18106,"Mr.","Carson","Alexander",1951-10-15 00:00:00.000,"M","M","carson18@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Carson Alexander","carson18","Adventure Works","Average",1951,71,"Yes","Mr. Carson Alexander","Standard"
18108,"Mr.","Colin","Gao",1951-08-04 00:00:00.000,"M","M","colin16@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Colin Gao","colin16","Adventure Works","Average",1951,71,"Yes","Mr. Colin Gao","Standard"
18109,"Mr.","Samuel","Campbell",1951-02-27 00:00:00.000,"S","M","samuel37@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Samuel Campbell","samuel37","Adventure Works","Average",1951,71,"Yes","Mr. Samuel Campbell","Standard"
18110,"Mr.","Austin","Li",1951-05-24 00:00:00.000,"M","M","austin23@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Austin Li","austin23","Adventure Works","Average",1951,71,"Yes","Mr. Austin Li","Standard"
19025,"Mr.","Aaron","Roberts",1952-11-05 00:00:00.000,"S","M","aaron37@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Aaron Roberts","aaron37","Adventure Works","Average",1952,70,"Yes","Mr. Aaron Roberts","Standard"
19864,"Mr.","Isaiah","Brooks",1948-12-17 00:00:00.000,"M","M","isaiah1@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Isaiah Brooks","isaiah1","Adventure Works","Average",1948,74,"Yes","Mr. Isaiah Brooks","Standard"
19866,"Mr.","Martin","Patel",1948-06-17 00:00:00.000,"M","M","martin8@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Martin Patel","martin8","Adventure Works","Average",1948,74,"Yes","Mr. Martin Patel","Standard"
19871,"Mr.","Bryce","Rivera",1949-03-17 00:00:00.000,"S","M","bryce16@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Bryce Rivera","bryce16","Adventure Works","Average",1949,73,"Yes","Mr. Bryce Rivera","Standard"
19875,"Mr.","Patrick","James",1950-05-19 00:00:00.000,"M","M","patrick5@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Patrick James","patrick5","Adventure Works","Average",1950,72,"Yes","Mr. Patrick James","Standard"
19876,"Mr.","Nathan","Edwards",1950-06-13 00:00:00.000,"M","M","nathan31@adventure-works.com",60000,2,"Partial College","Professional","N","Mr. Nathan Edwards","nathan31","Adventure Works","Average",1950,72,"Yes","Mr. Nathan Edwards","Standard"
19877,"Mr.","Steve","Zheng",1950-04-23 00:00:00.000,"M","M","steve22@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Steve Zheng","steve22","Adventure Works","Average",1950,72,"Yes","Mr. Steve Zheng","Standard"
19888,"Mr.","Carson","Washington",1951-01-03 00:00:00.000,"S","M","carson12@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Carson Washington","carson12","Adventure Works","Average",1951,71,"Yes","Mr. Carson Washington","Standard"
20531,"Mr.","James","Young",1950-03-25 00:00:00.000,"M","M","james67@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. James Young","james67","Adventure Works","Average",1950,72,"Yes","Mr. James Young","Standard"
20534,"Mr.","Dalton","Lopez",1950-03-13 00:00:00.000,"M","M","dalton27@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Dalton Lopez","dalton27","Adventure Works","Average",1950,72,"Yes","Mr. Dalton Lopez","Standard"
20539,"Mr.","Luis","Baker",1951-09-21 00:00:00.000,"M","M","luis40@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Luis Baker","luis40","Adventure Works","Average",1951,71,"Yes","Mr. Luis Baker","Standard"
21474,"Mr.","Lucas","Gray",1948-10-22 00:00:00.000,"M","M","lucas78@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Lucas Gray","lucas78","Adventure Works","Average",1948,74,"Yes","Mr. Lucas Gray","Standard"
21481,"Mr.","Jose","Diaz",1949-05-09 00:00:00.000,"M","M","jose16@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Jose Diaz","jose16","Adventure Works","Average",1949,73,"Yes","Mr. Jose Diaz","Standard"
21485,"Mr.","Brandon","Clark",1949-02-15 00:00:00.000,"M","M","brandon49@adventure-works.com",60000,2,"Partial College","Professional","N","Mr. Brandon Clark","brandon49","Adventure Works","Average",1949,73,"Yes","Mr. Brandon Clark","Standard"
21491,"Mr.","Joseph","Lewis",1950-04-12 00:00:00.000,"M","M","joseph28@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Joseph Lewis","joseph28","Adventure Works","Average",1950,72,"Yes","Mr. Joseph Lewis","Standard"
21492,"Mr.","Robert","Jai",1950-10-23 00:00:00.000,"S","M","robert43@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Robert Jai","robert43","Adventure Works","Average",1950,72,"Yes","Mr. Robert Jai","Standard"
21498,"Mr.","Cameron","Wilson",1951-05-06 00:00:00.000,"M","M","cameron47@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Cameron Wilson","cameron47","Adventure Works","Average",1951,71,"Yes","Mr. Cameron Wilson","Standard"
21797,"Mr.","Kelvin","Gao",1950-09-25 00:00:00.000,"M","M","kelvin33@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Kelvin Gao","kelvin33","Adventure Works","Average",1950,72,"Yes","Mr. Kelvin Gao","Standard"
21799,"Mr.","Angel","Cook",1950-09-27 00:00:00.000,"M","M","angel20@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Angel Cook","angel20","Adventure Works","Average",1950,72,"Yes","Mr. Angel Cook","Standard"
21805,"Mr.","Lucas","Russell",1951-04-18 00:00:00.000,"M","M","lucas67@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Lucas Russell","lucas67","Adventure Works","Average",1951,71,"Yes","Mr. Lucas Russell","Standard"
21806,"Mr.","Kelvin","Xie",1951-02-03 00:00:00.000,"S","M","kelvin0@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Kelvin Xie","kelvin0","Adventure Works","Average",1951,71,"Yes","Mr. Kelvin Xie","Standard"
22760,"Mr.","Hunter","Chen",1948-10-04 00:00:00.000,"M","M","hunter20@adventure-works.com",60000,2,"Partial College","Professional","N","Mr. Hunter Chen","hunter20","Adventure Works","Average",1948,74,"Yes","Mr. Hunter Chen","Standard"
22761,"Mr.","Eduardo","Price",1948-09-09 00:00:00.000,"S","M","eduardo44@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Eduardo Price","eduardo44","Adventure Works","Average",1948,74,"Yes","Mr. Eduardo Price","Standard"
22764,"Mr.","Chase","Brooks",1948-06-04 00:00:00.000,"M","M","chase2@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Chase Brooks","chase2","Adventure Works","Average",1948,74,"Yes","Mr. Chase Brooks","Standard"
22765,"Mr.","Luis","Collins",1949-09-21 00:00:00.000,"M","M","luis35@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Luis Collins","luis35","Adventure Works","Average",1949,73,"Yes","Mr. Luis Collins","Standard"
22767,"Mr.","Luis","Hernandez",1949-05-21 00:00:00.000,"M","M","luis50@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Luis Hernandez","luis50","Adventure Works","Average",1949,73,"Yes","Mr. Luis Hernandez","Standard"
22769,"Mr.","Benjamin","Martin",1949-10-22 00:00:00.000,"M","M","benjamin51@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Benjamin Martin","benjamin51","Adventure Works","Average",1949,73,"Yes","Mr. Benjamin Martin","Standard"
22774,"Mr.","Caleb","Alexander",1950-10-19 00:00:00.000,"M","M","caleb15@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Caleb Alexander","caleb15","Adventure Works","Average",1950,72,"Yes","Mr. Caleb Alexander","Standard"
22779,"Mr.","Lance","Ruiz",1951-12-12 00:00:00.000,"M","M","lance2@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Lance Ruiz","lance2","Adventure Works","Average",1951,71,"Yes","Mr. Lance Ruiz","Standard"
23717,"Mr.","Aidan","Griffin",1948-03-17 00:00:00.000,"M","M","aidan22@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Aidan Griffin","aidan22","Adventure Works","Average",1948,74,"Yes","Mr. Aidan Griffin","Standard"
23718,"Mr.","Nelson","Blanco",1948-09-26 00:00:00.000,"M","M","nelson14@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Nelson Blanco","nelson14","Adventure Works","Average",1948,74,"Yes","Mr. Nelson Blanco","Standard"
23721,"Mr.","John","Clark",1949-07-23 00:00:00.000,"M","M","john43@adventure-works.com",60000,2,"Partial College","Professional","N","Mr. John Clark","john43","Adventure Works","Average",1949,73,"Yes","Mr. John Clark","Standard"
23723,"Mr.","Jose","Phillips",1949-06-09 00:00:00.000,"M","M","jose43@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Jose Phillips","jose43","Adventure Works","Average",1949,73,"Yes","Mr. Jose Phillips","Standard"
23726,"Mr.","Darrell","Xie",1950-06-13 00:00:00.000,"M","M","darrell13@adventure-works.com",60000,2,"Partial College","Professional","N","Mr. Darrell Xie","darrell13","Adventure Works","Average",1950,72,"Yes","Mr. Darrell Xie","Standard"
23727,"Mr.","Bruce","Serrano",1950-03-02 00:00:00.000,"M","M","bruce37@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Bruce Serrano","bruce37","Adventure Works","Average",1950,72,"Yes","Mr. Bruce Serrano","Standard"
24672,"Mr.","Jeremy","Cook",1949-10-14 00:00:00.000,"M","M","jeremy41@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Jeremy Cook","jeremy41","Adventure Works","Average",1949,73,"Yes","Mr. Jeremy Cook","Standard"
24676,"Mr.","Jeremy","Roberts",1950-06-11 00:00:00.000,"M","M","jeremy15@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Jeremy Roberts","jeremy15","Adventure Works","Average",1950,72,"Yes","Mr. Jeremy Roberts","Standard"
24677,"Mr.","Blake","Lee",1950-02-15 00:00:00.000,"M","M","blake22@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Blake Lee","blake22","Adventure Works","Average",1950,72,"Yes","Mr. Blake Lee","Standard"
24678,"Mr.","Nathan","Long",1950-08-26 00:00:00.000,"S","M","nathan5@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Nathan Long","nathan5","Adventure Works","Average",1950,72,"Yes","Mr. Nathan Long","Standard"
24683,"Mr.","Shannon","Alonso",1951-05-19 00:00:00.000,"M","M","shannon29@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Shannon Alonso","shannon29","Adventure Works","Average",1951,71,"Yes","Mr. Shannon Alonso","Standard"
24684,"Mr.","Charles","Martin",1951-04-21 00:00:00.000,"M","M","charles18@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Charles Martin","charles18","Adventure Works","Average",1951,71,"Yes","Mr. Charles Martin","Standard"
24685,"Mr.","Jordan","Kumar",1951-06-03 00:00:00.000,"M","M","jordan24@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Jordan Kumar","jordan24","Adventure Works","Average",1951,71,"Yes","Mr. Jordan Kumar","Standard"
24968,"Mr.","Dalton","Moore",1948-02-18 00:00:00.000,"M","M","dalton7@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Dalton Moore","dalton7","Adventure Works","Average",1948,74,"Yes","Mr. Dalton Moore","Standard"
24970,"Mr.","Blake","Wright",1948-04-18 00:00:00.000,"M","M","blake28@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Blake Wright","blake28","Adventure Works","Average",1948,74,"Yes","Mr. Blake Wright","Standard"
24981,"Mr.","Jose","Davis",1950-05-06 00:00:00.000,"M","M","jose62@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Jose Davis","jose62","Adventure Works","Average",1950,72,"Yes","Mr. Jose Davis","Standard"
24982,"Mr.","Devin","King",1950-10-17 00:00:00.000,"M","M","devin25@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Devin King","devin25","Adventure Works","Average",1950,72,"Yes","Mr. Devin King","Standard"
24987,"Mr.","Kristopher","Chandra",1951-04-18 00:00:00.000,"M","M","kristopher2@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Kristopher Chandra","kristopher2","Adventure Works","Average",1951,71,"Yes","Mr. Kristopher Chandra","Standard"
25876,"Mr.","Noah","King",1948-06-02 00:00:00.000,"M","M","noah46@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Noah King","noah46","Adventure Works","Average",1948,74,"Yes","Mr. Noah King","Standard"
25883,"Mr.","Luis","Carter",1949-02-03 00:00:00.000,"M","M","luis43@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Luis Carter","luis43","Adventure Works","Average",1949,73,"Yes","Mr. Luis Carter","Standard"
25894,"Mr.","Steve","Zeng",1951-05-03 00:00:00.000,"M","M","steve25@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Steve Zeng","steve25","Adventure Works","Average",1951,71,"Yes","Mr. Steve Zeng","Standard"
26498,"Mr.","Ethan","Hayes",1948-10-26 00:00:00.000,"M","M","ethan19@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Ethan Hayes","ethan19","Adventure Works","Average",1948,74,"Yes","Mr. Ethan Hayes","Standard"
26500,"Mr.","Billy","Ruiz",1948-03-22 00:00:00.000,"M","M","billy3@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Billy Ruiz","billy3","Adventure Works","Average",1948,74,"Yes","Mr. Billy Ruiz","Standard"
26508,"Mr.","Marcus","Ross",1949-07-14 00:00:00.000,"M","M","marcus53@adventure-works.com",60000,2,"Partial College","Professional","Y","Mr. Marcus Ross","marcus53","Adventure Works","Average",1949,73,"Yes","Mr. Marcus Ross","Standard"
26509,"Mr.","Seth","Taylor",1949-03-05 00:00:00.000,"S","M","seth9@adventure-works.com",60000,2,"Partial College","Professional","N","Mr. Seth Taylor","seth9","Adventure Works","Average",1949,73,"Yes","Mr. Seth Taylor","Standard"
