CustomerKey,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,Full Name,user name,Target Customer,birth year,age
13124,1964-03-01 00:00:00.000,"S","M","marco4@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. MARCO VANCE","marco4","yes",1964,58
21968,1968-08-04 00:00:00.000,"S","M","jaime25@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. JAIME DENG","jaime25","yes",1968,54
13125,1964-07-08 00:00:00.000,"S","M","alejandro23@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. ALEJANDRO HU","alejandro23","yes",1964,58
21977,1963-07-21 00:00:00.000,"S","M","phillip5@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. PHILLIP MALHOTRA","phillip5","yes",1963,59
18733,1965-10-23 00:00:00.000,"S","M","rafael16@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. RAFAEL GAO","rafael16","yes",1965,57
13104,1963-04-12 00:00:00.000,"S","M","gregory24@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. GREGORY BECKER","gregory24","yes",1963,59
11451,1974-11-09 00:00:00.000,"S","M","ruben30@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. RUBEN MUÑOZ","ruben30","yes",1974,48
28926,1976-05-15 00:00:00.000,"S","M","danny21@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. DANNY SCHMIDT","danny21","yes",1976,46
13103,1963-08-02 00:00:00.000,"S","M","brendan19@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. BRENDAN RAJI","brendan19","yes",1963,59
25811,1976-07-26 00:00:00.000,"S","M","miguel28@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. MIGUEL WRIGHT","miguel28","yes",1976,46
14315,1964-07-04 00:00:00.000,"S","M","carl15@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. CARL CHANDER","carl15","yes",1964,58
23213,1968-02-15 00:00:00.000,"S","M","noah40@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. NOAH GREEN","noah40","yes",1968,54
29306,1963-08-16 00:00:00.000,"S","M","rafael46@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. RAFAEL ANAND","rafael46","yes",1963,59
29307,1963-03-05 00:00:00.000,"S","M","ross4@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. ROSS MALHOTRA","ross4","yes",1963,59
29308,1963-07-13 00:00:00.000,"S","M","phillip4@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. PHILLIP VANCE","phillip4","yes",1963,59
23212,1968-04-16 00:00:00.000,"S","M","james78@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. JAMES JONES","james78","yes",1968,54
17068,1968-09-02 00:00:00.000,"S","M","thomas60@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. THOMAS SMITH","thomas60","yes",1968,54
29300,1965-10-27 00:00:00.000,"S","M","joe10@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. JOE MADAN","joe10","yes",1965,57
27539,1968-07-09 00:00:00.000,"S","M","samuel69@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. SAMUEL WINSTON","samuel69","yes",1968,54
25976,1968-04-17 00:00:00.000,"S","M","hunter2@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. HUNTER COLEMAN","hunter2","yes",1968,54
19584,1968-05-08 00:00:00.000,"S","M","terrance18@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. TERRANCE SANCHEZ","terrance18","yes",1968,54
12337,1975-10-09 00:00:00.000,"S","M","dustin20@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. DUSTIN GOLDSTEIN","dustin20","yes",1975,47
29310,1963-10-23 00:00:00.000,"S","M","armando11@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. ARMANDO GUTIERREZ","armando11","yes",1963,59
15602,1968-01-18 00:00:00.000,"S","M","warren23@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. WARREN WU","warren23","yes",1968,54
14216,1974-11-06 00:00:00.000,"S","M","edwin20@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. EDWIN ZHENG","edwin20","yes",1974,48
12339,1976-07-08 00:00:00.000,"S","M","clayton29@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. CLAYTON JAI","clayton29","yes",1976,46
15607,1964-09-22 00:00:00.000,"S","M","ricky14@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. RICKY GILL","ricky14","yes",1964,58
12669,1976-03-04 00:00:00.000,"S","M","irving0@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. IRVING SCHMIDT","irving0","yes",1976,46
24379,1965-06-23 00:00:00.000,"S","M","noah3@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. NOAH JENKINS","noah3","yes",1965,57
24377,1968-09-24 00:00:00.000,"S","M","richard58@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. RICHARD WOOD","richard58","yes",1968,54
20256,1964-05-04 00:00:00.000,"S","M","javier11@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. JAVIER SERRANO","javier11","yes",1964,58
15716,1975-06-20 00:00:00.000,"S","M","roy8@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. ROY MADAN","roy8","yes",1975,47
19947,1975-05-26 00:00:00.000,"S","M","darryl4@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. DARRYL LIU","darryl4","yes",1975,47
14058,1965-06-14 00:00:00.000,"S","M","johnny23@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. JOHNNY ANAND","johnny23","yes",1965,57
19612,1963-02-26 00:00:00.000,"S","M","marvin20@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. MARVIN SANZ","marvin20","yes",1963,59
19613,1963-09-20 00:00:00.000,"S","M","ruben16@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. RUBEN GARCIA","ruben16","yes",1963,59
20257,1964-07-25 00:00:00.000,"S","M","roy38@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. ROY CARLSON","roy38","yes",1964,58
11106,1964-09-11 00:00:00.000,"S","M","jessie9@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. JESSIE LIU","jessie9","yes",1964,58
19614,1963-08-04 00:00:00.000,"S","M","wyatt2@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. WYATT WILLIAMS","wyatt2","yes",1963,59
24331,1968-08-09 00:00:00.000,"S","M","carson7@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. CARSON POWELL","carson7","yes",1968,54
11109,1963-11-05 00:00:00.000,"S","M","ruben1@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. RUBEN KAPOOR","ruben1","yes",1963,59
20231,1965-02-09 00:00:00.000,"S","M","kelvin28@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. KELVIN ZHOU","kelvin28","yes",1965,57
19596,1963-05-11 00:00:00.000,"S","M","allen14@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. ALLEN FERNANDEZ","allen14","yes",1963,59
19595,1963-03-16 00:00:00.000,"S","M","carl20@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. CARL RAJI","carl20","yes",1963,59
19591,1964-03-03 00:00:00.000,"S","M","derek19@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. DEREK RAJI","derek19","yes",1964,58
17008,1968-04-28 00:00:00.000,"S","M","connor34@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. CONNOR TURNER","connor34","yes",1968,54
16609,1974-08-13 00:00:00.000,"S","M","gary16@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. GARY JIMENEZ","gary16","yes",1974,48
26605,1963-02-27 00:00:00.000,"S","M","brandon13@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. BRANDON FOSTER","brandon13","yes",1963,59
17007,1968-06-21 00:00:00.000,"S","M","samuel22@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. SAMUEL HAYES","samuel22","yes",1968,54
12671,1974-02-11 00:00:00.000,"S","M","alan10@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. ALAN HUANG","alan10","yes",1974,48
13970,1968-04-17 00:00:00.000,"S","M","pedro11@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. PEDRO RANA","pedro11","yes",1968,54
17322,1964-05-20 00:00:00.000,"S","M","derek18@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. DEREK BECK","derek18","yes",1964,58
22298,1968-04-20 00:00:00.000,"S","M","marcus2@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. MARCUS WILLIAMS","marcus2","yes",1968,54
16700,1963-06-21 00:00:00.000,"S","M","billy15@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. BILLY GILL","billy15","yes",1963,59
11009,1964-04-01 00:00:00.000,"S","M","shannon38@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. SHANNON CARLSON","shannon38","yes",1964,58
16180,1965-08-22 00:00:00.000,"S","M","kyle33@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. KYLE PEREZ","kyle33","yes",1965,57
17320,1964-09-24 00:00:00.000,"S","M","alan17@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. ALAN ZHU","alan17","yes",1964,58
12004,1963-12-20 00:00:00.000,"S","M","jarrod0@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. JARROD SURI","jarrod0","yes",1963,59
22948,1964-07-04 00:00:00.000,"S","M","lucas6@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. LUCAS TURNER","lucas6","yes",1964,58
13620,1976-02-01 00:00:00.000,"S","M","damien7@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. DAMIEN YE","damien7","yes",1976,46
17300,1965-01-20 00:00:00.000,"S","M","ivan4@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. IVAN SAI","ivan4","yes",1965,57
13969,1968-02-11 00:00:00.000,"S","M","roy18@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. ROY MARTINEZ","roy18","yes",1968,54
19083,1975-02-10 00:00:00.000,"S","M","steven26@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. STEVEN RIVERA","steven26","yes",1975,47
23538,1963-07-17 00:00:00.000,"S","M","carlos26@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. CARLOS EVANS","carlos26","yes",1963,59
22954,1963-03-04 00:00:00.000,"S","M","justin43@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. JUSTIN THOMPSON","justin43","yes",1963,59
13618,1976-11-14 00:00:00.000,"S","M","jay19@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. JAY RAMAN","jay19","yes",1976,46
23439,1965-07-19 00:00:00.000,"S","M","ramon18@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. RAMON HU","ramon18","yes",1965,57
17235,1974-10-13 00:00:00.000,"S","M","joshua13@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. JOSHUA JACKSON","joshua13","yes",1974,48
19168,1963-10-19 00:00:00.000,"S","M","nathan25@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. NATHAN KUMAR","nathan25","yes",1963,59
20600,1975-01-28 00:00:00.000,"S","M","dennis22@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. DENNIS HU","dennis22","yes",1975,47
13972,1965-04-02 00:00:00.000,"S","M","eugene21@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. EUGENE LIANG","eugene21","yes",1965,57
27709,1963-04-13 00:00:00.000,"S","M","clifford15@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. CLIFFORD LOPEZ","clifford15","yes",1963,59
27710,1963-06-21 00:00:00.000,"S","M","sean23@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. SEAN BAILEY","sean23","yes",1963,59
17297,1968-04-27 00:00:00.000,"S","M","tommy4@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. TOMMY KUMAR","tommy4","yes",1968,54
17298,1968-05-16 00:00:00.000,"S","M","lucas77@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. LUCAS PETERSON","lucas77","yes",1968,54
20602,1976-08-27 00:00:00.000,"S","M","casey30@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. CASEY MORENO","casey30","yes",1976,46
24475,1963-06-15 00:00:00.000,"S","M","gilbert6@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. GILBERT ZHOU","gilbert6","yes",1963,59
24473,1964-03-26 00:00:00.000,"S","M","marco12@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. MARCO RANA","marco12","yes",1964,58
24472,1964-10-23 00:00:00.000,"S","M","jake16@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. JAKE HE","jake16","yes",1964,58
24471,1964-06-03 00:00:00.000,"S","M","ricardo15@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. RICARDO CHANDE","ricardo15","yes",1964,58
21214,1964-04-01 00:00:00.000,"S","M","corey0@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. COREY SHE","corey0","yes",1964,58
15218,1965-09-06 00:00:00.000,"S","M","willie30@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. WILLIE JOHNSEN","willie30","yes",1965,57
21211,1964-05-12 00:00:00.000,"S","M","louis13@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. LOUIS HE","louis13","yes",1964,58
11917,1965-10-22 00:00:00.000,"S","M","roy40@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. ROY SANZ","roy40","yes",1965,57
11915,1968-03-16 00:00:00.000,"S","M","philip17@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. PHILIP CARLSON","philip17","yes",1968,54
26967,1968-04-14 00:00:00.000,"S","M","edwin3@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. EDWIN LI","edwin3","yes",1968,54
15227,1963-06-15 00:00:00.000,"S","M","harold2@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. HAROLD MALHOTRA","harold2","yes",1963,59
21987,1965-12-04 00:00:00.000,"S","M","theodore13@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. THEODORE DOMINGUEZ","theodore13","yes",1965,57
15123,1975-09-26 00:00:00.000,"S","M","sergio17@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. SERGIO LOPEZ","sergio17","yes",1975,47
24586,1975-10-20 00:00:00.000,"S","M","jerry6@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. JERRY LUO","jerry6","yes",1975,47
25228,1964-10-14 00:00:00.000,"S","M","brad23@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. BRAD ASHE","brad23","yes",1964,58
25226,1965-11-09 00:00:00.000,"S","M","robert40@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. ROBERT KUMAR","robert40","yes",1965,57
19586,1968-06-06 00:00:00.000,"S","M","alvin32@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. ALVIN SHARMA","alvin32","yes",1968,54
29303,1964-07-22 00:00:00.000,"S","M","arturo37@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. ARTURO PAL","arturo37","yes",1964,58
24381,1965-05-14 00:00:00.000,"S","M","danny17@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. DANNY SERRANO","danny17","yes",1965,57
26033,1965-07-13 00:00:00.000,"S","M","danny15@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. DANNY VAZQUEZ","danny15","yes",1965,57
29309,1963-04-01 00:00:00.000,"S","M","rodney6@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. RODNEY NAVARRO","rodney6","yes",1963,59
26422,1975-09-03 00:00:00.000,"S","M","pedro0@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. PEDRO SURI","pedro0","yes",1975,47
26423,1975-11-05 00:00:00.000,"S","M","hector9@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. HECTOR GUTIERREZ","hector9","yes",1975,47
26133,1963-07-11 00:00:00.000,"S","M","jesse46@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. JESSE HALL","jesse46","yes",1963,59
22840,1976-04-10 00:00:00.000,"S","M","dominic13@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. DOMINIC SULLIVAN","dominic13","yes",1976,46
22841,1976-08-19 00:00:00.000,"S","M","douglas21@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. DOUGLAS MARTINEZ","douglas21","yes",1976,46
14065,1963-07-27 00:00:00.000,"S","M","samuel21@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. SAMUEL DIAZ","samuel21","yes",1963,59
19607,1965-02-21 00:00:00.000,"S","M","troy14@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. TROY SUBRAM","troy14","yes",1965,57
19953,1974-02-23 00:00:00.000,"S","M","darrell17@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. DARRELL LAL","darrell17","yes",1974,48
29289,1964-08-27 00:00:00.000,"S","M","devon11@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. DEVON RAJE","devon11","yes",1964,58
17009,1968-10-26 00:00:00.000,"S","M","wyatt64@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. WYATT BUTLER","wyatt64","yes",1968,54
16608,1975-12-13 00:00:00.000,"S","M","ricky0@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. RICKY MARTIN","ricky0","yes",1975,47
16606,1976-11-09 00:00:00.000,"S","M","ricky16@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. RICKY BLANCO","ricky16","yes",1976,46
27344,1974-09-16 00:00:00.000,"S","M","hector18@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. HECTOR SANZ","hector18","yes",1974,48
27343,1975-04-10 00:00:00.000,"S","M","dale16@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. DALE NATH","dale16","yes",1975,47
11005,1965-08-05 00:00:00.000,"S","M","julio1@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. JULIO RUIZ","julio1","yes",1965,57
27689,1963-05-16 00:00:00.000,"S","M","seth22@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. SETH WALKER","seth22","yes",1963,59
23539,1963-01-04 00:00:00.000,"S","M","darren29@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. DARREN MUNOZ","darren29","yes",1963,59
19088,1974-11-02 00:00:00.000,"S","M","rafael31@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. RAFAEL KUMAR","rafael31","yes",1974,48
11986,1963-07-24 00:00:00.000,"S","M","max5@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. MAX ALVAREZ","max5","yes",1963,59
16116,1968-06-06 00:00:00.000,"S","M","begoña0@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. BEGOÑA HURTADO","begoña0","yes",1968,54
24458,1963-06-21 00:00:00.000,"S","M","frederick16@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. FREDERICK RODRIGUEZ","frederick16","yes",1963,59
23432,1968-10-10 00:00:00.000,"S","M","jordan58@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. JORDAN ROBERTS","jordan58","yes",1968,54
20603,1976-01-03 00:00:00.000,"S","M","henry14@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. HENRY SULLIVAN","henry14","yes",1976,46
17625,1963-06-13 00:00:00.000,"M","M","mason38@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. MASON ALLEN","mason38","yes",1963,59
21993,1964-09-20 00:00:00.000,"M","M","craig19@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. CRAIG SANZ","craig19","yes",1964,58
24895,1974-11-10 00:00:00.000,"M","M","dalton50@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. DALTON HENDERSON","dalton50","yes",1974,48
15228,1963-11-02 00:00:00.000,"M","M","jermaine10@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. JERMAINE RAMAN","jermaine10","yes",1963,59
18271,1963-06-18 00:00:00.000,"M","M","darrell15@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. DARRELL YUAN","darrell15","yes",1963,59
28932,1974-08-27 00:00:00.000,"M","M","marshall42@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. MARSHALL ASHE","marshall42","yes",1974,48
18195,1974-08-20 00:00:00.000,"M","M","walter13@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. WALTER SANZ","walter13","yes",1974,48
28934,1974-10-04 00:00:00.000,"M","M","ricardo16@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. RICARDO NARA","ricardo16","yes",1974,48
21880,1974-08-20 00:00:00.000,"M","M","marc4@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. MARC GOMEZ","marc4","yes",1974,48
20709,1963-06-12 00:00:00.000,"M","M","samuel31@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. SAMUEL EVANS","samuel31","yes",1963,59
18716,1968-08-01 00:00:00.000,"M","M","seth43@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. SETH CAMPBELL","seth43","yes",1968,54
28925,1976-04-03 00:00:00.000,"M","M","warren27@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. WARREN LU","warren27","yes",1976,46
18190,1975-08-21 00:00:00.000,"M","M","danny3@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. DANNY DIAZ","danny3","yes",1975,47
20705,1968-09-02 00:00:00.000,"M","M","kevin41@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. KEVIN ROBERTS","kevin41","yes",1968,54
24380,1965-10-13 00:00:00.000,"M","M","maurice7@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. MAURICE YUAN","maurice7","yes",1965,57
26428,1976-11-22 00:00:00.000,"M","M","colin17@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. COLIN MA","colin17","yes",1976,46
25983,1963-08-22 00:00:00.000,"M","M","jack19@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. JACK ALEXANDER","jack19","yes",1963,59
11104,1964-03-11 00:00:00.000,"M","M","edgar11@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. EDGAR SARA","edgar11","yes",1964,58
27968,1976-06-06 00:00:00.000,"M","M","roger32@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. ROGER XU","roger32","yes",1976,46
16607,1975-08-27 00:00:00.000,"M","M","logan18@adventure-works.com",70000,0,"Bachelors","Professional","Y","MR. LOGAN GONZALES","logan18","yes",1975,47
20237,1963-02-19 00:00:00.000,"M","M","hunter22@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. HUNTER YANG","hunter22","yes",1963,59
22296,1968-03-23 00:00:00.000,"M","M","benjamin47@adventure-works.com",70000,0,"Bachelors","Professional","N","MR. BENJAMIN JOHNSON","benjamin47","yes",1968,54
