CustomerKey,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,Full Name,user name,Target Customer,birth year,age
25883,1949-02-03 00:00:00.000,"M","M","luis43@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. LUIS CARTER","luis43","yes",1949,73
22767,1949-05-21 00:00:00.000,"M","M","luis50@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. LUIS HERNANDEZ","luis50","yes",1949,73
22779,1951-12-12 00:00:00.000,"M","M","lance2@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. LANCE RUIZ","lance2","yes",1951,71
22769,1949-10-22 00:00:00.000,"M","M","benjamin51@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. BENJAMIN MARTIN","benjamin51","yes",1949,73
22774,1950-10-19 00:00:00.000,"M","M","caleb15@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. CALEB ALEXANDER","caleb15","yes",1950,72
22765,1949-09-21 00:00:00.000,"M","M","luis35@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. LUIS COLLINS","luis35","yes",1949,73
22764,1948-06-04 00:00:00.000,"M","M","chase2@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. CHASE BROOKS","chase2","yes",1948,74
25894,1951-05-03 00:00:00.000,"M","M","steve25@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. STEVE ZENG","steve25","yes",1951,71
12093,1948-11-08 00:00:00.000,"M","M","levi1@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. LEVI CHANDRA","levi1","yes",1948,74
13397,1951-04-08 00:00:00.000,"M","M","adam41@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. ADAM MITCHELL","adam41","yes",1951,71
20534,1950-03-13 00:00:00.000,"M","M","dalton27@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. DALTON LOPEZ","dalton27","yes",1950,72
20531,1950-03-25 00:00:00.000,"M","M","james67@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. JAMES YOUNG","james67","yes",1950,72
20539,1951-09-21 00:00:00.000,"M","M","luis40@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. LUIS BAKER","luis40","yes",1951,71
17164,1950-04-08 00:00:00.000,"M","M","ryan55@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. RYAN CLARK","ryan55","yes",1950,72
17163,1950-08-23 00:00:00.000,"M","M","edward8@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. EDWARD ADAMS","edward8","yes",1950,72
17160,1950-01-04 00:00:00.000,"M","M","louis29@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. LOUIS ANDERSEN","louis29","yes",1950,72
17158,1950-05-16 00:00:00.000,"M","M","mitchell14@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. MITCHELL NARA","mitchell14","yes",1950,72
17155,1949-04-21 00:00:00.000,"M","M","samuel71@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. SAMUEL LEWIS","samuel71","yes",1949,73
23727,1950-03-02 00:00:00.000,"M","M","bruce37@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. BRUCE SERRANO","bruce37","yes",1950,72
23723,1949-06-09 00:00:00.000,"M","M","jose43@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. JOSE PHILLIPS","jose43","yes",1949,73
23718,1948-09-26 00:00:00.000,"M","M","nelson14@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. NELSON BLANCO","nelson14","yes",1948,74
23717,1948-03-17 00:00:00.000,"M","M","aidan22@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. AIDAN GRIFFIN","aidan22","yes",1948,74
19864,1948-12-17 00:00:00.000,"M","M","isaiah1@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. ISAIAH BROOKS","isaiah1","yes",1948,74
26498,1948-10-26 00:00:00.000,"M","M","ethan19@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. ETHAN HAYES","ethan19","yes",1948,74
26500,1948-03-22 00:00:00.000,"M","M","billy3@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. BILLY RUIZ","billy3","yes",1948,74
26508,1949-07-14 00:00:00.000,"M","M","marcus53@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. MARCUS ROSS","marcus53","yes",1949,73
26524,1951-05-05 00:00:00.000,"M","M","anthony4@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. ANTHONY ROBINSON","anthony4","yes",1951,71
26522,1951-09-27 00:00:00.000,"M","M","logan67@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. LOGAN THOMPSON","logan67","yes",1951,71
19877,1950-04-23 00:00:00.000,"M","M","steve22@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. STEVE ZHENG","steve22","yes",1950,72
19875,1950-05-19 00:00:00.000,"M","M","patrick5@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. PATRICK JAMES","patrick5","yes",1950,72
19866,1948-06-17 00:00:00.000,"M","M","martin8@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. MARTIN PATEL","martin8","yes",1948,74
11206,1948-09-24 00:00:00.000,"M","M","blake60@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. BLAKE FLORES","blake60","yes",1948,74
27438,1951-07-06 00:00:00.000,"M","M","alejandro37@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. ALEJANDRO SHAN","alejandro37","yes",1951,71
12108,1950-02-23 00:00:00.000,"M","M","james96@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. JAMES WALKER","james96","yes",1950,72
12117,1951-08-03 00:00:00.000,"M","M","cameron23@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. CAMERON YANG","cameron23","yes",1951,71
27422,1949-07-17 00:00:00.000,"M","M","evan33@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. EVAN GONZALEZ","evan33","yes",1949,73
28053,1951-04-28 00:00:00.000,"M","M","jared13@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. JARED HOWARD","jared13","yes",1951,71
15902,1950-04-25 00:00:00.000,"M","M","robert33@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. ROBERT DIAZ","robert33","yes",1950,72
15908,1951-09-20 00:00:00.000,"M","M","david65@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. DAVID WILSON","david65","yes",1951,71
16811,1951-04-19 00:00:00.000,"M","M","luis23@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. LUIS ZHANG","luis23","yes",1951,71
16806,1950-08-04 00:00:00.000,"M","M","louis4@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. LOUIS ZHAO","louis4","yes",1950,72
16813,1951-04-14 00:00:00.000,"M","M","carson21@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. CARSON DIAZ","carson21","yes",1951,71
13235,1948-09-22 00:00:00.000,"M","M","jonathan72@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. JONATHAN ROBINSON","jonathan72","yes",1948,74
13236,1948-05-25 00:00:00.000,"M","M","robert36@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. ROBERT WANG","robert36","yes",1948,74
21797,1950-09-25 00:00:00.000,"M","M","kelvin33@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. KELVIN GAO","kelvin33","yes",1950,72
21799,1950-09-27 00:00:00.000,"M","M","angel20@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. ANGEL COOK","angel20","yes",1950,72
21805,1951-04-18 00:00:00.000,"M","M","lucas67@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. LUCAS RUSSELL","lucas67","yes",1951,71
29018,1950-06-13 00:00:00.000,"M","M","drew6@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. DREW LUO","drew6","yes",1950,72
13233,1948-12-05 00:00:00.000,"M","M","richard61@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. RICHARD COLEMAN","richard61","yes",1948,74
21491,1950-04-12 00:00:00.000,"M","M","joseph28@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. JOSEPH LEWIS","joseph28","yes",1950,72
29023,1951-12-24 00:00:00.000,"M","M","dalton41@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. DALTON CAMPBELL","dalton41","yes",1951,71
24685,1951-06-03 00:00:00.000,"M","M","jordan24@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. JORDAN KUMAR","jordan24","yes",1951,71
24684,1951-04-21 00:00:00.000,"M","M","charles18@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. CHARLES MARTIN","charles18","yes",1951,71
21498,1951-05-06 00:00:00.000,"M","M","cameron47@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. CAMERON WILSON","cameron47","yes",1951,71
24683,1951-05-19 00:00:00.000,"M","M","shannon29@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. SHANNON ALONSO","shannon29","yes",1951,71
18082,1948-10-14 00:00:00.000,"M","M","steven27@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. STEVEN SANCHEZ","steven27","yes",1948,74
18083,1948-04-18 00:00:00.000,"M","M","osarumwense0@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. OSARUMWENSE AGBONILE","osarumwense0","yes",1948,74
24968,1948-02-18 00:00:00.000,"M","M","dalton7@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. DALTON MOORE","dalton7","yes",1948,74
24970,1948-04-18 00:00:00.000,"M","M","blake28@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. BLAKE WRIGHT","blake28","yes",1948,74
24987,1951-04-18 00:00:00.000,"M","M","kristopher2@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. KRISTOPHER CHANDRA","kristopher2","yes",1951,71
24982,1950-10-17 00:00:00.000,"M","M","devin25@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. DEVIN KING","devin25","yes",1950,72
29014,1950-02-04 00:00:00.000,"M","M","ryan11@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. RYAN POWELL","ryan11","yes",1950,72
18110,1951-05-24 00:00:00.000,"M","M","austin23@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. AUSTIN LI","austin23","yes",1951,71
18108,1951-08-04 00:00:00.000,"M","M","colin16@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. COLIN GAO","colin16","yes",1951,71
18099,1950-05-10 00:00:00.000,"M","M","marcus47@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. MARCUS EDWARDS","marcus47","yes",1950,72
24981,1950-05-06 00:00:00.000,"M","M","jose62@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. JOSE DAVIS","jose62","yes",1950,72
18106,1951-10-15 00:00:00.000,"M","M","carson18@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. CARSON ALEXANDER","carson18","yes",1951,71
14407,1950-06-04 00:00:00.000,"M","M","thomas20@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. THOMAS BRYANT","thomas20","yes",1950,72
14405,1950-06-01 00:00:00.000,"M","M","dylan53@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. DYLAN WALKER","dylan53","yes",1950,72
15325,1948-05-20 00:00:00.000,"M","M","elijah24@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. ELIJAH HAYES","elijah24","yes",1948,74
15331,1949-08-26 00:00:00.000,"M","M","jacob8@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. JACOB TAYLOR","jacob8","yes",1949,73
14415,1951-11-16 00:00:00.000,"M","M","william21@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. WILLIAM DAVIS","william21","yes",1951,71
15336,1950-09-21 00:00:00.000,"M","M","marco15@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. MARCO GARCIA","marco15","yes",1950,72
15343,1951-09-07 00:00:00.000,"M","M","carson2@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. CARSON BARNES","carson2","yes",1951,71
15332,1949-04-08 00:00:00.000,"M","M","jason27@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. JASON SHARMA","jason27","yes",1949,73
24677,1950-02-15 00:00:00.000,"M","M","blake22@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. BLAKE LEE","blake22","yes",1950,72
24676,1950-06-11 00:00:00.000,"M","M","jeremy15@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. JEREMY ROBERTS","jeremy15","yes",1950,72
15339,1950-07-01 00:00:00.000,"M","M","noah21@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. NOAH ZHANG","noah21","yes",1950,72
13372,1948-11-28 00:00:00.000,"M","M","isaac24@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. ISAAC EDWARDS","isaac24","yes",1948,74
21474,1948-10-22 00:00:00.000,"M","M","lucas78@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. LUCAS GRAY","lucas78","yes",1948,74
13376,1948-09-03 00:00:00.000,"M","M","jerry19@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. JERRY RAI","jerry19","yes",1948,74
13375,1948-04-11 00:00:00.000,"M","M","jason26@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. JASON KUMAR","jason26","yes",1948,74
21481,1949-05-09 00:00:00.000,"M","M","jose16@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. JOSE DIAZ","jose16","yes",1949,73
13370,1948-03-22 00:00:00.000,"M","M","blake51@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. BLAKE ROSS","blake51","yes",1948,74
24672,1949-10-14 00:00:00.000,"M","M","jeremy41@adventure-works.com",60000,2,"Partial College","Professional","Y","MR. JEREMY COOK","jeremy41","yes",1949,73
11231,1952-11-14 00:00:00.000,"M","M","dennis1@adventure-works.com",60000,2,"High School","Professional","Y","MR. DENNIS ZHANG","dennis1","yes",1952,70
22777,1951-04-12 00:00:00.000,"M","M","tyler12@adventure-works.com",60000,2,"High School","Professional","Y","MR. TYLER GARCIA","tyler12","yes",1951,71
13457,1955-02-05 00:00:00.000,"M","M","eric13@adventure-works.com",60000,2,"High School","Professional","N","MR. ERIC HENDERSON","eric13","yes",1955,67
17177,1952-06-11 00:00:00.000,"M","M","richard78@adventure-works.com",60000,2,"High School","Professional","Y","MR. RICHARD HAYES","richard78","yes",1952,70
11294,1955-09-03 00:00:00.000,"M","M","dalton18@adventure-works.com",60000,2,"High School","Professional","N","MR. DALTON CLARK","dalton18","yes",1955,67
17167,1951-08-16 00:00:00.000,"M","M","thomas8@adventure-works.com",60000,2,"High School","Professional","Y","MR. THOMAS JENKINS","thomas8","yes",1951,71
17166,1951-06-23 00:00:00.000,"M","M","joshua1@adventure-works.com",60000,2,"High School","Professional","Y","MR. JOSHUA SEVERAL","joshua1","yes",1951,71
14293,1957-02-15 00:00:00.000,"M","M","kyle37@adventure-works.com",60000,2,"High School","Professional","N","MR. KYLE CAMPBELL","kyle37","yes",1957,65
14294,1957-11-22 00:00:00.000,"M","M","steven16@adventure-works.com",60000,2,"High School","Professional","N","MR. STEVEN GRAY","steven16","yes",1957,65
14296,1957-05-17 00:00:00.000,"M","M","benjamin21@adventure-works.com",60000,2,"High School","Professional","N","MR. BENJAMIN RUSSELL","benjamin21","yes",1957,65
11308,1954-03-05 00:00:00.000,"M","M","ian57@adventure-works.com",60000,2,"High School","Professional","N","MR. IAN GONZALES","ian57","yes",1954,68
29200,1957-02-25 00:00:00.000,"M","M","jackson32@adventure-works.com",60000,2,"High School","Professional","Y","MR. JACKSON COLLINS","jackson32","yes",1957,65
13459,1955-07-17 00:00:00.000,"M","M","devin54@adventure-works.com",60000,2,"High School","Professional","N","MR. DEVIN FOSTER","devin54","yes",1955,67
23140,1956-08-21 00:00:00.000,"M","M","tyler22@adventure-works.com",60000,2,"High School","Professional","Y","MR. TYLER LEE","tyler22","yes",1956,66
23731,1951-11-18 00:00:00.000,"M","M","jose77@adventure-works.com",60000,2,"High School","Professional","Y","MR. JOSE THOMPSON","jose77","yes",1951,71
19702,1955-10-02 00:00:00.000,"M","M","edward70@adventure-works.com",60000,2,"High School","Professional","N","MR. EDWARD DIAZ","edward70","yes",1955,67
19704,1955-06-26 00:00:00.000,"M","M","nathan32@adventure-works.com",60000,2,"High School","Professional","N","MR. NATHAN COLLINS","nathan32","yes",1955,67
23039,1955-07-03 00:00:00.000,"M","M","wyatt33@adventure-works.com",60000,2,"High School","Professional","N","MR. WYATT SCOTT","wyatt33","yes",1955,67
23040,1955-03-15 00:00:00.000,"M","M","seth84@adventure-works.com",60000,2,"High School","Professional","N","MR. SETH MORGAN","seth84","yes",1955,67
19811,1957-10-22 00:00:00.000,"M","M","evan42@adventure-works.com",60000,2,"High School","Professional","N","MR. EVAN ALLEN","evan42","yes",1957,65
19819,1956-05-12 00:00:00.000,"M","M","andrew13@adventure-works.com",60000,2,"High School","Professional","N","MR. ANDREW BROWN","andrew13","yes",1956,66
27614,1956-07-08 00:00:00.000,"M","M","warren25@adventure-works.com",60000,2,"High School","Professional","N","MR. WARREN YE","warren25","yes",1956,66
27649,1955-06-08 00:00:00.000,"M","M","evan17@adventure-works.com",60000,2,"High School","Professional","N","MR. EVAN BAILEY","evan17","yes",1955,67
27612,1956-11-25 00:00:00.000,"M","M","lucas45@adventure-works.com",60000,2,"High School","Professional","Y","MR. LUCAS HILL","lucas45","yes",1956,66
27611,1956-12-03 00:00:00.000,"M","M","jack36@adventure-works.com",60000,2,"High School","Professional","Y","MR. JACK EDWARDS","jack36","yes",1956,66
23459,1956-03-03 00:00:00.000,"M","M","mason5@adventure-works.com",60000,2,"High School","Professional","Y","MR. MASON SANDERS","mason5","yes",1956,66
19895,1952-02-23 00:00:00.000,"M","M","ricky5@adventure-works.com",60000,2,"High School","Professional","Y","MR. RICKY JIMENEZ","ricky5","yes",1952,70
19892,1952-05-23 00:00:00.000,"M","M","richard35@adventure-works.com",60000,2,"High School","Professional","Y","MR. RICHARD CAMPBELL","richard35","yes",1952,70
19886,1951-08-02 00:00:00.000,"M","M","marcus64@adventure-works.com",60000,2,"High School","Professional","Y","MR. MARCUS BUTLER","marcus64","yes",1951,71
26521,1951-06-01 00:00:00.000,"M","M","nathan67@adventure-works.com",60000,2,"High School","Professional","N","MR. NATHAN TAYLOR","nathan67","yes",1951,71
23449,1957-09-24 00:00:00.000,"M","M","steven15@adventure-works.com",60000,2,"High School","Professional","Y","MR. STEVEN PETERSON","steven15","yes",1957,65
23452,1957-04-23 00:00:00.000,"M","M","eduardo67@adventure-works.com",60000,2,"High School","Professional","Y","MR. EDUARDO WATSON","eduardo67","yes",1957,65
27604,1957-03-03 00:00:00.000,"M","M","richard81@adventure-works.com",60000,2,"High School","Professional","Y","MR. RICHARD BROOKS","richard81","yes",1957,65
27605,1957-01-22 00:00:00.000,"M","M","miguel17@adventure-works.com",60000,2,"High School","Professional","Y","MR. MIGUEL MARTINEZ","miguel17","yes",1957,65
19884,1951-04-09 00:00:00.000,"M","M","james31@adventure-works.com",60000,2,"High School","Professional","Y","MR. JAMES SIMMONS","james31","yes",1951,71
26048,1956-01-01 00:00:00.000,"M","M","brad12@adventure-works.com",60000,2,"High School","Professional","Y","MR. BRAD OLIVER","brad12","yes",1956,66
26049,1956-06-07 00:00:00.000,"M","M","christopher13@adventure-works.com",60000,2,"High School","Professional","N","MR. CHRISTOPHER WHITE","christopher13","yes",1956,66
11219,1950-12-02 00:00:00.000,"M","M","charles69@adventure-works.com",60000,2,"High School","Professional","Y","MR. CHARLES COOK","charles69","yes",1950,72
26039,1957-01-13 00:00:00.000,"M","M","robert75@adventure-works.com",60000,2,"High School","Professional","Y","MR. ROBERT GARCIA","robert75","yes",1957,65
28052,1951-08-23 00:00:00.000,"M","M","franklin3@adventure-works.com",60000,2,"High School","Professional","Y","MR. FRANKLIN LI","franklin3","yes",1951,71
16884,1954-08-08 00:00:00.000,"M","M","richard46@adventure-works.com",60000,2,"High School","Professional","N","MR. RICHARD MILLER","richard46","yes",1954,68
15776,1957-09-13 00:00:00.000,"M","M","jesse36@adventure-works.com",60000,2,"High School","Professional","N","MR. JESSE MITCHELL","jesse36","yes",1957,65
16804,1950-12-20 00:00:00.000,"M","M","adam20@adventure-works.com",60000,2,"High School","Professional","Y","MR. ADAM ZHANG","adam20","yes",1950,72
13098,1957-10-07 00:00:00.000,"M","M","miguel66@adventure-works.com",60000,2,"High School","Professional","N","MR. MIGUEL RUSSELL","miguel66","yes",1957,65
18509,1956-04-16 00:00:00.000,"M","M","xavier56@adventure-works.com",60000,2,"High School","Professional","N","MR. XAVIER FOSTER","xavier56","yes",1956,66
18507,1957-07-13 00:00:00.000,"M","M","edward9@adventure-works.com",60000,2,"High School","Professional","N","MR. EDWARD BAKER","edward9","yes",1957,65
18506,1957-01-17 00:00:00.000,"M","M","evan15@adventure-works.com",60000,2,"High School","Professional","N","MR. EVAN BRADLEY","evan15","yes",1957,65
29017,1950-06-26 00:00:00.000,"M","M","gabriel6@adventure-works.com",60000,2,"High School","Professional","N","MR. GABRIEL LONG","gabriel6","yes",1950,72
21812,1952-01-05 00:00:00.000,"M","M","adrian16@adventure-works.com",60000,2,"High School","Professional","N","MR. ADRIAN BAILEY","adrian16","yes",1952,70
21813,1952-09-02 00:00:00.000,"M","M","dalton4@adventure-works.com",60000,2,"High School","Professional","N","MR. DALTON BROWN","dalton4","yes",1952,70
21814,1952-03-24 00:00:00.000,"M","M","noah28@adventure-works.com",60000,2,"High School","Professional","Y","MR. NOAH EDWARDS","noah28","yes",1952,70
21495,1951-08-02 00:00:00.000,"M","M","james27@adventure-works.com",60000,2,"High School","Professional","Y","MR. JAMES HUGHES","james27","yes",1951,71
13300,1955-09-07 00:00:00.000,"M","M","timothy44@adventure-works.com",60000,2,"High School","Professional","N","MR. TIMOTHY HERNANDEZ","timothy44","yes",1955,67
21305,1955-04-25 00:00:00.000,"M","M","hunter48@adventure-works.com",60000,2,"High School","Professional","N","MR. HUNTER GARCIA","hunter48","yes",1955,67
13097,1957-05-14 00:00:00.000,"M","M","dalton57@adventure-works.com",60000,2,"High School","Professional","N","MR. DALTON HUGHES","dalton57","yes",1957,65
13096,1957-10-20 00:00:00.000,"M","M","jonathan24@adventure-works.com",60000,2,"High School","Professional","N","MR. JONATHAN CHEN","jonathan24","yes",1957,65
13094,1957-03-23 00:00:00.000,"M","M","antonio22@adventure-works.com",60000,2,"High School","Professional","N","MR. ANTONIO DIAZ","antonio22","yes",1957,65
18119,1952-05-10 00:00:00.000,"M","M","shawn20@adventure-works.com",60000,2,"High School","Professional","Y","MR. SHAWN NATH","shawn20","yes",1952,70
18098,1950-11-09 00:00:00.000,"M","M","edward44@adventure-works.com",60000,2,"High School","Professional","Y","MR. EDWARD LEE","edward44","yes",1950,72
17532,1956-05-25 00:00:00.000,"M","M","nathan6@adventure-works.com",60000,2,"High School","Professional","N","MR. NATHAN PATTERSON","nathan6","yes",1956,66
17531,1956-03-07 00:00:00.000,"M","M","isaac6@adventure-works.com",60000,2,"High School","Professional","N","MR. ISAAC RAMIREZ","isaac6","yes",1956,66
17530,1956-05-21 00:00:00.000,"M","M","devin68@adventure-works.com",60000,2,"High School","Professional","N","MR. DEVIN WOOD","devin68","yes",1956,66
18946,1956-08-08 00:00:00.000,"M","M","brandon12@adventure-works.com",60000,2,"High School","Professional","N","MR. BRANDON SIMMONS","brandon12","yes",1956,66
18945,1956-06-23 00:00:00.000,"M","M","marcus86@adventure-works.com",60000,2,"High School","Professional","N","MR. MARCUS COX","marcus86","yes",1956,66
17438,1955-07-14 00:00:00.000,"M","M","marcus61@adventure-works.com",60000,2,"High School","Professional","N","MR. MARCUS HUGHES","marcus61","yes",1955,67
18411,1955-07-21 00:00:00.000,"M","M","jack9@adventure-works.com",60000,2,"High School","Professional","N","MR. JACK POWELL","jack9","yes",1955,67
18410,1955-11-21 00:00:00.000,"M","M","joshua7@adventure-works.com",60000,2,"High School","Professional","N","MR. JOSHUA DAVIS","joshua7","yes",1955,67
17436,1955-07-08 00:00:00.000,"M","M","evan7@adventure-works.com",60000,2,"High School","Professional","N","MR. EVAN RAMIREZ","evan7","yes",1955,67
22218,1957-02-24 00:00:00.000,"M","M","christian5@adventure-works.com",60000,2,"High School","Professional","N","MR. CHRISTIAN BRYANT","christian5","yes",1957,65
22220,1957-01-02 00:00:00.000,"M","M","brandon27@adventure-works.com",60000,2,"High School","Professional","N","MR. BRANDON SHARMA","brandon27","yes",1957,65
22221,1957-10-18 00:00:00.000,"M","M","benjamin30@adventure-works.com",60000,2,"High School","Professional","N","MR. BENJAMIN KUMAR","benjamin30","yes",1957,65
