CustomerKey,GeographyKey,CustomerAlternateKey,Title,First Name,Middle Name,Last Name,Name Style,Birth Date,Marital Status,Suffix,Gender,Email Address,Yearly Income,Total Children,Number Children At Home,English Education,Spanish Education,French Education,English Occupation,Spanish Occupation,French Occupation,House Owner Flag,Number Cars Owned,Address Line 1,Address Line 2,Phone,Date First Purchase,Commute Distance,Full Name,Customer Age,Age,Age Breakdown,Date of Most Recent Purchase,Customer Lifetime,Customer Status
13826,127,"AW00013826","","Candice","","He",False,1977-11-25 00:00:00.000,"S","","F","candice2@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Rotthäuser Weg 100","","1 (11) 500 555-0114",2008-05-09 00:00:00.000,"0-1 Miles","Candice He",45,44,"35-44",2008-05-09 00:00:00.000,0,"Active"
13830,237,"AW00013830","","Andrea","","Cox",False,1977-08-03 00:00:00.000,"S","","F","andrea11@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"1318 Pinehurst Court","","1 (11) 500 555-0136",2008-06-13 00:00:00.000,"2-5 Miles","Andrea Cox",45,44,"35-44",2008-07-12 00:00:00.000,1,"Active"
13838,263,"AW00013838","","Jill","","Rubio",False,1976-06-27 00:00:00.000,"S","","F","jill29@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"1153 Loma Linda","","1 (11) 500 555-0160",2008-03-14 00:00:00.000,"2-5 Miles","Jill Rubio",46,46,"45-54",2008-06-26 00:00:00.000,3,"Active"
14838,121,"AW00014838","","Darren","","Alvarez",False,1977-07-26 00:00:00.000,"S","","M","darren26@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Kappellweg 242","","1 (11) 500 555-0133",2006-05-18 00:00:00.000,"0-1 Miles","Darren Alvarez",45,44,"35-44",2008-06-26 00:00:00.000,25,"Active"
14839,238,"AW00014839","","Natasha","","Sanz",False,1977-05-18 00:00:00.000,"S","","F","natasha20@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"8489 Seaview Ave.","","1 (11) 500 555-0115",2007-12-03 00:00:00.000,"2-5 Miles","Natasha Sanz",45,45,"45-54",2007-12-10 00:00:00.000,0,"Active"
14840,277,"AW00014840","","Autumn","","Zhu",False,1977-10-23 00:00:00.000,"S","","F","autumn13@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"5115 Meadowbrook Court","","1 (11) 500 555-0193",2007-08-25 00:00:00.000,"2-5 Miles","Autumn Zhu",45,44,"35-44",2008-03-15 00:00:00.000,7,"Active"
14848,186,"AW00014848","","George","","Louverdis",False,1975-09-10 00:00:00.000,"S","","M","george5@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Attaché de Presse","","1 (11) 500 555-0171",2006-11-12 00:00:00.000,"2-5 Miles","George Louverdis",47,46,"45-54",2007-08-16 00:00:00.000,9,"Active"
14849,142,"AW00014849","","Dwayne","","Martin",False,1975-10-12 00:00:00.000,"S","","M","dwayne0@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Zollhof 6678","","1 (11) 500 555-0191",2007-10-03 00:00:00.000,"0-1 Miles","Dwayne Martin",47,46,"45-54",2007-10-03 00:00:00.000,0,"Active"
14991,272,"AW00014991","","Edwin","","Zhao",False,1976-02-26 00:00:00.000,"S","","M","edwin11@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"973 Broadway Street","","1 (11) 500 555-0135",2006-01-19 00:00:00.000,"0-1 Miles","Edwin Zhao",46,46,"45-54",2008-06-11 00:00:00.000,29,"Active"
16317,263,"AW00016317","","Joel","","Raman",False,1977-09-23 00:00:00.000,"S","","M","joel11@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"9546 Cardinal Ct.","","1 (11) 500 555-0178",2006-08-20 00:00:00.000,"0-1 Miles","Joel Raman",45,44,"35-44",2008-03-18 00:00:00.000,19,"Active"
16452,232,"AW00016452","","Cassie","","Luo",False,1977-11-21 00:00:00.000,"S","","F","cassie4@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"9428 Mehaffey Way","","1 (11) 500 555-0196",2006-09-05 00:00:00.000,"0-1 Miles","Cassie Luo",45,44,"35-44",2008-05-11 00:00:00.000,20,"Active"
16453,271,"AW00016453","","Mayra","","Chandra",False,1977-04-09 00:00:00.000,"S","","F","mayra1@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"8614 Lagoon Court","","1 (11) 500 555-0133",2007-10-12 00:00:00.000,"2-5 Miles","Mayra Chandra",45,45,"45-54",2008-04-27 00:00:00.000,6,"Active"
16458,132,"AW00016458","","Michele","","Ruiz",False,1976-12-19 00:00:00.000,"S","","F","michele37@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Pascalstr 24","","1 (11) 500 555-0158",2007-09-28 00:00:00.000,"2-5 Miles","Michele Ruiz",46,45,"45-54",2007-09-28 00:00:00.000,0,"Active"
16460,277,"AW00016460","","Jodi","","Xu",False,1976-11-17 00:00:00.000,"S","","F","jodi5@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"6594 Bent Tree Lane","","1 (11) 500 555-0139",2007-12-17 00:00:00.000,"2-5 Miles","Jodi Xu",46,45,"45-54",2008-05-26 00:00:00.000,5,"Active"
16461,279,"AW00016461","","Rosa","","Wu",False,1976-02-06 00:00:00.000,"S","","F","rosa7@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"939 Vista Del Diablo","","1 (11) 500 555-0155",2006-09-02 00:00:00.000,"0-1 Miles","Rosa Wu",46,46,"45-54",2008-05-26 00:00:00.000,20,"Active"
18038,207,"AW00018038","","Kelli","","Kumar",False,1975-05-18 00:00:00.000,"S","","F","kelli30@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"76, rue Pierre-Demoulin","","1 (11) 500 555-0175",2006-02-11 00:00:00.000,"2-5 Miles","Kelli Kumar",47,47,"45-54",2008-04-09 00:00:00.000,26,"Active"
18048,229,"AW00018048","","Alisha","","Sun",False,1974-10-06 00:00:00.000,"S","","F","alisha13@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"4096 San Remo","","1 (11) 500 555-0137",2008-05-21 00:00:00.000,"1-2 Miles","Alisha Sun",48,47,"45-54",2008-05-21 00:00:00.000,0,"Active"
19371,168,"AW00019371","","Roy","","Mehta",False,1977-06-07 00:00:00.000,"S","","M","roy14@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Winter der Böck 8559","","1 (11) 500 555-0112",2008-05-03 00:00:00.000,"2-5 Miles","Roy Mehta",45,45,"45-54",2008-05-03 00:00:00.000,0,"Active"
19377,121,"AW00019377","","Dominic","","Chandra",False,1976-02-26 00:00:00.000,"S","","M","dominic3@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Krönerweg 92","","1 (11) 500 555-0119",2008-07-23 00:00:00.000,"2-5 Miles","Dominic Chandra",46,46,"45-54",2008-07-23 00:00:00.000,0,"Active"
19380,183,"AW00019380","","Marshall","","Luo",False,1975-07-11 00:00:00.000,"S","","M","marshall27@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Attaché de Presse","","1 (11) 500 555-0125",2007-03-01 00:00:00.000,"2-5 Miles","Marshall Luo",47,47,"45-54",2007-08-21 00:00:00.000,5,"Active"
19381,222,"AW00019381","","Brandi","","Romero",False,1975-01-12 00:00:00.000,"S","","F","brandi9@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"21, cours Mirabeau","","1 (11) 500 555-0131",2007-03-24 00:00:00.000,"2-5 Miles","Brandi Romero",47,47,"45-54",2007-08-18 00:00:00.000,5,"Active"
19386,183,"AW00019386","","Allen","","Martinez",False,1974-06-25 00:00:00.000,"S","","M","allen16@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"810, rue des Rosiers","","1 (11) 500 555-0110",2007-03-11 00:00:00.000,"2-5 Miles","Allen Martinez",48,48,"45-54",2007-09-11 00:00:00.000,6,"Active"
19390,223,"AW00019390","","Terrance","","Perez",False,1978-10-03 00:00:00.000,"S","","M","terrance19@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"33, rue Georges-Clémenceau","","1 (11) 500 555-0119",2008-02-03 00:00:00.000,"1-2 Miles","Terrance Perez",44,43,"35-44",2008-02-03 00:00:00.000,0,"Active"
19509,131,"AW00019509","","Nancy","","Suri",False,1976-01-19 00:00:00.000,"S","","F","nancy5@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Marketplatz 5292","","1 (11) 500 555-0119",2008-05-05 00:00:00.000,"2-5 Miles","Nancy Suri",46,46,"45-54",2008-05-05 00:00:00.000,0,"Active"
19516,207,"AW00019516","","Kaitlyn","","Griffin",False,1975-01-09 00:00:00.000,"S","","F","kaitlyn88@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"55, rue de Courtaboeuf","","1 (11) 500 555-0115",2007-09-25 00:00:00.000,"0-1 Miles","Kaitlyn Griffin",47,47,"45-54",2007-09-25 00:00:00.000,0,"Active"
19517,222,"AW00019517","","Max","","Gomez",False,1975-09-22 00:00:00.000,"S","","M","max2@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"6, rue de Cambrai","","1 (11) 500 555-0113",2007-06-17 00:00:00.000,"2-5 Miles","Max Gomez",47,46,"45-54",2007-12-15 00:00:00.000,6,"Active"
19518,159,"AW00019518","","Clifford","","Arun",False,1975-01-10 00:00:00.000,"S","","M","clifford7@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Pascalstr 756","","1 (11) 500 555-0176",2006-06-18 00:00:00.000,"2-5 Miles","Clifford Arun",47,47,"45-54",2007-10-28 00:00:00.000,16,"Active"
20948,209,"AW00020948","","Xavier","","White",False,1975-07-09 00:00:00.000,"S","","M","xavier10@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"4+B347533, place de la République","","1 (11) 500 555-0113",2007-09-25 00:00:00.000,"0-1 Miles","Xavier White",47,47,"45-54",2007-09-25 00:00:00.000,0,"Active"
20955,208,"AW00020955","","Dawn","","Pal",False,1975-03-12 00:00:00.000,"S","","F","dawn36@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"51, rue de la Cavalerie","","1 (11) 500 555-0152",2008-06-05 00:00:00.000,"2-5 Miles","Dawn Pal",47,47,"45-54",2008-06-05 00:00:00.000,0,"Active"
20958,178,"AW00020958","","Gerald","","Alonso",False,1975-09-26 00:00:00.000,"S","","M","gerald16@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Buergermeister-ulrich-str 2411","","1 (11) 500 555-0160",2007-08-02 00:00:00.000,"0-1 Miles","Gerald Alonso",47,46,"45-54",2007-08-02 00:00:00.000,0,"Active"
21126,196,"AW00021126","","Kaitlin","","Gonzalez",False,1975-11-07 00:00:00.000,"S","","F","kaitlin17@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"534, rue des Grands Champs","","1 (11) 500 555-0117",2007-10-24 00:00:00.000,"2-5 Miles","Kaitlin Gonzalez",47,46,"45-54",2007-10-24 00:00:00.000,0,"Active"
21128,117,"AW00021128","","Kenneth","","Andersen",False,1975-06-20 00:00:00.000,"S","","M","kenneth11@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Wertheimer Straße 854","","1 (11) 500 555-0185",2007-12-30 00:00:00.000,"0-1 Miles","Kenneth Andersen",47,47,"45-54",2007-12-30 00:00:00.000,0,"Active"
22532,269,"AW00022532","","Ryan","","Thomas",False,1976-08-10 00:00:00.000,"S","","M","ryan50@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"5716 Weatherly Drive","","1 (11) 500 555-0197",2008-06-05 00:00:00.000,"2-5 Miles","Ryan Thomas",46,45,"45-54",2008-06-05 00:00:00.000,0,"Active"
22541,151,"AW00022541","","Stefanie","","Martinez",False,1973-12-26 00:00:00.000,"S","","F","stefanie15@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Im Himmelsweg 27","","1 (11) 500 555-0120",2007-10-31 00:00:00.000,"2-5 Miles","Stefanie Martinez",49,48,"45-54",2007-10-31 00:00:00.000,0,"Active"
22707,171,"AW00022707","","Haley","","Russell",False,1976-01-19 00:00:00.000,"S","","F","haley39@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Pascalstr 7","","1 (11) 500 555-0119",2008-02-12 00:00:00.000,"2-5 Miles","Haley Russell",46,46,"45-54",2008-02-12 00:00:00.000,0,"Active"
22712,184,"AW00022712","","Monique","","Romero",False,1974-02-06 00:00:00.000,"S","","F","monique5@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"16, rue des Grands Champs","","1 (11) 500 555-0145",2008-04-22 00:00:00.000,"2-5 Miles","Monique Romero",48,48,"45-54",2008-04-22 00:00:00.000,0,"Active"
23444,207,"AW00023444","","Aidan","","Washington",False,1973-11-13 00:00:00.000,"S","","M","aidan14@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"20, rue Royale","","1 (11) 500 555-0148",2008-04-08 00:00:00.000,"2-5 Miles","Aidan Washington",49,48,"45-54",2008-04-08 00:00:00.000,0,"Active"
23748,211,"AW00023748","","Yolanda","","Pal",False,1978-02-16 00:00:00.000,"S","","F","yolanda11@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"19, avenue de la Gare","","1 (11) 500 555-0110",2008-04-09 00:00:00.000,"2-5 Miles","Yolanda Pal",44,44,"35-44",2008-04-09 00:00:00.000,0,"Active"
23958,213,"AW00023958","","Amy","","Lin",False,1975-10-17 00:00:00.000,"S","","F","amy15@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"10, place Beaubernard","","1 (11) 500 555-0129",2008-05-22 00:00:00.000,"2-5 Miles","Amy Lin",47,46,"45-54",2008-05-22 00:00:00.000,0,"Active"
23959,155,"AW00023959","","Amber","","Parker",False,1975-06-02 00:00:00.000,"S","","F","amber7@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Platz des Landtags 433","","1 (11) 500 555-0198",2007-08-28 00:00:00.000,"0-1 Miles","Amber Parker",47,47,"45-54",2007-08-28 00:00:00.000,0,"Active"
23961,175,"AW00023961","","Karen","","Huang",False,1975-06-22 00:00:00.000,"S","","F","karen15@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Galeriestr 6266","","1 (11) 500 555-0122",2008-02-28 00:00:00.000,"2-5 Miles","Karen Huang",47,47,"45-54",2008-02-28 00:00:00.000,0,"Active"
24120,133,"AW00024120","","Kaitlyn","","Allen",False,1977-05-18 00:00:00.000,"S","","F","kaitlyn22@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Dunckerstr 48523","","1 (11) 500 555-0183",2007-09-26 00:00:00.000,"2-5 Miles","Kaitlyn Allen",45,45,"45-54",2007-09-26 00:00:00.000,0,"Active"
25508,147,"AW00025508","","Melissa","","Cook",False,1977-06-03 00:00:00.000,"S","","F","melissa43@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Brunnenstr 44","","1 (11) 500 555-0175",2008-05-06 00:00:00.000,"0-1 Miles","Melissa Cook",45,45,"45-54",2008-05-06 00:00:00.000,0,"Active"
25528,121,"AW00025528","","Alexandria","","Butler",False,1974-08-05 00:00:00.000,"S","","F","alexandria14@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Auf der Krone 992","","1 (11) 500 555-0126",2008-05-15 00:00:00.000,"2-5 Miles","Alexandria Butler",48,47,"45-54",2008-05-15 00:00:00.000,0,"Active"
25667,149,"AW00025667","","Jaclyn","","Gao",False,1977-10-28 00:00:00.000,"S","","F","jaclyn16@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Marketplatz 5492","","1 (11) 500 555-0135",2007-10-30 00:00:00.000,"2-5 Miles","Jaclyn Gao",45,44,"35-44",2007-10-30 00:00:00.000,0,"Active"
25674,150,"AW00025674","","Reginald","","Navarro",False,1976-07-26 00:00:00.000,"S","","M","reginald17@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Wolfgangstraße 72","","1 (11) 500 555-0147",2007-09-08 00:00:00.000,"0-1 Miles","Reginald Navarro",46,45,"45-54",2007-09-08 00:00:00.000,0,"Active"
25675,264,"AW00025675","","Joe","","Blanco",False,1976-06-11 00:00:00.000,"S","","M","joe39@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"1781 Camino Solano","","1 (11) 500 555-0110",2007-08-19 00:00:00.000,"0-1 Miles","Joe Blanco",46,46,"45-54",2007-08-19 00:00:00.000,0,"Active"
25679,222,"AW00025679","","Meredith","","Rodriguez",False,1975-06-21 00:00:00.000,"S","","F","meredith19@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"92, rue Henri Gagnon","","1 (11) 500 555-0130",2008-03-09 00:00:00.000,"2-5 Miles","Meredith Rodriguez",47,47,"45-54",2008-03-09 00:00:00.000,0,"Active"
25680,123,"AW00025680","","Manuel","","Subram",False,1975-09-26 00:00:00.000,"S","","M","manuel11@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Residenz Straße 449","","1 (11) 500 555-0120",2007-12-17 00:00:00.000,"2-5 Miles","Manuel Subram",47,46,"45-54",2007-12-17 00:00:00.000,0,"Active"
25681,155,"AW00025681","","Melinda","","Serrano",False,1975-03-02 00:00:00.000,"S","","F","melinda11@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Wertheimer Straße 895","","1 (11) 500 555-0198",2007-09-01 00:00:00.000,"2-5 Miles","Melinda Serrano",47,47,"45-54",2007-09-01 00:00:00.000,0,"Active"
26212,133,"AW00026212","","Summer","","Martinez",False,1979-05-07 00:00:00.000,"S","","F","summer15@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Am Kreuz 555","","1 (11) 500 555-0169",2008-04-07 00:00:00.000,"2-5 Miles","Summer Martinez",43,43,"35-44",2008-04-07 00:00:00.000,0,"Active"
26874,118,"AW00026874","","Jorge","","Zhang",False,1977-11-19 00:00:00.000,"S","","M","jorge1@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Hochstr 8222","","1 (11) 500 555-0198",2007-11-02 00:00:00.000,"2-5 Miles","Jorge Zhang",45,44,"35-44",2007-11-02 00:00:00.000,0,"Active"
26876,260,"AW00026876","","Holly","","Lopez",False,1977-07-25 00:00:00.000,"S","","F","holly16@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"8965 Rheem Blvd.","","1 (11) 500 555-0115",2007-12-14 00:00:00.000,"0-1 Miles","Holly Lopez",45,44,"35-44",2007-12-14 00:00:00.000,0,"Active"
26886,267,"AW00026886","","Jasmine","","Robinson",False,1976-11-12 00:00:00.000,"S","","F","jasmine15@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"8611 Park Lane Circle","","1 (11) 500 555-0118",2007-12-23 00:00:00.000,"0-1 Miles","Jasmine Robinson",46,45,"45-54",2007-12-23 00:00:00.000,0,"Active"
26975,186,"AW00026975","","Janet","","Ward",False,1979-04-07 00:00:00.000,"S","","F","janet29@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"2802, boulevard Beau Marchais","","1 (11) 500 555-0175",2008-01-08 00:00:00.000,"1-2 Miles","Janet Ward",43,43,"35-44",2008-01-08 00:00:00.000,0,"Active"
27153,211,"AW00027153","","Gina","","Ruiz",False,1974-08-11 00:00:00.000,"S","","F","gina2@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"44, rue Saint Denis","","1 (11) 500 555-0160",2007-09-27 00:00:00.000,"0-1 Miles","Gina Ruiz",48,47,"45-54",2007-09-27 00:00:00.000,0,"Active"
