CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,TotalChildren,EducationLevel,Occupation,HomeOwner,Annual Income,Full Name,Email Username,Email Domain,Age,BirthYear,IncomeLevel,BirthYear_CC,CurrentAge,Parent,FullName_CC
13370,"Mr.","Blake","Ross",1948-03-22 00:00:00.000,"M","M","blake51@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Blake Ross","blake51","adventure works",71,1948,"Average",1948,74,"Yes","Mr. Blake Ross"
13372,"Mr.","Isaac","Edwards",1948-11-28 00:00:00.000,"M","M","isaac24@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Isaac Edwards","isaac24","adventure works",70,1948,"Average",1948,74,"Yes","Mr. Isaac Edwards"
13374,"Mr.","Marco","Martinez",1948-05-20 00:00:00.000,"M","M","marco18@adventure-works.com",2,"Partial College","Professional","N",60000,"Mr. Marco Martinez","marco18","adventure works",71,1948,"Average",1948,74,"Yes","Mr. Marco Martinez"
13375,"Mr.","Jason","Kumar",1948-04-11 00:00:00.000,"M","M","jason26@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Jason Kumar","jason26","adventure works",71,1948,"Average",1948,74,"Yes","Mr. Jason Kumar"
13376,"Mr.","Jerry","Rai",1948-09-03 00:00:00.000,"M","M","jerry19@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Jerry Rai","jerry19","adventure works",71,1948,"Average",1948,74,"Yes","Mr. Jerry Rai"
13384,"Mr.","Mario","Ashe",1950-10-25 00:00:00.000,"S","M","mario21@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Mario Ashe","mario21","adventure works",68,1950,"Average",1950,72,"Yes","Mr. Mario Ashe"
13386,"Mr.","Samuel","Patterson",1950-01-26 00:00:00.000,"M","M","samuel9@adventure-works.com",2,"Partial College","Professional","N",60000,"Mr. Samuel Patterson","samuel9","adventure works",69,1950,"Average",1950,72,"Yes","Mr. Samuel Patterson"
13388,"Mr.","Marshall","Shen",1950-06-13 00:00:00.000,"S","M","marshall23@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Marshall Shen","marshall23","adventure works",69,1950,"Average",1950,72,"Yes","Mr. Marshall Shen"
13397,"Mr.","Adam","Mitchell",1951-04-08 00:00:00.000,"M","M","adam41@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Adam Mitchell","adam41","adventure works",68,1951,"Average",1951,71,"Yes","Mr. Adam Mitchell"
13399,"Mr.","Edward","Young",1951-03-21 00:00:00.000,"M","M","edward47@adventure-works.com",2,"Partial College","Professional","N",60000,"Mr. Edward Young","edward47","adventure works",68,1951,"Average",1951,71,"Yes","Mr. Edward Young"
14401,"Mr.","Jose","Kumar",1949-03-09 00:00:00.000,"M","M","jose22@adventure-works.com",2,"Partial College","Professional","N",60000,"Mr. Jose Kumar","jose22","adventure works",70,1949,"Average",1949,73,"Yes","Mr. Jose Kumar"
14405,"Mr.","Dylan","Walker",1950-06-01 00:00:00.000,"M","M","dylan53@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Dylan Walker","dylan53","adventure works",69,1950,"Average",1950,72,"Yes","Mr. Dylan Walker"
14407,"Mr.","Thomas","Bryant",1950-06-04 00:00:00.000,"M","M","thomas20@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Thomas Bryant","thomas20","adventure works",69,1950,"Average",1950,72,"Yes","Mr. Thomas Bryant"
14415,"Mr.","William","Davis",1951-11-16 00:00:00.000,"M","M","william21@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. William Davis","william21","adventure works",67,1951,"Average",1951,71,"Yes","Mr. William Davis"
15325,"Mr.","Elijah","Hayes",1948-05-20 00:00:00.000,"M","M","elijah24@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Elijah Hayes","elijah24","adventure works",71,1948,"Average",1948,74,"Yes","Mr. Elijah Hayes"
15331,"Mr.","Jacob","Taylor",1949-08-26 00:00:00.000,"M","M","jacob8@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Jacob Taylor","jacob8","adventure works",70,1949,"Average",1949,73,"Yes","Mr. Jacob Taylor"
15332,"Mr.","Jason","Sharma",1949-04-08 00:00:00.000,"M","M","jason27@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Jason Sharma","jason27","adventure works",70,1949,"Average",1949,73,"Yes","Mr. Jason Sharma"
15336,"Mr.","Marco","Garcia",1950-09-21 00:00:00.000,"M","M","marco15@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Marco Garcia","marco15","adventure works",69,1950,"Average",1950,72,"Yes","Mr. Marco Garcia"
15339,"Mr.","Noah","Zhang",1950-07-01 00:00:00.000,"M","M","noah21@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Noah Zhang","noah21","adventure works",69,1950,"Average",1950,72,"Yes","Mr. Noah Zhang"
15343,"Mr.","Carson","Barnes",1951-09-07 00:00:00.000,"M","M","carson2@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Carson Barnes","carson2","adventure works",68,1951,"Average",1951,71,"Yes","Mr. Carson Barnes"
15898,"Mr.","Isaiah","Gonzalez",1949-05-01 00:00:00.000,"M","M","isaiah32@adventure-works.com",2,"Partial College","Professional","N",60000,"Mr. Isaiah Gonzalez","isaiah32","adventure works",70,1949,"Average",1949,73,"Yes","Mr. Isaiah Gonzalez"
15902,"Mr.","Robert","Diaz",1950-04-25 00:00:00.000,"M","M","robert33@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Robert Diaz","robert33","adventure works",69,1950,"Average",1950,72,"Yes","Mr. Robert Diaz"
15907,"Mr.","Steven","Bailey",1951-04-18 00:00:00.000,"M","M","steven25@adventure-works.com",2,"Partial College","Professional","N",60000,"Mr. Steven Bailey","steven25","adventure works",68,1951,"Average",1951,71,"Yes","Mr. Steven Bailey"
15908,"Mr.","David","Wilson",1951-09-20 00:00:00.000,"M","M","david65@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. David Wilson","david65","adventure works",68,1951,"Average",1951,71,"Yes","Mr. David Wilson"
16797,"Mr.","Evan","Reed",1948-11-18 00:00:00.000,"M","M","evan21@adventure-works.com",2,"Partial College","Professional","N",60000,"Mr. Evan Reed","evan21","adventure works",70,1948,"Average",1948,74,"Yes","Mr. Evan Reed"
16802,"Mr.","Lucas","Allen",1949-07-12 00:00:00.000,"S","M","lucas39@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Lucas Allen","lucas39","adventure works",70,1949,"Average",1949,73,"Yes","Mr. Lucas Allen"
16803,"Mr.","Marcus","Peterson",1949-07-21 00:00:00.000,"M","M","marcus80@adventure-works.com",2,"Partial College","Professional","N",60000,"Mr. Marcus Peterson","marcus80","adventure works",70,1949,"Average",1949,73,"Yes","Mr. Marcus Peterson"
16806,"Mr.","Louis","Zhao",1950-08-04 00:00:00.000,"M","M","louis4@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Louis Zhao","louis4","adventure works",69,1950,"Average",1950,72,"Yes","Mr. Louis Zhao"
16811,"Mr.","Luis","Zhang",1951-04-19 00:00:00.000,"M","M","luis23@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Luis Zhang","luis23","adventure works",68,1951,"Average",1951,71,"Yes","Mr. Luis Zhang"
16813,"Mr.","Carson","Diaz",1951-04-14 00:00:00.000,"M","M","carson21@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Carson Diaz","carson21","adventure works",68,1951,"Average",1951,71,"Yes","Mr. Carson Diaz"
17144,"Mr.","Luis","Griffin",1948-02-20 00:00:00.000,"M","M","luis20@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Luis Griffin","luis20","adventure works",71,1948,"Average",1948,74,"Yes","Mr. Luis Griffin"
17149,"Mr.","Steven","Richardson",1949-04-22 00:00:00.000,"M","M","steven19@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Steven Richardson","steven19","adventure works",70,1949,"Average",1949,73,"Yes","Mr. Steven Richardson"
17152,"Mr.","Jack","Wang",1949-11-07 00:00:00.000,"S","M","jack25@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Jack Wang","jack25","adventure works",69,1949,"Average",1949,73,"Yes","Mr. Jack Wang"
17155,"Mr.","Samuel","Lewis",1949-04-21 00:00:00.000,"M","M","samuel71@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Samuel Lewis","samuel71","adventure works",70,1949,"Average",1949,73,"Yes","Mr. Samuel Lewis"
17158,"Mr.","Mitchell","Nara",1950-05-16 00:00:00.000,"M","M","mitchell14@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Mitchell Nara","mitchell14","adventure works",69,1950,"Average",1950,72,"Yes","Mr. Mitchell Nara"
17160,"Mr.","Louis","Andersen",1950-01-04 00:00:00.000,"M","M","louis29@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Louis Andersen","louis29","adventure works",69,1950,"Average",1950,72,"Yes","Mr. Louis Andersen"
17163,"Mr.","Edward","Adams",1950-08-23 00:00:00.000,"M","M","edward8@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Edward Adams","edward8","adventure works",69,1950,"Average",1950,72,"Yes","Mr. Edward Adams"
17164,"Mr.","Ryan","Clark",1950-04-08 00:00:00.000,"M","M","ryan55@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Ryan Clark","ryan55","adventure works",69,1950,"Average",1950,72,"Yes","Mr. Ryan Clark"
18082,"Mr.","Steven","Sanchez",1948-10-14 00:00:00.000,"M","M","steven27@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Steven Sanchez","steven27","adventure works",70,1948,"Average",1948,74,"Yes","Mr. Steven Sanchez"
18083,"Mr.","Osarumwense","Agbonile",1948-04-18 00:00:00.000,"M","M","osarumwense0@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Osarumwense Agbonile","osarumwense0","adventure works",71,1948,"Average",1948,74,"Yes","Mr. Osarumwense Agbonile"
18099,"Mr.","Marcus","Edwards",1950-05-10 00:00:00.000,"M","M","marcus47@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Marcus Edwards","marcus47","adventure works",69,1950,"Average",1950,72,"Yes","Mr. Marcus Edwards"
18106,"Mr.","Carson","Alexander",1951-10-15 00:00:00.000,"M","M","carson18@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Carson Alexander","carson18","adventure works",67,1951,"Average",1951,71,"Yes","Mr. Carson Alexander"
18108,"Mr.","Colin","Gao",1951-08-04 00:00:00.000,"M","M","colin16@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Colin Gao","colin16","adventure works",68,1951,"Average",1951,71,"Yes","Mr. Colin Gao"
18109,"Mr.","Samuel","Campbell",1951-02-27 00:00:00.000,"S","M","samuel37@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Samuel Campbell","samuel37","adventure works",68,1951,"Average",1951,71,"Yes","Mr. Samuel Campbell"
18110,"Mr.","Austin","Li",1951-05-24 00:00:00.000,"M","M","austin23@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Austin Li","austin23","adventure works",68,1951,"Average",1951,71,"Yes","Mr. Austin Li"
19025,"Mr.","Aaron","Roberts",1952-11-05 00:00:00.000,"S","M","aaron37@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Aaron Roberts","aaron37","adventure works",66,1952,"Average",1952,70,"Yes","Mr. Aaron Roberts"
19864,"Mr.","Isaiah","Brooks",1948-12-17 00:00:00.000,"M","M","isaiah1@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Isaiah Brooks","isaiah1","adventure works",70,1948,"Average",1948,74,"Yes","Mr. Isaiah Brooks"
19866,"Mr.","Martin","Patel",1948-06-17 00:00:00.000,"M","M","martin8@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Martin Patel","martin8","adventure works",71,1948,"Average",1948,74,"Yes","Mr. Martin Patel"
19871,"Mr.","Bryce","Rivera",1949-03-17 00:00:00.000,"S","M","bryce16@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Bryce Rivera","bryce16","adventure works",70,1949,"Average",1949,73,"Yes","Mr. Bryce Rivera"
19875,"Mr.","Patrick","James",1950-05-19 00:00:00.000,"M","M","patrick5@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Patrick James","patrick5","adventure works",69,1950,"Average",1950,72,"Yes","Mr. Patrick James"
19876,"Mr.","Nathan","Edwards",1950-06-13 00:00:00.000,"M","M","nathan31@adventure-works.com",2,"Partial College","Professional","N",60000,"Mr. Nathan Edwards","nathan31","adventure works",69,1950,"Average",1950,72,"Yes","Mr. Nathan Edwards"
19877,"Mr.","Steve","Zheng",1950-04-23 00:00:00.000,"M","M","steve22@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Steve Zheng","steve22","adventure works",69,1950,"Average",1950,72,"Yes","Mr. Steve Zheng"
19888,"Mr.","Carson","Washington",1951-01-03 00:00:00.000,"S","M","carson12@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Carson Washington","carson12","adventure works",68,1951,"Average",1951,71,"Yes","Mr. Carson Washington"
20531,"Mr.","James","Young",1950-03-25 00:00:00.000,"M","M","james67@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. James Young","james67","adventure works",69,1950,"Average",1950,72,"Yes","Mr. James Young"
20534,"Mr.","Dalton","Lopez",1950-03-13 00:00:00.000,"M","M","dalton27@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Dalton Lopez","dalton27","adventure works",69,1950,"Average",1950,72,"Yes","Mr. Dalton Lopez"
20539,"Mr.","Luis","Baker",1951-09-21 00:00:00.000,"M","M","luis40@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Luis Baker","luis40","adventure works",68,1951,"Average",1951,71,"Yes","Mr. Luis Baker"
21474,"Mr.","Lucas","Gray",1948-10-22 00:00:00.000,"M","M","lucas78@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Lucas Gray","lucas78","adventure works",70,1948,"Average",1948,74,"Yes","Mr. Lucas Gray"
21481,"Mr.","Jose","Diaz",1949-05-09 00:00:00.000,"M","M","jose16@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Jose Diaz","jose16","adventure works",70,1949,"Average",1949,73,"Yes","Mr. Jose Diaz"
21485,"Mr.","Brandon","Clark",1949-02-15 00:00:00.000,"M","M","brandon49@adventure-works.com",2,"Partial College","Professional","N",60000,"Mr. Brandon Clark","brandon49","adventure works",70,1949,"Average",1949,73,"Yes","Mr. Brandon Clark"
21491,"Mr.","Joseph","Lewis",1950-04-12 00:00:00.000,"M","M","joseph28@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Joseph Lewis","joseph28","adventure works",69,1950,"Average",1950,72,"Yes","Mr. Joseph Lewis"
21492,"Mr.","Robert","Jai",1950-10-23 00:00:00.000,"S","M","robert43@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Robert Jai","robert43","adventure works",68,1950,"Average",1950,72,"Yes","Mr. Robert Jai"
21498,"Mr.","Cameron","Wilson",1951-05-06 00:00:00.000,"M","M","cameron47@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Cameron Wilson","cameron47","adventure works",68,1951,"Average",1951,71,"Yes","Mr. Cameron Wilson"
21797,"Mr.","Kelvin","Gao",1950-09-25 00:00:00.000,"M","M","kelvin33@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Kelvin Gao","kelvin33","adventure works",69,1950,"Average",1950,72,"Yes","Mr. Kelvin Gao"
21799,"Mr.","Angel","Cook",1950-09-27 00:00:00.000,"M","M","angel20@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Angel Cook","angel20","adventure works",69,1950,"Average",1950,72,"Yes","Mr. Angel Cook"
21805,"Mr.","Lucas","Russell",1951-04-18 00:00:00.000,"M","M","lucas67@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Lucas Russell","lucas67","adventure works",68,1951,"Average",1951,71,"Yes","Mr. Lucas Russell"
21806,"Mr.","Kelvin","Xie",1951-02-03 00:00:00.000,"S","M","kelvin0@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Kelvin Xie","kelvin0","adventure works",68,1951,"Average",1951,71,"Yes","Mr. Kelvin Xie"
22760,"Mr.","Hunter","Chen",1948-10-04 00:00:00.000,"M","M","hunter20@adventure-works.com",2,"Partial College","Professional","N",60000,"Mr. Hunter Chen","hunter20","adventure works",71,1948,"Average",1948,74,"Yes","Mr. Hunter Chen"
22761,"Mr.","Eduardo","Price",1948-09-09 00:00:00.000,"S","M","eduardo44@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Eduardo Price","eduardo44","adventure works",71,1948,"Average",1948,74,"Yes","Mr. Eduardo Price"
22764,"Mr.","Chase","Brooks",1948-06-04 00:00:00.000,"M","M","chase2@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Chase Brooks","chase2","adventure works",71,1948,"Average",1948,74,"Yes","Mr. Chase Brooks"
22765,"Mr.","Luis","Collins",1949-09-21 00:00:00.000,"M","M","luis35@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Luis Collins","luis35","adventure works",70,1949,"Average",1949,73,"Yes","Mr. Luis Collins"
22767,"Mr.","Luis","Hernandez",1949-05-21 00:00:00.000,"M","M","luis50@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Luis Hernandez","luis50","adventure works",70,1949,"Average",1949,73,"Yes","Mr. Luis Hernandez"
22769,"Mr.","Benjamin","Martin",1949-10-22 00:00:00.000,"M","M","benjamin51@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Benjamin Martin","benjamin51","adventure works",69,1949,"Average",1949,73,"Yes","Mr. Benjamin Martin"
22774,"Mr.","Caleb","Alexander",1950-10-19 00:00:00.000,"M","M","caleb15@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Caleb Alexander","caleb15","adventure works",68,1950,"Average",1950,72,"Yes","Mr. Caleb Alexander"
22779,"Mr.","Lance","Ruiz",1951-12-12 00:00:00.000,"M","M","lance2@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Lance Ruiz","lance2","adventure works",67,1951,"Average",1951,71,"Yes","Mr. Lance Ruiz"
23717,"Mr.","Aidan","Griffin",1948-03-17 00:00:00.000,"M","M","aidan22@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Aidan Griffin","aidan22","adventure works",71,1948,"Average",1948,74,"Yes","Mr. Aidan Griffin"
23718,"Mr.","Nelson","Blanco",1948-09-26 00:00:00.000,"M","M","nelson14@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Nelson Blanco","nelson14","adventure works",71,1948,"Average",1948,74,"Yes","Mr. Nelson Blanco"
23721,"Mr.","John","Clark",1949-07-23 00:00:00.000,"M","M","john43@adventure-works.com",2,"Partial College","Professional","N",60000,"Mr. John Clark","john43","adventure works",70,1949,"Average",1949,73,"Yes","Mr. John Clark"
23723,"Mr.","Jose","Phillips",1949-06-09 00:00:00.000,"M","M","jose43@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Jose Phillips","jose43","adventure works",70,1949,"Average",1949,73,"Yes","Mr. Jose Phillips"
23726,"Mr.","Darrell","Xie",1950-06-13 00:00:00.000,"M","M","darrell13@adventure-works.com",2,"Partial College","Professional","N",60000,"Mr. Darrell Xie","darrell13","adventure works",69,1950,"Average",1950,72,"Yes","Mr. Darrell Xie"
23727,"Mr.","Bruce","Serrano",1950-03-02 00:00:00.000,"M","M","bruce37@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Bruce Serrano","bruce37","adventure works",69,1950,"Average",1950,72,"Yes","Mr. Bruce Serrano"
24672,"Mr.","Jeremy","Cook",1949-10-14 00:00:00.000,"M","M","jeremy41@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Jeremy Cook","jeremy41","adventure works",69,1949,"Average",1949,73,"Yes","Mr. Jeremy Cook"
24676,"Mr.","Jeremy","Roberts",1950-06-11 00:00:00.000,"M","M","jeremy15@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Jeremy Roberts","jeremy15","adventure works",69,1950,"Average",1950,72,"Yes","Mr. Jeremy Roberts"
24677,"Mr.","Blake","Lee",1950-02-15 00:00:00.000,"M","M","blake22@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Blake Lee","blake22","adventure works",69,1950,"Average",1950,72,"Yes","Mr. Blake Lee"
24678,"Mr.","Nathan","Long",1950-08-26 00:00:00.000,"S","M","nathan5@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Nathan Long","nathan5","adventure works",69,1950,"Average",1950,72,"Yes","Mr. Nathan Long"
24683,"Mr.","Shannon","Alonso",1951-05-19 00:00:00.000,"M","M","shannon29@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Shannon Alonso","shannon29","adventure works",68,1951,"Average",1951,71,"Yes","Mr. Shannon Alonso"
24684,"Mr.","Charles","Martin",1951-04-21 00:00:00.000,"M","M","charles18@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Charles Martin","charles18","adventure works",68,1951,"Average",1951,71,"Yes","Mr. Charles Martin"
24685,"Mr.","Jordan","Kumar",1951-06-03 00:00:00.000,"M","M","jordan24@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Jordan Kumar","jordan24","adventure works",68,1951,"Average",1951,71,"Yes","Mr. Jordan Kumar"
24968,"Mr.","Dalton","Moore",1948-02-18 00:00:00.000,"M","M","dalton7@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Dalton Moore","dalton7","adventure works",71,1948,"Average",1948,74,"Yes","Mr. Dalton Moore"
24970,"Mr.","Blake","Wright",1948-04-18 00:00:00.000,"M","M","blake28@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Blake Wright","blake28","adventure works",71,1948,"Average",1948,74,"Yes","Mr. Blake Wright"
24981,"Mr.","Jose","Davis",1950-05-06 00:00:00.000,"M","M","jose62@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Jose Davis","jose62","adventure works",69,1950,"Average",1950,72,"Yes","Mr. Jose Davis"
24982,"Mr.","Devin","King",1950-10-17 00:00:00.000,"M","M","devin25@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Devin King","devin25","adventure works",68,1950,"Average",1950,72,"Yes","Mr. Devin King"
24987,"Mr.","Kristopher","Chandra",1951-04-18 00:00:00.000,"M","M","kristopher2@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Kristopher Chandra","kristopher2","adventure works",68,1951,"Average",1951,71,"Yes","Mr. Kristopher Chandra"
25876,"Mr.","Noah","King",1948-06-02 00:00:00.000,"M","M","noah46@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Noah King","noah46","adventure works",71,1948,"Average",1948,74,"Yes","Mr. Noah King"
25883,"Mr.","Luis","Carter",1949-02-03 00:00:00.000,"M","M","luis43@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Luis Carter","luis43","adventure works",70,1949,"Average",1949,73,"Yes","Mr. Luis Carter"
25894,"Mr.","Steve","Zeng",1951-05-03 00:00:00.000,"M","M","steve25@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Steve Zeng","steve25","adventure works",68,1951,"Average",1951,71,"Yes","Mr. Steve Zeng"
26498,"Mr.","Ethan","Hayes",1948-10-26 00:00:00.000,"M","M","ethan19@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Ethan Hayes","ethan19","adventure works",70,1948,"Average",1948,74,"Yes","Mr. Ethan Hayes"
26500,"Mr.","Billy","Ruiz",1948-03-22 00:00:00.000,"M","M","billy3@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Billy Ruiz","billy3","adventure works",71,1948,"Average",1948,74,"Yes","Mr. Billy Ruiz"
26508,"Mr.","Marcus","Ross",1949-07-14 00:00:00.000,"M","M","marcus53@adventure-works.com",2,"Partial College","Professional","Y",60000,"Mr. Marcus Ross","marcus53","adventure works",70,1949,"Average",1949,73,"Yes","Mr. Marcus Ross"
