CustomerKey,Name,MaritalStatus,Gender
11584,"Devin Carter","MARRIED","MALE"
11586,"Alberto Romero","MARRIED","MALE"
11596,"Roger Raje","MARRIED","MALE"
11611,"Ernest Lin","MARRIED","MALE"
11615,"Dwayne Navarro","MARRIED","MALE"
11618,"Brian Ramirez","MARRIED","MALE"
11622,"Gabriel Allen","MARRIED","MALE"
11625,"Zachary Moore","MARRIED","MALE"
11627,"Dalton Gray","MARRIED","MALE"
11631,"Antonio Bennett","MARRIED","MALE"
11633,"Thomas Anderson","MARRIED","MALE"
11634,"Samuel Collins","MARRIED","MALE"
11635,"Darrell Chande","MARRIED","MALE"
11638,"Antonio Powell","MARRIED","MALE"
11641,"James Chen","MARRIED","MALE"
11649,"Ian White","MARRIED","MALE"
11650,"Caleb Hayes","MARRIED","MALE"
11652,"Samuel Russell","MARRIED","MALE"
11658,"Robert Mitchell","MARRIED","MALE"
11663,"Seth Williams","MARRIED","MALE"
11666,"Angel Baker","MARRIED","MALE"
11667,"Blake Moore","MARRIED","MALE"
11672,"Chad Jai","MARRIED","MALE"
11676,"Alan Hu","MARRIED","MALE"
11678,"Johnny Chavez","MARRIED","MALE"
11679,"Dalton Richardson","MARRIED","MALE"
11683,"Greg Taylor","MARRIED","MALE"
11685,"Jose Griffin","MARRIED","MALE"
11689,"Ian Diaz","MARRIED","MALE"
11692,"Caleb Gonzales","MARRIED","MALE"
11694,"Jonathon Ortega","MARRIED","MALE"
11695,"Logan Campbell","MARRIED","MALE"
11697,"Eduardo Lee","MARRIED","MALE"
11698,"Jackson Wright","MARRIED","MALE"
11701,"David Hayes","MARRIED","MALE"
11706,"Blake Perez","MARRIED","MALE"
11713,"Kyle Zhang","MARRIED","MALE"
11717,"Marcus Jones","MARRIED","MALE"
11719,"Blake Green","MARRIED","MALE"
11722,"Julian Hughes","MARRIED","MALE"
11728,"Logan White","MARRIED","MALE"
11729,"Caleb Campbell","MARRIED","MALE"
11732,"Erick Sanchez","MARRIED","MALE"
11734,"Omar Chen","MARRIED","MALE"
11736,"Sebastian Sanchez","MARRIED","MALE"
11738,"Elijah Alexander","MARRIED","MALE"
11739,"Aaron King","MARRIED","MALE"
11743,"Chase Kelly","MARRIED","MALE"
11748,"Blake Hill","MARRIED","MALE"
11749,"Eduardo Jackson","MARRIED","MALE"
11755,"Willie Pal","MARRIED","MALE"
11757,"Vincent Cai","MARRIED","MALE"
11758,"Colin Yuan","MARRIED","MALE"
11762,"Randall Gomez","MARRIED","MALE"
11763,"Ross Fernandez","MARRIED","MALE"
11765,"Marc Torres","MARRIED","MALE"
11768,"Clayton Nara","MARRIED","MALE"
11772,"Cameron Moore","MARRIED","MALE"
11776,"Seth Mitchell","MARRIED","MALE"
11781,"Carlos Gray","MARRIED","MALE"
11784,"Jose Turner","MARRIED","MALE"
11785,"Theodore Diaz","MARRIED","MALE"
11787,"Jerry Nath","MARRIED","MALE"
11790,"Timothy Gonzalez","MARRIED","MALE"
11791,"Chase Morgan","MARRIED","MALE"
11793,"Xavier Rogers","MARRIED","MALE"
11798,"Brendan Chande","MARRIED","MALE"
11799,"Jessie Wang","MARRIED","MALE"
11801,"Aaron Sharma","MARRIED","MALE"
11805,"Richard Green","MARRIED","MALE"
11807,"Lucas Baker","MARRIED","MALE"
11808,"James Parker","MARRIED","MALE"
11809,"Juan Gray","MARRIED","MALE"
11812,"Andrew Rodriguez","MARRIED","MALE"
11814,"Dalton Morgan","MARRIED","MALE"
11816,"Joe Torres","MARRIED","MALE"
11818,"Daniel Garcia","MARRIED","MALE"
11819,"Jose Lal","MARRIED","MALE"
11821,"Austin Johnson","MARRIED","MALE"
11831,"Christian Ross","MARRIED","MALE"
11833,"Oscar Price","MARRIED","MALE"
11836,"Garrett Travers","MARRIED","MALE"
11840,"Julian Patterson","MARRIED","MALE"
11841,"Sean Nelson","MARRIED","MALE"
11848,"Joshua Lewis","MARRIED","MALE"
11855,"Christian Walker","MARRIED","MALE"
11856,"Seth Hernandez","MARRIED","MALE"
11858,"Jordan Coleman","MARRIED","MALE"
11859,"Blake Garcia","MARRIED","MALE"
11866,"Lucas Scott","MARRIED","MALE"
11867,"Nathaniel James","MARRIED","MALE"
11873,"Ryan Zhang","MARRIED","MALE"
11875,"Jonathan Brown","MARRIED","MALE"
11879,"Edgar Sai","MARRIED","MALE"
11881,"Richard Mitchell","MARRIED","MALE"
11882,"Patrick Stewart","MARRIED","MALE"
11885,"Kurt Sharma","MARRIED","MALE"
11887,"Joseph White","MARRIED","MALE"
11888,"Aaron Ross","MARRIED","MALE"
11892,"Julio Ortega","MARRIED","MALE"
11893,"Orlando Carlson","MARRIED","MALE"
11895,"Dustin Chander","MARRIED","MALE"
11896,"Frank Carlson","MARRIED","MALE"
11902,"Drew Pal","MARRIED","MALE"
11919,"Warren Andersen","MARRIED","MALE"
11921,"Gilbert Zhu","MARRIED","MALE"
11936,"Hunter Clark","MARRIED","MALE"
11937,"Devin Perez","MARRIED","MALE"
11938,"Seth Alexander","MARRIED","MALE"
11940,"Tyler Miller","MARRIED","MALE"
11942,"George Gonzalez","MARRIED","MALE"
11945,"Dennis Huang","MARRIED","MALE"
11954,"Joseph Garcia","MARRIED","MALE"
11963,"Antonio Patterson","MARRIED","MALE"
11978,"Jackson Washington","MARRIED","MALE"
11979,"Christopher Johnson","MARRIED","MALE"
11984,"Alex Campbell","MARRIED","MALE"
11991,"Frederick Martinez","MARRIED","MALE"
11995,"Kelvin Carson","MARRIED","MALE"
11999,"Johnny Shan","MARRIED","MALE"
12005,"Gilbert Shen","MARRIED","MALE"
12006,"Richard Blue","MARRIED","MALE"
12010,"Max Serrano","MARRIED","MALE"
12014,"Devin Sanders","MARRIED","MALE"
12017,"David Simmons","MARRIED","MALE"
12018,"Devin Henderson","MARRIED","MALE"
12025,"Logan Diaz","MARRIED","MALE"
12026,"Lucas Flores","MARRIED","MALE"
12029,"Damien Hu","MARRIED","MALE"
12034,"Julian Long","MARRIED","MALE"
12035,"Gerald Prasad","MARRIED","MALE"
12039,"Ricardo Nath","MARRIED","MALE"
12040,"Richard Torres","MARRIED","MALE"
12041,"Seth Martin","MARRIED","MALE"
12042,"Alex Carter","MARRIED","MALE"
12043,"Carson Patterson","MARRIED","MALE"
12054,"Luke Diaz","MARRIED","MALE"
12056,"Ian Ward","MARRIED","MALE"
12059,"Jason Jenkins","MARRIED","MALE"
12061,"Bryce Brooks","MARRIED","MALE"
12062,"Edward Long","MARRIED","MALE"
12063,"Xavier Martinez","MARRIED","MALE"
12065,"Isaiah Collins","MARRIED","MALE"
12066,"Wyatt Powell","MARRIED","MALE"
12069,"Garrett Kelly","MARRIED","MALE"
12070,"Luke Ross","MARRIED","MALE"
12071,"Robert Robinson","MARRIED","MALE"
12072,"Tristan Ross","MARRIED","MALE"
12073,"Thomas Rodriguez","MARRIED","MALE"
12078,"Jose Edwards","MARRIED","MALE"
12079,"Nathaniel Cooper","MARRIED","MALE"
12084,"Aidan Perry","MARRIED","MALE"
12085,"Tyler Rodriguez","MARRIED","MALE"
12089,"Nathaniel Richardson","MARRIED","MALE"
12091,"Eddie Munoz","MARRIED","MALE"
12092,"Austin White","MARRIED","MALE"
12093,"Levi Chandra","MARRIED","MALE"
12095,"Austin Griffin","MARRIED","MALE"
12102,"Devin Simmons","MARRIED","MALE"
12106,"Isaiah Baker","MARRIED","MALE"
12107,"Nathan Gonzales","MARRIED","MALE"
12108,"James Walker","MARRIED","MALE"
12113,"Nathan Hughes","MARRIED","MALE"
12114,"Charles Richardson","MARRIED","MALE"
12117,"Cameron Yang","MARRIED","MALE"
12119,"Keith Raje","MARRIED","MALE"
12120,"Xavier Simmons","MARRIED","MALE"
12123,"Wesley Liang","MARRIED","MALE"
12131,"Randall Dominguez","MARRIED","MALE"
12134,"Hector Alonso","MARRIED","MALE"
12135,"Fernando Taylor","MARRIED","MALE"
12136,"Blake Turner","MARRIED","MALE"
12137,"Jack Green","MARRIED","MALE"
12138,"Colin Jai","MARRIED","MALE"
12139,"Franklin Yang","MARRIED","MALE"
12143,"Logan Turner","MARRIED","MALE"
12145,"Brandon Butler","MARRIED","MALE"
12150,"Logan Wang","MARRIED","MALE"
12151,"Steven Kelly","MARRIED","MALE"
12152,"Adrian Ramirez","MARRIED","MALE"
12157,"William White","MARRIED","MALE"
12158,"Kyle Phillips","MARRIED","MALE"
12164,"Noah Butler","MARRIED","MALE"
12165,"Caleb Flores","MARRIED","MALE"
12166,"Jared Rogers","MARRIED","MALE"
12168,"Hunter Jackson","MARRIED","MALE"
12173,"Dalton Edwards","MARRIED","MALE"
12174,"Charles Phillips","MARRIED","MALE"
12178,"Ethan Shan","MARRIED","MALE"
12184,"Isaiah Perez","MARRIED","MALE"
12187,"Ruben Subram","MARRIED","MALE"
12197,"Adam Hernandez","MARRIED","MALE"
12198,"Noah Scott","MARRIED","MALE"
12200,"Rafael Sharma","MARRIED","MALE"
12202,"Xavier Ross","MARRIED","MALE"
12203,"Zachary Hughes","MARRIED","MALE"
12204,"Bradley Jai","MARRIED","MALE"
12210,"Alan He","MARRIED","MALE"
12211,"Victor Romero","MARRIED","MALE"
12213,"Alejandro Lal","MARRIED","MALE"
12216,"Gerald Rodriguez","MARRIED","MALE"
12217,"Kyle Roberts","MARRIED","MALE"
12218,"Mitchell Xu","MARRIED","MALE"
12219,"Kurt Nara","MARRIED","MALE"
12224,"Tristan Henderson","MARRIED","MALE"
12230,"Wesley Zheng","MARRIED","MALE"
12233,"Jerry Yuan","MARRIED","MALE"
12234,"Clarence Zeng","MARRIED","MALE"
12239,"Alberto Ramos","MARRIED","MALE"
12246,"Shawn Luo","MARRIED","MALE"
12249,"Jessie Cai","MARRIED","MALE"
12251,"Troy Suri","MARRIED","MALE"
12252,"Omar Liu","MARRIED","MALE"
12257,"Ross Ruiz","MARRIED","MALE"
12268,"Edwin Shan","MARRIED","MALE"
12269,"Warren Zheng","MARRIED","MALE"
12271,"Tyrone Hernandez","MARRIED","MALE"
12272,"Justin Alexander","MARRIED","MALE"
12273,"Nelson Carlson","MARRIED","MALE"
12279,"Mathew Suarez","MARRIED","MALE"
12292,"Nicolas Kumar","MARRIED","MALE"
12294,"Shane Kovar","MARRIED","MALE"
12296,"Francisco Sara","MARRIED","MALE"
12299,"Walter Serrano","MARRIED","MALE"
12302,"Kevin Coleman","MARRIED","MALE"
12305,"Xavier Bailey","MARRIED","MALE"
12306,"Logan Parker","MARRIED","MALE"
12307,"Brad She","MARRIED","MALE"
12312,"Jake Zhao","MARRIED","MALE"
12316,"Alejandro Luo","MARRIED","MALE"
12317,"Carl She","MARRIED","MALE"
12323,"Lawrence Alonso","MARRIED","MALE"
12330,"Preston Raman","MARRIED","MALE"
12332,"Andres Nara","MARRIED","MALE"
12333,"Terrance Rodriguez","MARRIED","MALE"
12334,"Roy Jimenez","MARRIED","MALE"
12348,"Jimmy Vazquez","MARRIED","MALE"
12350,"Logan Hernandez","MARRIED","MALE"
12352,"Ramon Zhang","MARRIED","MALE"
12353,"Joe Ramos","MARRIED","MALE"
12354,"Lance Ortega","MARRIED","MALE"
12365,"Alex Evans","MARRIED","MALE"
12370,"Preston Perez","MARRIED","MALE"
12381,"Johnny Lal","MARRIED","MALE"
12420,"Spencer Hayes","MARRIED","MALE"
12421,"Cameron Hughes","MARRIED","MALE"
12425,"Brandon White","MARRIED","MALE"
12426,"Cody Cox","MARRIED","MALE"
12428,"Sean Morris","MARRIED","MALE"
12429,"Melvin Black","MARRIED","MALE"
12431,"Wyatt Thomas","MARRIED","MALE"
12432,"Nathan Clark","MARRIED","MALE"
12433,"Antonio Price","MARRIED","MALE"
12434,"Thomas Kumar","MARRIED","MALE"
12436,"Albert Diaz","MARRIED","MALE"
12437,"Jeremy Young","MARRIED","MALE"
12440,"Francisco Chandra","MARRIED","MALE"
12441,"Trevor Simmons","MARRIED","MALE"
12443,"Garrett James","MARRIED","MALE"
12445,"Cameron Taylor","MARRIED","MALE"
12447,"Carson Hayes","MARRIED","MALE"
12450,"Cody Cook","MARRIED","MALE"
12452,"Sean Sanchez","MARRIED","MALE"
12454,"Samuel Griffin","MARRIED","MALE"
12455,"Benjamin Lewis","MARRIED","MALE"
12456,"Thomas Chen","MARRIED","MALE"
12462,"Levi Suri","MARRIED","MALE"
12463,"Todd Huang","MARRIED","MALE"
12466,"Willie He","MARRIED","MALE"
12468,"Wayne Nath","MARRIED","MALE"
12469,"Shane Srini","MARRIED","MALE"
12472,"Jeffery Zhang","MARRIED","MALE"
12473,"Sergio Sai","MARRIED","MALE"
12489,"Wayne Rai","MARRIED","MALE"
12491,"Alvin Huang","MARRIED","MALE"
12493,"Dwayne Vazquez","MARRIED","MALE"
12498,"Eduardo Diaz","MARRIED","MALE"
12504,"Arthur Gutierrez","MARRIED","MALE"
12505,"Dalton Martin","MARRIED","MALE"
12506,"Preston Sanchez","MARRIED","MALE"
12507,"Ian Bell","MARRIED","MALE"
12509,"Marc Ferrier","MARRIED","MALE"
12510,"Roberto Sanz","MARRIED","MALE"
12527,"José Rodriguez","MARRIED","MALE"
12529,"Isaiah Allen","MARRIED","MALE"
12532,"Jose Carter","MARRIED","MALE"
12533,"Luis Washington","MARRIED","MALE"
12536,"Javier Dominguez","MARRIED","MALE"
12537,"Terrence Luo","MARRIED","MALE"
12540,"Levi Sara","MARRIED","MALE"
12541,"Jonathan Zhang","MARRIED","MALE"
12542,"Preston Patel","MARRIED","MALE"
12543,"Ruben Alvarez","MARRIED","MALE"
12544,"Bruce Jordan","MARRIED","MALE"
12545,"Marc Ruiz","MARRIED","MALE"
12547,"Bradley Nara","MARRIED","MALE"
12550,"Austin Diaz","MARRIED","MALE"
12551,"Julio Ramos","MARRIED","MALE"
12552,"Bruce Torres","MARRIED","MALE"
12554,"Barry Rodriguez","MARRIED","MALE"
12555,"Edgar Malhotra","MARRIED","MALE"
12556,"Manuel Kapoor","MARRIED","MALE"
12557,"Phillip Lopez","MARRIED","MALE"
12559,"Emmanuel Lopez","MARRIED","MALE"
12563,"Alejandro Lin","MARRIED","MALE"
12564,"Marshall Yang","MARRIED","MALE"
12566,"Omar Yang","MARRIED","MALE"
12585,"Ian Martinez","MARRIED","MALE"
12589,"Ruben Rodriguez","MARRIED","MALE"
12596,"Armando Romero","MARRIED","MALE"
12597,"Franklin Zhang","MARRIED","MALE"
12600,"Larry Romero","MARRIED","MALE"
12601,"Randy Zhang","MARRIED","MALE"
12602,"Francisco Srini","MARRIED","MALE"
12604,"Nathan Lee","MARRIED","MALE"
12606,"Arthur Van","MARRIED","MALE"
12608,"Brett Sanchez","MARRIED","MALE"
12613,"Joel Prasad","MARRIED","MALE"
12617,"Jake Ma","MARRIED","MALE"
12620,"Maurice Lal","MARRIED","MALE"
12621,"Barry Martinez","MARRIED","MALE"
12622,"Micheal Rubio","MARRIED","MALE"
12623,"Jesse Sanchez","MARRIED","MALE"
12628,"Arturo Ma","MARRIED","MALE"
12630,"Kevin Simmons","MARRIED","MALE"
12633,"Shannon Suarez","MARRIED","MALE"
12634,"Derrick Ruiz","MARRIED","MALE"
12637,"Leonard Nath","MARRIED","MALE"
12638,"Sebastian Brooks","MARRIED","MALE"
12640,"Angel Richardson","MARRIED","MALE"
12641,"Willie Raje","MARRIED","MALE"
12642,"Jimmy Carlson","MARRIED","MALE"
12649,"Omar Goel","MARRIED","MALE"
12650,"Aaron Wright","MARRIED","MALE"
12655,"Larry Vazquez","MARRIED","MALE"
12656,"Blake Roberts","MARRIED","MALE"
12659,"Damien Chande","MARRIED","MALE"
12662,"Jessie Huang","MARRIED","MALE"
12673,"Colin Stone","MARRIED","MALE"
12674,"Jimmy Travers","MARRIED","MALE"
12677,"Cedric Liu","MARRIED","MALE"
12684,"Shaun Shen","MARRIED","MALE"
12690,"Roger Zhang","MARRIED","MALE"
12691,"Rafael Andersen","MARRIED","MALE"
12698,"Mohamed Pal","MARRIED","MALE"
12701,"Gary Gutierrez","MARRIED","MALE"
12705,"Andre Garcia","MARRIED","MALE"
12706,"Louis Liang","MARRIED","MALE"
12707,"Ian Lewis","MARRIED","MALE"
12709,"Ian Rodriguez","MARRIED","MALE"
12715,"Eddie Gill","MARRIED","MALE"
12723,"Kurt Jai","MARRIED","MALE"
12739,"Evan Young","MARRIED","MALE"
12743,"Carl Kumar","MARRIED","MALE"
12762,"Jonathan Smith","MARRIED","MALE"
12767,"Christopher Robinson","MARRIED","MALE"
12768,"Johnathan Chapman","MARRIED","MALE"
12769,"Thomas Zhang","MARRIED","MALE"
12770,"Charles Evans","MARRIED","MALE"
12775,"Connor Griffin","MARRIED","MALE"
12776,"Blake Campbell","MARRIED","MALE"
12777,"Joseph Anderson","MARRIED","MALE"
12779,"Mason Rogers","MARRIED","MALE"
12780,"Jeremy Richardson","MARRIED","MALE"
12783,"Jerome Gutierrez","MARRIED","MALE"
12784,"Jonathan Campbell","MARRIED","MALE"
12785,"Javier Ortega","MARRIED","MALE"
12786,"James Yang","MARRIED","MALE"
12792,"Blake White","MARRIED","MALE"
12793,"Jessie Guo","MARRIED","MALE"
12795,"Antonio Foster","MARRIED","MALE"
12796,"Jason Zhang","MARRIED","MALE"
12798,"Andy Gutierrez","MARRIED","MALE"
12799,"George Chandra","MARRIED","MALE"
12805,"Marvin Moreno","MARRIED","MALE"
12806,"Ronnie Zeng","MARRIED","MALE"
12808,"Marc Schmidt","MARRIED","MALE"
12810,"Chase Stewart","MARRIED","MALE"
12813,"Reginald Ramos","MARRIED","MALE"
12818,"Curtis She","MARRIED","MALE"
12821,"Cesar McDonald","MARRIED","MALE"
12825,"Kelvin Hu","MARRIED","MALE"
12838,"Ralph Beck","MARRIED","MALE"
12844,"Gerald Gonzalez","MARRIED","MALE"
12847,"Colin Chander","MARRIED","MALE"
12854,"Reginald Romero","MARRIED","MALE"
12855,"Philip Diaz","MARRIED","MALE"
12857,"Raul Kumar","MARRIED","MALE"
12876,"Blake Robinson","MARRIED","MALE"
12877,"Alexander Williams","MARRIED","MALE"
12878,"Gilbert Sun","MARRIED","MALE"
12879,"Elijah Nelson","MARRIED","MALE"
12882,"Eduardo Allen","MARRIED","MALE"
12885,"Jonathan Anderson","MARRIED","MALE"
12887,"Brendan Pal","MARRIED","MALE"
12889,"James Adams","MARRIED","MALE"
12890,"Steven Thorpe","MARRIED","MALE"
12892,"Brian Peterson","MARRIED","MALE"
12900,"Carlos Ward","MARRIED","MALE"
12901,"Robert Adams","MARRIED","MALE"
12904,"Thomas Jai","MARRIED","MALE"
12906,"Philip Ramos","MARRIED","MALE"
12908,"Tyler Clark","MARRIED","MALE"
12910,"Robert Brown","MARRIED","MALE"
12913,"Benjamin Moore","MARRIED","MALE"
12924,"Devon Chande","MARRIED","MALE"
12932,"Tyler Johnson","MARRIED","MALE"
12933,"Jonathan Hall","MARRIED","MALE"
12935,"Robert Hill","MARRIED","MALE"
12940,"Steven Rogers","MARRIED","MALE"
12944,"Jose Jai","MARRIED","MALE"
12946,"Seth Allen","MARRIED","MALE"
12948,"Adam Kumar","MARRIED","MALE"
12954,"Pedro Diaz","MARRIED","MALE"
12963,"Marcus Anderson","MARRIED","MALE"
12964,"Xavier Russell","MARRIED","MALE"
12965,"Cody Bell","MARRIED","MALE"
12966,"Dennis Zhu","MARRIED","MALE"
12967,"Fernando Rodriguez","MARRIED","MALE"
12969,"Richard Rodriguez","MARRIED","MALE"
12971,"Carl Nara","MARRIED","MALE"
12980,"Max Moyer","MARRIED","MALE"
12984,"Adam Young","MARRIED","MALE"
12991,"Jésus Serrano","MARRIED","MALE"
12992,"Ernest Zeng","MARRIED","MALE"
12993,"Xavier Henderson","MARRIED","MALE"
12995,"Grant Nara","MARRIED","MALE"
13000,"Rafael Raje","MARRIED","MALE"
13002,"Roger Cai","MARRIED","MALE"
13004,"Randy Chen","MARRIED","MALE"
13008,"Alberto Muñoz","MARRIED","MALE"
13013,"Vincent Ye","MARRIED","MALE"
13014,"James Clark","MARRIED","MALE"
