customer_id,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Full Name
828,"Female",93,1957-12-14 00:00:00.000,"No job title","Health","Mass Customer","N","Yes",20,"Darda Kernocke"
871,"Female",40,1992-01-20 00:00:00.000,"No job title","No industry category","Mass Customer","N","Yes",5,"Janka Yesinin"
874,"Male",78,2001-05-05 00:00:00.000,"No job title","Health","Mass Customer","N","Yes",1,"Howard Oseland"
879,"Female",58,1978-08-02 00:00:00.000,"No job title","No industry category","Mass Customer","N","No",12,"Hestia Smetoun"
882,"Female",59,1965-09-29 00:00:00.000,"No job title","Property","Mass Customer","N","Yes",11,"Esmaria Lythgoe"
895,"Female",58,1966-09-03 00:00:00.000,"No job title","No industry category","Mass Customer","N","Yes",12,"Juli Curness"
901,"Female",13,1975-04-27 00:00:00.000,"No job title","Retail","Mass Customer","N","Yes",16,"Letta McCarter"
903,"Male",46,1961-07-03 00:00:00.000,"No job title","Financial Services","Mass Customer","N","No",14,"Hewe Lidgley"
913,"Female",67,2000-10-28 00:00:00.000,"No job title","Financial Services","Mass Customer","N","No",1,"Dayle Spearman"
944,"Female",53,1976-01-12 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","No",15,"Anderea Dallewater"
953,"Female",16,1979-05-23 00:00:00.000,"No job title","No industry category","Mass Customer","N","No",7,"Jasmin Brodeur"
981,"Male",0,1973-02-19 00:00:00.000,"No job title","Retail","Mass Customer","N","No",11,"Bud Smittoune"
992,"Female",6,1958-11-25 00:00:00.000,"No job title","Property","Mass Customer","N","Yes",8,"Cordelia Hawkeswood"
1007,"Male",58,1996-06-08 00:00:00.000,"No job title","Retail","Mass Customer","N","No",5,"Cord Warriner"
1045,"Female",88,1986-05-08 00:00:00.000,"No job title","Financial Services","Mass Customer","N","Yes",19,"Aeriel Everest"
1053,"Male",98,1962-05-20 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","Yes",8,"Davon Stanyland"
1068,"Male",5,1995-03-21 00:00:00.000,"No job title","Health","Mass Customer","N","Yes",3,"Frazer Searston"
1077,"Female",8,1955-10-11 00:00:00.000,"No job title","Telecommunications","Mass Customer","N","Yes",18,"Sheba Este"
1091,"Male",19,1980-04-15 00:00:00.000,"No job title","Health","Mass Customer","N","No",15,"Keith Housden"
1112,"Male",25,1981-05-22 00:00:00.000,"No job title","No industry category","Mass Customer","N","Yes",13,"Jarrett Chiplin"
1119,"Male",43,1976-10-09 00:00:00.000,"No job title","Entertainment","Mass Customer","N","Yes",19,"Lemmy Bennit"
1122,"Female",59,1985-12-19 00:00:00.000,"No job title","No industry category","Mass Customer","N","No",11,"Gerladina Carney"
1123,"Male",50,1962-06-18 00:00:00.000,"No job title","Property","Mass Customer","N","No",13,"Dominick Downey"
1145,"Female",80,1965-09-26 00:00:00.000,"No job title","Property","Mass Customer","N","Yes",14,"Korella Begin"
1187,"Male",65,1998-10-21 00:00:00.000,"No job title","Financial Services","Mass Customer","N","No",1,"Antonino Hogben"
1201,"Female",42,1955-11-28 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","No",10,"Stephani Mellhuish"
1218,"Female",12,1982-01-09 00:00:00.000,"No job title","No industry category","Mass Customer","N","Yes",7,"Marlie Lister"
1219,"Male",93,1971-11-04 00:00:00.000,"No job title","Financial Services","Mass Customer","N","No",14,"Kaine Parkeson"
1230,"Male",61,1985-07-24 00:00:00.000,"No job title","Financial Services","Mass Customer","N","Yes",10,"Eben Powley"
1239,"Male",9,1978-02-28 00:00:00.000,"No job title","No industry category","Mass Customer","N","Yes",17,"Carroll Cobbin"
1249,"Male",11,1967-10-31 00:00:00.000,"No job title","Telecommunications","Mass Customer","N","No",16,"Tabb McKeowon"
1264,"Male",48,1994-02-28 00:00:00.000,"No job title","Health","Mass Customer","N","Yes",7,"Michail Heart"
1289,"Male",35,1973-07-16 00:00:00.000,"No job title","No industry category","Mass Customer","N","Yes",8,"Shelley Stroyan"
1294,"Female",31,1974-09-28 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","Yes",15,"Cari Worling"
1303,"Male",64,1972-04-27 00:00:00.000,"No job title","Argiculture","Mass Customer","N","No",15,"Nollie Guilliatt"
1315,"Female",46,1973-06-24 00:00:00.000,"No job title","IT","Mass Customer","N","Yes",12,"Ebba Comport"
1319,"Male",20,1955-07-18 00:00:00.000,"No job title","Entertainment","Mass Customer","N","Yes",12,"Trevor St. Paul"
1335,"Female",57,1997-08-14 00:00:00.000,"No job title","Entertainment","Mass Customer","N","Yes",3,"Sibylla Marlon"
1368,"Female",54,1973-04-14 00:00:00.000,"No job title","Property","Mass Customer","N","No",4,"Aarika Magog"
1374,"Male",76,1976-01-13 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","No",8,"Cleveland Spilling"
1393,"Female",96,1976-03-10 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","No",20,"Adria MacRorie"
1394,"Male",50,1978-01-27 00:00:00.000,"No job title","Health","Mass Customer","N","Yes",8,"Freemon Perago"
1461,"Male",71,1957-01-04 00:00:00.000,"No job title","Retail","Mass Customer","N","Yes",9,"Earl Skeels"
1467,"Female",1,1975-12-16 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","Yes",6,"Alysia Cantrill"
1471,"Female",88,1978-02-24 00:00:00.000,"No job title","Financial Services","Mass Customer","N","No",15,"Berri Farr"
1500,"Female",82,1960-01-24 00:00:00.000,"No job title","No industry category","Mass Customer","N","No",9,"Bellina Bradberry"
1506,"Male",21,1958-02-21 00:00:00.000,"No job title","Property","Mass Customer","N","No",17,"Andonis Cochrane"
1520,"Male",95,1965-11-18 00:00:00.000,"No job title","Retail","Mass Customer","N","No",19,"Dillie Wilstead"
1548,"Female",70,1995-02-03 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","Yes",2,"Perla Cortnay"
1560,"Male",14,1973-01-12 00:00:00.000,"No job title","Retail","Mass Customer","N","No",5,"Tymon Blackstone"
1613,"Female",18,1977-05-25 00:00:00.000,"No job title","Property","Mass Customer","N","No",19,"Ernesta Billany"
1615,"Female",75,1971-02-04 00:00:00.000,"No job title","Entertainment","Mass Customer","N","Yes",7,"Evvie Crack"
1639,"Female",9,1962-12-17 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","Yes",12,"Marna Showers"
1643,"Female",13,1961-01-07 00:00:00.000,"No job title","Retail","Mass Customer","N","No",19,"Manda Forsey"
1653,"Female",80,1987-04-29 00:00:00.000,"No job title","Argiculture","Mass Customer","N","Yes",12,"Florry Folbige"
1694,"Male",11,1959-10-11 00:00:00.000,"No job title","IT","Mass Customer","N","Yes",19,"Tonnie McLinden"
1751,"Female",49,1969-03-23 00:00:00.000,"No job title","Health","Mass Customer","N","No",4,"Sara-ann Haddick"
1754,"Female",24,1965-11-27 00:00:00.000,"No job title","Retail","Mass Customer","N","Yes",15,"Zonnya Tolland"
1769,"Male",13,1960-11-26 00:00:00.000,"No job title","No industry category","Mass Customer","N","Yes",5,"Sheridan Shaves"
1773,"Male",82,,"No job title","IT","Mass Customer","N","Yes",0,"Nickolas Guittet"
1783,"Male",55,1995-07-30 00:00:00.000,"No job title","Retail","Mass Customer","N","Yes",7,"Brett McCalister"
1792,"Male",1,1988-04-07 00:00:00.000,"No job title","Financial Services","Mass Customer","N","No",15,"Dunstan Kegley"
1803,"Female",75,1988-01-13 00:00:00.000,"No job title","No industry category","Mass Customer","N","No",6,"Clarinda Edlyn"
1811,"Male",59,1999-10-13 00:00:00.000,"No job title","Financial Services","Mass Customer","N","No",1,"Sylvan Sugge"
1816,"Female",68,1977-02-25 00:00:00.000,"No job title","Argiculture","Mass Customer","N","No",18,"Lonni Andrichak"
1822,"Female",67,1962-09-18 00:00:00.000,"No job title","Financial Services","Mass Customer","N","No",9,"Trudie Capper"
1849,"Male",6,1958-07-01 00:00:00.000,"No job title","Retail","Mass Customer","N","Yes",5,"Jess Bollans"
1883,"Female",6,1991-08-13 00:00:00.000,"No job title","Health","Mass Customer","N","No",6,"Jinny Cawood"
1884,"Female",19,1969-11-25 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","Yes",17,"Aurore Buckmaster"
1925,"Female",34,1982-01-28 00:00:00.000,"No job title","No industry category","Mass Customer","N","Yes",7,"Amaleta Dickens"
1948,"Female",30,1964-06-08 00:00:00.000,"No job title","Entertainment","Mass Customer","N","No",11,"Elizabeth Applewhaite"
1971,"Female",49,1998-02-10 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","Yes",4,"Mariel Dyke"
1972,"Male",12,1989-07-14 00:00:00.000,"No job title","IT","Mass Customer","N","Yes",2,"Obed Pauler"
1977,"Female",28,1977-10-04 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","Yes",5,"Myrtia Paschke"
1986,"Female",53,1981-12-30 00:00:00.000,"No job title","Retail","Mass Customer","N","No",16,"Melania Ruske"
2036,"Female",11,1977-04-29 00:00:00.000,"No job title","No industry category","Mass Customer","N","No",17,"Alix Gilliland"
2052,"Male",5,1955-11-30 00:00:00.000,"No job title","Retail","Mass Customer","N","Yes",8,"Ganny Sealeaf"
2054,"Male",12,1995-08-21 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","Yes",22,"Horace Gilpillan"
2071,"Female",69,1978-02-07 00:00:00.000,"No job title","No industry category","Mass Customer","N","No",10,"Ardis Ramelet"
2074,"Female",90,1997-06-11 00:00:00.000,"No job title","Financial Services","Mass Customer","N","No",4,"Roslyn Rawdall"
2083,"Female",5,1980-07-18 00:00:00.000,"No job title","No industry category","Mass Customer","N","No",4,"Karee Ortler"
2084,"Female",6,1986-10-03 00:00:00.000,"No job title","IT","Mass Customer","N","Yes",17,"Britni Menguy"
2146,"Male",75,1967-01-25 00:00:00.000,"No job title","No industry category","Mass Customer","N","No",13,"Timmie Lenden"
2161,"Male",35,1998-01-14 00:00:00.000,"No job title","Financial Services","Mass Customer","N","No",4,"Tommie Mardle"
2208,"Female",59,1954-05-07 00:00:00.000,"No job title","No industry category","Mass Customer","N","No",9,"Lavena Embling"
2211,"Female",3,1975-08-27 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","Yes",18,"Carmelita Matuskiewicz"
2230,"Female",53,1977-12-22 00:00:00.000,"No job title","No industry category","Mass Customer","N","No",19,"Gertruda Shrimpling"
2237,"Female",83,1969-06-26 00:00:00.000,"No job title","No industry category","Mass Customer","N","Yes",9,"Julia Walden"
2249,"Female",7,1996-11-11 00:00:00.000,"No job title","Financial Services","Mass Customer","N","No",5,"Kiele Caghan"
2265,"Male",55,1980-07-29 00:00:00.000,"No job title","Property","Mass Customer","N","Yes",5,"Brendan Vicent"
2271,"Male",96,1974-03-26 00:00:00.000,"No job title","Telecommunications","Mass Customer","N","Yes",18,"King Hoston"
2300,"Male",20,1998-09-26 00:00:00.000,"No job title","Financial Services","Mass Customer","N","Yes",3,"Cary Cockerham"
2304,"Female",65,1957-06-01 00:00:00.000,"No job title","No industry category","Mass Customer","N","Yes",11,"Shelia Bellew"
2342,"Female",87,1999-09-17 00:00:00.000,"No job title","No industry category","Mass Customer","N","No",2,"Clara Jakel"
2409,"Female",23,1989-07-13 00:00:00.000,"No job title","Health","Mass Customer","N","No",12,"Carolan Ortler"
2455,"Female",64,1977-10-09 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","No",21,"Kathe Heatlie"
2470,"Male",70,1957-07-04 00:00:00.000,"No job title","Argiculture","Mass Customer","N","No",13,"Roy Dunaway"
2483,"Female",54,1987-06-06 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","No",10,"Greta Cotterrill"
2490,"Male",28,1987-10-01 00:00:00.000,"No job title","Health","Mass Customer","N","Yes",5,"Clint Krause"
2504,"Male",52,2000-04-29 00:00:00.000,"No job title","Property","Mass Customer","N","No",2,"Aloysius Huffer"
2532,"Female",27,1969-05-01 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","No",11,"Milli Hubbert"
2556,"Male",39,1988-08-11 00:00:00.000,"No job title","Health","Mass Customer","N","Yes",15,"Chucho Francey"
2557,"Female",37,1978-08-19 00:00:00.000,"No job title","No industry category","Mass Customer","N","No",19,"Lian Zarfai"
2574,"Male",73,1979-12-21 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","No",4,"Humfrey Boyse"
2613,"Male",78,1966-06-13 00:00:00.000,"No job title","Health","Mass Customer","N","Yes",16,"Trenton Casaccio"
2632,"Male",18,1965-09-29 00:00:00.000,"No job title","Argiculture","Mass Customer","N","No",16,"Krishna Frood"
2633,"Female",47,1969-01-18 00:00:00.000,"No job title","Property","Mass Customer","N","Yes",12,"Shayla Colnett"
2658,"Female",82,1964-02-11 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","Yes",6,"Inger Barnham"
2677,"Male",34,1954-10-08 00:00:00.000,"No job title","Financial Services","Mass Customer","N","No",10,"Zollie Exell"
2685,"Female",42,1978-08-06 00:00:00.000,"No job title","No industry category","Mass Customer","N","No",9,"Demetria Shoobridge"
2710,"Male",77,1998-01-30 00:00:00.000,"No job title","Retail","Mass Customer","N","No",2,"Flory Standering"
2721,"Male",3,1969-02-03 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","Yes",17,"Alf Farnie"
2722,"Female",1,1987-03-28 00:00:00.000,"No job title","Health","Mass Customer","N","No",8,"Faustine Peert"
2737,"Male",28,1998-07-20 00:00:00.000,"No job title","Retail","Mass Customer","N","Yes",3,"Andras Yurocjkin"
2756,"Female",11,1969-01-17 00:00:00.000,"No job title","Entertainment","Mass Customer","N","No",8,"Cymbre Sloey"
2762,"Female",34,1992-11-27 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","No",9,"Rozamond Franceschino"
2764,"Female",12,1955-03-29 00:00:00.000,"No job title","Financial Services","Mass Customer","N","Yes",20,"Callie Coltart"
2765,"Male",68,1985-04-12 00:00:00.000,"No job title","IT","Mass Customer","N","Yes",7,"Bartholomew Gowdy"
2774,"Female",50,1956-07-28 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","No",14,"Danella Chevers"
2776,"Male",59,1980-08-05 00:00:00.000,"No job title","No industry category","Mass Customer","N","No",16,"Tyson Pearcy"
2797,"Female",6,1985-09-10 00:00:00.000,"No job title","IT","Mass Customer","N","Yes",14,"Agatha Vowden"
2801,"Female",15,1965-01-26 00:00:00.000,"No job title","Health","Mass Customer","N","No",10,"Danella Lines"
2810,"Male",27,1961-08-26 00:00:00.000,"No job title","Property","Mass Customer","N","Yes",15,"Malvin Burchill"
2815,"Male",50,1954-10-30 00:00:00.000,"No job title","Health","Mass Customer","N","No",19,"Emery Carlett"
2833,"Male",60,1999-11-26 00:00:00.000,"No job title","IT","Mass Customer","N","Yes",3,"Cy Braim"
2837,"Female",81,1987-12-04 00:00:00.000,"No job title","Retail","Mass Customer","N","No",10,"Caitrin MacTavish"
2842,"Female",80,1968-08-12 00:00:00.000,"No job title","Health","Mass Customer","N","No",6,"Olimpia Traynor"
2844,"Female",98,1975-11-22 00:00:00.000,"No job title","Financial Services","Mass Customer","N","Yes",13,"Amie Felgate"
2870,"Male",99,1957-12-26 00:00:00.000,"No job title","No industry category","Mass Customer","N","No",11,"Aldis Chazerand"
2901,"Male",77,1995-06-11 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","Yes",6,"Banky Baudichon"
2918,"Female",58,1989-02-15 00:00:00.000,"No job title","Financial Services","Mass Customer","N","Yes",5,"Elli No Last name"
2921,"Female",15,1976-04-12 00:00:00.000,"No job title","Financial Services","Mass Customer","N","No",7,"Astrid Mac Giolla Pheadair"
2935,"Female",41,1978-04-23 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","No",17,"Jessi Aldwich"
2941,"Female",38,1963-08-05 00:00:00.000,"No job title","Retail","Mass Customer","N","No",10,"Emylee Pavlov"
2946,"Male",14,1990-11-21 00:00:00.000,"No job title","Property","Mass Customer","N","Yes",7,"Paige Bax"
2947,"Male",75,1977-10-13 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","No",11,"Standford Sauter"
2949,"Female",68,1977-09-21 00:00:00.000,"No job title","Telecommunications","Mass Customer","N","No",17,"Alexa Simanek"
2986,"Male",60,1980-09-01 00:00:00.000,"No job title","Financial Services","Mass Customer","N","No",13,"Ettore Bere"
2995,"Male",60,1997-01-14 00:00:00.000,"No job title","Health","Mass Customer","N","Yes",2,"Garvin Cunradi"
3006,"Female",72,1988-12-06 00:00:00.000,"No job title","No industry category","Mass Customer","N","Yes",21,"Ariel Dillingston"
3021,"Male",4,1983-01-18 00:00:00.000,"No job title","No industry category","Mass Customer","N","No",9,"Parker Lukacs"
3024,"Male",86,1959-01-08 00:00:00.000,"No job title","Health","Mass Customer","N","No",12,"Franz Craddy"
3075,"Male",36,1959-10-24 00:00:00.000,"No job title","Entertainment","Mass Customer","N","Yes",16,"Corty Debell"
3082,"Male",68,1997-03-28 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","Yes",2,"Emlyn Maile"
3083,"Male",44,1971-10-17 00:00:00.000,"No job title","No industry category","Mass Customer","N","Yes",12,"Cirillo Duprey"
3099,"Female",73,1996-11-26 00:00:00.000,"No job title","Retail","Mass Customer","N","Yes",3,"Shelli Benitti"
3106,"Female",13,1989-06-03 00:00:00.000,"No job title","Financial Services","Mass Customer","N","Yes",21,"Yetty Conneely"
3116,"Male",16,1978-06-29 00:00:00.000,"No job title","Health","Mass Customer","N","No",7,"Correy Loynes"
3134,"Female",53,1995-01-20 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","No",5,"Pierette Roseman"
3156,"Male",23,1976-09-28 00:00:00.000,"No job title","Financial Services","Mass Customer","N","No",4,"Bearnard Letixier"
3157,"Male",46,1997-07-19 00:00:00.000,"No job title","Retail","Mass Customer","N","Yes",1,"Hurlee Fasson"
3161,"Female",71,1977-02-16 00:00:00.000,"No job title","Financial Services","Mass Customer","N","Yes",4,"Cindie Naldrett"
3186,"Female",22,1997-05-09 00:00:00.000,"No job title","No industry category","Mass Customer","N","Yes",2,"Rora Warre"
3207,"Female",46,1987-08-29 00:00:00.000,"No job title","No industry category","Mass Customer","N","No",21,"Anica Halfhyde"
3236,"Male",37,1993-04-01 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","Yes",5,"Edsel Arguile"
3261,"Male",6,1975-01-30 00:00:00.000,"No job title","Property","Mass Customer","N","Yes",5,"Benedicto Blumire"
3264,"Male",88,1978-08-19 00:00:00.000,"No job title","Financial Services","Mass Customer","N","Yes",17,"Garret Higginbottam"
3274,"Female",44,1973-04-26 00:00:00.000,"No job title","Financial Services","Mass Customer","N","Yes",18,"Tory Dosdell"
3304,"Male",43,1981-01-19 00:00:00.000,"No job title","No industry category","Mass Customer","N","No",12,"Tymothy Rodder"
3314,"Female",50,1972-10-31 00:00:00.000,"No job title","Financial Services","Mass Customer","N","Yes",12,"Blakelee Tassel"
3330,"Female",70,1955-11-06 00:00:00.000,"No job title","Health","Mass Customer","N","Yes",18,"Tina Pristnor"
3337,"Male",58,1976-10-28 00:00:00.000,"No job title","Argiculture","Mass Customer","N","Yes",16,"Brendan Aird"
3338,"Female",48,1964-07-08 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","Yes",10,"Nata Ozanne"
3342,"Male",51,1985-08-12 00:00:00.000,"No job title","Entertainment","Mass Customer","N","No",7,"Henry Phillps"
3354,"Male",18,1978-03-27 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","Yes",11,"Ollie Restorick"
3376,"Female",74,1982-10-20 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","No",16,"Amity Widdall"
3377,"Male",12,1988-06-23 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","Yes",7,"Jamal MacRury"
3384,"Male",11,1996-03-05 00:00:00.000,"No job title","No industry category","Mass Customer","N","No",6,"Wesley Nichols"
3391,"Male",93,1991-06-23 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","No",7,"Terrel Kreuzer"
3395,"Male",76,1993-04-19 00:00:00.000,"No job title","Financial Services","Mass Customer","N","No",3,"Sigmund Fishbourn"
3410,"Female",93,1940-09-22 00:00:00.000,"No job title","Property","Mass Customer","N","No",16,"Merrili Brittin"
3416,"Female",6,1976-01-18 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","Yes",11,"Evanne Bentote"
3436,"Female",4,1958-11-22 00:00:00.000,"No job title","Financial Services","Mass Customer","N","Yes",5,"Marget Freeland"
3456,"Female",11,1959-11-08 00:00:00.000,"No job title","No industry category","Mass Customer","N","Yes",12,"Clovis Ortsmann"
3457,"Female",13,1956-09-26 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","No",16,"Robbi Springthorpe"
3459,"Female",62,2000-11-24 00:00:00.000,"No job title","Entertainment","Mass Customer","N","Yes",2,"Emelda Ramsdell"
3479,"Female",39,1964-08-09 00:00:00.000,"No job title","IT","Mass Customer","N","No",13,"Pierette O' Ronan"
3480,"Male",30,1959-06-24 00:00:00.000,"No job title","No industry category","Mass Customer","N","No",20,"Jarib No Last name"
3498,"Female",28,1995-11-02 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","No",5,"Lois Abrahim"
3499,"Male",29,1979-06-17 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","Yes",7,"Shelton Tewkesberrie"
3505,"Female",41,1974-08-06 00:00:00.000,"No job title","Retail","Mass Customer","N","No",14,"Dolly Scallan"
3516,"Male",93,1977-04-30 00:00:00.000,"No job title","Property","Mass Customer","N","Yes",15,"Diarmid Vearnals"
3539,"Female",94,1985-03-21 00:00:00.000,"No job title","IT","Mass Customer","N","Yes",16,"Sheelah Caine"
3540,"Male",49,1954-08-27 00:00:00.000,"No job title","No industry category","Mass Customer","N","Yes",7,"Ali Naris"
3541,"Male",72,1986-01-03 00:00:00.000,"No job title","Health","Mass Customer","N","No",11,"Aloin Harhoff"
3570,"Male",13,1962-01-31 00:00:00.000,"No job title","Entertainment","Mass Customer","N","No",7,"Mordy Hedin"
3581,"Female",38,1957-07-10 00:00:00.000,"No job title","No industry category","Mass Customer","N","Yes",6,"Lindsy Ygo"
3584,"Male",95,1962-01-14 00:00:00.000,"No job title","Health","Mass Customer","N","No",10,"Adler Teale"
3590,"Female",32,1978-04-16 00:00:00.000,"No job title","Manufacturing","Mass Customer","N","Yes",19,"Carolan Velez"
3655,"Male",82,1974-06-01 00:00:00.000,"No job title","No industry category","Mass Customer","N","Yes",19,"Waldemar Mostin"
3656,"Female",14,1976-12-24 00:00:00.000,"No job title","Property","Mass Customer","N","Yes",3,"Talia Sidnell"
