Customer_Name,State,total_profit,total_sales,Profit_Margin
Adam White,Virginia,1218,4059,0.30007390983000737
Alan Gomez,Connecticut,2004,6000,0.334
Alan Gomez,Florida,1815,4152,0.43713872832369943
Alan Gomez,Georgia,952,2384,0.39932885906040266
Alan Gomez,Massachusetts,561,1809,0.3101160862354892
Alan Gomez,New York,5237,13781,0.38001596400841736
Alan Gomez,North Carolina,509,1887,0.269740328563858
Alan Gomez,Virginia,74,368,0.20108695652173914
Alan Green,Connecticut,285,1590,0.1792452830188679
Alan Green,Florida,3821,11515,0.3318280503690838
Alan Green,Georgia,348,1582,0.21997471554993678
Alan Green,Maryland,2226,5427,0.410171365395246
Alan Green,Massachusetts,1726,4093,0.42169557781578304
Alan Green,New Jersey,3505,7242,0.483982325324496
Alan Green,New York,509,1887,0.269740328563858
Alan Green,North Carolina,2670,10329,0.25849549811211153
Alan Green,Rhode Island,792,2400,0.33
Alan Green,South Carolina,34,95,0.35789473684210527
Alan Green,Virginia,2424,8364,0.2898134863701578
Alan Miller,Connecticut,1095,2741,0.3994892375045604
Alan Miller,Florida,7112,26900,0.26438661710037176
Alan Miller,Georgia,658,2198,0.29936305732484075
Alan Miller,Maryland,4752,11326,0.4195656012714109
Alan Miller,Massachusetts,1454,3578,0.40637227501397427
Alan Miller,New Jersey,74,368,0.20108695652173914
Alan Miller,New York,2127,8461,0.2513887247370287
Alan Miller,North Carolina,1317,5091,0.25869180907483796
Alan Miller,Rhode Island,722,2257,0.3198936641559592
Alan Miller,South Carolina,492,2736,0.17982456140350878
Alan Miller,Virginia,626,1694,0.3695395513577332
Alan Parker,Connecticut,2997,8758,0.3422014158483672
Alan Parker,Florida,3348,9709,0.34483468946338447
Alan Parker,Georgia,1278,3661,0.34908494946735863
Alan Parker,Massachusetts,1694,5820,0.29106529209621995
Alan Parker,New Hampshire,748,2412,0.3101160862354892
Alan Parker,New Jersey,961,2619,0.3669339442535319
Alan Parker,New York,1244,4631,0.2686244871518031
Alan Parker,North Carolina,1104,2454,0.44987775061124696
Alan Parker,South Carolina,2193,4566,0.4802890932982917
Alan Parker,Virginia,2529,6717,0.376507369361322
Alan Perry,Connecticut,1992,5359,0.3717111401380855
Alan Perry,Florida,4103,15276,0.2685912542550406
Alan Perry,Georgia,837,1708,0.49004683840749413
Alan Perry,Massachusetts,1959,5305,0.3692742695570217
Alan Perry,New Jersey,2604,7905,0.32941176470588235
Alan Perry,New York,2933,12712,0.23072687224669602
Alan Perry,North Carolina,748,2412,0.3101160862354892
Alan Perry,Virginia,550,2442,0.22522522522522523
Alan Scott,Connecticut,5082,15653,0.32466619817287423
Alan Scott,Florida,3348,8564,0.3909388136384867
Alan Scott,Georgia,1032,2553,0.40423031727379555
Alan Scott,Maryland,1456,8564,0.170014012143858
Alan Scott,Massachusetts,2054,4597,0.44681313900369807
Alan Scott,New York,5369,15450,0.34750809061488674
Alan Scott,North Carolina,2654,9433,0.28135269797519347
Alan Scott,Virginia,1126,3825,0.29437908496732024
Alan Sims,Florida,1534,4683,0.32756779841981637
Alan Sims,Georgia,987,2739,0.3603504928806134
Alan Sims,Massachusetts,515,2213,0.23271577044735653
Alan Sims,New Hampshire,280,667,0.4197901049475262
Alan Sims,New Jersey,1718,4261,0.4031917390283971
Alan Sims,New York,1262,3449,0.36590316033632936
Alan Sims,North Carolina,192,400,0.48
Alan Sims,South Carolina,87,378,0.23015873015873015
Alan Sims,Virginia,3009,7063,0.42602293642927935
Alan Thomas,Florida,6549,20530,0.3189965903555772
Alan Thomas,Georgia,322,1894,0.1700105596620908
Alan Thomas,Maryland,554,1848,0.29978354978354976
Alan Thomas,New Jersey,991,2655,0.37325800376647833
Alan Thomas,New York,3035,11299,0.268607841401894
Alan Thomas,North Carolina,1818,6273,0.2898134863701578
Alan Thomas,South Carolina,5096,11314,0.45041541453066997
Alan Thomas,Virginia,1188,3584,0.3314732142857143
Albert Cunningham,Connecticut,1764,4740,0.3721518987341772
Albert Cunningham,Florida,8918,26760,0.33325859491778775
Albert Cunningham,Georgia,3388,9532,0.35543432647922785
Albert Cunningham,New Jersey,815,3812,0.21379853095487933
Albert Cunningham,New York,1516,6719,0.2256288138115791
Albert Cunningham,Virginia,2193,4566,0.4802890932982917
Albert Jacobs,Connecticut,773,3048,0.25360892388451445
Albert Jacobs,Florida,5598,17980,0.31134593993325915
Albert Jacobs,New Hampshire,523,1494,0.3500669344042838
Albert Jacobs,New Jersey,1608,4674,0.34403080872913994
Albert Jacobs,New York,3307,10438,0.3168231461965894
Albert Jacobs,North Carolina,393,1842,0.21335504885993486
Albert Jacobs,South Carolina,275,1526,0.18020969855832242
Albert Jacobs,Virginia,383,904,0.42367256637168144
Albert Kennedy,Connecticut,6454,21769,0.2964766410951353
Albert Kennedy,Florida,7145,25438,0.2808789999213775
Albert Kennedy,Massachusetts,1201,3364,0.3570154577883472
Albert Kennedy,New Jersey,1501,4646,0.323073611708997
Albert Kennedy,New York,192,408,0.47058823529411764
Albert Kennedy,South Carolina,2356,6540,0.3602446483180428
Albert Rice,Connecticut,3366,9706,0.3467957964145889
Albert Rice,Florida,6257,22797,0.2744659385006799
Albert Rice,Georgia,1212,4182,0.2898134863701578
Albert Rice,Maryland,612,3066,0.19960861056751467
Albert Rice,New York,3835,12089,0.31723054016047647
Albert Rice,North Carolina,3813,8229,0.46336128326649656
Albert Robinson,Florida,2602,9570,0.27189132706374086
Albert Robinson,Georgia,656,1338,0.49028400597907323
Albert Robinson,Maryland,1707,5499,0.31042007637752317
Albert Robinson,Massachusetts,1483,7576,0.19574973600844772
Albert Robinson,New Hampshire,280,667,0.4197901049475262
Albert Robinson,New York,3780,11497,0.32878142124032356
Albert Robinson,North Carolina,2164,6941,0.3117706382365653
Albert Young,Florida,1283,5133,0.24995129553867135
Albert Young,Georgia,443,1699,0.2607416127133608
Albert Young,New Jersey,894,1902,0.47003154574132494
Albert Young,New York,2679,7071,0.37887144675434875
Albert Young,North Carolina,264,800,0.33
Albert Young,Rhode Island,99,368,0.26902173913043476
Albert Young,Virginia,1039,5945,0.17476871320437343
Andrew Adams,Connecticut,3508,10140,0.345956607495069
Andrew Adams,Florida,2129,8732,0.24381584974805315
Andrew Adams,Georgia,1440,3902,0.3690415171706817
Andrew Adams,New Jersey,4120,9898,0.4162457062032734
Andrew Adams,New York,3296,11202,0.29423317264774146
Andrew Adams,Virginia,1662,5544,0.29978354978354976
Andrew Burns,Connecticut,2685,6321,0.4247745609871856
Andrew Burns,Florida,7157,21333,0.33548961702526603
Andrew Burns,Georgia,1472,5445,0.2703397612488522
Andrew Burns,Maryland,123,771,0.15953307392996108
Andrew Burns,Massachusetts,1539,5924,0.2597906819716408
Andrew Burns,New Jersey,192,1068,0.1797752808988764
Andrew Burns,New York,1386,3505,0.395435092724679
Andrew Burns,Rhode Island,376,1566,0.24010217113665389
Andrew Burns,Virginia,4925,12018,0.409801963721085
Andrew Butler,Connecticut,567,1825,0.31068493150684934
Andrew Butler,Florida,2629,6297,0.41750039701445135
Andrew Butler,Georgia,1711,5747,0.2977205498520967
Andrew Butler,Massachusetts,4858,11217,0.43309262726219133
Andrew Butler,New Jersey,1797,7485,0.24008016032064128
Andrew Butler,New York,2398,11086,0.21630885801912322
Andrew Butler,North Carolina,265,1103,0.24025385312783318
Andrew Butler,Virginia,161,556,0.289568345323741
Andrew Fernandez,Connecticut,243,1351,0.17986676535899335
Andrew Fernandez,Florida,3065,7774,0.39426292770774374
Andrew Fernandez,Georgia,39,105,0.37142857142857144
Andrew Fernandez,New Jersey,1913,6919,0.27648504119092354
Andrew Fernandez,New York,3773,10763,0.3505528198457679
Andrew Fernandez,North Carolina,892,2410,0.37012448132780085
Andrew Graham,Connecticut,198,736,0.26902173913043476
Andrew Graham,Florida,2080,7728,0.2691511387163561
Andrew Graham,Maryland,246,880,0.27954545454545454
Andrew Graham,Massachusetts,469,1063,0.4412041392285983
Andrew Graham,New Jersey,4826,16121,0.2993610818187457
Andrew Graham,New York,460,2395,0.19206680584551147
Andrew Graham,North Carolina,2050,8436,0.24300616405879563
Andrew Graham,South Carolina,267,1783,0.14974761637689288
Andrew Graham,Virginia,265,1103,0.24025385312783318
Andrew Hansen,Connecticut,1229,5074,0.2422152148206543
Andrew Hansen,Florida,5499,14503,0.3791629318072123
Andrew Hansen,Maryland,894,3006,0.29740518962075846
Andrew Hansen,Massachusetts,2341,7893,0.2965919168883821
Andrew Hansen,New Hampshire,523,1494,0.3500669344042838
Andrew Hansen,New Jersey,2166,6771,0.3198936641559592
Andrew Hansen,New York,331,871,0.38002296211251435
Andrew Hansen,North Carolina,599,2495,0.24008016032064128
Andrew Hansen,Rhode Island,651,1972,0.3301217038539554
Andrew Hansen,Virginia,1748,4482,0.3900044622936189
Andrew James,Connecticut,2384,9130,0.2611171960569551
Andrew James,Florida,2271,8573,0.26490143473696487
Andrew James,Georgia,290,1380,0.21014492753623187
Andrew James,Maryland,926,2104,0.44011406844106465
Andrew James,New Jersey,2511,5124,0.49004683840749413
Andrew James,New York,3713,12255,0.3029783761729906
Andrew James,Virginia,1175,3849,0.3052740971680956
Andrew Martin,Connecticut,2461,6784,0.36276533018867924
Andrew Martin,Florida,2831,6988,0.4051230681167716
Andrew Martin,Georgia,492,2736,0.17982456140350878
Andrew Martin,Maryland,1632,3268,0.49938800489596086
Andrew Martin,Massachusetts,1630,5251,0.3104170634164921
Andrew Martin,New York,3924,12318,0.3185582075012177
Andrew Martin,Virginia,2769,8461,0.32726628058149154
Andrew Peters,Connecticut,2441,5561,0.43894982916741593
Andrew Peters,Florida,3120,7876,0.39614017267648555
Andrew Peters,Georgia,1824,4158,0.43867243867243866
Andrew Peters,Maryland,1131,4914,0.23015873015873015
Andrew Peters,New Jersey,451,1671,0.2698982645122681
Andrew Peters,New York,6207,16894,0.3674085474132828
Andrew Peters,South Carolina,554,1848,0.29978354978354976
Andrew Peters,Virginia,1343,3271,0.41057780495261387
Andrew Reynolds,Connecticut,1882,6409,0.2936495553128413
Andrew Reynolds,Florida,3793,14144,0.26817024886877827
Andrew Reynolds,Georgia,452,1414,0.31966053748231965
Andrew Reynolds,Maryland,795,3309,0.24025385312783318
Andrew Reynolds,New Jersey,1632,3544,0.4604966139954853
Andrew Reynolds,New York,8893,20247,0.4392255642811281
Andrew Reynolds,North Carolina,387,1510,0.25629139072847684
Andrew Reynolds,Virginia,3183,9387,0.3390859699584532
Andrew Robinson,Connecticut,2738,7187,0.3809656323918186
Andrew Robinson,Florida,1475,6023,0.24489457081188776
Andrew Robinson,Georgia,3496,8964,0.3900044622936189
Andrew Robinson,Massachusetts,1011,4763,0.21226117992861643
Andrew Robinson,New York,3906,15094,0.2587783225122565
Andrew Robinson,Virginia,96,504,0.19047619047619047
Anthony Banks,Connecticut,3298,15713,0.20988990008273403
Anthony Banks,Florida,4801,14706,0.3264653882768938
Anthony Banks,Georgia,738,3347,0.2204959665371975
Anthony Banks,Massachusetts,682,1601,0.4259837601499063
Anthony Banks,New York,2766,8840,0.31289592760180995
Anthony Banks,North Carolina,96,504,0.19047619047619047
Anthony Banks,Virginia,1832,5291,0.3462483462483463
Anthony Berry,Connecticut,766,2734,0.2801755669348939
Anthony Berry,Florida,1278,4957,0.2578172281621949
Anthony Berry,Georgia,2771,8474,0.3270002360160491
Anthony Berry,Massachusetts,816,4088,0.19960861056751467
Anthony Berry,New York,1756,8240,0.21310679611650485
Anthony Berry,North Carolina,4597,12372,0.37156482379566763
Anthony Chapman,Connecticut,2379,9276,0.2564683053040103
Anthony Chapman,Florida,5167,18252,0.2830922638614946
Anthony Chapman,Georgia,2572,5663,0.4541762316793219
Anthony Chapman,Maryland,1839,3834,0.47965571205007823
Anthony Chapman,New York,2127,5795,0.36704055220017257
Anthony Chapman,North Carolina,161,556,0.289568345323741
Anthony Chapman,Rhode Island,2347,6977,0.33639099899670344
Anthony Chapman,Virginia,408,2044,0.19960861056751467
Anthony Fisher,Connecticut,2832,5667,0.49973530968766544
Anthony Fisher,Florida,2881,8794,0.3276097339094837
Anthony Fisher,Massachusetts,1129,4935,0.228774062816616
Anthony Fisher,New Jersey,1483,4861,0.3050812590002057
Anthony Fisher,New York,2193,4566,0.4802890932982917
Anthony Fisher,North Carolina,776,2881,0.2693509198195071
Anthony Fisher,Rhode Island,840,2001,0.4197901049475262
Anthony Little,Connecticut,509,1887,0.269740328563858
Anthony Little,Florida,1632,3268,0.49938800489596086
Anthony Little,Massachusetts,377,1638,0.23015873015873015
Anthony Little,New Jersey,286,912,0.31359649122807015
Anthony Little,New York,5888,20159,0.29207798005853464
Anthony Little,North Carolina,1086,5175,0.2098550724637681
Anthony Little,Virginia,613,1278,0.47965571205007823
Anthony Parker,Connecticut,4096,9988,0.41009211053263916
Anthony Parker,Florida,3827,13273,0.2883296918556468
Anthony Parker,Massachusetts,1839,3834,0.47965571205007823
Anthony Parker,New Jersey,4296,11130,0.38598382749326143
Anthony Parker,New York,2292,5532,0.41431670281995664
Anthony Parker,North Carolina,2968,7236,0.410171365395246
Anthony Parker,Virginia,874,2241,0.3900044622936189
Anthony Simpson,Connecticut,1149,5478,0.20974808324205915
Anthony Simpson,Florida,5697,18086,0.3149950237752958
Anthony Simpson,Georgia,863,3899,0.22133880482174917
Anthony Simpson,New York,483,2841,0.1700105596620908
Anthony Simpson,North Carolina,935,4711,0.19847166206750158
Anthony Simpson,South Carolina,164,658,0.24924012158054712
Anthony Simpson,Virginia,567,1509,0.3757455268389662
Anthony Torres,Connecticut,766,2734,0.2801755669348939
Anthony Torres,Florida,5780,17386,0.3324513976762913
Anthony Torres,Georgia,944,1889,0.49973530968766544
Anthony Torres,Maryland,102,362,0.281767955801105
Anthony Torres,Massachusetts,4248,9572,0.4437944003343084
Anthony Torres,New Jersey,3795,8686,0.4369099700667741
Anthony Torres,New York,2871,9671,0.2968669217247441
Anthony Torres,North Carolina,1931,4522,0.4270234409553295
Anthony Turner,Connecticut,2387,6374,0.3744901160966426
Anthony Turner,Florida,2784,7411,0.3756578059641074
Anthony Turner,Georgia,206,502,0.4103585657370518
Anthony Turner,Maryland,51,181,0.281767955801105
Anthony Turner,New Hampshire,862,4792,0.1798831385642738
Anthony Turner,New York,6484,19820,0.3271442986881937
Anthony Turner,North Carolina,6156,15636,0.39370683039140447
Anthony Turner,Virginia,960,2546,0.3770620581304006
Antonio Cooper,Florida,1981,6141,0.32258589806220483
Antonio Cooper,New Jersey,2474,6064,0.40798153034300794
Antonio Cooper,New York,3105,11245,0.27612272120942644
Antonio Cooper,North Carolina,880,2167,0.40609137055837563
Antonio Cooper,Virginia,2434,6677,0.3645349707952673
Antonio Diaz,Connecticut,1138,3666,0.31042007637752317
Antonio Diaz,Florida,4713,12605,0.3738992463308211
Antonio Diaz,New Hampshire,420,1683,0.24955436720142601
Antonio Diaz,New York,7294,17663,0.4129536318858631
Antonio Diaz,North Carolina,2109,4749,0.44409349336702464
Antonio Diaz,Rhode Island,613,1278,0.47965571205007823
Antonio Diaz,Virginia,2003,5470,0.36617915904936016
Antonio Dixon,Connecticut,1514,6281,0.24104441967839516
Antonio Dixon,Florida,5839,15244,0.3830359485699292
Antonio Dixon,Georgia,1416,7261,0.19501446081806914
Antonio Dixon,Maryland,858,4761,0.18021424070573408
Antonio Dixon,New Jersey,1056,3200,0.33
Antonio Dixon,New York,1178,3270,0.3602446483180428
Antonio Dixon,North Carolina,1053,4215,0.2498220640569395
Antonio Dixon,Virginia,690,2154,0.3203342618384401
Antonio Frazier,Connecticut,2689,8060,0.3336228287841191
Antonio Frazier,Florida,2833,10343,0.27390505655999225
Antonio Frazier,Massachusetts,570,1967,0.28978139298423994
Antonio Frazier,New York,7415,19618,0.3779692119482108
Antonio Frazier,North Carolina,2408,9092,0.2648482182138143
Antonio Green,Connecticut,1897,5627,0.3371245779278479
Antonio Green,Georgia,662,1481,0.44699527346387574
Antonio Green,New York,2291,6345,0.36107171000788024
Antonio Green,North Carolina,2017,6575,0.3067680608365019
Antonio Morris,Connecticut,742,1809,0.410171365395246
Antonio Morris,Florida,1834,8589,0.21352893235533824
Antonio Morris,New Jersey,3712,10198,0.3639929397921161
Antonio Morris,New York,3901,12031,0.3242456986119192
Antonio Morris,North Carolina,4997,15253,0.32760768373434734
Antonio Morris,Rhode Island,406,1353,0.30007390983000737
Antonio Morris,South Carolina,1621,4032,0.4020337301587302
Antonio Morris,Virginia,3003,7192,0.4175472747497219
Antonio Nelson,Connecticut,487,1300,0.37461538461538463
Antonio Nelson,Florida,2158,7671,0.2813192543345066
Antonio Nelson,Georgia,123,771,0.15953307392996108
Antonio Nelson,Massachusetts,645,2686,0.24013402829486225
Antonio Nelson,New York,576,1200,0.48
Antonio Nelson,North Carolina,2215,5432,0.40776877761413843
Antonio Nelson,Rhode Island,855,1899,0.45023696682464454
Antonio Owens,Connecticut,2294,9507,0.24129588724098033
Antonio Owens,Florida,979,4552,0.21507029876977152
Antonio Owens,Georgia,3534,9682,0.3650072299111754
Antonio Owens,Maryland,2622,6723,0.3900044622936189
Antonio Owens,Massachusetts,1989,5929,0.3354697250801147
Antonio Owens,New Jersey,406,1353,0.30007390983000737
Antonio Owens,New York,3646,9900,0.36828282828282827
Antonio Owens,North Carolina,647,2373,0.2726506531816266
Antonio Owens,Virginia,1997,10525,0.18973871733966746
Antonio Shaw,Connecticut,2746,6055,0.4535094962840628
Antonio Shaw,Florida,7998,23296,0.34332074175824173
Antonio Shaw,Georgia,2030,5614,0.36159600997506236
Antonio Shaw,Maryland,123,684,0.17982456140350878
Antonio Shaw,Massachusetts,473,1657,0.28545564272782137
Antonio Shaw,New York,839,3438,0.24403723094822571
Antonio Shaw,North Carolina,3009,6200,0.4853225806451613
Antonio Shaw,South Carolina,1246,3008,0.4142287234042553
Antonio Shaw,Virginia,1620,5733,0.282574568288854
Arthur Gilbert,Connecticut,120,545,0.22018348623853212
Arthur Gilbert,Florida,3573,10265,0.3480759863614223
Arthur Gilbert,Georgia,46,217,0.2119815668202765
Arthur Gilbert,Massachusetts,1252,3388,0.3695395513577332
Arthur Gilbert,New Jersey,246,880,0.27954545454545454
Arthur Gilbert,New York,2412,10183,0.23686536384169696
Arthur Gilbert,North Carolina,2651,10155,0.26105366814377157
Arthur Gilbert,South Carolina,192,408,0.47058823529411764
Arthur Reid,Connecticut,3932,12019,0.3271486812546801
Arthur Reid,Florida,8512,23226,0.3664858348402652
Arthur Reid,Georgia,1695,7059,0.24011899702507436
Arthur Reid,New Hampshire,147,609,0.2413793103448276
Arthur Reid,New Jersey,3102,7264,0.4270374449339207
Arthur Reid,New York,3119,7545,0.4133863485752154
Arthur Reid,North Carolina,2832,5667,0.49973530968766544
Arthur Reid,Rhode Island,49,203,0.2413793103448276
Arthur Reid,South Carolina,580,2760,0.21014492753623187
Arthur Reid,Virginia,2630,5756,0.4569145239749826
Arthur Roberts,Connecticut,1155,4409,0.2619641642095713
Arthur Roberts,Florida,2073,8311,0.24942846829503068
