Row ID,Order Priority,Discount,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Region,State or Province,City,Postal Code,Order Date,Ship Date,Profit,Quantity ordered new,Sales,Order ID
6751,Low,0.03,12.64,4.98,1176,Barbara Saunders,Express Air,Home Office,Furniture,Office Furnishings,Small Pack,Nu-Dell Executive Frame,0.48,East,New York,New York City,10280,2012-03-03 00:00:00.000,2012-03-12 00:00:00.000,-13.59,1,22.74,48071
23293,Not Specified,0.04,3.81,5.44,3331,Elisabeth Shaw,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",0.36,South,Florida,Ormond Beach,32174,2013-07-09 00:00:00.000,2013-07-11 00:00:00.000,-341.044704,2,9.64,86289
25821,Low,0.03,13.43,5.5,1846,Scott Taylor,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,"Fellowes Personal Hanging Folder Files, Navy",0.57,East,New Jersey,Paterson,7501,2013-05-19 00:00:00.000,2013-05-26 00:00:00.000,-20.57,1,16.3,86047
22162,Low,0.04,280.98,35.67,2885,Gary Frazier,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,Global Adaptabilities™ Conference Tables,0.66,East,Ohio,North Royalton,44133,2013-02-09 00:00:00.000,2013-02-11 00:00:00.000,-679.0443660000002,4,871.32,87642
21702,Medium,0.0,30.98,6.5,1811,Timothy S Connolly,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Belkin ErgoBoard™ Keyboard,0.64,South,North Carolina,Eden,27288,2012-09-15 00:00:00.000,2012-09-16 00:00:00.000,-1465.492,19,615.42,91352
22889,Low,0.05,30.98,8.99,2984,Kelly Burnette,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,"Boston School Pro Electric Pencil Sharpener, 1670",0.58,Central,Minnesota,Minnetonka,55345,2011-02-28 00:00:00.000,2011-03-02 00:00:00.000,14.61,4,129.71,88772
23106,High,0.06,30.98,5.76,1953,Penny Rose,Regular Air,Corporate,Office Supplies,Paper,Small Box,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",0.4,Central,Minnesota,Red Wing,55066,2012-11-23 00:00:00.000,2012-11-24 00:00:00.000,5.920000000000009,2,68.66,88345
442,Critical,0.09,162.93,19.99,68,Scott Bunn,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,Multimedia Mailers,0.39,East,New York,New York City,10177,2012-05-02 00:00:00.000,2012-05-04 00:00:00.000,2077.91,57,8567.34,2978
21148,Critical,0.06,7.7,3.68,2004,James Dickinson Ball,Regular Air,Home Office,Furniture,Office Furnishings,Wrap Bag,Deflect-O® Glasstique™ Clear Desk Accessories,0.52,West,Montana,Bozeman,59715,2013-05-20 00:00:00.000,2013-05-23 00:00:00.000,-9.78,10,78.6,91279
22295,Critical,0.04,4.18,6.92,1677,Benjamin Bates,Express Air,Small Business,Furniture,Office Furnishings,Small Box,"Eldon® Image Series Desk Accessories, Burgundy",0.49,East,West Virginia,Beckley,25801,2012-07-25 00:00:00.000,2012-07-27 00:00:00.000,-90.07,7,34.18,89492
19735,Low,0.04,15.14,4.53,3167,Ray Silverman,Express Air,Small Business,Office Supplies,Storage & Organization,Small Box,Eldon® Gobal File Keepers,0.81,South,Florida,Ponte Vedra Beach,32004,2011-04-19 00:00:00.000,2011-04-21 00:00:00.000,96.288,5,78.42,86493
4270,Low,0.03,3.36,6.27,667,Allison Kirby,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Cardinal Poly Pocket Divider Pockets for Ring Binders,0.4,Central,Texas,Dallas,75203,2013-05-03 00:00:00.000,2013-05-07 00:00:00.000,-92.9545,26,92.89,30375
19781,Critical,0.08,30.53,19.99,592,Eva Silverman,Regular Air,Small Business,Office Supplies,Labels,Small Box,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",0.39,Central,Illinois,Wilmette,60091,2010-01-17 00:00:00.000,2010-01-17 00:00:00.000,-239.8656,10,285.87,86307
24971,High,0.0,195.99,8.99,1919,Nathan Jenkins,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,T28 WORLD,0.6,South,Arkansas,Pine Bluff,71603,2010-08-24 00:00:00.000,2010-08-25 00:00:00.000,114.882,5,882.93,85896
25329,Critical,0.06,54.96,10.75,868,Sharon Ellis,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1940,0.36,Central,Minnesota,Shoreview,55126,2013-04-12 00:00:00.000,2013-04-13 00:00:00.000,304.083,8,440.7,91197
5346,Not Specified,0.08,16.06,8.34,1959,Bonnie Matthews Rowland,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",0.59,South,Florida,Miami,33916,2012-04-05 00:00:00.000,2012-04-05 00:00:00.000,-75.4243,13,204.96,37988
20914,Critical,0.04,11.58,6.97,1354,Aaron Dillon,Regular Air,Consumer,Office Supplies,Envelopes,Small Box,"Peel & Seel® Recycled Catalog Envelopes, Brown",0.35,Central,Texas,Weatherford,76086,2013-06-07 00:00:00.000,2013-06-09 00:00:00.000,-3.336,14,161.32,91211
23637,Critical,0.04,2.18,0.78,2457,Yvonne Collier,Regular Air,Home Office,Office Supplies,Rubber Bands,Wrap Bag,Stockwell Push Pins,0.52,Central,Minnesota,Lino Lakes,55014,2013-08-16 00:00:00.000,2013-08-18 00:00:00.000,12.70256,21,46.55,89234
2672,High,0.06,179.29,29.21,308,Glen Caldwell,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,"Bevis Round Conference Table Top, X-Base",0.74,West,Washington,Seattle,98115,2013-02-27 00:00:00.000,2013-03-01 00:00:00.000,-433.29014300000006,46,8246.86,19332
24840,Low,0.09,7.28,11.15,1219,Sam Graham Christian,Regular Air,Small Business,Office Supplies,Paper,Small Box,"Array® Parchment Paper, Assorted Colors",0.37,East,Massachusetts,Waltham,2451,2013-10-30 00:00:00.000,2013-11-06 00:00:00.000,-130.96,9,66.39,90805
22980,Low,0.05,110.98,13.99,2082,Kathryn Jenkins,Regular Air,Home Office,Furniture,Office Furnishings,Medium Box,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",0.69,East,Ohio,Hudson,44236,2011-03-25 00:00:00.000,2011-04-01 00:00:00.000,316.6824,4,458.96,86093
23075,Not Specified,0.02,35.99,3.3,378,Cindy Ennis,Regular Air,Consumer,Technology,Telephones and Communication,Small Pack,Accessory9,0.39,Central,Illinois,Belleville,62223,2012-05-30 00:00:00.000,2012-05-31 00:00:00.000,271.6047,13,393.63,89581
18679,Not Specified,0.09,8.75,8.54,236,Shawn McIntyre,Regular Air,Consumer,Furniture,Office Furnishings,Small Pack,"Eldon® 400 Class™ Desk Accessories, Black Carbon",0.43,West,Colorado,Louisville,80027,2013-07-06 00:00:00.000,2013-07-07 00:00:00.000,-120.04656,14,120.04,86627
21470,Critical,0.0,29.89,1.99,217,Billy Odom,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",0.5,West,Utah,Midvale,84047,2012-09-15 00:00:00.000,2012-09-17 00:00:00.000,92.7,7,217.6,88054
25558,Low,0.02,28.48,1.99,2988,Johnny Cline,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,"Memorex 4.7GB DVD+RW, 3/Pack",0.4,Central,Kansas,Dodge City,67801,2012-03-10 00:00:00.000,2012-03-12 00:00:00.000,-83.18,1,28.75,91184
726,High,0.09,3.08,0.99,2107,Leigh Burnette Hurley,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 481,0.37,Central,Illinois,Chicago,60601,2012-10-12 00:00:00.000,2012-10-14 00:00:00.000,3.264,22,67.34,5217
20299,Not Specified,0.04,71.37,69.0,941,Nicole Jacobson,Regular Air,Consumer,Furniture,Tables,Large Box,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",0.68,East,Massachusetts,South Boston,2127,2013-02-05 00:00:00.000,2013-02-07 00:00:00.000,-2595.6502000000005,10,757.22,90847
25704,Low,0.09,53.98,5.5,3203,Martin Heath,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad,0.62,South,South Carolina,Charleston,29418,2011-07-28 00:00:00.000,2011-08-01 00:00:00.000,-64.24600000000001,4,200.29,91589
20654,Medium,0.03,55.98,4.86,2030,Lindsay O'Connell,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1908,0.36,Central,Texas,Greenville,75401,2010-09-18 00:00:00.000,2010-09-20 00:00:00.000,526.0422,13,762.38,91060
18904,High,0.06,6.48,6.74,247,Marshall Brandt Briggs,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 215,0.37,South,Tennessee,Maryville,37804,2013-01-13 00:00:00.000,2013-01-15 00:00:00.000,-284.57800000000003,10,67.71,89145
26308,High,0.09,23.99,6.3,3177,Laurie Petty,Regular Air,Consumer,Technology,Office Machines,Medium Box,TI 36X Solar Scientific Calculator,0.38,South,Florida,Jupiter,33458,2013-08-29 00:00:00.000,2013-08-31 00:00:00.000,12.258,23,515.37,90824
24025,Low,0.09,161.55,19.99,2505,Cameron Gentry Herndon,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,Fellowes Super Stor/Drawer® Files,0.66,West,California,Daly City,94015,2011-05-24 00:00:00.000,2011-05-28 00:00:00.000,-139.75,3,458.42,87034
18369,Critical,0.04,48.91,5.81,744,Joy Maxwell,Express Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1891,0.38,West,Arizona,Oro Valley,85737,2013-07-31 00:00:00.000,2013-08-01 00:00:00.000,199.9827,6,289.83,87734
19853,Not Specified,0.02,4.77,2.39,386,Sue Nichols,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",0.72,Central,Nebraska,Fremont,68025,2013-09-02 00:00:00.000,2013-09-03 00:00:00.000,-38.686,13,63.28,90350
21569,Not Specified,0.03,296.18,54.12,2724,Erika Clapp,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Hon 94000 Series Round Tables,0.76,South,Tennessee,Chattanooga,37421,2013-05-23 00:00:00.000,2013-05-26 00:00:00.000,-31.948,6,1476.19,88966
25877,Medium,0.07,125.99,8.08,2970,Francis Burch,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,M3682,0.57,South,Florida,Jacksonville,32216,2012-09-30 00:00:00.000,2012-10-02 00:00:00.000,-99.19,8,844.57,86088
20308,High,0.03,44.43,46.59,542,Jim Shah,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,Hon 61000 Series Interactive Training Tables,0.67,West,California,Santa Ana,92704,2011-05-10 00:00:00.000,2011-05-11 00:00:00.000,-1052.79,12,439.7,88126
22008,Low,0.1,525.98,19.99,56,Randall Montgomery,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,GBC DocuBind 300 Electric Binding Machine,0.37,East,New York,Tonawanda,14150,2013-12-27 00:00:00.000,2013-12-30 00:00:00.000,5291.4651,15,7668.79,88082
20089,Medium,0.02,80.98,7.18,1015,Beverly Cameron,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,Logitech Cordless Navigator Duo,0.48,South,North Carolina,Apex,27502,2012-05-17 00:00:00.000,2012-05-19 00:00:00.000,-263.942,13,1062.64,88396
24164,High,0.06,34.76,8.22,153,Glenda Rosen,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",0.57,South,Tennessee,La Vergne,37086,2013-10-30 00:00:00.000,2013-11-01 00:00:00.000,-847.5236,5,175.65,89535
25061,Not Specified,0.08,6.98,1.6,1873,Lisa Kim,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",0.38,South,Florida,Palm Beach Gardens,33403,2013-05-12 00:00:00.000,2013-05-13 00:00:00.000,103.572,7,45.46,90101
19912,Critical,0.04,3.69,0.5,256,Irene Li,Express Air,Home Office,Office Supplies,Labels,Small Box,Avery 501,0.38,East,Pennsylvania,Hanover,17331,2013-05-23 00:00:00.000,2013-05-26 00:00:00.000,26.7651,9,38.79,86276
269,Not Specified,0.1,125.99,8.8,94,Eddie House Mueller,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,StarTAC 6500,0.59,Central,Illinois,Chicago,60601,2013-03-19 00:00:00.000,2013-03-20 00:00:00.000,676.125,44,4283.24,1856
19106,Critical,0.01,29.89,1.99,1487,Joshua Lancaster,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",0.5,Central,Indiana,Michigan City,46360,2011-05-03 00:00:00.000,2011-05-03 00:00:00.000,185.5962,9,268.98,86471
22165,Medium,0.05,100.98,15.66,2730,Valerie Hahn,Delivery Truck,Consumer,Office Supplies,Appliances,Jumbo Drum,Avanti 1.7 Cu. Ft. Refrigerator,0.57,West,Washington,Bothell,98011,2013-09-07 00:00:00.000,2013-09-09 00:00:00.000,-66.9116,3,297.19,88124
25194,Low,0.07,18.7,8.99,2955,James Levine,Regular Air,Consumer,Furniture,Office Furnishings,Small Pack,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",0.47,Central,Minnesota,Minneapolis,55407,2013-10-26 00:00:00.000,2013-10-31 00:00:00.000,51.47,20,362.98,86431
21657,High,0.03,20.99,4.81,1350,Jackie Burke,Regular Air,Home Office,Technology,Telephones and Communication,Medium Box,1726 Digital Answering Machine,0.58,South,Florida,Carol City,33055,2012-11-19 00:00:00.000,2012-11-20 00:00:00.000,-0.4340000000000031,26,480.51,88237
21908,Not Specified,0.01,14.27,7.27,3005,Teresa Watts,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"GBC Laser Imprintable Binding System Covers, Desert Sand",0.38,West,Idaho,Coeur D Alene,83814,2012-10-13 00:00:00.000,2012-10-15 00:00:00.000,33.51652,12,186.58,91394
21220,Medium,0.05,810.98,16.06,2062,Alfred Singh,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Okidata ML591 Wide Format Dot Matrix Printer,0.56,South,Virginia,Mechanicsville,23111,2011-10-20 00:00:00.000,2011-10-22 00:00:00.000,2127.5364,16,11571.81,87153
23616,Not Specified,0.02,8.85,5.6,2889,Kimberly Melvin,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,GBC Standard Plastic Binding Systems Combs,0.36,Central,Iowa,Marshalltown,50158,2013-09-20 00:00:00.000,2013-09-22 00:00:00.000,5.4162,16,152.76,90025
19212,Low,0.09,9.99,6.24,310,Florence Clayton,Express Air,Consumer,Technology,Office Machines,Medium Box,Canon F603 Scientific Calculator,0.36,West,California,Lawndale,90260,2012-08-20 00:00:00.000,2012-08-27 00:00:00.000,-8.419164,7,78.82,89832
25313,Critical,0.09,2.18,0.78,1540,Charlene Reynolds,Express Air,Corporate,Office Supplies,Rubber Bands,Wrap Bag,Stockwell Push Pins,0.52,South,Florida,Davie,33314,2012-07-03 00:00:00.000,2012-07-06 00:00:00.000,6.930000000000001,2,6.24,87786
25088,Not Specified,0.1,8.67,3.5,863,Sharon Dickinson,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Staples 4 Outlet Surge Protector,0.58,Central,Texas,Texas City,77590,2012-09-07 00:00:00.000,2012-09-09 00:00:00.000,-37.43,23,186.53,90455
25248,Not Specified,0.07,140.85,19.99,2705,Herbert Currie,Express Air,Home Office,Office Supplies,Storage & Organization,Small Box,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",0.73,South,Florida,Pine Hills,32808,2012-04-09 00:00:00.000,2012-04-10 00:00:00.000,-5972.5239,11,1445.24,91410
20961,Critical,0.05,80.98,35.0,1480,Yvonne Ryan,Regular Air,Consumer,Office Supplies,Storage & Organization,Large Box,Carina Double Wide Media Storage Towers in Natural & Black,0.81,Central,Wisconsin,Cudahy,53110,2012-05-04 00:00:00.000,2012-05-06 00:00:00.000,-1144.67,18,1426.15,90747
25940,Low,0.01,48.04,7.23,3324,Leslie Jacobson,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1885,0.37,West,Arizona,El Mirage,85335,2012-02-06 00:00:00.000,2012-02-11 00:00:00.000,247.1925,7,358.25,90991
23562,Critical,0.07,4.13,5.04,1020,Julie Porter,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,"ACCOHIDE® 3-Ring Binder, Blue, 1""",0.38,Central,Kansas,Pittsburg,66762,2010-08-06 00:00:00.000,2010-08-07 00:00:00.000,-76.4244,20,79.06,88634
22238,Medium,0.1,2.08,1.49,2158,Pauline Reed,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Round Ring Binders,0.38,Central,Michigan,Waterford,48329,2013-12-12 00:00:00.000,2013-12-13 00:00:00.000,-2.291352,4,8.24,90403
24526,Medium,0.0,29.34,7.87,2356,Emma Bloom,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,"Seth Thomas 14"" Putty-Colored Wall Clock",0.54,West,Wyoming,Rock Springs,82901,2010-09-15 00:00:00.000,2010-09-17 00:00:00.000,385.37,22,668.38,91305
20674,Low,0.07,8.56,5.16,3338,Constance Robertson,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",0.38,South,Florida,Tampa,33614,2013-09-23 00:00:00.000,2013-09-30 00:00:00.000,720.1229999999999,23,195.01,85989
22487,High,0.07,140.99,4.2,269,Calvin Boyette,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,7160,0.59,West,Arizona,Gilbert,85234,2012-06-25 00:00:00.000,2012-06-27 00:00:00.000,-60.0072,5,579.55,88948
18828,Medium,0.09,159.31,60.0,1390,Hazel Jones,Delivery Truck,Small Business,Furniture,Tables,Jumbo Drum,Hon Non-Folding Utility Tables,0.55,West,California,Stockton,95207,2012-09-15 00:00:00.000,2012-09-15 00:00:00.000,27.74,10,1252.22,88739
18016,High,0.01,125.99,8.99,1916,Marcia Feldman,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,SC7868i,0.55,South,Arkansas,Little Rock,72209,2010-04-16 00:00:00.000,2010-04-18 00:00:00.000,-45.472,9,1011.44,85895
21270,Medium,0.0,209.37,69.0,1625,Molly Browning,Regular Air,Home Office,Furniture,Tables,Large Box,Hon 2111 Invitation™ Series Corner Table,0.79,East,New York,Glen Cove,11542,2010-08-16 00:00:00.000,2010-08-18 00:00:00.000,-263.1119290800001,11,1959.88,90601
23617,Not Specified,0.02,3.15,0.5,2889,Kimberly Melvin,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 520,0.37,Central,Iowa,Marshalltown,50158,2013-09-20 00:00:00.000,2013-09-21 00:00:00.000,33.7272,15,48.88,90025
19272,High,0.07,37.76,12.9,80,Sam Carlson,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,"Companion Letter/Legal File, Black",0.57,West,Oregon,Keizer,97303,2011-05-19 00:00:00.000,2011-05-20 00:00:00.000,25.51,15,552.43,89924
19630,Critical,0.08,7.28,5.47,3241,Terri Link,Regular Air,Small Business,Office Supplies,Paper,Small Box,Southworth Structures Collection™,0.35,West,California,Brentwood,94513,2011-09-21 00:00:00.000,2011-09-22 00:00:00.000,-16.46,3,23.24,88332
26303,Medium,0.05,119.99,56.14,218,Frances Saunders,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Box,Hewlett-Packard 2600DN Business Color Inkjet Printer,0.39,West,Utah,Murray,84107,2010-12-09 00:00:00.000,2010-12-11 00:00:00.000,-102.5121,6,730.37,88048
18728,Not Specified,0.01,349.45,60.0,3257,Sharon Marcus,Delivery Truck,Consumer,Furniture,Tables,Jumbo Drum,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",,West,Washington,Longview,98632,2010-05-26 00:00:00.000,2010-05-27 00:00:00.000,3739.3929,15,5419.41,88825
19665,Not Specified,0.04,415.88,11.37,967,Brandon C Yates,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,Deluxe Rollaway Locking File with Drawer,0.57,East,Massachusetts,Boston,2108,2013-06-24 00:00:00.000,2013-06-26 00:00:00.000,-131.672,2,830.43,86179
22170,High,0.07,599.99,24.49,2730,Valerie Hahn,Regular Air,Consumer,Technology,Copiers and Fax,Large Box,Hewlett Packard LaserJet 3310 Copier,0.37,West,Washington,Bothell,98011,2012-07-03 00:00:00.000,2012-07-04 00:00:00.000,6653.035199999999,16,9642.08,88118
8310,Medium,0.05,535.64,14.7,2920,Ernest Peele,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Epson LQ-870 Dot Matrix Printer,0.59,Central,Illinois,Chicago,60603,2010-12-07 00:00:00.000,2010-12-09 00:00:00.000,-1220.9145,2,1068.6,59365
20274,Critical,0.04,22.98,4.5,3354,Sara Faulkner,Express Air,Corporate,Office Supplies,Appliances,Small Box,Belkin F5C206VTEL 6 Outlet Surge,0.55,West,California,Calexico,92231,2012-08-02 00:00:00.000,2012-08-03 00:00:00.000,13.542000000000002,3,78.97,88595
20837,Medium,0.07,19.23,6.15,2118,Sheryl Cole,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,"Executive Impressions 13"" Clairmont Wall Clock",0.44,Central,Texas,Haltom City,76117,2012-03-10 00:00:00.000,2012-03-12 00:00:00.000,81.06809999999999,6,117.49,90893
22433,Critical,0.06,8.33,1.99,2094,Vernon Hirsch Singleton,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",0.52,West,California,Chico,95928,2011-06-05 00:00:00.000,2011-06-06 00:00:00.000,-17.152,2,17.4,86630
18314,Not Specified,0.07,11.5,7.19,1550,Mary Larson,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Covers for Plastic or Wire Binding Elements,0.4,Central,Minnesota,Woodbury,55125,2012-04-30 00:00:00.000,2012-05-02 00:00:00.000,-26.9905,2,23.45,87496
20518,Low,0.08,19.98,8.68,1031,Neal Helms,Express Air,Corporate,Office Supplies,Paper,Small Box,Southworth 25% Cotton Premium Laser Paper and Envelopes,0.37,South,North Carolina,Charlotte,28205,2011-02-02 00:00:00.000,2011-02-06 00:00:00.000,-242.41000000000005,6,115.3,89621
24477,Critical,0.1,19.98,4.0,3249,Nicole Goldstein,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Belkin 105-Key Black Keyboard,0.68,East,Maryland,Annapolis,21403,2012-03-02 00:00:00.000,2012-03-04 00:00:00.000,-37.99,10,193.55,87301
462,Not Specified,0.07,179.99,19.99,471,Ross Simpson,Express Air,Consumer,Technology,Computer Peripherals,Small Box,Motorola SB4200 Cable Modem,0.48,South,Georgia,Atlanta,30318,2010-02-08 00:00:00.000,2010-02-08 00:00:00.000,-568.5351,4,718.03,3138
24886,Critical,0.05,279.48,35.0,1975,Jennifer Grant,Express Air,Consumer,Office Supplies,Storage & Organization,Large Box,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",0.8,Central,Michigan,Detroit,48227,2013-09-23 00:00:00.000,2013-09-24 00:00:00.000,-391.1288,8,2140.04,89046
20746,Not Specified,0.03,4.98,6.07,1836,Dwight Albright Huffman,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1897,0.36,West,California,San Francisco,94110,2011-03-25 00:00:00.000,2011-03-28 00:00:00.000,-102.36,8,40.5,86602
25953,High,0.06,42.98,4.62,2964,Kathy Hinton,Regular Air,Consumer,Office Supplies,Appliances,Small Box,Belkin F9M820V08 8 Outlet Surge,0.56,East,Ohio,Mount Vernon,43050,2010-04-21 00:00:00.000,2010-04-23 00:00:00.000,-24.63,1,47.04,88610
19111,High,0.09,2.61,0.5,1389,Jean Khan,Regular Air,Consumer,Office Supplies,Labels,Small Box,Avery 494,0.39,West,California,Menlo Park,94025,2010-06-03 00:00:00.000,2010-06-05 00:00:00.000,29.380199999999995,17,42.58,88729
