StudentID,SectionID,AdvisorID,StudentName,Semester,Advisor.AdvisorID,Advisor.DepartmentID,Advisor.AdvisorName,Section.SectionID,Username
264,6,115,"moncalieri renosky",3,115,1005,"Raymond Nash",6,"moncalieri renosky"
265,8,120,"monce renouf",3,120,1010,"Aarti Mehta",8,"monce renouf"
266,7,111,"moncear renova",3,111,1010,"Laura Richards",7,"moncear renova"
268,5,120,"moncerat rensberger",3,120,1010,"Aarti Mehta",5,"moncerat rensberger"
269,15,115,"moncerath rensch",3,115,1005,"Raymond Nash",15,"moncerath rensch"
270,10,103,"moncerrad renschler",3,103,1005,"Fletcher Barrett",10,"moncerrad renschler"
271,19,107,"moncerrat rensen",3,107,1007,"Dione Jefferson",19,"moncerrat rensen"
272,18,116,"moncerrath renshaw",3,116,1007,"John Abraham",18,"moncerrath renshaw"
273,11,114,"monchel rensing",3,114,1000,"King Loius",11,"monchel rensing"
274,3,119,"monchell renta",3,119,1009,"Elizabeth Kingston",3,"monchell renta"
280,18,107,"moncrief renter",3,107,1007,"Dione Jefferson",18,"moncrief renter"
285,20,118,"mond renton",3,118,1008,"Chethan Kumar",20,"mond renton"
286,7,102,"monda rentoulis",3,102,1000,"Milana Hagan",7,"monda rentoulis"
287,12,109,"mondale rentschler",3,109,1008,"Sinead Coleman",12,"mondale rentschler"
289,18,111,"mondeja renu",3,111,1010,"Laura Richards",18,"mondeja renu"
290,15,108,"mondel renuart",3,108,1006,"Calum Ellwood",15,"mondel renuart"
291,8,101,"mondell renuka",3,101,1000,"Giovanni Alford",8,"mondell renuka"
292,16,116,"mondesir renwick",3,116,1007,"John Abraham",16,"mondesir renwick"
293,11,116,"mondo reny",3,116,1007,"John Abraham",11,"mondo reny"
294,8,107,"mondra renye",3,107,1007,"Dione Jefferson",8,"mondra renye"
295,12,106,"mondragon renyer",3,106,1007,"Khalil Hilton",12,"mondragon renyer"
301,20,113,"monea renzoni",3,113,1008,"Harry Wes",20,"monea renzoni"
306,16,103,"moneeb reon",3,103,1005,"Fletcher Barrett",16,"moneeb reon"
307,9,119,"moneeba reontae",3,119,1009,"Elizabeth Kingston",9,"moneeba reontae"
308,10,114,"moneek reopell",3,114,1000,"King Loius",10,"moneek reopell"
310,8,106,"moneer repaci",3,106,1007,"Khalil Hilton",8,"moneer repaci"
311,15,107,"moneik repasky",3,107,1007,"Dione Jefferson",15,"moneik repasky"
312,7,109,"raeniyah repass",3,109,1008,"Sinead Coleman",7,"raeniyah repass"
313,11,114,"raenna repenning",3,114,1000,"King Loius",11,"raenna repenning"
314,5,116,"raeola reper",3,116,1007,"John Abraham",5,"raeola reper"
315,5,115,"raeona repetowski",3,115,1005,"Raymond Nash",5,"raeona repetowski"
316,1,104,"raeonna reph",3,104,1005,"Fariha Redfern",1,"raeonna reph"
322,13,120,"raeqwan replenski",3,120,1010,"Aarti Mehta",13,"raeqwan replenski"
327,10,103,"raeshawn rigterink",3,103,1005,"Fletcher Barrett",10,"raeshawn rigterink"
328,6,101,"raeshell rigueiro",3,101,1000,"Giovanni Alford",6,"raeshell rigueiro"
329,12,116,"raeshelle riha",3,116,1007,"John Abraham",12,"raeshelle riha"
331,17,117,"raethaniel rihan",3,117,1006,"Deppak Krishna",17,"raethaniel rihan"
332,13,107,"raeto rihana",3,107,1007,"Dione Jefferson",13,"raeto rihana"
333,12,106,"raetta rihanek",3,106,1007,"Khalil Hilton",12,"raetta rihanek"
334,11,114,"raevan riherd",3,114,1000,"King Loius",11,"raevan riherd"
335,19,119,"raeven rihn",3,119,1009,"Elizabeth Kingston",19,"raeven rihn"
336,17,112,"raevin rihner",3,112,1006,"Henry Lord",17,"raevin rihner"
337,19,110,"raevon riihimaki",3,110,1009,"Riaz Baldwin",19,"raevon riihimaki"
343,10,103,"raeyah rijo",3,103,1005,"Fletcher Barrett",10,"raeyah rijo"
348,11,115,"suphi rijwana",3,115,1005,"Raymond Nash",11,"suphi rijwana"
349,10,111,"suphiye rikard",3,111,1010,"Laura Richards",10,"suphiye rikard"
350,13,119,"suppiah sweety",3,119,1009,"Elizabeth Kingston",13,"suppiah sweety"
352,17,115,"supraja sweezey",3,115,1005,"Raymond Nash",17,"supraja sweezey"
353,10,109,"supreet sweezy",3,109,1008,"Sinead Coleman",10,"supreet sweezy"
354,14,119,"suprena swefford",3,119,1009,"Elizabeth Kingston",14,"suprena swefford"
355,13,118,"suprenia sweger",3,118,1008,"Chethan Kumar",13,"suprenia sweger"
356,18,119,"suprina swehla",3,119,1009,"Elizabeth Kingston",18,"suprina swehla"
357,10,105,"suprit sweigard",3,105,1006,"Rahim Contreras",10,"suprit sweigard"
358,19,109,"suprith sweigart",3,109,1008,"Sinead Coleman",19,"suprith sweigart"
364,10,118,"surai swell",3,118,1008,"Chethan Kumar",10,"surai swell"
369,2,118,"surajmal tokunaga",3,118,1008,"Chethan Kumar",2,"surajmal tokunaga"
370,16,119,"surajpal tokuoka",3,119,1009,"Elizabeth Kingston",16,"surajpal tokuoka"
371,2,102,"suranjan tola",3,102,1000,"Milana Hagan",2,"suranjan tola"
373,12,106,"surat toland",3,106,1007,"Khalil Hilton",12,"surat toland"
374,16,117,"suraya tolar",3,117,1006,"Deppak Krishna",16,"suraya tolar"
375,2,111,"surayah tolayo",3,111,1010,"Laura Richards",2,"surayah tolayo"
376,17,105,"surayya tolbent",3,105,1006,"Rahim Contreras",17,"surayya tolbent"
377,8,107,"surayyah tolbert",3,107,1007,"Dione Jefferson",8,"surayyah tolbert"
378,5,114,"surbeck tolchin",3,114,1000,"King Loius",5,"surbeck tolchin"
379,4,105,"surber tolden",3,105,1006,"Rahim Contreras",4,"surber tolden"
385,13,111,"surena tolen",3,111,1010,"Laura Richards",13,"surena tolen"
390,8,107,"surenity tolfree",3,107,1007,"Dione Jefferson",8,"surenity tolfree"
391,4,103,"surens tolhurst",3,103,1005,"Fletcher Barrett",4,"surens tolhurst"
392,12,119,"suresh tolin",3,119,1009,"Elizabeth Kingston",12,"suresh tolin"
394,1,108,"sureskumar toliongco",3,108,1006,"Calum Ellwood",1,"sureskumar toliongco"
395,4,106,"sureya toliver",3,106,1007,"Khalil Hilton",4,"sureya toliver"
396,13,116,"sureyya tolle",3,116,1007,"John Abraham",13,"sureyya tolle"
397,20,118,"surgayani tollefsen",3,118,1008,"Chethan Kumar",20,"surgayani tollefsen"
398,13,102,"surguine tollefson",3,102,1000,"Milana Hagan",13,"surguine tollefson"
399,17,119,"surgyan tollefsrud",3,119,1009,"Elizabeth Kingston",17,"surgyan tollefsrud"
400,16,119,"suri toller",3,119,1009,"Elizabeth Kingston",16,"suri toller"
107,8,120,"Steph Curry",2,120,1010,"Aarti Mehta",8,"Steph Curry"
108,9,110,"Derry Kirk",2,110,1009,"Riaz Baldwin",9,"Derry Kirk"
109,10,116,"Keon Busby",2,116,1007,"John Abraham",10,"Keon Busby"
110,2,101,"Manal Allen",2,101,1000,"Giovanni Alford",2,"Manal Allen"
113,6,101,"Zoha Ramsey",2,101,1000,"Giovanni Alford",6,"Zoha Ramsey"
114,6,116,"Rae Partridge",2,116,1007,"John Abraham",6,"Rae Partridge"
120,7,105,"James Bond",2,105,1006,"Rahim Contreras",7,"James Bond"
128,7,107,"aadhan abaza",2,107,1007,"Dione Jefferson",7,"aadhan abaza"
129,14,116,"aadhav abbadessa",2,116,1007,"John Abraham",14,"aadhav abbadessa"
130,15,116,"aadhavan abbamonte",2,116,1007,"John Abraham",15,"aadhavan abbamonte"
131,15,109,"aadhi abbas",2,109,1008,"Sinead Coleman",15,"aadhi abbas"
134,13,119,"aadhish abbate",2,119,1009,"Elizabeth Kingston",13,"aadhish abbate"
135,15,104,"latrica abbatiello",2,104,1005,"Fariha Redfern",15,"latrica abbatiello"
141,20,112,"latrina abbey",2,112,1006,"Henry Lord",20,"latrina abbey"
149,9,119,"latrisha abbruzzese",2,119,1009,"Elizabeth Kingston",9,"latrisha abbruzzese"
150,6,101,"latrishia abbs",2,101,1000,"Giovanni Alford",6,"latrishia abbs"
151,3,103,"latrissa abby",2,103,1005,"Fletcher Barrett",3,"latrissa abby"
152,5,118,"latrista abdal",2,118,1008,"Chethan Kumar",5,"latrista abdal"
155,16,106,"latronda abdel",2,106,1007,"Khalil Hilton",16,"latronda abdel"
156,10,101,"latrone abdelal",2,101,1000,"Giovanni Alford",10,"latrone abdelal"
162,1,101,"latsha abdelrahman",2,101,1000,"Giovanni Alford",1,"latsha abdelrahman"
170,20,114,"lattimer abdul",2,114,1000,"King Loius",20,"lattimer abdul"
171,5,111,"lattimore abdul-haqq",2,111,1010,"Laura Richards",5,"lattimore abdul-haqq"
172,3,102,"latton abdul-jabbar",2,102,1000,"Milana Hagan",3,"latton abdul-jabbar"
173,9,115,"lattonia abdul-khaliq",2,115,1005,"Raymond Nash",9,"lattonia abdul-khaliq"
176,1,114,"latulip abdulaziz",2,114,1000,"King Loius",1,"latulip abdulaziz"
177,14,105,"latundra abdulkarim",2,105,1006,"Rahim Contreras",14,"latundra abdulkarim"
183,6,113,"latvina candelario",2,113,1008,"Harry Wes",6,"latvina candelario"
191,12,113,"latyna candito",2,113,1008,"Harry Wes",12,"latyna candito"
192,14,113,"latyra candland",2,113,1008,"Harry Wes",14,"latyra candland"
193,2,119,"latysha candler",2,119,1009,"Elizabeth Kingston",2,"latysha candler"
194,15,106,"latza candlish",2,106,1007,"Khalil Hilton",15,"latza candlish"
197,19,117,"lauar cane",2,117,1006,"Deppak Krishna",19,"lauar cane"
198,7,119,"laubacker canedo",2,119,1009,"Elizabeth Kingston",7,"laubacker canedo"
204,2,101,"lauchlan canella",2,101,1000,"Giovanni Alford",2,"lauchlan canella"
212,3,111,"lauda canestro",2,111,1010,"Laura Richards",3,"lauda canestro"
213,18,104,"laudan canete",2,104,1005,"Fariha Redfern",18,"laudan canete"
214,11,109,"lauden jimerson",2,109,1008,"Sinead Coleman",11,"lauden jimerson"
215,13,111,"laudenslager jimeson",2,111,1010,"Laura Richards",13,"laudenslager jimeson"
218,8,104,"laudi jimison",2,104,1005,"Fariha Redfern",8,"laudi jimison"
219,18,119,"laudie jimmenez",2,119,1009,"Elizabeth Kingston",18,"laudie jimmenez"
225,19,111,"laughlan jinat",2,111,1010,"Laura Richards",19,"laughlan jinat"
233,19,109,"lauire jinkins",2,109,1008,"Sinead Coleman",19,"lauire jinkins"
234,8,116,"lauklyn jinks",2,116,1007,"John Abraham",8,"lauklyn jinks"
235,1,119,"lauma jinnerson",2,119,1009,"Elizabeth Kingston",1,"lauma jinnerson"
236,3,117,"launa jinright",2,117,1006,"Deppak Krishna",3,"launa jinright"
239,18,101,"launda jipson",2,101,1000,"Giovanni Alford",18,"launda jipson"
240,9,114,"laundes jira",2,114,1000,"King Loius",9,"laundes jira"
246,16,117,"laur jirjis",2,117,1006,"Deppak Krishna",16,"laur jirjis"
254,16,110,"monarski jisu",2,110,1009,"Riaz Baldwin",16,"monarski jisu"
255,9,109,"monasha jitander",2,109,1008,"Sinead Coleman",9,"monasha jitander"
256,2,119,"monasia jitchaku",2,119,1009,"Elizabeth Kingston",2,"monasia jitchaku"
257,4,108,"monast jite",2,108,1006,"Calum Ellwood",4,"monast jite"
260,8,118,"monaya jitendra",2,118,1008,"Chethan Kumar",8,"monaya jitendra"
261,5,101,"monaye jitesh",2,101,1000,"Giovanni Alford",5,"monaye jitesh"
267,13,119,"moncef rens",2,119,1009,"Elizabeth Kingston",13,"moncef rens"
275,2,108,"monchelle renta-vives",2,108,1006,"Calum Ellwood",2,"monchelle renta-vives"
276,4,119,"monchello rentar",2,119,1009,"Elizabeth Kingston",4,"monchello rentar"
277,13,109,"moncher rentas",2,109,1008,"Sinead Coleman",13,"moncher rentas"
278,7,111,"moncheri rentas-paniagua",2,111,1010,"Laura Richards",7,"moncheri rentas-paniagua"
281,3,110,"moncrieffe renteria",2,110,1009,"Riaz Baldwin",3,"moncrieffe renteria"
282,18,118,"moncriffe rentfro",2,118,1008,"Chethan Kumar",18,"moncriffe rentfro"
288,20,120,"mondarius rentz",2,120,1010,"Aarti Mehta",20,"mondarius rentz"
296,17,113,"mondre renz",2,113,1008,"Harry Wes",17,"mondre renz"
297,8,105,"mondrell renze",2,105,1006,"Rahim Contreras",8,"mondrell renze"
298,17,109,"monds renzelman",2,109,1008,"Sinead Coleman",17,"monds renzelman"
299,8,113,"mondy renzi",2,113,1008,"Harry Wes",8,"mondy renzi"
302,10,106,"moneak renzulli",2,106,1007,"Khalil Hilton",10,"moneak renzulli"
303,4,112,"moneca renzullo",2,112,1006,"Henry Lord",4,"moneca renzullo"
309,15,114,"moneeka reos",2,114,1000,"King Loius",15,"moneeka reos"
317,13,114,"raeph repine",2,114,1000,"King Loius",13,"raeph repine"
318,18,103,"raequan repinski",2,103,1005,"Fletcher Barrett",18,"raequan repinski"
319,2,115,"raequawn repka",2,115,1005,"Raymond Nash",2,"raequawn repka"
320,10,101,"raequel repke",2,101,1000,"Giovanni Alford",10,"raequel repke"
323,4,112,"raeqwon replin",2,112,1006,"Henry Lord",4,"raeqwon replin"
324,11,116,"raesean replogle",2,116,1007,"John Abraham",11,"raesean replogle"
330,8,109,"raeshon rihaan",2,109,1008,"Sinead Coleman",8,"raeshon rihaan"
338,20,111,"raevyn riina",2,111,1010,"Laura Richards",20,"raevyn riina"
339,10,120,"raevynn riippi",2,120,1010,"Aarti Mehta",10,"raevynn riippi"
340,6,120,"raewyn riis",2,120,1010,"Aarti Mehta",6,"raewyn riis"
341,16,114,"raey riise",2,114,1000,"King Loius",16,"raey riise"
344,16,110,"sup rijos",2,110,1009,"Riaz Baldwin",16,"sup rijos"
345,14,104,"suparna riju",2,104,1005,"Fariha Redfern",14,"suparna riju"
351,15,103,"supple sweezer",2,103,1005,"Fletcher Barrett",15,"supple sweezer"
359,8,108,"supriya sweigert",2,108,1006,"Calum Ellwood",8,"supriya sweigert"
360,13,116,"sura sweis",2,116,1007,"John Abraham",13,"sura sweis"
361,5,118,"surabhi sweitzer",2,118,1008,"Chethan Kumar",5,"surabhi sweitzer"
362,19,120,"surafel sweley",2,120,1010,"Aarti Mehta",19,"surafel sweley"
365,8,109,"suraiya swelt",2,109,1008,"Sinead Coleman",8,"suraiya swelt"
366,10,111,"suraiyah swem",2,111,1010,"Laura Richards",10,"suraiyah swem"
372,9,104,"suranne tolan",2,104,1005,"Fariha Redfern",9,"suranne tolan"
380,11,115,"surbhi toldness",2,115,1005,"Raymond Nash",11,"surbhi toldness"
381,10,110,"suree tole",2,110,1009,"Riaz Baldwin",10,"suree tole"
382,18,103,"sureena toledano",2,103,1005,"Fletcher Barrett",18,"sureena toledano"
383,5,102,"surekha toledo",2,102,1000,"Milana Hagan",5,"surekha toledo"
386,16,114,"surendar tolentino",2,114,1000,"King Loius",16,"surendar tolentino"
387,7,106,"surender toler",2,106,1007,"Khalil Hilton",7,"surender toler"
393,4,110,"sureshkumar toline",2,110,1009,"Riaz Baldwin",4,"sureshkumar toline"
100,1,118,"Yui Bi",1,118,1008,"Chethan Kumar",1,"Yui Bi"
101,2,112,"Yucong Liu",1,112,1006,"Henry Lord",2,"Yucong Liu"
102,3,105,"Raj Mehta",1,105,1006,"Rahim Contreras",3,"Raj Mehta"
103,4,117,"Tushar Pagdala",1,117,1006,"Deppak Krishna",4,"Tushar Pagdala"
104,5,104,"Rucha Chauthani",1,104,1005,"Fariha Redfern",5,"Rucha Chauthani"
105,6,101,"Rohan Nayak",1,101,1000,"Giovanni Alford",6,"Rohan Nayak"
106,7,104,"Kal Mathews",1,104,1005,"Fariha Redfern",7,"Kal Mathews"
111,2,118,"Kareem Travers",4,118,1008,"Chethan Kumar",2,"Kareem Travers"
112,2,118,"Olli Mosley",1,118,1008,"Chethan Kumar",2,"Olli Mosley"
115,8,107,"Alexia Beech",4,107,1007,"Dione Jefferson",8,"Alexia Beech"
116,9,118,"Sharon Robbins",4,118,1008,"Chethan Kumar",9,"Sharon Robbins"
117,9,119,"Theodore Lovell",1,119,1009,"Elizabeth Kingston",9,"Theodore Lovell"
118,7,108,"Harry Potter",1,108,1006,"Calum Ellwood",7,"Harry Potter"
119,7,105,"Dom Toretto",1,105,1006,"Rahim Contreras",7,"Dom Toretto"
121,7,111,"aadam gilchrist",1,111,1010,"Laura Richards",7,"aadam gilchrist"
122,5,118,"aadan abati",1,118,1008,"Chethan Kumar",5,"aadan abati"
123,8,106,"aadarsh abatiell",1,106,1007,"Khalil Hilton",8,"aadarsh abatiell"
124,9,110,"aadaya abato",1,110,1009,"Riaz Baldwin",9,"aadaya abato"
125,3,116,"aaden abatti",1,116,1007,"John Abraham",3,"aaden abatti"
126,4,119,"aadesh abaunza",1,119,1009,"Elizabeth Kingston",4,"aadesh abaunza"
127,11,106,"aadham abaya",1,106,1007,"Khalil Hilton",11,"aadham abaya"
132,5,114,"aadhira abbasi",4,114,1000,"King Loius",5,"aadhira abbasi"
133,20,101,"aadhiran abbassi",1,101,1000,"Giovanni Alford",20,"aadhiran abbassi"
136,6,116,"latrice abbay",4,116,1007,"John Abraham",6,"latrice abbay"
137,10,105,"latricha abbe",4,105,1006,"Rahim Contreras",10,"latricha abbe"
138,6,102,"latricia abbed",1,102,1000,"Milana Hagan",6,"latricia abbed"
139,9,113,"latriece abbenante",1,113,1008,"Harry Wes",9,"latriece abbenante"
140,10,106,"latrika abberger",1,106,1007,"Khalil Hilton",10,"latrika abberger"
142,13,101,"latrinda abbinanti",1,101,1000,"Giovanni Alford",13,"latrinda abbinanti"
143,19,116,"latrinia abbington",1,116,1007,"John Abraham",19,"latrinia abbington"
144,18,106,"latrinity abbiss",1,106,1007,"Khalil Hilton",18,"latrinity abbiss"
145,8,108,"latris abbitt",1,108,1006,"Calum Ellwood",8,"latris abbitt"
146,12,111,"latrisa abbot",1,111,1010,"Laura Richards",12,"latrisa abbot"
147,17,110,"latrise abbott",1,110,1009,"Riaz Baldwin",17,"latrise abbott"
148,18,115,"latrish abboud",1,115,1005,"Raymond Nash",18,"latrish abboud"
153,17,115,"latrivia abdalla",4,115,1005,"Raymond Nash",17,"latrivia abdalla"
154,14,107,"latron abdallah",1,107,1007,"Dione Jefferson",14,"latron abdallah"
157,7,116,"latronya abdelaziz",4,116,1007,"John Abraham",7,"latronya abdelaziz"
158,7,119,"latroy abdeldayen",4,119,1009,"Elizabeth Kingston",7,"latroy abdeldayen"
159,19,114,"latroya abdelhamid",1,114,1000,"King Loius",19,"latroya abdelhamid"
160,5,109,"latroyia abdella",1,109,1008,"Sinead Coleman",5,"latroyia abdella"
161,5,120,"latryce abdelmuti",1,120,1010,"Aarti Mehta",5,"latryce abdelmuti"
163,17,116,"latshia abdelwahed",1,116,1007,"John Abraham",17,"latshia abdelwahed"
164,18,118,"latson abdi",1,118,1008,"Chethan Kumar",18,"latson abdi"
165,9,112,"latt abdin",1,112,1006,"Henry Lord",9,"latt abdin"
166,16,104,"latta abdo",1,104,1005,"Fariha Redfern",16,"latta abdo"
167,14,103,"lattarulo abdon",1,103,1005,"Fletcher Barrett",14,"lattarulo abdon"
168,11,120,"latterll abdool",1,120,1010,"Aarti Mehta",11,"latterll abdool"
169,5,118,"lattie abdou",1,118,1008,"Chethan Kumar",5,"lattie abdou"
174,2,102,"latty abdul-raqib",4,102,1000,"Milana Hagan",2,"latty abdul-raqib"
175,19,115,"latu abdula",1,115,1005,"Raymond Nash",19,"latu abdula"
178,10,110,"latunia abdulla",4,110,1009,"Riaz Baldwin",10,"latunia abdulla"
179,11,103,"latunja abdullah",4,103,1005,"Fletcher Barrett",11,"latunja abdullah"
180,2,113,"latunya abdullai",1,113,1008,"Harry Wes",2,"latunya abdullai"
181,12,106,"latusha candela",1,106,1007,"Khalil Hilton",12,"latusha candela"
182,1,120,"latvieu candelaria",1,120,1010,"Aarti Mehta",1,"latvieu candelaria"
184,18,114,"latwan candell",1,114,1000,"King Loius",18,"latwan candell"
185,11,119,"latwana candella",1,119,1009,"Elizabeth Kingston",11,"latwana candella"
186,7,107,"latwanda canders",1,107,1007,"Dione Jefferson",7,"latwanda canders"
187,4,101,"latwanna candia",1,101,1000,"Giovanni Alford",4,"latwanna candia"
188,11,118,"latwon candido",1,118,1008,"Chethan Kumar",11,"latwon candido"
189,5,107,"latya candill",1,107,1007,"Dione Jefferson",5,"latya candill"
190,10,120,"latyia candis",1,120,1010,"Aarti Mehta",10,"latyia candis"
195,20,109,"lau candon",4,109,1008,"Sinead Coleman",20,"lau candon"
199,14,105,"lauber canedy",4,105,1006,"Rahim Contreras",14,"lauber canedy"
200,12,106,"laubert caneer",4,106,1007,"Khalil Hilton",12,"laubert caneer"
216,1,108,"lauder jiminez",4,108,1006,"Calum Ellwood",1,"lauder jiminez"
220,19,109,"laudine jimmerson",4,109,1008,"Sinead Coleman",19,"laudine jimmerson"
221,5,101,"laudny jimmi",4,101,1000,"Giovanni Alford",5,"laudny jimmi"
237,10,119,"launce jinwright",4,119,1009,"Elizabeth Kingston",10,"launce jinwright"
241,7,110,"laundyn jirak",4,110,1009,"Riaz Baldwin",7,"laundyn jirak"
242,17,109,"launi jiran",4,109,1008,"Sinead Coleman",17,"launi jiran"
258,13,102,"monastersky jitender",4,102,1000,"Milana Hagan",13,"monastersky jitender"
262,2,115,"monbarren jittender",4,115,1005,"Raymond Nash",2,"monbarren jittender"
263,9,110,"moncada jitu",4,110,1009,"Riaz Baldwin",9,"moncada jitu"
279,2,115,"moncia rentas-rivera",4,115,1005,"Raymond Nash",2,"moncia rentas-rivera"
283,19,111,"moncur rentfrow",4,111,1010,"Laura Richards",19,"moncur rentfrow"
284,6,113,"moncus rentie",4,113,1008,"Harry Wes",6,"moncus rentie"
300,15,111,"mone renzo",4,111,1010,"Laura Richards",15,"mone renzo"
304,1,108,"monecia reola",4,108,1006,"Calum Ellwood",1,"monecia reola"
305,5,115,"monee reome",4,115,1005,"Raymond Nash",5,"monee reome"
321,6,120,"raequon repko",4,120,1010,"Aarti Mehta",6,"raequon repko"
325,14,120,"raesha repoff",4,120,1010,"Aarti Mehta",14,"raesha repoff"
326,6,118,"raeshaun reposa",4,118,1008,"Chethan Kumar",6,"raeshaun reposa"
342,14,108,"raeya rijakpal",4,108,1006,"Calum Ellwood",14,"raeya rijakpal"
346,8,119,"supat rijvan",4,119,1009,"Elizabeth Kingston",8,"supat rijvan"
347,19,105,"supen rijwan",4,105,1006,"Rahim Contreras",19,"supen rijwan"
363,1,105,"surah swelgart",4,105,1006,"Rahim Contreras",1,"surah swelgart"
367,15,115,"suraj swenceski",4,115,1005,"Raymond Nash",15,"suraj swenceski"
368,11,101,"surajbhan tokley",4,101,1000,"Giovanni Alford",11,"surajbhan tokley"
384,13,107,"suren tolefree",4,107,1007,"Dione Jefferson",13,"suren tolefree"
388,5,107,"surendr toles",4,107,1007,"Dione Jefferson",5,"surendr toles"
389,15,117,"surendra toleston",4,117,1006,"Deppak Krishna",15,"surendra toleston"
