CustomerKey,GeographyKey,CustomerAlternateKey,Title,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,SpanishEducation,FrenchEducation,EnglishOccupation,SpanishOccupation,FrenchOccupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CommuteDistance,FullName
14839,238,"AW00014839","","Natasha","","Sanz",False,1982-11-15 00:00:00.000,"S","","F","natasha20@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"8489 Seaview Ave.","","1 (11) 500 555-0115",2013-06-01 00:00:00.000,"2-5 Miles","Natasha  Sanz"
14840,277,"AW00014840","","Autumn","","Zhu",False,1983-04-22 00:00:00.000,"S","","F","autumn13@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"5115 Meadowbrook Court","","1 (11) 500 555-0193",2013-02-21 00:00:00.000,"2-5 Miles","Autumn  Zhu"
14848,186,"AW00014848","","George","","Louverdis",False,1981-03-09 00:00:00.000,"S","","M","george5@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"Attaché de Presse","","1 (11) 500 555-0171",2012-05-11 00:00:00.000,"2-5 Miles","George  Louverdis"
14849,142,"AW00014849","","Dwayne","","Martin",False,1981-04-10 00:00:00.000,"S","","M","dwayne0@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"Zollhof 6678","","1 (11) 500 555-0191",2013-04-01 00:00:00.000,"0-1 Miles","Dwayne  Martin"
14991,272,"AW00014991","","Edwin","","Zhao",False,1981-08-25 00:00:00.000,"S","","M","edwin11@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"973 Broadway Street","","1 (11) 500 555-0135",2011-07-19 00:00:00.000,"0-1 Miles","Edwin  Zhao"
16317,263,"AW00016317","","Joel","","Raman",False,1983-03-23 00:00:00.000,"S","","M","joel11@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"9546 Cardinal Ct.","","1 (11) 500 555-0178",2012-02-17 00:00:00.000,"0-1 Miles","Joel  Raman"
16452,232,"AW00016452","","Cassie","","Luo",False,1983-05-21 00:00:00.000,"S","","F","cassie4@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"9428 Mehaffey Way","","1 (11) 500 555-0196",2012-03-04 00:00:00.000,"0-1 Miles","Cassie  Luo"
16453,271,"AW00016453","","Mayra","","Chandra",False,1982-10-07 00:00:00.000,"S","","F","mayra1@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"8614 Lagoon Court","","1 (11) 500 555-0133",2013-04-10 00:00:00.000,"2-5 Miles","Mayra  Chandra"
16458,132,"AW00016458","","Michele","","Ruiz",False,1982-06-18 00:00:00.000,"S","","F","michele37@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"Pascalstr 24","","1 (11) 500 555-0158",2013-03-27 00:00:00.000,"2-5 Miles","Michele  Ruiz"
16460,277,"AW00016460","","Jodi","","Xu",False,1982-05-17 00:00:00.000,"S","","F","jodi5@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"6594 Bent Tree Lane","","1 (11) 500 555-0139",2013-06-15 00:00:00.000,"2-5 Miles","Jodi  Xu"
16461,279,"AW00016461","","Rosa","","Wu",False,1981-08-05 00:00:00.000,"S","","F","rosa7@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"939 Vista Del Diablo","","1 (11) 500 555-0155",2012-03-01 00:00:00.000,"0-1 Miles","Rosa  Wu"
18038,207,"AW00018038","","Kelli","","Kumar",False,1980-11-14 00:00:00.000,"S","","F","kelli30@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"76, rue Pierre-Demoulin","","1 (11) 500 555-0175",2011-08-11 00:00:00.000,"2-5 Miles","Kelli  Kumar"
18048,229,"AW00018048","","Alisha","","Sun",False,1980-04-04 00:00:00.000,"S","","F","alisha13@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"4096 San Remo","","1 (11) 500 555-0137",2013-11-18 00:00:00.000,"1-2 Miles","Alisha  Sun"
19371,168,"AW00019371","","Roy","","Mehta",False,1982-12-05 00:00:00.000,"S","","M","roy14@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"Winter der Böck 8559","","1 (11) 500 555-0112",2013-10-31 00:00:00.000,"2-5 Miles","Roy  Mehta"
19377,121,"AW00019377","","Dominic","","Chandra",False,1981-08-25 00:00:00.000,"S","","M","dominic3@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"Krönerweg 92","","1 (11) 500 555-0119",2014-01-20 00:00:00.000,"2-5 Miles","Dominic  Chandra"
19380,183,"AW00019380","","Marshall","","Luo",False,1981-01-07 00:00:00.000,"S","","M","marshall27@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"Attaché de Presse","","1 (11) 500 555-0125",2012-08-28 00:00:00.000,"2-5 Miles","Marshall  Luo"
19381,222,"AW00019381","","Brandi","","Romero",False,1980-07-11 00:00:00.000,"S","","F","brandi9@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"21, cours Mirabeau","","1 (11) 500 555-0131",2012-09-20 00:00:00.000,"2-5 Miles","Brandi  Romero"
19386,183,"AW00019386","","Allen","","Martinez",False,1979-12-23 00:00:00.000,"S","","M","allen16@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"810, rue des Rosiers","","1 (11) 500 555-0110",2012-09-07 00:00:00.000,"2-5 Miles","Allen  Martinez"
19390,223,"AW00019390","","Terrance","","Perez",False,1984-04-01 00:00:00.000,"S","","M","terrance19@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"33, rue Georges-Clémenceau","","1 (11) 500 555-0119",2013-08-02 00:00:00.000,"1-2 Miles","Terrance  Perez"
19509,131,"AW00019509","","Nancy","","Suri",False,1981-07-18 00:00:00.000,"S","","F","nancy5@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"Marketplatz 5292","","1 (11) 500 555-0119",2013-11-02 00:00:00.000,"2-5 Miles","Nancy  Suri"
19516,207,"AW00019516","","Kaitlyn","","Griffin",False,1980-07-08 00:00:00.000,"S","","F","kaitlyn88@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"55, rue de Courtaboeuf","","1 (11) 500 555-0115",2013-03-24 00:00:00.000,"0-1 Miles","Kaitlyn  Griffin"
19517,222,"AW00019517","","Max","","Gomez",False,1981-03-21 00:00:00.000,"S","","M","max2@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"6, rue de Cambrai","","1 (11) 500 555-0113",2012-12-14 00:00:00.000,"2-5 Miles","Max  Gomez"
19518,159,"AW00019518","","Clifford","","Arun",False,1980-07-09 00:00:00.000,"S","","M","clifford7@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"Pascalstr 756","","1 (11) 500 555-0176",2011-12-16 00:00:00.000,"2-5 Miles","Clifford  Arun"
20948,209,"AW00020948","","Xavier","","White",False,1981-01-05 00:00:00.000,"S","","M","xavier10@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"4+B347533, place de la République","","1 (11) 500 555-0113",2013-03-24 00:00:00.000,"0-1 Miles","Xavier  White"
20955,208,"AW00020955","","Dawn","","Pal",False,1986-03-08 00:00:00.000,"S","","F","dawn36@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"51, rue de la Cavalerie","","1 (11) 500 555-0152",2013-12-03 00:00:00.000,"2-5 Miles","Dawn  Pal"
20958,178,"AW00020958","","Gerald","","Alonso",False,1981-03-25 00:00:00.000,"S","","M","gerald16@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"Buergermeister-ulrich-str 2411","","1 (11) 500 555-0160",2013-01-29 00:00:00.000,"0-1 Miles","Gerald  Alonso"
21126,196,"AW00021126","","Kaitlin","","Gonzalez",False,1981-05-06 00:00:00.000,"S","","F","kaitlin17@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"534, rue des Grands Champs","","1 (11) 500 555-0117",2013-04-22 00:00:00.000,"2-5 Miles","Kaitlin  Gonzalez"
21128,117,"AW00021128","","Kenneth","","Andersen",False,1980-12-17 00:00:00.000,"S","","M","kenneth11@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"Wertheimer Straße 854","","1 (11) 500 555-0185",2013-06-28 00:00:00.000,"0-1 Miles","Kenneth  Andersen"
22532,269,"AW00022532","","Ryan","","Thomas",False,1982-02-07 00:00:00.000,"S","","M","ryan50@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"5716 Weatherly Drive","","1 (11) 500 555-0197",2013-12-03 00:00:00.000,"2-5 Miles","Ryan  Thomas"
22541,151,"AW00022541","","Stefanie","","Martinez",False,1979-06-25 00:00:00.000,"S","","F","stefanie15@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"Im Himmelsweg 27","","1 (11) 500 555-0120",2013-04-29 00:00:00.000,"2-5 Miles","Stefanie  Martinez"
22707,171,"AW00022707","","Haley","","Russell",False,1981-07-18 00:00:00.000,"S","","F","haley39@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"Pascalstr 7","","1 (11) 500 555-0119",2013-08-11 00:00:00.000,"2-5 Miles","Haley  Russell"
22712,184,"AW00022712","","Monique","","Romero",False,1979-08-06 00:00:00.000,"S","","F","monique5@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"16, rue des Grands Champs","","1 (11) 500 555-0145",2013-10-20 00:00:00.000,"2-5 Miles","Monique  Romero"
23444,207,"AW00023444","","Aidan","","Washington",False,1979-05-13 00:00:00.000,"S","","M","aidan14@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"20, rue Royale","","1 (11) 500 555-0148",2013-10-06 00:00:00.000,"2-5 Miles","Aidan  Washington"
23748,211,"AW00023748","","Yolanda","","Pal",False,1983-08-16 00:00:00.000,"S","","F","yolanda11@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"19, avenue de la Gare","","1 (11) 500 555-0110",2013-10-07 00:00:00.000,"2-5 Miles","Yolanda  Pal"
23958,213,"AW00023958","","Amy","","Lin",False,1981-04-15 00:00:00.000,"S","","F","amy15@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"10, place Beaubernard","","1 (11) 500 555-0129",2013-11-19 00:00:00.000,"2-5 Miles","Amy  Lin"
23959,155,"AW00023959","","Amber","","Parker",False,1980-11-29 00:00:00.000,"S","","F","amber7@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"Platz des Landtags 433","","1 (11) 500 555-0198",2013-02-24 00:00:00.000,"0-1 Miles","Amber  Parker"
23961,175,"AW00023961","","Karen","","Huang",False,1980-12-19 00:00:00.000,"S","","F","karen15@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"Galeriestr 6266","","1 (11) 500 555-0122",2013-08-27 00:00:00.000,"2-5 Miles","Karen  Huang"
24120,133,"AW00024120","","Kaitlyn","","Allen",False,1982-11-15 00:00:00.000,"S","","F","kaitlyn22@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"Dunckerstr 48523","","1 (11) 500 555-0183",2013-03-25 00:00:00.000,"2-5 Miles","Kaitlyn  Allen"
25508,147,"AW00025508","","Melissa","","Cook",False,1982-12-01 00:00:00.000,"S","","F","melissa43@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"Brunnenstr 44","","1 (11) 500 555-0175",2013-11-03 00:00:00.000,"0-1 Miles","Melissa  Cook"
25528,121,"AW00025528","","Alexandria","","Butler",False,1980-02-02 00:00:00.000,"S","","F","alexandria14@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"Auf der Krone 992","","1 (11) 500 555-0126",2013-11-12 00:00:00.000,"2-5 Miles","Alexandria  Butler"
25667,149,"AW00025667","","Jaclyn","","Gao",False,1983-04-27 00:00:00.000,"S","","F","jaclyn16@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"Marketplatz 5492","","1 (11) 500 555-0135",2013-04-28 00:00:00.000,"2-5 Miles","Jaclyn  Gao"
25674,150,"AW00025674","","Reginald","","Navarro",False,1982-01-23 00:00:00.000,"S","","M","reginald17@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"Wolfgangstraße 72","","1 (11) 500 555-0147",2013-03-07 00:00:00.000,"0-1 Miles","Reginald  Navarro"
25675,264,"AW00025675","","Joe","","Blanco",False,1981-12-09 00:00:00.000,"S","","M","joe39@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"1781 Camino Solano","","1 (11) 500 555-0110",2013-02-15 00:00:00.000,"0-1 Miles","Joe  Blanco"
25679,222,"AW00025679","","Meredith","","Rodriguez",False,1980-12-18 00:00:00.000,"S","","F","meredith19@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"92, rue Henri Gagnon","","1 (11) 500 555-0130",2013-09-06 00:00:00.000,"2-5 Miles","Meredith  Rodriguez"
25680,123,"AW00025680","","Manuel","","Subram",False,1981-03-25 00:00:00.000,"S","","M","manuel11@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"Residenz Straße 449","","1 (11) 500 555-0120",2013-06-15 00:00:00.000,"2-5 Miles","Manuel  Subram"
25681,155,"AW00025681","","Melinda","","Serrano",False,1980-08-29 00:00:00.000,"S","","F","melinda11@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"Wertheimer Straße 895","","1 (11) 500 555-0198",2013-02-28 00:00:00.000,"2-5 Miles","Melinda  Serrano"
26212,133,"AW00026212","","Summer","","Martinez",False,1984-11-03 00:00:00.000,"S","","F","summer15@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"Am Kreuz 555","","1 (11) 500 555-0169",2013-10-05 00:00:00.000,"2-5 Miles","Summer  Martinez"
26874,118,"AW00026874","","Jorge","","Zhang",False,1983-05-19 00:00:00.000,"S","","M","jorge1@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"Hochstr 8222","","1 (11) 500 555-0198",2013-05-01 00:00:00.000,"2-5 Miles","Jorge  Zhang"
26876,260,"AW00026876","","Holly","","Lopez",False,1983-01-22 00:00:00.000,"S","","F","holly16@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"8965 Rheem Blvd.","","1 (11) 500 555-0115",2013-06-12 00:00:00.000,"0-1 Miles","Holly  Lopez"
26886,267,"AW00026886","","Jasmine","","Robinson",False,1982-05-12 00:00:00.000,"S","","F","jasmine15@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"8611 Park Lane Circle","","1 (11) 500 555-0118",2013-06-21 00:00:00.000,"0-1 Miles","Jasmine  Robinson"
26975,186,"AW00026975","","Janet","","Ward",False,1984-10-04 00:00:00.000,"S","","F","janet29@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"2802, boulevard Beau Marchais","","1 (11) 500 555-0175",2013-07-07 00:00:00.000,"1-2 Miles","Janet  Ward"
27153,211,"AW00027153","","Gina","","Ruiz",False,1980-02-08 00:00:00.000,"S","","F","gina2@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"44, rue Saint Denis","","1 (11) 500 555-0160",2013-03-26 00:00:00.000,"0-1 Miles","Gina  Ruiz"
27154,121,"AW00027154","","Holly","","Arun",False,1980-06-18 00:00:00.000,"S","","F","holly8@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"Wallstr 24","","1 (11) 500 555-0162",2013-10-20 00:00:00.000,"2-5 Miles","Holly  Arun"
28424,233,"AW00028424","","Neil","","Romero",False,1982-07-20 00:00:00.000,"S","","M","neil8@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"4657 Price Lane","","1 (11) 500 555-0137",2013-11-13 00:00:00.000,"0-1 Miles","Neil  Romero"
28426,246,"AW00028426","","Melvin","","Xie",False,1983-02-15 00:00:00.000,"S","","M","melvin3@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"3713 Rollingwood Dr.","","1 (11) 500 555-0149",2013-10-11 00:00:00.000,"2-5 Miles","Melvin  Xie"
28427,247,"AW00028427","","Yolanda","","Deng",False,1982-10-08 00:00:00.000,"S","","F","yolanda1@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"1979 Driving Drive","","1 (11) 500 555-0151",2013-11-11 00:00:00.000,"0-1 Miles","Yolanda  Deng"
28438,271,"AW00028438","","Heidi","","Sanchez",False,1981-12-30 00:00:00.000,"S","","F","heidi23@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"277 South Royal Links","","1 (11) 500 555-0114",2013-12-04 00:00:00.000,"0-1 Miles","Heidi  Sanchez"
28444,209,"AW00028444","","Pedro","","Sai",False,1981-05-18 00:00:00.000,"S","","M","pedro6@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"2, rue Pierre-Demoulin","","1 (11) 500 555-0173",2013-03-20 00:00:00.000,"0-1 Miles","Pedro  Sai"
28445,154,"AW00028445","","Shaun","","She",False,1981-06-17 00:00:00.000,"S","","M","shaun2@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"Bundesallee 5511","","1 (11) 500 555-0190",2013-11-10 00:00:00.000,"0-1 Miles","Shaun  She"
28723,273,"AW00028723","","Ryan","","Yang",False,1979-04-22 00:00:00.000,"S","","M","ryan31@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"9903 Clearland Circle","","1 (11) 500 555-0191",2013-04-04 00:00:00.000,"0-1 Miles","Ryan  Yang"
28730,269,"AW00028730","","Nicole","","Robinson",False,1985-04-18 00:00:00.000,"S","","F","nicole18@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"9430 Thornhill Place","","1 (11) 500 555-0137",2013-02-03 00:00:00.000,"2-5 Miles","Nicole  Robinson"
29429,203,"AW00029429","","Marie","","Suarez",False,1980-11-18 00:00:00.000,"S","","F","marie43@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","0",1,"6186, place du Tertre","","1 (11) 500 555-0111",2013-12-12 00:00:00.000,"0-1 Miles","Marie  Suarez"
11471,207,"AW00011471","","Latasha","","Suarez",False,1979-03-25 00:00:00.000,"S","","F","latasha19@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé","1",1,"29, avenue de la Gare","","1 (11) 500 555-0180",2013-05-17 00:00:00.000,"2-5 Miles","Latasha  Suarez"
