Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Postal Code,City,State,Country,Region,Market,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,Delivery Days,Year
30641,IN-2015-CC122207-42313,2015-11-05 00:00:00.000,2015-11-11 00:00:00.000,Standard Class,CC-122207,Chris Cortes,Consumer,,Tamworth,New South Wales,Australia,Oceania,Asia Pacific,OFF-PA-4481,Office Supplies,Paper,"Green Bar Parchment Paper, 8.5 x 11",124.92,6,0.0,48.60000000000001,5.26,Medium,6,2015
36382,CA-2013-ME17320140-41444,2013-06-19 00:00:00.000,2013-06-23 00:00:00.000,Standard Class,ME-173201402,Maria Etezadi,Home Office,75081.0,Dallas,Texas,United States,Central US,USCA,OFF-BI-4377,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",5.791999999999999,2,0.8,-9.5568,1.41,Medium,4,2013
35414,CA-2013-TS21340140-41602,2013-11-24 00:00:00.000,2013-11-29 00:00:00.000,Standard Class,TS-213401404,Toby Swindell,Consumer,90036.0,Los Angeles,California,United States,Western US,USCA,OFF-PA-6589,Office Supplies,Paper,Xerox 225,19.44,3,0.0,9.3312,1.68,Medium,5,2013
1012,MX-2012-RB1946531-41079,2012-06-19 00:00:00.000,2012-06-25 00:00:00.000,Standard Class,RB-1946531,Rick Bensley,Home Office,,Bayamo,Granma,Cuba,Caribbean,LATAM,OFF-ST-6282,Office Supplies,Storage,"Tenex Trays, Industrial",109.37999999999997,3,0.0,42.6,11.934,Medium,6,2012
1696,MX-2013-EB1370582-41307,2013-02-02 00:00:00.000,2013-02-07 00:00:00.000,Standard Class,EB-1370582,Ed Braxton,Corporate,,Mexico City,Distrito Federal,Mexico,Central America,LATAM,FUR-CH-5368,Furniture,Chairs,"Novimex Bag Chairs, Red",73.536,3,0.2,-9.204,2.5940000000000003,Medium,5,2013
48474,RO-2015-EM4095107-42103,2015-04-09 00:00:00.000,2015-04-11 00:00:00.000,First Class,EM-4095107,Eudokia Martin,Corporate,,Oradea,Bihor,Romania,Eastern Europe,Europe,FUR-FU-3948,Furniture,Furnishings,"Deflect-O Light Bulb, Durable",16.019999999999996,1,0.0,8.01,4.09,Critical,2,2015
15773,ES-2014-PW19030139-41805,2014-06-15 00:00:00.000,2014-06-22 00:00:00.000,Standard Class,PW-19030139,Pauline Webber,Corporate,,London,England,United Kingdom,Northern Europe,Europe,TEC-MA-4193,Technology,Machines,"Epson Card Printer, Durable",1071.441,7,0.1,285.621,63.86,Low,7,2014
48724,SF-2014-NS8505117-42004,2014-12-31 00:00:00.000,2015-01-06 00:00:00.000,Standard Class,NS-8505117,Neola Schneider,Consumer,,Pretoria,Gauteng,South Africa,Southern Africa,Africa,OFF-AR-6113,Office Supplies,Art,"Stanley Highlighters, Water Color",17.88,1,0.0,6.0600000000000005,1.35,Low,6,2014
4365,MX-2015-SC2002031-42172,2015-06-17 00:00:00.000,2015-06-22 00:00:00.000,Standard Class,SC-2002031,Sam Craven,Consumer,,Santiago de Cuba,Santiago de Cuba,Cuba,Caribbean,LATAM,OFF-ST-6059,Office Supplies,Storage,"Smead Shelving, Single Width",65.28,2,0.0,20.2,2.997,High,5,2015
3916,MX-2015-AB1025531-42229,2015-08-13 00:00:00.000,2015-08-20 00:00:00.000,Standard Class,AB-1025531,Alejandro Ballentine,Home Office,,Holguín,Holguín,Cuba,Caribbean,LATAM,TEC-PH-5845,Technology,Phones,"Samsung Speaker Phone, VoIP",82.22,1,0.0,18.08,3.071,Medium,7,2015
50977,UP-2013-PJ9015137-41353,2013-03-20 00:00:00.000,2013-03-23 00:00:00.000,First Class,PJ-9015137,Pauline Johnson,Consumer,,Dnipropetrovs'k,Dnipropetrovs'k,Ukraine,Eastern Europe,Europe,FUR-TA-3352,Furniture,Tables,"Barricks Training Table, Adjustable Height",4486.86,14,0.0,1435.56,50.43,Critical,3,2013
11335,ES-2013-TM2149048-41534,2013-09-17 00:00:00.000,2013-09-23 00:00:00.000,Standard Class,TM-2149048,Tony Molinari,Consumer,,Viersen,North Rhine-Westphalia,Germany,Western Europe,Europe,OFF-LA-6052,Office Supplies,Labels,"Smead Removable Labels, Laser Printer Compatible",51.6,5,0.0,15.9,3.04,Medium,6,2013
29773,ID-2015-JW16075144-42368,2015-12-30 00:00:00.000,2016-01-01 00:00:00.000,First Class,JW-16075144,Julia West,Consumer,,Ho Chi Minh City,Ho Chí Minh City,Vietnam,Southeastern Asia,Asia Pacific,OFF-AR-5930,Office Supplies,Art,"Sanford Sketch Pad, Blue",113.2452,3,0.17,6.775199999999995,5.34,High,2,2015
40095,US-2014-VM21685140-41736,2014-04-07 00:00:00.000,2014-04-11 00:00:00.000,Standard Class,VM-216851406,Valerie Mitchum,Home Office,5408.0,Burlington,Vermont,United States,Eastern US,USCA,TEC-PH-5364,Technology,Phones,Nortel Meridian M5316 Digital phone,1294.75,5,0.0,336.635,214.54,High,4,2014
8885,US-2015-TS2108555-42101,2015-04-07 00:00:00.000,2015-04-09 00:00:00.000,First Class,TS-2108555,Thais Sissman,Consumer,,Tegucigalpa,Francisco Morazán,Honduras,Central America,LATAM,FUR-CH-5774,Furniture,Chairs,"SAFCO Executive Leather Armchair, Black",367.19999999999993,2,0.4,-36.719999999999935,52.24,High,2,2015
46076,TU-2014-KL6645134-41818,2014-06-28 00:00:00.000,2014-06-30 00:00:00.000,First Class,KL-6645134,Ken Lonsdale,Consumer,,Etimesgut,Ankara,Turkey,Western Asia,Asia Pacific,OFF-BI-2891,Office Supplies,Binders,"Acco Binder Covers, Clear",10.224,2,0.6,-4.355999999999998,1.19,High,2,2014
48669,GV-2015-CD228052-42357,2015-12-19 00:00:00.000,2015-12-23 00:00:00.000,Standard Class,CD-228052,Christina DeMoss,Consumer,,Nzerekore,Nzérékoré,Guinea,Western Africa,Africa,OFF-ST-5709,Office Supplies,Storage,"Rogers Trays, Blue",123.36,2,0.0,36.96,4.29,Medium,4,2015
49328,IR-2014-AR54060-41972,2014-11-29 00:00:00.000,2014-12-05 00:00:00.000,Standard Class,AR-54060,Andy Reiter,Consumer,,Shiraz,Fars,Iran,Southern Asia,Asia Pacific,OFF-AR-3526,Office Supplies,Art,"Boston Canvas, Easy-Erase",107.82,2,0.0,24.78,9.44,Medium,6,2014
27747,IN-2015-MC1742559-42346,2015-12-08 00:00:00.000,2015-12-14 00:00:00.000,Standard Class,MC-1742559,Mark Cousins,Corporate,,Samarinda,Kalimantan Timur,Indonesia,Southeastern Asia,Asia Pacific,TEC-PH-5842,Technology,Phones,"Samsung Smart Phone, with Caller ID",3696.0315,7,0.17,756.8715,234.16,Medium,6,2015
41806,EG-2015-JH582038-42252,2015-09-05 00:00:00.000,2015-09-10 00:00:00.000,Standard Class,JH-582038,John Huston,Consumer,,Alexandria,Al Iskandariyah,Egypt,North Africa,Africa,OFF-AR-3452,Office Supplies,Art,"BIC Highlighters, Easy-Erase",19.200000000000003,1,0.0,4.41,1.11,Medium,5,2015
41387,SF-2012-CM2715117-41040,2012-05-11 00:00:00.000,2012-05-16 00:00:00.000,Standard Class,CM-2715117,Craig Molinari,Corporate,,Pretoria,Gauteng,South Africa,Southern Africa,Africa,TEC-PH-5247,Technology,Phones,"Motorola Audio Dock, Full Size",174.66,1,0.0,52.38,18.58,Medium,5,2012
11070,ES-2014-SC20305120-41909,2014-09-27 00:00:00.000,2014-09-27 00:00:00.000,Same Day,SC-20305120,Sean Christensen,Consumer,,Benidorm,Valenciana,Spain,Southern Europe,Europe,FUR-FU-5733,Furniture,Furnishings,"Rubbermaid Light Bulb, Durable",47.60999999999999,3,0.0,18.99,24.72,Critical,0,2014
23435,IN-2014-BM116507-41884,2014-09-02 00:00:00.000,2014-09-06 00:00:00.000,Standard Class,BM-116507,Brian Moss,Corporate,,Adelaide,South Australia,Australia,Oceania,Asia Pacific,OFF-AP-4505,Office Supplies,Appliances,"Hamilton Beach Stove, Black",487.593,1,0.1,59.583000000000006,36.41,Medium,4,2014
17377,ES-2014-FM14380120-41664,2014-01-25 00:00:00.000,2014-01-27 00:00:00.000,Second Class,FM-14380120,Fred McMath,Consumer,,Madrid,Madrid,Spain,Southern Europe,Europe,OFF-BI-3738,Office Supplies,Binders,"Cardinal Index Tab, Durable",22.86,3,0.0,10.26,2.86,High,2,2014
137,MX-2015-FW143955-42306,2015-10-29 00:00:00.000,2015-11-03 00:00:00.000,Standard Class,FW-143955,Fred Wasserman,Corporate,,Mendoza,Mendoza,Argentina,South America,LATAM,OFF-BI-6371,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Economy",5.598000000000001,1,0.7,-13.061999999999998,1.403,Medium,5,2015
46466,RS-2013-PG8820108-41585,2013-11-07 00:00:00.000,2013-11-12 00:00:00.000,Standard Class,PG-8820108,Patrick Gardner,Consumer,,Astrakhan',Astrakhan',Russia,Eastern Europe,Europe,TEC-MA-6142,Technology,Machines,"StarTech Inkjet, Wireless",301.89000000000004,1,0.0,0.0,23.66,Medium,5,2013
42751,ZA-2015-AA375146-42070,2015-03-07 00:00:00.000,2015-03-10 00:00:00.000,Second Class,AA-375146,Allen Armold,Consumer,,Livingstone,Southern,Zambia,Eastern Africa,Africa,OFF-FA-3068,Office Supplies,Fasteners,"Advantus Staples, 12 Pack",82.32,8,0.0,5.76,27.39,Critical,3,2015
4835,MX-2015-CR1262539-42027,2015-01-23 00:00:00.000,2015-01-28 00:00:00.000,Second Class,CR-1262539,Corey Roper,Home Office,,Mejicanos,San Salvador,El Salvador,Central America,LATAM,OFF-SU-4312,Office Supplies,Supplies,"Fiskars Ruler, High Speed",28.86,3,0.0,7.74,1.885,Medium,5,2015
8730,US-2015-HH1501082-42272,2015-09-25 00:00:00.000,2015-09-28 00:00:00.000,First Class,HH-1501082,Hilary Holden,Corporate,,Miguel Hidalgo,Distrito Federal,Mexico,Central America,LATAM,FUR-FU-6254,Furniture,Furnishings,"Tenex Frame, Duo Pack",132.048,3,0.4,-55.032,21.867,High,3,2015
32717,CA-2013-RW19540140-41543,2013-09-26 00:00:00.000,2013-09-30 00:00:00.000,Standard Class,RW-195401404,Rick Wilson,Corporate,85204.0,Mesa,Arizona,United States,Western US,USCA,OFF-BI-4374,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,72.588,2,0.7,-48.39199999999998,4.48,Medium,4,2013
21847,ID-2015-AR1057059-42367,2015-12-29 00:00:00.000,2016-01-04 00:00:00.000,Standard Class,AR-1057059,Anemone Ratner,Consumer,,Surakarta,Jawa Tengah,Indonesia,Southeastern Asia,Asia Pacific,OFF-AP-4949,Office Supplies,Appliances,"KitchenAid Blender, Black",161.00339999999997,2,0.17,32.9634,13.87,Medium,6,2015
41160,CA-2015-HR14770140-42019,2015-01-15 00:00:00.000,2015-01-21 00:00:00.000,Standard Class,HR-147701402,Hallie Redmond,Home Office,47374.0,Richmond,Indiana,United States,Central US,USCA,OFF-PA-6428,Office Supplies,Paper,Xerox 188,11.34,1,0.0,5.5566,1.45,Medium,6,2015
32971,CA-2013-SF20965140-41534,2013-09-17 00:00:00.000,2013-09-21 00:00:00.000,Standard Class,SF-209651402,Sylvia Foulston,Corporate,77041.0,Houston,Texas,United States,Central US,USCA,FUR-FU-4764,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,21.936000000000003,2,0.6,-10.419600000000004,3.44,High,4,2013
26480,IN-2014-TB2159558-41968,2014-11-25 00:00:00.000,2014-11-29 00:00:00.000,Second Class,TB-2159558,Troy Blackwell,Consumer,,Patna,Bihar,India,Southern Asia,Asia Pacific,FUR-FU-3028,Furniture,Furnishings,"Advantus Door Stop, Duo Pack",180.36,4,0.0,52.2,35.53,High,4,2014
47702,TU-2015-SC10260134-42192,2015-07-07 00:00:00.000,2015-07-13 00:00:00.000,Standard Class,SC-10260134,Scott Cohen,Corporate,,Istanbul,Istanbul,Turkey,Western Asia,Asia Pacific,OFF-AR-3468,Office Supplies,Art,"BIC Sketch Pad, Blue",19.464,1,0.6,-20.466,1.88,Low,6,2015
32943,CA-2013-VM21685140-41579,2013-11-01 00:00:00.000,2013-11-03 00:00:00.000,First Class,VM-216851406,Valerie Mitchum,Home Office,19140.0,Philadelphia,Pennsylvania,United States,Eastern US,USCA,TEC-AC-5899,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,35.36000000000001,2,0.2,-3.0939999999999994,11.46,Critical,2,2013
16958,ES-2014-SG2047045-41676,2014-02-06 00:00:00.000,2014-02-08 00:00:00.000,First Class,SG-2047045,Sheri Gordon,Consumer,,Vannes,Brittany,France,Western Europe,Europe,FUR-BO-3899,Furniture,Bookcases,"Dania Floating Shelf Set, Pine",153.63,1,0.1,40.95,6.95,High,2,2014
36638,CA-2013-DV13465140-41587,2013-11-09 00:00:00.000,2013-11-14 00:00:00.000,Second Class,DV-134651406,Dianna Vittorini,Consumer,11572.0,Oceanside,New York,United States,Eastern US,USCA,TEC-AC-5151,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),899.95,5,0.0,53.99699999999996,70.36,High,5,2013
37502,CA-2014-CM12445140-41933,2014-10-21 00:00:00.000,2014-10-25 00:00:00.000,Second Class,CM-124451402,Chuck Magee,Consumer,77095.0,Houston,Texas,United States,Central US,USCA,OFF-PA-3508,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",51.016000000000005,7,0.2,15.942499999999992,4.69,Medium,4,2014
12527,ES-2014-CM1183048-41864,2014-08-13 00:00:00.000,2014-08-19 00:00:00.000,Standard Class,CM-1183048,Cari MacIntyre,Corporate,,Hamburg,Hamburg,Germany,Western Europe,Europe,TEC-PH-3141,Technology,Phones,"Apple Office Telephone, VoIP",392.22,6,0.0,149.03999999999996,21.3,Medium,6,2014
39546,CA-2013-MS17365140-41338,2013-03-05 00:00:00.000,2013-03-09 00:00:00.000,Second Class,MS-173651402,Maribeth Schnelling,Consumer,60653.0,Chicago,Illinois,United States,Central US,USCA,OFF-BI-5588,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",11.211999999999998,2,0.8,-16.818000000000005,1.89,High,4,2013
43749,SG-2015-NC8340111-42334,2015-11-26 00:00:00.000,2015-11-30 00:00:00.000,Standard Class,NC-8340111,Nat Carroll,Consumer,,Saint-Louis,Saint-Louis,Senegal,Western Africa,Africa,OFF-ST-6283,Office Supplies,Storage,"Tenex Trays, Single Width",54.24,1,0.0,20.61,5.26,High,4,2015
16903,ES-2012-VS2182048-41191,2012-10-09 00:00:00.000,2012-10-12 00:00:00.000,First Class,VS-2182048,Vivek Sundaresam,Consumer,,Troisdorf,North Rhine-Westphalia,Germany,Western Europe,Europe,OFF-BI-3249,Office Supplies,Binders,"Avery Binder Covers, Recycled",34.29,3,0.0,12.330000000000002,4.01,High,3,2012
5453,MX-2015-EH1394582-42284,2015-10-07 00:00:00.000,2015-10-11 00:00:00.000,Standard Class,EH-1394582,Eric Hoffmann,Consumer,,Mérida,Yucatán,Mexico,Central America,LATAM,TEC-AC-5195,Technology,Accessories,"Memorex Flash Drive, Programmable",41.2,2,0.0,18.12,2.592,Medium,4,2015
43232,SA-2015-MP8175110-42279,2015-10-02 00:00:00.000,2015-10-08 00:00:00.000,Standard Class,MP-8175110,Mike Pelletier,Home Office,,Al Mubarraz,Ash Sharqiyah,Saudi Arabia,Western Asia,Asia Pacific,OFF-BI-3187,Office Supplies,Binders,"Avery 3-Hole Punch, Durable",58.74000000000001,2,0.0,20.52,8.96,Low,6,2015
30216,ID-2014-KN16390102-41725,2014-03-27 00:00:00.000,2014-04-03 00:00:00.000,Standard Class,KN-16390102,Katherine Nockton,Corporate,,Manila,National Capital,Philippines,Southeastern Asia,Asia Pacific,OFF-LA-3312,Office Supplies,Labels,"Avery Removable Labels, Alphabetical",11.616,2,0.45,-5.304000000000002,1.62,Medium,7,2014
22028,ID-2012-PA19060102-40999,2012-03-31 00:00:00.000,2012-04-04 00:00:00.000,Standard Class,PA-19060102,Pete Armstrong,Home Office,,Manila,National Capital,Philippines,Southeastern Asia,Asia Pacific,OFF-ST-5689,Office Supplies,Storage,"Rogers Box, Wire Frame",25.344,2,0.45,-6.036,2.99,High,4,2012
7780,US-2014-SG2060582-41830,2014-07-10 00:00:00.000,2014-07-14 00:00:00.000,Standard Class,SG-2060582,Speros Goranitis,Consumer,,Metepec,México,Mexico,Central America,LATAM,FUR-FU-6257,Furniture,Furnishings,"Tenex Light Bulb, Black",30.287999999999997,4,0.4,-3.072,1.611,Medium,4,2014
27789,IN-2015-DK1289559-42284,2015-10-07 00:00:00.000,2015-10-10 00:00:00.000,First Class,DK-1289559,Dana Kaydos,Consumer,,Jambi,Jambi,Indonesia,Southeastern Asia,Asia Pacific,OFF-AP-3567,Office Supplies,Appliances,"Breville Coffee Grinder, Red",256.719,5,0.17,46.26899999999999,52.89,High,3,2015
