Customer ID,Customer Name,Segment,First Name,Last Name,Palindrome
"BD-11635","Brian Derr","Consumer","Brian","Derr",0
"EM-14065","Erin Mull","Consumer","Erin","Mull",0
"DL-13315","Delfina Latchford","Consumer","Delfina","Latchford",0
"DJ-13630","Doug Jacobs","Consumer","Doug","Jacobs",0
"DW-13540","Don Weiss","Consumer","Don","Weiss",0
"CD-11920","Carlos Daly","Consumer","Carlos","Daly",0
"JF-15190","Jamie Frazer","Consumer","Jamie","Frazer",0
"CM-12115","Chad McGuire","Consumer","Chad","McGuire",0
"DP-13165","David Philippe","Consumer","David","Philippe",0
"MO-17500","Mary O'Rourke","Consumer","Mary","O'Rourke",0
"JM-15535","Jessica Myrick","Consumer","Jessica","Myrick",0
"BW-11065","Barry Weirich","Consumer","Barry","Weirich",0
"PR-18880","Patrick Ryan","Consumer","Patrick","Ryan",0
"TG-21310","Toby Gnade","Consumer","Toby","Gnade",0
"SM-20905","Susan MacKendrick","Consumer","Susan","MacKendrick",0
"JG-15115","Jack Garza","Consumer","Jack","Garza",0
"PB-19105","Peter BÃ¼hler","Consumer","Peter","BÃ¼hler",0
"DB-13210","Dean Braden","Consumer","Dean","Braden",0
"MN-17935","Michael Nguyen","Consumer","Michael","Nguyen",0
"CM-11935","Carlos Meador","Consumer","Carlos","Meador",0
"NS-18505","Neola Schneider","Consumer","Neola","Schneider",0
"AH-10465","Amy Hunt","Consumer","Amy","Hunt",0
"TS-21610","Troy Staebel","Consumer","Troy","Staebel",0
"GH-14665","Greg Hansen","Consumer","Greg","Hansen",0
"BD-11620","Brian DeCherney","Consumer","Brian","DeCherney",0
"ML-18265","Muhammed Lee","Consumer","Muhammed","Lee",0
"DD-13570","Dorothy Dickinson","Consumer","Dorothy","Dickinson",0
"RE-19405","Ricardo Emerson","Consumer","Ricardo","Emerson",0
"TB-21595","Troy Blackwell","Consumer","Troy","Blackwell",0
"JL-15130","Jack Lebron","Consumer","Jack","Lebron",0
"HM-14980","Henry MacAllister","Consumer","Henry","MacAllister",0
"SJ-20215","Sarah Jordon","Consumer","Sarah","Jordon",0
"BP-11290","Beth Paige","Consumer","Beth","Paige",0
"RD-19930","Russell D'Ascenzo","Consumer","Russell","D'Ascenzo",0
"JH-16180","Justin Hirsh","Consumer","Justin","Hirsh",0
"TS-21505","Tony Sayre","Consumer","Tony","Sayre",0
"HZ-14950","Henia Zydlo","Consumer","Henia","Zydlo",0
"VS-21820","Vivek Sundaresam","Consumer","Vivek","Sundaresam",0
"MO-17950","Michael Oakman","Consumer","Michael","Oakman",0
"CD-11980","Carol Darley","Consumer","Carol","Darley",0
"CR-12730","Craig Reiter","Consumer","Craig","Reiter",0
"JH-15430","Jennifer Halladay","Consumer","Jennifer","Halladay",0
"RH-19555","Ritsa Hightower","Consumer","Ritsa","Hightower",0
"SC-20845","Sung Chung","Consumer","Sung","Chung",0
"SB-20170","Sarah Bern","Consumer","Sarah","Bern",0
"MG-18145","Mike Gockenbach","Consumer","Mike","Gockenbach",0
"RB-19330","Randy Bradley","Consumer","Randy","Bradley",0
"JW-15955","Joni Wasserman","Consumer","Joni","Wasserman",0
"DO-13645","Doug O'Connell","Consumer","Doug","O'Connell",0
"PT-19090","Pete Takahito","Consumer","Pete","Takahito",0
"RW-19690","Robert Waldorf","Consumer","Robert","Waldorf",0
"TS-21085","Thais Sissman","Consumer","Thais","Sissman",0
"LH-16750","Larry Hughes","Consumer","Larry","Hughes",0
"AA-10645","Anna Andreadi","Consumer","Anna","Andreadi",1
"BE-11410","Bob Elias","Consumer","Bob","Elias",1
"JB-16000","Hannah Bell","Consumer","Hannah","Bell",1
"BT-11440","Bob Trafton","Consumer","Bob","Trafton",1
"AC-10660","Anna Chung","Consumer","Anna","Chung",1
"BO-11425","Bob Odegard","Consumer","Bob","Odegard",1
"AG-10675","Anna Gayman","Consumer","Anna","Gayman",1
"AH-10690","Anna HÃ¤berlin","Corporate","Anna","HÃ¤berlin",1
"RA-19885","Ruben Ausman","Corporate","Ruben","Ausman",0
"GK-14620","Grace Kelly","Corporate","Grace","Kelly",0
"GG-14650","Greg Guthrie","Corporate","Greg","Guthrie",0
"GB-14530","George Bell","Corporate","George","Bell",0
"TS-21370","Todd Sumrall","Corporate","Todd","Sumrall",0
"HM-14860","Harry Marie","Corporate","Harry","Marie",0
"AY-10555","Andy Yotov","Corporate","Andy","Yotov",0
"EH-13765","Edward Hooks","Corporate","Edward","Hooks",0
"BP-11095","Bart Pistole","Corporate","Bart","Pistole",0
"MM-18280","Muhammed MacIntyre","Corporate","Muhammed","MacIntyre",0
"TH-21235","Tiffany House","Corporate","Tiffany","House",0
"JB-15400","Jennifer Braxton","Corporate","Jennifer","Braxton",0
"PW-19030","Pauline Webber","Corporate","Pauline","Webber",0
"DV-13045","Darrin Van Huff","Corporate","Darrin","Van Huff",0
"JS-15685","Jim Sink","Corporate","Jim","Sink",0
"EM-14095","Eudokia Martin","Corporate","Eudokia","Martin",0
"JC-16105","Julie Creighton","Corporate","Julie","Creighton",0
"HG-14965","Henry Goldwyn","Corporate","Henry","Goldwyn",0
"FM-14215","Filia McAdams","Corporate","Filia","McAdams",0
"RW-19540","Rick Wilson","Corporate","Rick","Wilson",0
"SC-20770","Stewart Carmichael","Corporate","Stewart","Carmichael",0
"LA-16780","Laura Armstrong","Corporate","Laura","Armstrong",0
"TT-21265","Tim Taslimi","Corporate","Tim","Taslimi",0
"YC-21895","Yoseph Carroll","Corporate","Yoseph","Carroll",0
"MC-17635","Matthew Clasen","Corporate","Matthew","Clasen",0
"AR-10825","Anthony Rawles","Corporate","Anthony","Rawles",0
"JD-15895","Jonathan Doherty","Corporate","Jonathan","Doherty",0
"SP-20860","Sung Pak","Corporate","Sung","Pak",0
"AB-10600","Ann Blume","Corporate","Ann","Blume",0
"MC-18130","Mike Caudle","Corporate","Mike","Caudle",0
"TS-21430","Tom Stivers","Corporate","Tom","Stivers",0
"MF-18250","Monica Federle","Corporate","Monica","Federle",0
