CustomerKey,Customer ID,Customer,City,State-Province,Country-Region,Postal Code
16061,"AW00016061","Miguel Butler","Concord","California","United States","94519"
16371,"AW00016371","Caleb Diaz","Concord","California","United States","94519"
16768,"AW00016768","Eduardo Barnes","Concord","California","United States","94519"
16843,"AW00016843","Jimmy Ramos","Concord","California","United States","94519"
16874,"AW00016874","Leslie Munoz","Concord","California","United States","94519"
16901,"AW00016901","Ricky Munoz","Concord","California","United States","94519"
16924,"AW00016924","Julia Price","Concord","California","United States","94519"
16984,"AW00016984","Rodney Moreno","Concord","California","United States","94519"
16994,"AW00016994","Deanna Torres","Concord","California","United States","94519"
17145,"AW00017145","Sarah Bennett","Concord","California","United States","94519"
17447,"AW00017447","Sydney Lewis","Concord","California","United States","94519"
17455,"AW00017455","Dylan Hayes","Concord","California","United States","94519"
17525,"AW00017525","Adam Wright","Concord","California","United States","94519"
17555,"AW00017555","William Smith","Concord","California","United States","94519"
17562,"AW00017562","Zachary Sharma","Concord","California","United States","94519"
18086,"AW00018086","Jaclyn Zeng","Concord","California","United States","94519"
18328,"AW00018328","Alvin Rai","Concord","California","United States","94519"
18399,"AW00018399","Sara Torres","Concord","California","United States","94519"
18418,"AW00018418","Dawn Sun","Concord","California","United States","94519"
18459,"AW00018459","Toni Sai","Concord","California","United States","94519"
18552,"AW00018552","Kelsey Goel","Concord","California","United States","94519"
18556,"AW00018556","Ruben Perez","Concord","California","United States","94519"
18610,"AW00018610","Bailey Rivera","Concord","California","United States","94519"
18866,"AW00018866","Miguel Scott","Concord","California","United States","94519"
18948,"AW00018948","Sydney Bailey","Concord","California","United States","94519"
19010,"AW00019010","Naomi Ortega","Concord","California","United States","94519"
19145,"AW00019145","Adriana Malhotra","Concord","California","United States","94519"
19230,"AW00019230","Joy Moreno","Concord","California","United States","94519"
19242,"AW00019242","Devin Baker","Concord","California","United States","94519"
19671,"AW00019671","Michael Davis","Concord","California","United States","94519"
19747,"AW00019747","Louis Rai","Concord","California","United States","94519"
19825,"AW00019825","Gilbert Ferrier","Concord","California","United States","94519"
20004,"AW00020004","Kaitlin Perez","Concord","California","United States","94519"
20074,"AW00020074","Preston Madan","Concord","California","United States","94519"
20090,"AW00020090","Blake Edwards","Concord","California","United States","94519"
20278,"AW00020278","Alisha Oliver","Concord","California","United States","94519"
20306,"AW00020306","Mary Baker","Concord","California","United States","94519"
20336,"AW00020336","Ian Young","Concord","California","United States","94519"
20376,"AW00020376","Destiny Lewis","Concord","California","United States","94519"
20391,"AW00020391","Meghan Serrano","Concord","California","United States","94519"
20647,"AW00020647","Jared Bailey","Concord","California","United States","94519"
20658,"AW00020658","Kaylee Campbell","Concord","California","United States","94519"
20668,"AW00020668","Eric Rothenberg","Concord","California","United States","94519"
20672,"AW00020672","Fernando Ross","Concord","California","United States","94519"
20755,"AW00020755","Alex Lopez","Concord","California","United States","94519"
21293,"AW00021293","Ashley Garcia","Concord","California","United States","94519"
21341,"AW00021341","Louis Liu","Concord","California","United States","94519"
21433,"AW00021433","Gerald Martinez","Concord","California","United States","94519"
21448,"AW00021448","Jenna Nelson","Concord","California","United States","94519"
21449,"AW00021449","Devon Raheem","Concord","California","United States","94519"
21451,"AW00021451","Jocelyn Ross","Concord","California","United States","94519"
21454,"AW00021454","Alvin Goldstein","Concord","California","United States","94519"
21615,"AW00021615","Grace Torres","Concord","California","United States","94519"
21643,"AW00021643","Wyatt Diaz","Concord","California","United States","94519"
21649,"AW00021649","Keith Nara","Concord","California","United States","94519"
21698,"AW00021698","Tracy She","Concord","California","United States","94519"
21724,"AW00021724","Mandy Yang","Concord","California","United States","94519"
21760,"AW00021760","Margaret She","Concord","California","United States","94519"
21769,"AW00021769","Michele Rubio","Concord","California","United States","94519"
21779,"AW00021779","Maurice Black","Concord","California","United States","94519"
21780,"AW00021780","Pedro Gonzalez","Concord","California","United States","94519"
21800,"AW00021800","Heidi Raman","Concord","California","United States","94519"
21918,"AW00021918","Carol Serrano","Concord","California","United States","94519"
22077,"AW00022077","Marvin Rubio","Concord","California","United States","94519"
22086,"AW00022086","Chelsea Sanchez","Concord","California","United States","94519"
22111,"AW00022111","Gabriella King","Concord","California","United States","94519"
22139,"AW00022139","Jaime Pal","Concord","California","United States","94519"
22257,"AW00022257","Carrie Romero","Concord","California","United States","94519"
22269,"AW00022269","Caleb Yang","Concord","California","United States","94519"
22330,"AW00022330","Jose Walker","Concord","California","United States","94519"
22355,"AW00022355","Logan Jones","Concord","California","United States","94519"
22719,"AW00022719","Jesse Brooks","Concord","California","United States","94519"
22744,"AW00022744","Edward Wright","Concord","California","United States","94519"
22746,"AW00022746","Erica Zhang","Concord","California","United States","94519"
22775,"AW00022775","Madison Martinez","Concord","California","United States","94519"
22865,"AW00022865","Stephanie Hall","Concord","California","United States","94519"
22989,"AW00022989","Megan Butler","Concord","California","United States","94519"
23071,"AW00023071","Haley Gonzales","Concord","California","United States","94519"
23136,"AW00023136","Stephanie Peterson","Concord","California","United States","94519"
23145,"AW00023145","Nichole Xie","Concord","California","United States","94519"
23149,"AW00023149","Brandi Rubio","Concord","California","United States","94519"
23210,"AW00023210","Timothy Gray","Concord","California","United States","94519"
23500,"AW00023500","Adriana Garcia","Concord","California","United States","94519"
23510,"AW00023510","Morgan Cooper","Concord","California","United States","94519"
23580,"AW00023580","Ryan Jones","Concord","California","United States","94519"
23789,"AW00023789","Ryan Walker","Concord","California","United States","94519"
23828,"AW00023828","Carolyn Carlson","Concord","California","United States","94519"
23837,"AW00023837","Jonathan Li","Concord","California","United States","94519"
23862,"AW00023862","Rebekah Kapoor","Concord","California","United States","94519"
23890,"AW00023890","Haley Cox","Concord","California","United States","94519"
24261,"AW00024261","Emma Jones","Concord","California","United States","94519"
24288,"AW00024288","Pedro Gomez","Concord","California","United States","94519"
24347,"AW00024347","Tina Madan","Concord","California","United States","94519"
24348,"AW00024348","Ruben Gomez","Concord","California","United States","94519"
24385,"AW00024385","Summer Perez","Concord","California","United States","94519"
24395,"AW00024395","Alison Raji","Concord","California","United States","94519"
24396,"AW00024396","Robyn Navarro","Concord","California","United States","94519"
24422,"AW00024422","Thomas Lal","Concord","California","United States","94519"
24430,"AW00024430","Dalton Long","Concord","California","United States","94519"
24524,"AW00024524","Megan Lewis","Concord","California","United States","94519"
24749,"AW00024749","Marshall Guo","Concord","California","United States","94519"
24813,"AW00024813","Armando Schmidt","Concord","California","United States","94519"
24935,"AW00024935","James Hayes","Concord","California","United States","94519"
24940,"AW00024940","Fernando Martin","Concord","California","United States","94519"
24946,"AW00024946","Sarah Hughes","Concord","California","United States","94519"
25091,"AW00025091","Jessie Zeng","Concord","California","United States","94519"
25103,"AW00025103","Shelby Brooks","Concord","California","United States","94519"
25105,"AW00025105","Warren Nara","Concord","California","United States","94519"
25155,"AW00025155","Theresa Alonso","Concord","California","United States","94519"
25195,"AW00025195","Alexandra Wilson","Concord","California","United States","94519"
25277,"AW00025277","Jermaine Fernandez","Concord","California","United States","94519"
25382,"AW00025382","Richard Hughes","Concord","California","United States","94519"
25389,"AW00025389","Wendy Sanz","Concord","California","United States","94519"
25409,"AW00025409","Theodore Gutierrez","Concord","California","United States","94519"
25434,"AW00025434","Gabriel Hill","Concord","California","United States","94519"
25440,"AW00025440","Andre Gonzalez","Concord","California","United States","94519"
25953,"AW00025953","Hunter Butler","Concord","California","United States","94519"
26048,"AW00026048","Brad Oliver","Concord","California","United States","94519"
26071,"AW00026071","Brittany Henderson","Concord","California","United States","94519"
26124,"AW00026124","Riley James","Concord","California","United States","94519"
26171,"AW00026171","Randall Ruiz","Concord","California","United States","94519"
26237,"AW00026237","Grace Martin","Concord","California","United States","94519"
26502,"AW00026502","Taylor Brown","Concord","California","United States","94519"
26532,"AW00026532","Angela Barnes","Concord","California","United States","94519"
26541,"AW00026541","Alexis Butler","Concord","California","United States","94519"
26611,"AW00026611","Kayla Henderson","Concord","California","United States","94519"
26639,"AW00026639","Riley Diaz","Concord","California","United States","94519"
26645,"AW00026645","Morgan Richardson","Concord","California","United States","94519"
26649,"AW00026649","Emily Perry","Concord","California","United States","94519"
27080,"AW00027080","Nathan Campbell","Concord","California","United States","94519"
27238,"AW00027238","Jesse Hernandez","Concord","California","United States","94519"
27258,"AW00027258","Christian Flores","Concord","California","United States","94519"
27383,"AW00027383","Jay Hernandez","Concord","California","United States","94519"
27408,"AW00027408","Tabitha Sanchez","Concord","California","United States","94519"
27527,"AW00027527","Tina Sanchez","Concord","California","United States","94519"
27640,"AW00027640","Lauren Thomas","Concord","California","United States","94519"
27651,"AW00027651","Jeremy Murphy","Concord","California","United States","94519"
27660,"AW00027660","Gerald Carlson","Concord","California","United States","94519"
28042,"AW00028042","Joseph Brown","Concord","California","United States","94519"
28043,"AW00028043","Gabrielle Young","Concord","California","United States","94519"
28044,"AW00028044","Jimmy Navarro","Concord","California","United States","94519"
28268,"AW00028268","Jordan Campbell","Concord","California","United States","94519"
28287,"AW00028287","Lauren Bennett","Concord","California","United States","94519"
28288,"AW00028288","Marco Srini","Concord","California","United States","94519"
28335,"AW00028335","Rebekah Srini","Concord","California","United States","94519"
28345,"AW00028345","Diana Serrano","Concord","California","United States","94519"
28774,"AW00028774","Latasha Rowe","Concord","California","United States","94519"
28847,"AW00028847","Carly Xu","Concord","California","United States","94519"
28865,"AW00028865","Alex Reed","Concord","California","United States","94519"
28966,"AW00028966","Martha Li","Concord","California","United States","94519"
28990,"AW00028990","Ann Raman","Concord","California","United States","94519"
28998,"AW00028998","Kristina Rodriguez","Concord","California","United States","94519"
29107,"AW00029107","Tonya Luo","Concord","California","United States","94519"
29172,"AW00029172","Arturo Carson","Concord","California","United States","94519"
29224,"AW00029224","Kaylee Bailey","Concord","California","United States","94519"
29283,"AW00029283","Jeff Smith","Concord","California","United States","94519"
29326,"AW00029326","Victoria Diaz","Concord","California","United States","94519"
11049,"AW00011049","Carol Rai","Chula Vista","California","United States","91910"
11087,"AW00011087","Tamara Liang","Chula Vista","California","United States","91910"
11180,"AW00011180","April Anand","Chula Vista","California","United States","91910"
11284,"AW00011284","Theresa Serrano","Chula Vista","California","United States","91910"
11298,"AW00011298","Jon Luo","Chula Vista","California","United States","91910"
11305,"AW00011305","Sean Evans","Chula Vista","California","United States","91910"
11648,"AW00011648","Kevin Scott","Chula Vista","California","United States","91910"
11665,"AW00011665","Janet Dominguez","Chula Vista","California","United States","91910"
11741,"AW00011741","Tamara Chander","Chula Vista","California","United States","91910"
11790,"AW00011790","Timothy Gonzalez","Chula Vista","California","United States","91910"
11844,"AW00011844","Michele Alvarez","Chula Vista","California","United States","91910"
11975,"AW00011975","Destiny Garcia","Chula Vista","California","United States","91910"
12069,"AW00012069","Garrett Kelly","Chula Vista","California","United States","91910"
12188,"AW00012188","Ashley Thomas","Chula Vista","California","United States","91910"
12417,"AW00012417","Alexis Bryant","Chula Vista","California","United States","91910"
12708,"AW00012708","Bonnie Pal","Chula Vista","California","United States","91910"
12788,"AW00012788","Amanda Nelson","Chula Vista","California","United States","91910"
12793,"AW00012793","Jessie Guo","Chula Vista","California","United States","91910"
12904,"AW00012904","Thomas Jai","Chula Vista","California","United States","91910"
12931,"AW00012931","Ann Fernandez","Chula Vista","California","United States","91910"
12974,"AW00012974","Marc Gill","Chula Vista","California","United States","91910"
13058,"AW00013058","Ramon Huang","Chula Vista","California","United States","91910"
13186,"AW00013186","Marcus Sanders","Chula Vista","California","United States","91910"
13207,"AW00013207","Kenneth Rai","Chula Vista","California","United States","91910"
13218,"AW00013218","Melissa Bryant","Chula Vista","California","United States","91910"
13227,"AW00013227","Alexander Wilson","Chula Vista","California","United States","91910"
13240,"AW00013240","Blake Foster","Chula Vista","California","United States","91910"
13278,"AW00013278","Jorge Hu","Chula Vista","California","United States","91910"
13293,"AW00013293","Barbara Lu","Chula Vista","California","United States","91910"
13297,"AW00013297","Arthur Rubio","Chula Vista","California","United States","91910"
13312,"AW00013312","Natalie Jenkins","Chula Vista","California","United States","91910"
13329,"AW00013329","Jake Wang","Chula Vista","California","United States","91910"
13481,"AW00013481","Hunter Hernandez","Chula Vista","California","United States","91910"
13485,"AW00013485","Thomas Allen","Chula Vista","California","United States","91910"
13702,"AW00013702","Jessie Suarez","Chula Vista","California","United States","91910"
13715,"AW00013715","Eduardo Sanchez","Chula Vista","California","United States","91910"
13854,"AW00013854","Kyle Parker","Chula Vista","California","United States","91910"
13876,"AW00013876","Sebastian Murphy","Chula Vista","California","United States","91910"
13914,"AW00013914","Abigail Bell","Chula Vista","California","United States","91910"
14413,"AW00014413","Rachel Patterson","Chula Vista","California","United States","91910"
14498,"AW00014498","Katie Luo","Chula Vista","California","United States","91910"
14884,"AW00014884","Kristi Torres","Chula Vista","California","United States","91910"
15160,"AW00015160","Candace Van","Chula Vista","California","United States","91910"
15191,"AW00015191","Andres Kumar","Chula Vista","California","United States","91910"
15260,"AW00015260","Kathleen Torres","Chula Vista","California","United States","91910"
15285,"AW00015285","Olivia Rodriguez","Chula Vista","California","United States","91910"
15288,"AW00015288","Logan Perry","Chula Vista","California","United States","91910"
15326,"AW00015326","Todd Zheng","Chula Vista","California","United States","91910"
15337,"AW00015337","Rachel Gonzales","Chula Vista","California","United States","91910"
15387,"AW00015387","Miguel Rodriguez","Chula Vista","California","United States","91910"
15417,"AW00015417","Alvin Lu","Chula Vista","California","United States","91910"
15482,"AW00015482","Audrey Rubio","Chula Vista","California","United States","91910"
15495,"AW00015495","Craig Alonso","Chula Vista","California","United States","91910"
15516,"AW00015516","Shaun Raje","Chula Vista","California","United States","91910"
15532,"AW00015532","Marshall Jai","Chula Vista","California","United States","91910"
15545,"AW00015545","Jennifer Rivera","Chula Vista","California","United States","91910"
15747,"AW00015747","Evan Nelson","Chula Vista","California","United States","91910"
15857,"AW00015857","Isabella White","Chula Vista","California","United States","91910"
15904,"AW00015904","Janice Bennett","Chula Vista","California","United States","91910"
15947,"AW00015947","Michelle Blue","Chula Vista","California","United States","91910"
15986,"AW00015986","Dalton Sanchez","Chula Vista","California","United States","91910"
15998,"AW00015998","Marissa Flores","Chula Vista","California","United States","91910"
16212,"AW00016212","Jacqueline Rivera","Chula Vista","California","United States","91910"
16355,"AW00016355","Sam Foster","Chula Vista","California","United States","91910"
16364,"AW00016364","Shawna Yuan","Chula Vista","California","United States","91910"
16645,"AW00016645","Chelsea Subram","Chula Vista","California","United States","91910"
16807,"AW00016807","Virginia Suri","Chula Vista","California","United States","91910"
16838,"AW00016838","Jonathan Griffin","Chula Vista","California","United States","91910"
16880,"AW00016880","Edgar Patel","Chula Vista","California","United States","91910"
16965,"AW00016965","Kristi Romero","Chula Vista","California","United States","91910"
16992,"AW00016992","Lucas Watson","Chula Vista","California","United States","91910"
17000,"AW00017000","Miranda Henderson","Chula Vista","California","United States","91910"
17005,"AW00017005","Priscilla Anand","Chula Vista","California","United States","91910"
17033,"AW00017033","Carson Long","Chula Vista","California","United States","91910"
17419,"AW00017419","Brianna Reed","Chula Vista","California","United States","91910"
17521,"AW00017521","Destiny Jenkins","Chula Vista","California","United States","91910"
17592,"AW00017592","Bryan Sanders","Chula Vista","California","United States","91910"
17690,"AW00017690","Jenna Gonzalez","Chula Vista","California","United States","91910"
18076,"AW00018076","Andre Mehta","Chula Vista","California","United States","91910"
18352,"AW00018352","Noah Thomas","Chula Vista","California","United States","91910"
18369,"AW00018369","Mandy He","Chula Vista","California","United States","91910"
18381,"AW00018381","Katherine Ward","Chula Vista","California","United States","91910"
18502,"AW00018502","Pamela Madan","Chula Vista","California","United States","91910"
18520,"AW00018520","Rafael Huang","Chula Vista","California","United States","91910"
18521,"AW00018521","Meghan Rowe","Chula Vista","California","United States","91910"
18647,"AW00018647","Christy Huang","Chula Vista","California","United States","91910"
18807,"AW00018807","Spencer Bennett","Chula Vista","California","United States","91910"
18958,"AW00018958","Natalie Sanchez","Chula Vista","California","United States","91910"
19218,"AW00019218","Nathaniel Brooks","Chula Vista","California","United States","91910"
19401,"AW00019401","Kyle Hernandez","Chula Vista","California","United States","91910"
19634,"AW00019634","Gregory Nath","Chula Vista","California","United States","91910"
19639,"AW00019639","Victor Gill","Chula Vista","California","United States","91910"
19644,"AW00019644","Gloria Gill","Chula Vista","California","United States","91910"
19739,"AW00019739","Lucas Perry","Chula Vista","California","United States","91910"
19756,"AW00019756","Nicolas Yuan","Chula Vista","California","United States","91910"
19775,"AW00019775","Alisha Cai","Chula Vista","California","United States","91910"
19832,"AW00019832","Sheila Hernandez","Chula Vista","California","United States","91910"
19866,"AW00019866","Martin Patel","Chula Vista","California","United States","91910"
19867,"AW00019867","Juan Sanchez","Chula Vista","California","United States","91910"
19877,"AW00019877","Steve Zheng","Chula Vista","California","United States","91910"
19991,"AW00019991","Jacob Thomas","Chula Vista","California","United States","91910"
20014,"AW00020014","Anne Blanco","Chula Vista","California","United States","91910"
20116,"AW00020116","Hannah Bryant","Chula Vista","California","United States","91910"
20287,"AW00020287","Destiny Simmons","Chula Vista","California","United States","91910"
20459,"AW00020459","Maria Barnes","Chula Vista","California","United States","91910"
20475,"AW00020475","Blake Martinez","Chula Vista","California","United States","91910"
20518,"AW00020518","Desiree Sanz","Chula Vista","California","United States","91910"
20698,"AW00020698","Darren Chandra","Chula Vista","California","United States","91910"
21160,"AW00021160","April Xie","Chula Vista","California","United States","91910"
21164,"AW00021164","Troy Raman","Chula Vista","California","United States","91910"
21281,"AW00021281","Andrea Hill","Chula Vista","California","United States","91910"
21287,"AW00021287","Kendra Jimenez","Chula Vista","California","United States","91910"
21313,"AW00021313","Beth Diaz","Chula Vista","California","United States","91910"
21350,"AW00021350","Mindy Sharma","Chula Vista","California","United States","91910"
21437,"AW00021437","Whitney Sara","Chula Vista","California","United States","91910"
21470,"AW00021470","Stephanie Jenkins","Chula Vista","California","United States","91910"
21497,"AW00021497","Patrick Cox","Chula Vista","California","United States","91910"
21609,"AW00021609","Tabitha Blanco","Chula Vista","California","United States","91910"
21705,"AW00021705","Warren Sharma","Chula Vista","California","United States","91910"
21743,"AW00021743","Theresa Rubio","Chula Vista","California","United States","91910"
21771,"AW00021771","Sheena Shen","Chula Vista","California","United States","91910"
21785,"AW00021785","Tabitha Rodriguez","Chula Vista","California","United States","91910"
22084,"AW00022084","Francis Gomez","Chula Vista","California","United States","91910"
22138,"AW00022138","Alexandra Brooks","Chula Vista","California","United States","91910"
22224,"AW00022224","Katherine Alexander","Chula Vista","California","United States","91910"
22256,"AW00022256","Edwin Lu","Chula Vista","California","United States","91910"
22273,"AW00022273","Patricia Rodriguez","Chula Vista","California","United States","91910"
22331,"AW00022331","Michele Yuan","Chula Vista","California","United States","91910"
22344,"AW00022344","Krystal Yang","Chula Vista","California","United States","91910"
22791,"AW00022791","Taylor Jenkins","Chula Vista","California","United States","91910"
23047,"AW00023047","Valerie Xu","Chula Vista","California","United States","91910"
23068,"AW00023068","Ryan Shan","Chula Vista","California","United States","91910"
23115,"AW00023115","Stephanie Nicholls","Chula Vista","California","United States","91910"
23139,"AW00023139","Christian Yang","Chula Vista","California","United States","91910"
23254,"AW00023254","Jack Gonzalez","Chula Vista","California","United States","91910"
23342,"AW00023342","Cristina She","Chula Vista","California","United States","91910"
23383,"AW00023383","Caleb Allen","Chula Vista","California","United States","91910"
23818,"AW00023818","Cassidy Gonzales","Chula Vista","California","United States","91910"
23840,"AW00023840","Mason Ward","Chula Vista","California","United States","91910"
24286,"AW00024286","Kelvin Goel","Chula Vista","California","United States","91910"
24287,"AW00024287","John Martinez","Chula Vista","California","United States","91910"
24330,"AW00024330","Jessica Bennett","Chula Vista","California","United States","91910"
24406,"AW00024406","Reginald Vazquez","Chula Vista","California","United States","91910"
24443,"AW00024443","Edgar Suri","Chula Vista","California","United States","91910"
24486,"AW00024486","Rafael Zeng","Chula Vista","California","United States","91910"
24618,"AW00024618","Brett Gonzalez","Chula Vista","California","United States","91910"
24735,"AW00024735","Madison Powell","Chula Vista","California","United States","91910"
24761,"AW00024761","Lawrence Rubio","Chula Vista","California","United States","91910"
24783,"AW00024783","Barry Raman","Chula Vista","California","United States","91910"
24807,"AW00024807","Anne Moreno","Chula Vista","California","United States","91910"
24812,"AW00024812","Johnathan Sai","Chula Vista","California","United States","91910"
24815,"AW00024815","Victoria Clark","Chula Vista","California","United States","91910"
24925,"AW00024925","Erick Perez","Chula Vista","California","United States","91910"
24955,"AW00024955","Donald Perez","Chula Vista","California","United States","91910"
24992,"AW00024992","Faith Bryant","Chula Vista","California","United States","91910"
24999,"AW00024999","Shaun Jai","Chula Vista","California","United States","91910"
25024,"AW00025024","Brad Pritchett","Chula Vista","California","United States","91910"
25068,"AW00025068","Robert Shan","Chula Vista","California","United States","91910"
25148,"AW00025148","Ryan Simmons","Chula Vista","California","United States","91910"
25257,"AW00025257","Harold Sanchez","Chula Vista","California","United States","91910"
25426,"AW00025426","Tristan Foster","Chula Vista","California","United States","91910"
25439,"AW00025439","Janelle Arthur","Chula Vista","California","United States","91910"
25839,"AW00025839","Connor Powell","Chula Vista","California","United States","91910"
25856,"AW00025856","Benjamin Sharma","Chula Vista","California","United States","91910"
26003,"AW00026003","Denise Subram","Chula Vista","California","United States","91910"
26117,"AW00026117","Samuel Wright","Chula Vista","California","United States","91910"
26120,"AW00026120","Miguel Lewis","Chula Vista","California","United States","91910"
26247,"AW00026247","Sophia Turner","Chula Vista","California","United States","91910"
26326,"AW00026326","Trevor Washington","Chula Vista","California","United States","91910"
26674,"AW00026674","Ashley Jackson","Chula Vista","California","United States","91910"
26708,"AW00026708","Katherine Washington","Chula Vista","California","United States","91910"
26788,"AW00026788","Destiny Howard","Chula Vista","California","United States","91910"
26813,"AW00026813","Xavier Diaz","Chula Vista","California","United States","91910"
27010,"AW00027010","Jordyn Patterson","Chula Vista","California","United States","91910"
27018,"AW00027018","Blake Price","Chula Vista","California","United States","91910"
27081,"AW00027081","Jason Ross","Chula Vista","California","United States","91910"
27092,"AW00027092","Marissa Ross","Chula Vista","California","United States","91910"
27204,"AW00027204","Devin Hall","Chula Vista","California","United States","91910"
27222,"AW00027222","Virginia Sai","Chula Vista","California","United States","91910"
27257,"AW00027257","Rebekah Sara","Chula Vista","California","United States","91910"
27268,"AW00027268","Latasha Serrano","Chula Vista","California","United States","91910"
27432,"AW00027432","Craig Ruiz","Chula Vista","California","United States","91910"
27460,"AW00027460","Grant Goel","Chula Vista","California","United States","91910"
27463,"AW00027463","Rachel Morgan","Chula Vista","California","United States","91910"
27478,"AW00027478","Sheila Alvarez","Chula Vista","California","United States","91910"
27521,"AW00027521","Gabriel Foster","Chula Vista","California","United States","91910"
27579,"AW00027579","Bruce Suarez","Chula Vista","California","United States","91910"
27619,"AW00027619","Joseph Lee","Chula Vista","California","United States","91910"
27630,"AW00027630","Xavier Coleman","Chula Vista","California","United States","91910"
27680,"AW00027680","Benjamin Foster","Chula Vista","California","United States","91910"
27681,"AW00027681","Olivia Jackson","Chula Vista","California","United States","91910"
28031,"AW00028031","Kari Navarro","Chula Vista","California","United States","91910"
28089,"AW00028089","Xavier Campbell","Chula Vista","California","United States","91910"
28097,"AW00028097","Jennifer Barnes","Chula Vista","California","United States","91910"
28242,"AW00028242","Madison Butler","Chula Vista","California","United States","91910"
28784,"AW00028784","Briana Gomez","Chula Vista","California","United States","91910"
28846,"AW00028846","Cynthia Lopez","Chula Vista","California","United States","91910"
28997,"AW00028997","Hector Carlson","Chula Vista","California","United States","91910"
29003,"AW00029003","Veronica Perez","Chula Vista","California","United States","91910"
29151,"AW00029151","Caroline Long","Chula Vista","California","United States","91910"
29168,"AW00029168","Derrick Romero","Chula Vista","California","United States","91910"
29177,"AW00029177","Frank Martin","Chula Vista","California","United States","91910"
29203,"AW00029203","Laura Hu","Chula Vista","California","United States","91910"
29219,"AW00029219","Darren Arun","Chula Vista","California","United States","91910"
29227,"AW00029227","Levi Patel","Chula Vista","California","United States","91910"
29244,"AW00029244","Eric Ross","Chula Vista","California","United States","91910"
11233,"AW00011233","Todd Li","Berkeley","California","United States","94704"
11283,"AW00011283","Arturo Lal","Berkeley","California","United States","94704"
11890,"AW00011890","Whitney Lopez","Berkeley","California","United States","94704"
11961,"AW00011961","Anne Alvarez","Berkeley","California","United States","94704"
11974,"AW00011974","Randy Sun","Berkeley","California","United States","94704"
