customer_id,customer_acct_num,first_name,last_name,customer_address,customer_city,customer_state_province,customer_postal_code,customer_country,birthdate,marital_status,yearly_income,gender,total_children,num_children_at_home,education,acct_open_date,member_card,occupation,homeowner
1151,11064364910,"Burnis","Biltoft","5207 Mota Dr.","Lincoln Acres","CA",52177,"USA",1941-12-23 00:00:00.000,"S","$30K - $50K","F",4,0,"High School Degree",1992-06-16 00:00:00.000,"Bronze","Manual","N"
1220,11594482064,"Stephanie","Dummy","1111 Bayview Cr","Palo Alto","CA",60916,"USA",1943-05-10 00:00:00.000,"S","$30K - $50K","F",4,0,"High School Degree",1991-05-10 00:00:00.000,"Bronze","Manual","Y"
1279,11970871090,"Jenni","Montgomery","2062 Dos Encinas","El Cajon","CA",91181,"USA",1932-05-12 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1993-03-08 00:00:00.000,"Bronze","Manual","N"
1391,12671635700,"Lynn","Manley","8202 Lyon Circle","Long Beach","CA",41899,"USA",1947-06-10 00:00:00.000,"S","$30K - $50K","M",0,0,"High School Degree",1994-08-23 00:00:00.000,"Bronze","Manual","N"
1436,12979226100,"Patrick","Brown","1545 Bannock Ct.","San Jose","CA",11328,"USA",1954-07-11 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1993-09-10 00:00:00.000,"Bronze","Manual","Y"
1439,12996333241,"Richard","Hanna","5522 Newton Way","Los Angeles","CA",22430,"USA",1929-11-08 00:00:00.000,"S","$30K - $50K","M",4,0,"High School Degree",1991-02-16 00:00:00.000,"Bronze","Manual","Y"
1537,13733640300,"Bill","Hall","2530 C Del Rio Circle","Bellflower","CA",64594,"USA",1943-02-01 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1994-06-19 00:00:00.000,"Bronze","Manual","N"
1540,13758354187,"Marjorie","Amador","1889 Carmel Dr","Grossmont","CA",12804,"USA",1938-07-01 00:00:00.000,"S","$30K - $50K","M",4,0,"High School Degree",1993-06-09 00:00:00.000,"Bronze","Manual","Y"
1709,14767712400,"Rebecca","Evens","9108 San Miguel Drive","Berkeley","CA",26279,"USA",1950-08-23 00:00:00.000,"S","$30K - $50K","M",0,0,"High School Degree",1992-06-22 00:00:00.000,"Bronze","Manual","N"
1786,15321797700,"Carlos","Tackett","6999 Indianhead Ct.","San Diego","CA",69013,"USA",1948-11-22 00:00:00.000,"S","$30K - $50K","M",0,0,"High School Degree",1993-04-18 00:00:00.000,"Bronze","Manual","N"
1851,15776990100,"Roselinda","Fancher","4197 Ironwoood Drive","Fremont","CA",43594,"USA",1980-09-10 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1992-09-21 00:00:00.000,"Bronze","Manual","Y"
1856,15807867646,"Don","Lundblade","4838 Second Street","Coronado","CA",66056,"USA",1918-04-15 00:00:00.000,"S","$30K - $50K","F",1,0,"High School Degree",1993-08-27 00:00:00.000,"Bronze","Manual","N"
1865,15865358114,"Alvin","Smith","9497 Candelero Place","Downey","CA",39866,"USA",1924-05-12 00:00:00.000,"S","$30K - $50K","F",2,0,"High School Degree",1991-05-09 00:00:00.000,"Bronze","Manual","Y"
1933,16433358788,"Alice","Swanson","7324 Mt. Trinity Ct.","San Diego","CA",26536,"USA",1955-09-10 00:00:00.000,"S","$30K - $50K","M",4,0,"High School Degree",1994-10-13 00:00:00.000,"Bronze","Manual","Y"
1967,16627759900,"Ray","Townsend","9068 Muir Road","Los Angeles","CA",27935,"USA",1970-09-27 00:00:00.000,"S","$30K - $50K","M",4,0,"High School Degree",1993-06-19 00:00:00.000,"Bronze","Manual","Y"
2160,17986035943,"John","Torres","5525 Lisa Lee Lane","Burbank","CA",32054,"USA",1922-07-05 00:00:00.000,"S","$30K - $50K","F",4,0,"High School Degree",1991-03-26 00:00:00.000,"Bronze","Manual","N"
2164,17999194860,"Angela","Cottle","9334 Mayhew Way","San Jose","CA",11706,"USA",1940-10-26 00:00:00.000,"S","$30K - $50K","F",5,0,"High School Degree",1994-03-28 00:00:00.000,"Bronze","Manual","N"
2231,18535609800,"Susan","Wilson","494 Saxon St","Altadena","CA",48395,"USA",1954-03-26 00:00:00.000,"S","$30K - $50K","F",0,0,"High School Degree",1991-09-10 00:00:00.000,"Bronze","Manual","N"
2256,18724153041,"Lenora","Smith","5477 Limewood Place","Redwood City","CA",35180,"USA",1966-07-02 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1993-03-23 00:00:00.000,"Bronze","Manual","Y"
2406,19934489130,"Gladys","Lockett","6177 Arleda Lane","Grossmont","CA",64013,"USA",1951-04-21 00:00:00.000,"S","$30K - $50K","F",1,0,"High School Degree",1992-07-26 00:00:00.000,"Bronze","Manual","N"
2418,20007391600,"Emerald","Fuller","6130 Alderwood Lane","San Carlos","CA",17295,"USA",1924-03-19 00:00:00.000,"S","$30K - $50K","F",5,0,"High School Degree",1991-10-08 00:00:00.000,"Bronze","Manual","N"
2460,20270199775,"Evelyn","Lopez","3648 El Dorado","Grossmont","CA",58354,"USA",1955-04-22 00:00:00.000,"S","$30K - $50K","M",5,0,"High School Degree",1993-09-14 00:00:00.000,"Bronze","Manual","Y"
2560,21026647090,"Margaret","Lyons","6164 Cliffside Drive","La Mesa","CA",48916,"USA",1914-07-06 00:00:00.000,"S","$30K - $50K","M",3,0,"High School Degree",1992-12-07 00:00:00.000,"Bronze","Manual","Y"
2659,21604663100,"Akram","James","5520 Massolo Drive","Palo Alto","CA",39606,"USA",1958-12-12 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1992-11-27 00:00:00.000,"Bronze","Manual","N"
2703,21927939100,"Luisa","Dehaas","5473 Sinaloa","Lakewood","CA",99299,"USA",1928-05-14 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1991-06-06 00:00:00.000,"Bronze","Manual","Y"
2731,22148588300,"Thomas","Okane","3140 Gingham Way","West Covina","CA",88220,"USA",1956-08-23 00:00:00.000,"S","$30K - $50K","M",3,0,"High School Degree",1993-06-19 00:00:00.000,"Bronze","Manual","Y"
2768,22390668392,"Deborah","Conti","7568 Prestwick Court","Richmond","CA",96543,"USA",1919-07-11 00:00:00.000,"S","$30K - $50K","F",1,0,"High School Degree",1991-11-21 00:00:00.000,"Bronze","Manual","N"
2812,22697443400,"Sarah","Burriss","2325 Candywood Ct","Redwood City","CA",99656,"USA",1944-11-14 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1991-04-10 00:00:00.000,"Bronze","Manual","Y"
2884,23278002142,"Eric","Thompson","5486 Maria Vega Court","San Jose","CA",34655,"USA",1977-05-24 00:00:00.000,"S","$30K - $50K","M",3,0,"High School Degree",1992-05-13 00:00:00.000,"Bronze","Manual","Y"
2948,23763508796,"Nina","Medina","7748 Rose Ann Ave","Concord","CA",36023,"USA",1935-09-01 00:00:00.000,"S","$30K - $50K","M",3,0,"High School Degree",1991-07-16 00:00:00.000,"Bronze","Manual","Y"
3163,25264489054,"James","Mc Coy","222 Huntleigh Drive","Bellflower","CA",76700,"USA",1926-05-25 00:00:00.000,"S","$30K - $50K","F",0,0,"High School Degree",1990-10-23 00:00:00.000,"Bronze","Manual","N"
3166,25275453900,"Alexis","Mills","6671 Santa Barbara","Lemon Grove","CA",17884,"USA",1977-02-16 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1991-11-08 00:00:00.000,"Bronze","Manual","N"
3208,25612328600,"Reta","Mikalas","400 Pecan Street","San Francisco","CA",96911,"USA",1935-06-11 00:00:00.000,"S","$30K - $50K","M",5,0,"High School Degree",1991-11-10 00:00:00.000,"Bronze","Manual","N"
3279,26155690550,"Mildred","Bryson","1697 Sullivan Ave","Glendale","CA",85389,"USA",1928-06-01 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1993-04-12 00:00:00.000,"Bronze","Manual","Y"
3320,26432467699,"Henry","Dutson","3099 Morello Court","La Jolla","CA",51074,"USA",1975-01-25 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1991-08-09 00:00:00.000,"Bronze","Manual","N"
3321,26446667300,"Arnold","Cole","2631 Springer Court","El Cajon","CA",41060,"USA",1952-07-22 00:00:00.000,"S","$30K - $50K","M",3,0,"High School Degree",1991-07-02 00:00:00.000,"Bronze","Manual","Y"
3327,26514087319,"Devon","Wheeler","9640 Alderwood Lane","Santa Monica","CA",61984,"USA",1912-08-13 00:00:00.000,"S","$30K - $50K","F",4,0,"High School Degree",1992-07-18 00:00:00.000,"Bronze","Manual","N"
3434,27358768582,"Brandi","Broom","661 Cardinet Dr","Lincoln Acres","CA",24165,"USA",1946-08-27 00:00:00.000,"S","$30K - $50K","F",5,0,"High School Degree",1994-11-26 00:00:00.000,"Bronze","Manual","Y"
3488,27811037300,"Carol","Guilford","1687 Rose Drive","San Diego","CA",51631,"USA",1914-08-05 00:00:00.000,"S","$30K - $50K","M",5,0,"High School Degree",1990-11-06 00:00:00.000,"Bronze","Manual","N"
3506,27949117422,"Jesse","Johnson","3316 Balhan Dr","Los Angeles","CA",34811,"USA",1946-10-19 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1992-03-23 00:00:00.000,"Bronze","Manual","N"
3510,27995535700,"Nicole","Barrera","9551 Alet Court","Spring Valley","CA",30772,"USA",1942-03-08 00:00:00.000,"S","$30K - $50K","M",3,0,"High School Degree",1993-03-06 00:00:00.000,"Bronze","Manual","Y"
3573,28397121429,"Lucy","Thomas","9647 C Wharton Way","Concord","CA",36090,"USA",1972-08-05 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1991-02-14 00:00:00.000,"Bronze","Manual","N"
3632,28810900400,"Robert","Hicken","4224 Greenview Court","San Gabriel","CA",97270,"USA",1913-07-02 00:00:00.000,"S","$30K - $50K","M",5,0,"High School Degree",1990-04-27 00:00:00.000,"Bronze","Manual","Y"
3663,29074266552,"Elisabeth","Stogner","7393 Jacaranda Dr.","San Gabriel","CA",87873,"USA",1965-02-17 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1991-04-08 00:00:00.000,"Bronze","Manual","Y"
3752,29828417897,"Doug","Graham","9557 Steven Circle","Burlingame","CA",92876,"USA",1927-01-15 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1992-04-20 00:00:00.000,"Bronze","Manual","Y"
3806,30265355100,"Courtney","Dolzanie","4994 North Civic Dr","San Diego","CA",62506,"USA",1961-04-05 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1992-11-06 00:00:00.000,"Bronze","Manual","Y"
3850,30694551500,"Walter","Trueblood","5455 Grenola Dr","Downey","CA",45097,"USA",1978-06-20 00:00:00.000,"S","$30K - $50K","M",3,0,"High School Degree",1992-03-06 00:00:00.000,"Bronze","Manual","Y"
3877,30910758972,"Howard","Valentine","8970 Kahrs Avenue","Burlingame","CA",94917,"USA",1916-07-24 00:00:00.000,"S","$30K - $50K","F",1,0,"High School Degree",1993-07-21 00:00:00.000,"Bronze","Manual","N"
3896,30993837714,"Ethel","Bree","109 Clayton Road","San Jose","CA",14840,"USA",1961-06-07 00:00:00.000,"S","$30K - $50K","F",5,0,"High School Degree",1991-08-14 00:00:00.000,"Bronze","Manual","Y"
3900,31013337373,"Robert","Land","2672 Viking Drive","La Mesa","CA",20784,"USA",1973-03-22 00:00:00.000,"S","$30K - $50K","F",4,0,"High School Degree",1992-01-07 00:00:00.000,"Bronze","Manual","N"
3948,31341044306,"Jenelle","Williams","3271 Norse Ct","Coronado","CA",54518,"USA",1940-10-19 00:00:00.000,"S","$30K - $50K","F",4,0,"High School Degree",1994-09-18 00:00:00.000,"Bronze","Manual","N"
3968,31433296203,"Daniel","Hawn","6088 Clark Creek Rd","La Jolla","CA",75130,"USA",1967-04-05 00:00:00.000,"S","$30K - $50K","F",1,0,"High School Degree",1992-08-10 00:00:00.000,"Bronze","Manual","N"
3970,31446074247,"Lorna","Jesser","7346 Lyon Circle","Lakewood","CA",62441,"USA",1922-10-23 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1991-04-15 00:00:00.000,"Bronze","Manual","N"
4082,32181122900,"Jacqeline","Garnsey","6260 Amador Ct","National City","CA",22516,"USA",1939-10-07 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1991-03-11 00:00:00.000,"Bronze","Manual","N"
4245,33384603300,"Kathryn","Holderness","5199 James Donlon Blvd","Burlingame","CA",14527,"USA",1968-04-25 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1993-07-12 00:00:00.000,"Bronze","Manual","Y"
4302,33869514465,"Heather","Ray","5585 Antone Court","Colma","CA",26890,"USA",1972-07-03 00:00:00.000,"S","$30K - $50K","M",5,0,"High School Degree",1990-05-04 00:00:00.000,"Bronze","Manual","N"
4348,34272655844,"Patricia","Littleton","3910 Fawn Glen Circle","Redwood City","CA",12863,"USA",1950-06-24 00:00:00.000,"S","$30K - $50K","M",0,0,"High School Degree",1993-04-16 00:00:00.000,"Bronze","Manual","Y"
4357,34398134946,"Sharon","Tracey","5405 Glenellen Court","Long Beach","CA",30892,"USA",1915-11-02 00:00:00.000,"S","$30K - $50K","F",2,0,"High School Degree",1992-06-13 00:00:00.000,"Bronze","Manual","Y"
4404,34663373200,"Louise","Carothers","2292 Springlake Drive","Imperial Beach","CA",50701,"USA",1920-10-16 00:00:00.000,"S","$30K - $50K","M",0,0,"High School Degree",1991-07-07 00:00:00.000,"Bronze","Manual","Y"
4449,34965100288,"Elizabeth","Wansink","7597 Orchard View Ave","Woodland Hills","CA",21532,"USA",1959-03-16 00:00:00.000,"S","$30K - $50K","F",0,0,"High School Degree",1991-08-12 00:00:00.000,"Bronze","Manual","N"
4469,35193404555,"Bonnie","Mason","7480 Violet Ct","Novato","CA",56699,"USA",1913-04-24 00:00:00.000,"S","$30K - $50K","M",0,0,"High School Degree",1991-10-20 00:00:00.000,"Bronze","Manual","Y"
4496,35410470366,"Mitch","Meece","6238 Monti Circle","Woodland Hills","CA",58277,"USA",1978-08-25 00:00:00.000,"S","$30K - $50K","M",3,0,"High School Degree",1992-04-15 00:00:00.000,"Bronze","Manual","N"
4510,35480846166,"Florinda","Voeltz","4956 Norcross Lane","Bellflower","CA",96544,"USA",1947-05-02 00:00:00.000,"S","$30K - $50K","F",2,0,"High School Degree",1991-03-26 00:00:00.000,"Bronze","Manual","Y"
4534,35717465300,"Lauri","Stubbs","4240 Lexington Road","Glendale","CA",25136,"USA",1921-07-12 00:00:00.000,"S","$30K - $50K","F",2,0,"High School Degree",1992-10-25 00:00:00.000,"Bronze","Manual","N"
4636,36380754100,"Owen","Barbarelli","1064 Almond Drive","Richmond","CA",41482,"USA",1942-07-18 00:00:00.000,"S","$30K - $50K","M",3,0,"High School Degree",1991-03-03 00:00:00.000,"Bronze","Manual","Y"
4664,36585363745,"Georgia","Syseskey","4943 Lightwood Drive","Santa Monica","CA",35033,"USA",1938-02-15 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1994-03-19 00:00:00.000,"Bronze","Manual","N"
4770,37435141200,"Carolyn","Watson","3936 Cedar Point Loop","Lincoln Acres","CA",47173,"USA",1973-10-24 00:00:00.000,"S","$30K - $50K","M",5,0,"High School Degree",1990-04-26 00:00:00.000,"Bronze","Manual","N"
4812,37779633400,"Charles","Vaughn","7271 Adelaide St","Mill Valley","CA",77412,"USA",1927-11-13 00:00:00.000,"S","$30K - $50K","M",4,0,"High School Degree",1992-12-09 00:00:00.000,"Bronze","Manual","Y"
4833,37927530400,"William","Kolisch","5949 Laurel Drive","Coronado","CA",88642,"USA",1954-10-01 00:00:00.000,"S","$30K - $50K","F",2,0,"High School Degree",1991-08-18 00:00:00.000,"Bronze","Manual","N"
4843,37967951297,"Nicholas","Willson","3605 Haynes Court","San Diego","CA",77116,"USA",1952-07-18 00:00:00.000,"S","$30K - $50K","M",4,0,"High School Degree",1990-07-27 00:00:00.000,"Bronze","Manual","Y"
4845,37981550097,"Emily","Cayo","1723 Alvarado Dr","Lemon Grove","CA",61912,"USA",1948-09-19 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1993-02-13 00:00:00.000,"Bronze","Manual","N"
4885,38320720800,"Pearl","Rosales","1030 Ada Dr","La Mesa","CA",31843,"USA",1912-02-27 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1991-10-26 00:00:00.000,"Bronze","Manual","Y"
5003,39218102100,"Samuel","Kincheloe","7065 Rock Creek Way","Berkeley","CA",71506,"USA",1923-09-18 00:00:00.000,"S","$30K - $50K","F",4,0,"High School Degree",1993-04-02 00:00:00.000,"Bronze","Manual","Y"
5201,40715182423,"Thomas","Wagner","4368 Westcliffe Place","Pomona","CA",48231,"USA",1952-06-07 00:00:00.000,"S","$30K - $50K","M",4,0,"High School Degree",1991-09-13 00:00:00.000,"Bronze","Manual","N"
5248,41030513644,"Maxine","Watts","3009 Temple Court","Colma","CA",74872,"USA",1968-10-22 00:00:00.000,"S","$30K - $50K","M",3,0,"High School Degree",1993-11-17 00:00:00.000,"Bronze","Manual","Y"
5373,41989870100,"Karen","Bustamante","6258 Stinson","Imperial Beach","CA",94468,"USA",1912-11-13 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1993-05-10 00:00:00.000,"Bronze","Manual","N"
5387,42111771100,"Jessica","Calkum","8394 Suzanne Dr.","Pomona","CA",32836,"USA",1933-11-19 00:00:00.000,"S","$30K - $50K","F",1,0,"High School Degree",1990-09-16 00:00:00.000,"Bronze","Manual","Y"
5589,43695159554,"Elizabeth","Ritchie","6461 Snowberry Court","Arcadia","CA",86368,"USA",1949-02-02 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1992-07-25 00:00:00.000,"Bronze","Manual","N"
5668,44426715970,"Loretta","Maez","5219 Bailey Ln.","Glendale","CA",29041,"USA",1961-02-23 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1992-06-15 00:00:00.000,"Bronze","Manual","N"
5754,45089361071,"David","Tenney","3427 B Wildbrook Ct.","Downey","CA",43505,"USA",1931-04-20 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1994-01-16 00:00:00.000,"Bronze","Manual","N"
5808,45552058200,"Lynn","Stam","5863 Masonic Dr.","Beverly Hills","CA",20001,"USA",1912-08-18 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1993-09-25 00:00:00.000,"Bronze","Manual","N"
5845,45823347600,"Charles","Wagner","9204 Birch Bark Dr.","La Jolla","CA",17761,"USA",1935-07-12 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1993-11-23 00:00:00.000,"Bronze","Manual","N"
5883,46082390000,"Steven","Maitland","232 Pinnacle Drive","Lemon Grove","CA",20653,"USA",1961-05-05 00:00:00.000,"S","$30K - $50K","F",1,0,"High School Degree",1991-06-14 00:00:00.000,"Bronze","Manual","N"
5887,46136575937,"Melanie","Fischer","2287 El Dorado","Downey","CA",94273,"USA",1930-10-20 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1994-03-09 00:00:00.000,"Bronze","Manual","Y"
5890,46162877678,"Virginia","Whitney","8227 Myrtle Drive","Lincoln Acres","CA",41342,"USA",1924-07-28 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1993-07-24 00:00:00.000,"Bronze","Manual","Y"
5920,46507402100,"Patricia","Mrozowski","5282 Blue Ridge","Arcadia","CA",53073,"USA",1971-08-19 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1992-08-11 00:00:00.000,"Bronze","Manual","N"
5954,46787478327,"Wayne","Saunar","328 Shelly Dr.","West Covina","CA",52536,"USA",1935-11-20 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1994-06-20 00:00:00.000,"Bronze","Manual","N"
5974,46918370100,"Jacqueline","Canfield","719 Sycamore Drive","Los Angeles","CA",86565,"USA",1914-04-11 00:00:00.000,"S","$30K - $50K","F",4,0,"High School Degree",1991-10-17 00:00:00.000,"Bronze","Manual","Y"
6011,47381179900,"Chris","Tropp","5840 Delta Fair Blvd.","Glendale","CA",70423,"USA",1920-10-05 00:00:00.000,"S","$30K - $50K","M",5,0,"High School Degree",1992-02-12 00:00:00.000,"Bronze","Manual","Y"
6035,47562239800,"Alanna","Hicks","8795 Cunha Ct.","Lemon Grove","CA",13921,"USA",1912-11-10 00:00:00.000,"S","$30K - $50K","F",5,0,"High School Degree",1992-09-07 00:00:00.000,"Bronze","Manual","N"
6164,48714506030,"Pamela","Krow","6433 Dellwood Court","La Jolla","CA",67827,"USA",1933-04-16 00:00:00.000,"S","$30K - $50K","M",3,0,"High School Degree",1993-12-15 00:00:00.000,"Bronze","Manual","N"
