EmployeeKey,ParentEmployeeKey,EmployeeNationalIDAlternateKey,ParentEmployeeNationalIDAlternateKey,SalesTerritoryKey,Title,Hired,Birthday,LoginID,Phone,Marital Status,Emergency Contact,Emergency Phone,Salaried,Gender,Pay Frequency,Base Rate,Vacation Hours,Sick Leave Hours,Current,Sales Person,Department,Start Date,End Date,Status,Employee Name,Email
41,186,"545337468","",11,"Production Technician - WC20",2008-07-09 00:00:00.000,1989-12-15 00:00:00.000,"adventure-works\michael0","218-555-0126","S","Michael Hines","218-555-0126",False,"M",1,14,20,30,True,False,"Production",2008-07-09 00:00:00.000,,"Current","Michael Hines","mailto://michael0@adventure-works.com"
47,214,"295971920","",11,"Production Technician - WC40",2008-07-12 00:00:00.000,1989-01-23 00:00:00.000,"adventure-works\fred0","818-555-0192","S","Fred Northup","818-555-0192",False,"M",1,15,47,43,True,False,"Production",2008-07-12 00:00:00.000,,"Current","Fred Northup","mailto://fred0@adventure-works.com"
50,40,"857651804","",11,"Production Technician - WC50",2008-07-14 00:00:00.000,1979-02-03 00:00:00.000,"adventure-works\jun0","299-555-0113","S","Jun Cao","299-555-0113",False,"M",1,11,90,65,True,False,"Production",2008-07-14 00:00:00.000,,"Current","Jun Cao","mailto://jun0@adventure-works.com"
54,126,"275962311","",11,"Production Technician - WC45",2008-07-15 00:00:00.000,1984-09-06 00:00:00.000,"adventure-works\kirk0","669-555-0150","S","Kirk Koenigsbauer","669-555-0150",False,"M",1,10,74,57,True,False,"Production",2008-07-15 00:00:00.000,,"Current","Kirk Koenigsbauer","mailto://kirk0@adventure-works.com"
57,147,"568596888","",11,"Production Technician - WC20",2008-07-16 00:00:00.000,1974-05-16 00:00:00.000,"adventure-works\hanying0","319-555-0139","S","Hanying Feng","319-555-0139",False,"M",1,14,15,27,True,False,"Production",2008-07-16 00:00:00.000,,"Current","Hanying Feng","mailto://hanying0@adventure-works.com"
58,214,"918737118","",11,"Production Technician - WC40",2008-07-17 00:00:00.000,1985-07-25 00:00:00.000,"adventure-works\kevin1","714-555-0138","S","Kevin Liu","714-555-0138",False,"M",1,15,58,49,True,False,"Production",2008-07-17 00:00:00.000,,"Current","Kevin Liu","mailto://kevin1@adventure-works.com"
60,40,"415823523","",11,"Production Technician - WC50",2008-07-17 00:00:00.000,1977-09-25 00:00:00.000,"adventure-works\suroor0","932-555-0161","S","Suroor Fatima","932-555-0161",False,"M",1,11,93,66,True,False,"Production",2008-07-17 00:00:00.000,,"Current","Suroor Fatima","mailto://suroor0@adventure-works.com"
65,89,"502058701","",11,"Production Technician - WC40",2008-07-22 00:00:00.000,1987-12-15 00:00:00.000,"adventure-works\gary0","901-555-0125","S","Gary Yukish","901-555-0125",False,"M",1,15,69,54,True,False,"Production",2008-07-22 00:00:00.000,,"Current","Gary Yukish","mailto://gary0@adventure-works.com"
69,16,"843479922","",11,"Production Technician - WC50",2008-07-24 00:00:00.000,1979-03-16 00:00:00.000,"adventure-works\bob0","611-555-0116","S","Bob Hohman","611-555-0116",False,"M",1,11,12,26,True,False,"Production",2008-07-24 00:00:00.000,,"Current","Bob Hohman","mailto://bob0@adventure-works.com"
80,186,"368920189","",11,"Production Technician - WC20",2008-07-28 00:00:00.000,1986-07-01 00:00:00.000,"adventure-works\nitin0","143-555-0173","S","Nitin Mirchandani","143-555-0173",False,"M",1,14,21,30,True,False,"Production",2008-07-28 00:00:00.000,,"Current","Nitin Mirchandani","mailto://nitin0@adventure-works.com"
85,40,"981597097","",11,"Production Technician - WC50",2008-08-01 00:00:00.000,1977-12-29 00:00:00.000,"adventure-works\john1","172-555-0130","S","John Evans","172-555-0130",False,"M",1,11,91,65,True,False,"Production",2008-08-01 00:00:00.000,,"Current","John Evans","mailto://john1@adventure-works.com"
88,188,"746373306","",11,"Production Technician - WC30",2008-08-02 00:00:00.000,1981-03-03 00:00:00.000,"adventure-works\david3","373-555-0142","S","David Yalovsky","373-555-0142",False,"M",1,9.5,32,36,True,False,"Production",2008-08-02 00:00:00.000,,"Current","David Yalovsky","mailto://david3@adventure-works.com"
94,147,"212801092","",11,"Production Technician - WC20",2008-08-04 00:00:00.000,1988-09-15 00:00:00.000,"adventure-works\fadi0","935-555-0116","S","Fadi Fakhouri","935-555-0116",False,"M",1,14,16,28,True,False,"Production",2008-08-04 00:00:00.000,,"Current","Fadi Fakhouri","mailto://fadi0@adventure-works.com"
97,76,"431859843","",11,"Production Technician - WC50",2008-08-06 00:00:00.000,1978-10-27 00:00:00.000,"adventure-works\nuan0","913-555-0184","S","Nuan Yu","913-555-0184",False,"M",1,11,2,21,True,False,"Production",2008-08-06 00:00:00.000,,"Current","Nuan Yu","mailto://nuan0@adventure-works.com"
100,177,"420023788","",11,"Production Technician - WC30",2008-08-07 00:00:00.000,1989-06-06 00:00:00.000,"adventure-works\bjorn0","199-555-0117","S","Bjorn Rettig","199-555-0117",False,"M",1,9.5,43,41,True,False,"Production",2008-08-07 00:00:00.000,,"Current","Bjorn Rettig","mailto://bjorn0@adventure-works.com"
102,89,"830150469","",11,"Production Technician - WC40",2008-08-10 00:00:00.000,1990-08-04 00:00:00.000,"adventure-works\michael1","454-555-0119","S","Michael Rothkugel","454-555-0119",False,"M",1,15,70,55,True,False,"Production",2008-08-10 00:00:00.000,,"Current","Michael Rothkugel","mailto://michael1@adventure-works.com"
104,16,"827686041","",11,"Production Technician - WC50",2008-08-11 00:00:00.000,1976-09-03 00:00:00.000,"adventure-works\pete0","768-555-0123","S","Pete Male","768-555-0123",False,"M",1,11,13,26,True,False,"Production",2008-08-11 00:00:00.000,,"Current","Pete Male","mailto://pete0@adventure-works.com"
113,138,"733022683","",11,"Production Technician - WC30",2008-08-14 00:00:00.000,1988-07-07 00:00:00.000,"adventure-works\jason0","571-555-0179","S","Jason Watters","571-555-0179",False,"M",1,9.5,38,39,True,False,"Production",2008-08-14 00:00:00.000,,"Current","Jason Watters","mailto://jason0@adventure-works.com"
125,9,"458159238","",11,"Production Technician - WC60",2008-08-21 00:00:00.000,1973-03-27 00:00:00.000,"adventure-works\bryan0","712-555-0113","S","Bryan Baker","712-555-0113",False,"M",1,12.45,35,37,True,False,"Production",2008-08-21 00:00:00.000,,"Current","Bryan Baker","mailto://bryan0@adventure-works.com"
127,188,"87268837","",11,"Production Technician - WC30",2008-08-21 00:00:00.000,1987-02-12 00:00:00.000,"adventure-works\eugene0","241-555-0191","S","Eugene Zabokritski","241-555-0191",False,"M",1,9.5,33,36,True,False,"Production",2008-08-21 00:00:00.000,,"Current","Eugene Zabokritski","mailto://eugene0@adventure-works.com"
132,18,"948320468","",11,"Production Technician - WC60",2008-08-23 00:00:00.000,1979-04-25 00:00:00.000,"adventure-works\mark1","417-555-0154","S","Mark McArthur","417-555-0154",False,"M",1,12.45,19,29,True,False,"Production",2008-08-23 00:00:00.000,,"Current","Mark McArthur","mailto://mark1@adventure-works.com"
136,177,"363996959","",11,"Production Technician - WC30",2008-08-26 00:00:00.000,1982-01-25 00:00:00.000,"adventure-works\michiko0","984-555-0148","S","Michiko Osada","984-555-0148",False,"M",1,9.5,44,42,True,False,"Production",2008-08-26 00:00:00.000,,"Current","Michiko Osada","mailto://michiko0@adventure-works.com"
137,188,"585408256","",11,"Production Technician - WC30",2008-08-27 00:00:00.000,1985-08-05 00:00:00.000,"adventure-works\benjamin0","533-555-0111","S","Benjamin Martin","533-555-0111",False,"M",1,9.5,28,34,True,False,"Production",2008-08-27 00:00:00.000,,"Current","Benjamin Martin","mailto://benjamin0@adventure-works.com"
141,214,"746201340","",11,"Production Technician - WC40",2008-08-29 00:00:00.000,1976-09-10 00:00:00.000,"adventure-works\brian0","110-555-0182","S","Brian Lloyd","110-555-0182",False,"M",1,15,55,47,True,False,"Production",2008-08-29 00:00:00.000,,"Current","Brian Lloyd","mailto://brian0@adventure-works.com"
145,40,"398737566","",11,"Production Technician - WC50",2008-08-31 00:00:00.000,1973-12-01 00:00:00.000,"adventure-works\michael2","441-555-0195","S","Michael Patten","441-555-0195",False,"M",1,11,98,69,True,False,"Production",2008-08-31 00:00:00.000,,"Current","Michael Patten","mailto://michael2@adventure-works.com"
148,163,"456839592","",11,"Production Technician - WC45",2008-09-02 00:00:00.000,1984-09-28 00:00:00.000,"adventure-works\robert0","589-555-0147","S","Robert Rounthwaite","589-555-0147",False,"M",1,10,82,61,True,False,"Production",2008-09-02 00:00:00.000,,"Current","Robert Rounthwaite","mailto://robert0@adventure-works.com"
156,214,"436757988","",11,"Production Technician - WC40",2008-09-05 00:00:00.000,1989-06-10 00:00:00.000,"adventure-works\tawana0","368-555-0113","S","Tawana Nusbaum","368-555-0113",False,"M",1,15,50,45,True,False,"Production",2008-09-05 00:00:00.000,,"Current","Tawana Nusbaum","mailto://tawana0@adventure-works.com"
160,9,"66073987","",11,"Production Technician - WC60",2008-09-08 00:00:00.000,1975-09-10 00:00:00.000,"adventure-works\eugene1","173-555-0179","S","Eugene Kogan","173-555-0179",False,"M",1,12.45,36,38,True,False,"Production",2008-09-08 00:00:00.000,,"Current","Eugene Kogan","mailto://eugene1@adventure-works.com"
167,76,"370581729","",11,"Production Technician - WC50",2008-09-10 00:00:00.000,1985-10-19 00:00:00.000,"adventure-works\mandar0","140-555-0132","S","Mandar Samant","140-555-0132",False,"M",1,11,0,20,True,False,"Production",2008-09-10 00:00:00.000,,"Current","Mandar Samant","mailto://mandar0@adventure-works.com"
172,89,"578953538","",11,"Production Technician - WC40",2008-09-13 00:00:00.000,1973-03-04 00:00:00.000,"adventure-works\rob1","238-555-0116","S","Rob Caron","238-555-0116",False,"M",1,15,71,55,True,False,"Production",2008-09-13 00:00:00.000,,"Current","Rob Caron","mailto://rob1@adventure-works.com"
176,89,"273260055","",11,"Production Technician - WC40",2008-09-15 00:00:00.000,1990-05-07 00:00:00.000,"adventure-works\baris0","164-555-0114","S","Baris Cetinok","164-555-0114",False,"M",1,15,72,56,True,False,"Production",2008-09-15 00:00:00.000,,"Current","Baris Cetinok","mailto://baris0@adventure-works.com"
178,20,"752513276","",11,"Production Technician - WC60",2008-09-15 00:00:00.000,1990-11-04 00:00:00.000,"adventure-works\steve0","712-555-0170","S","Steve Masters","712-555-0170",False,"M",1,12.45,31,35,True,False,"Production",2008-09-15 00:00:00.000,,"Current","Steve Masters","mailto://steve0@adventure-works.com"
181,147,"404159499","",11,"Production Technician - WC20",2008-09-16 00:00:00.000,1984-07-08 00:00:00.000,"adventure-works\terrence0","110-555-0115","S","Terrence Earls","110-555-0115",False,"M",1,14,13,26,True,False,"Production",2008-09-16 00:00:00.000,,"Current","Terrence Earls","mailto://terrence0@adventure-works.com"
191,16,"10708100","",11,"Production Technician - WC50",2008-09-23 00:00:00.000,1971-02-21 00:00:00.000,"adventure-works\frank1","167-555-0139","S","Frank Miller","167-555-0139",False,"M",1,11,10,25,True,False,"Production",2008-09-23 00:00:00.000,,"Current","Frank Miller","mailto://frank1@adventure-works.com"
196,40,"334834274","",11,"Production Technician - WC50",2008-09-25 00:00:00.000,1989-01-13 00:00:00.000,"adventure-works\michael4","817-555-0186","S","Michael Entin","817-555-0186",False,"M",1,11,94,67,True,False,"Production",2008-09-25 00:00:00.000,,"Current","Michael Entin","mailto://michael4@adventure-works.com"
197,163,"399658727","",11,"Production Technician - WC45",2008-09-26 00:00:00.000,1987-10-13 00:00:00.000,"adventure-works\lionel0","450-555-0152","S","Lionel Penuchot","450-555-0152",False,"M",1,10,78,59,True,False,"Production",2008-09-26 00:00:00.000,,"Current","Lionel Penuchot","mailto://lionel0@adventure-works.com"
203,186,"621932914","",11,"Production Technician - WC20",2008-09-28 00:00:00.000,1975-07-21 00:00:00.000,"adventure-works\stefen0","165-555-0113","S","Stefen Hesse","165-555-0113",False,"M",1,14,19,29,True,False,"Production",2008-09-28 00:00:00.000,,"Current","Stefen Hesse","mailto://stefen0@adventure-works.com"
208,188,"568626529","",11,"Production Technician - WC30",2008-10-01 00:00:00.000,1981-10-22 00:00:00.000,"adventure-works\john3","663-555-0172","S","John Frum","663-555-0172",False,"M",1,9.5,27,33,True,False,"Production",2008-10-01 00:00:00.000,,"Current","John Frum","mailto://john3@adventure-works.com"
212,20,"63179277","",11,"Production Technician - WC60",2008-10-03 00:00:00.000,1975-09-11 00:00:00.000,"adventure-works\jay0","407-555-0165","S","Jay Adams","407-555-0165",False,"M",1,12.45,32,36,True,False,"Production",2008-10-03 00:00:00.000,,"Current","Jay Adams","mailto://jay0@adventure-works.com"
213,188,"587567941","",11,"Production Technician - WC30",2008-10-03 00:00:00.000,1974-06-15 00:00:00.000,"adventure-works\jan0","139-555-0131","S","Jan Miksovsky","139-555-0131",False,"M",1,9.5,30,35,True,False,"Production",2008-10-03 00:00:00.000,,"Current","Jan Miksovsky","mailto://jan0@adventure-works.com"
215,126,"65848458","",11,"Production Technician - WC45",2008-10-04 00:00:00.000,1988-04-24 00:00:00.000,"adventure-works\andrew1","207-555-0192","S","Andrew Cencini","207-555-0192",False,"M",1,10,73,56,True,False,"Production",2008-10-04 00:00:00.000,,"Current","Andrew Cencini","mailto://andrew1@adventure-works.com"
217,18,"442121106","",11,"Production Technician - WC60",2008-10-05 00:00:00.000,1986-03-07 00:00:00.000,"adventure-works\chris2","315-555-0144","S","Chris Okelberry","315-555-0144",False,"M",1,12.45,16,28,True,False,"Production",2008-10-05 00:00:00.000,,"Current","Chris Okelberry","mailto://chris2@adventure-works.com"
223,20,"537092325","",11,"Production Technician - WC60",2009-07-03 00:00:00.000,1971-04-02 00:00:00.000,"adventure-works\charles0","931-555-0118","S","Charles Fitzgerald","931-555-0118",False,"M",1,12.45,27,33,True,False,"Production",2009-07-03 00:00:00.000,,"Current","Charles Fitzgerald","mailto://charles0@adventure-works.com"
224,27,"455563743","",11,"Production Technician - WC10",2009-07-06 00:00:00.000,1986-04-22 00:00:00.000,"adventure-works\ebru0","202-555-0187","S","Ebru Ersan","202-555-0187",False,"M",1,13.45,93,66,True,False,"Production",2009-07-06 00:00:00.000,,"Current","Ebru Ersan","mailto://ebru0@adventure-works.com"
226,53,"1662732","",11,"Production Technician - WC40",2009-07-11 00:00:00.000,1970-07-23 00:00:00.000,"adventure-works\brian2","730-555-0117","S","Brian Goldstein","730-555-0117",False,"M",1,15,63,51,True,False,"Production",2009-07-11 00:00:00.000,,"Current","Brian Goldstein","mailto://brian2@adventure-works.com"
230,20,"834186596","",11,"Production Technician - WC60",2009-07-22 00:00:00.000,1969-10-05 00:00:00.000,"adventure-works\karan0","447-555-0186","S","Karan Khanna","447-555-0186",False,"M",1,12.45,28,34,True,False,"Production",2009-07-22 00:00:00.000,,"Current","Karan Khanna","mailto://karan0@adventure-works.com"
232,27,"801365500","",11,"Production Technician - WC10",2009-07-25 00:00:00.000,1986-04-19 00:00:00.000,"adventure-works\kevin2","555-555-0113","S","Kevin Homer","555-555-0113",False,"M",1,13.45,90,65,True,False,"Production",2009-07-25 00:00:00.000,,"Current","Kevin Homer","mailto://kevin2@adventure-works.com"
233,53,"413787783","",11,"Production Technician - WC40",2009-07-29 00:00:00.000,1970-10-07 00:00:00.000,"adventure-works\mihail0","733-555-0128","S","Mihail Frintu","733-555-0128",False,"M",1,15,64,52,True,False,"Production",2009-07-29 00:00:00.000,,"Current","Mihail Frintu","mailto://mihail0@adventure-works.com"
236,111,"113393530","",11,"Production Technician - WC20",2009-08-06 00:00:00.000,1971-05-23 00:00:00.000,"adventure-works\hung-fu0","497-555-0181","S","Hung-Fu Ting","497-555-0181",False,"M",1,14,0,20,True,False,"Production",2009-08-06 00:00:00.000,,"Current","Hung-Fu Ting","mailto://hung-fu0@adventure-works.com"
240,53,"943170460","",11,"Production Technician - WC40",2009-08-17 00:00:00.000,1970-07-03 00:00:00.000,"adventure-works\sandeep0","166-555-0156","S","Sandeep Kaliyath","166-555-0156",False,"M",1,15,65,52,True,False,"Production",2009-08-17 00:00:00.000,,"Current","Sandeep Kaliyath","mailto://sandeep0@adventure-works.com"
247,20,"414476027","",11,"Production Technician - WC60",2009-08-29 00:00:00.000,1954-08-30 00:00:00.000,"adventure-works\maciej0","237-555-0128","S","Maciej Dusza","237-555-0128",False,"M",1,12.45,30,35,True,False,"Production",2009-08-29 00:00:00.000,,"Current","Maciej Dusza","mailto://maciej0@adventure-works.com"
249,66,"90888098","",11,"Production Technician - WC10",2009-09-01 00:00:00.000,1986-04-10 00:00:00.000,"adventure-works\patrick0","413-555-0124","S","Patrick Wedge","413-555-0124",False,"M",1,13.45,96,68,True,False,"Production",2009-09-01 00:00:00.000,,"Current","Patrick Wedge","mailto://patrick0@adventure-works.com"
251,18,"461786517","",11,"Production Technician - WC60",2009-09-05 00:00:00.000,1971-04-11 00:00:00.000,"adventure-works\ed0","919-555-0140","S","Ed Dudenhoefer","919-555-0140",False,"M",1,12.45,25,32,True,False,"Production",2009-09-05 00:00:00.000,,"Current","Ed Dudenhoefer","mailto://ed0@adventure-works.com"
254,111,"56772045","",11,"Production Technician - WC20",2009-09-13 00:00:00.000,1971-04-05 00:00:00.000,"adventure-works\krishna0","491-555-0183","S","Krishna Sunkammurali","491-555-0183",False,"M",1,14,2,21,True,False,"Production",2009-09-13 00:00:00.000,,"Current","Krishna Sunkammurali","mailto://krishna0@adventure-works.com"
258,20,"582347317","",11,"Production Technician - WC60",2009-09-23 00:00:00.000,1973-04-05 00:00:00.000,"adventure-works\michael7","582-555-0148","S","Michael Zwilling","582-555-0148",False,"M",1,12.45,26,33,True,False,"Production",2009-09-23 00:00:00.000,,"Current","Michael Zwilling","mailto://michael7@adventure-works.com"
260,27,"561196580","",11,"Production Technician - WC10",2009-09-27 00:00:00.000,1986-04-28 00:00:00.000,"adventure-works\john4","254-555-0114","S","John Kane","254-555-0114",False,"M",1,13.45,92,66,True,False,"Production",2009-09-27 00:00:00.000,,"Current","John Kane","mailto://john4@adventure-works.com"
261,53,"58791499","",11,"Production Technician - WC40",2009-10-01 00:00:00.000,1973-03-29 00:00:00.000,"adventure-works\jack1","521-555-0113","S","Jack Creasey","521-555-0113",False,"M",1,15,62,51,True,False,"Production",2009-10-01 00:00:00.000,,"Current","Jack Creasey","mailto://jack1@adventure-works.com"
1,18,"14417807","",11,"Production Technician - WC60",2006-01-28 00:00:00.000,1981-11-12 00:00:00.000,"adventure-works\guy1","320-555-0195","M","Guy Gilbert","320-555-0195",False,"M",1,12.45,21,30,True,False,"Production",2006-01-28 00:00:00.000,,"Current","Guy Gilbert","mailto://guy1@adventure-works.com"
15,189,"844973625","",11,"Production Technician - WC10",2007-09-02 00:00:00.000,1956-03-30 00:00:00.000,"adventure-works\sidney0","424-555-0189","M","Sidney Higa","424-555-0189",False,"M",1,13.45,84,62,True,False,"Production",2007-09-02 00:00:00.000,,"Current","Sidney Higa","mailto://sidney0@adventure-works.com"
22,177,"443968955","",11,"Production Technician - WC30",2008-07-01 00:00:00.000,1976-12-12 00:00:00.000,"adventure-works\steven0","925-555-0114","M","Steven Selikoff","925-555-0114",False,"M",1,9.5,41,40,True,False,"Production",2008-07-01 00:00:00.000,,"Current","Steven Selikoff","mailto://steven0@adventure-works.com"
28,111,"964089218","",11,"Production Technician - WC20",2008-07-04 00:00:00.000,1981-08-03 00:00:00.000,"adventure-works\ivo0","115-555-0179","M","Ivo Salmre","115-555-0179",False,"M",1,14,9,24,True,False,"Production",2008-07-04 00:00:00.000,,"Current","Ivo Salmre","mailto://ivo0@adventure-works.com"
31,16,"571658797","",11,"Production Technician - WC50",2008-07-05 00:00:00.000,1985-12-28 00:00:00.000,"adventure-works\kendall0","138-555-0128","M","Kendall Keil","138-555-0128",False,"M",1,11,11,25,True,False,"Production",2008-07-05 00:00:00.000,,"Current","Kendall Keil","mailto://kendall0@adventure-works.com"
45,76,"718299860","",11,"Production Technician - WC50",2008-07-12 00:00:00.000,1972-06-25 00:00:00.000,"adventure-works\russell0","786-555-0144","M","Russell Hunter","786-555-0144",False,"M",1,11,6,23,True,False,"Production",2008-07-12 00:00:00.000,,"Current","Russell Hunter","mailto://russell0@adventure-works.com"
55,20,"36151748","",11,"Production Technician - WC60",2008-07-15 00:00:00.000,1984-07-29 00:00:00.000,"adventure-works\david2","712-555-0119","M","David Ortiz","712-555-0119",False,"M",1,12.45,33,36,True,False,"Production",2008-07-15 00:00:00.000,,"Current","David Ortiz","mailto://david2@adventure-works.com"
59,18,"801758002","",11,"Production Technician - WC60",2008-07-17 00:00:00.000,1976-07-26 00:00:00.000,"adventure-works\annik0","499-555-0125","M","Annik Stahl","499-555-0125",False,"M",1,12.45,17,28,True,False,"Production",2008-07-17 00:00:00.000,,"Current","Annik Stahl","mailto://annik0@adventure-works.com"
62,76,"674171828","",11,"Production Technician - WC50",2008-07-19 00:00:00.000,1986-04-08 00:00:00.000,"adventure-works\jim0","679-555-0113","M","Jim Scardelis","679-555-0113",False,"M",1,11,1,20,True,False,"Production",2008-07-19 00:00:00.000,,"Current","Jim Scardelis","mailto://jim0@adventure-works.com"
64,188,"476115505","",11,"Production Technician - WC30",2008-07-21 00:00:00.000,1976-11-14 00:00:00.000,"adventure-works\george0","518-555-0199","M","George Li","518-555-0199",False,"M",1,9.5,26,33,True,False,"Production",2008-07-21 00:00:00.000,,"Current","George Li","mailto://george0@adventure-works.com"
67,147,"97728960","",11,"Production Technician - WC20",2008-07-23 00:00:00.000,1966-09-30 00:00:00.000,"adventure-works\raymond0","226-555-0197","M","Raymond Sam","226-555-0197",False,"M",1,14,10,25,True,False,"Production",2008-07-23 00:00:00.000,,"Current","Raymond Sam","mailto://raymond0@adventure-works.com"
70,214,"370487086","",11,"Production Technician - WC40",2008-07-24 00:00:00.000,1980-05-04 00:00:00.000,"adventure-works\shammi0","793-555-0179","M","Shammi Mohamed","793-555-0179",False,"M",1,15,53,46,True,False,"Production",2008-07-24 00:00:00.000,,"Current","Shammi Mohamed","mailto://shammi0@adventure-works.com"
77,163,"435234965","",11,"Production Technician - WC45",2008-07-27 00:00:00.000,1985-06-24 00:00:00.000,"adventure-works\douglas0","808-555-0172","M","Douglas Hite","808-555-0172",False,"M",1,10,80,60,True,False,"Production",2008-07-27 00:00:00.000,,"Current","Douglas Hite","mailto://douglas0@adventure-works.com"
78,9,"339712426","",11,"Production Technician - WC60",2008-07-27 00:00:00.000,1984-02-23 00:00:00.000,"adventure-works\james0","119-555-0117","M","James Kramer","119-555-0117",False,"M",1,12.45,39,39,True,False,"Production",2008-07-27 00:00:00.000,,"Current","James Kramer","mailto://james0@adventure-works.com"
83,214,"632092621","",11,"Production Technician - WC40",2008-07-31 00:00:00.000,1977-05-04 00:00:00.000,"adventure-works\rajesh0","373-555-0137","M","Rajesh Patel","373-555-0137",False,"M",1,15,48,44,True,False,"Production",2008-07-31 00:00:00.000,,"Current","Rajesh Patel","mailto://rajesh0@adventure-works.com"
95,53,"769680433","",11,"Production Technician - WC40",2008-08-05 00:00:00.000,1972-01-12 00:00:00.000,"adventure-works\ryan0","208-555-0114","M","Ryan Cornelsen","208-555-0114",False,"M",1,15,59,49,True,False,"Production",2008-08-05 00:00:00.000,,"Current","Ryan Cornelsen","mailto://ryan0@adventure-works.com"
101,201,"199546871","",11,"Production Technician - WC45",2008-08-08 00:00:00.000,1986-09-10 00:00:00.000,"adventure-works\scott0","391-555-0138","M","Scott Gode","391-555-0138",False,"M",1,10,86,63,True,False,"Production",2008-08-08 00:00:00.000,,"Current","Scott Gode","mailto://scott0@adventure-works.com"
103,147,"322160340","",11,"Production Technician - WC20",2008-08-11 00:00:00.000,1974-04-23 00:00:00.000,"adventure-works\lane0","200-555-0117","M","Lane Sacksteder","200-555-0117",False,"M",1,14,11,25,True,False,"Production",2008-08-11 00:00:00.000,,"Current","Lane Sacksteder","mailto://lane0@adventure-works.com"
107,76,"204035155","",11,"Production Technician - WC50",2008-08-12 00:00:00.000,1972-08-24 00:00:00.000,"adventure-works\lolan0","582-555-0178","M","Lolan Song","582-555-0178",False,"M",1,11,7,23,True,False,"Production",2008-08-12 00:00:00.000,,"Current","Lolan Song","mailto://lolan0@adventure-works.com"
