DepartmentID,StudentID,SectionID,StudentName,CourseID,CGPA,Result,CourseName,CourseType,Semester,ProfessorID,ProfessorName,DepartmentName
1008,146,12,"latrisa abbot",6004,1.46,"Fail","Design Patterns","Online","1",518,"Angela Weston","Health Informatics"
1002,159,19,"latroya abdelhamid",6004,1.88,"Fail","Design Patterns","Online","4",511,"Vinny Norton","Industrial Engineering"
1008,159,19,"latroya abdelhamid",6004,1.88,"Fail","Design Patterns","Online","1",518,"Angela Weston","Health Informatics"
1002,216,1,"lauder jiminez",6004,1.49,"Fail","Design Patterns","Online","4",511,"Vinny Norton","Industrial Engineering"
1008,216,1,"lauder jiminez",6004,1.49,"Fail","Design Patterns","Online","1",518,"Angela Weston","Health Informatics"
1002,230,7,"laughter jingst",6004,1.81,"Fail","Design Patterns","Online","4",511,"Vinny Norton","Industrial Engineering"
1008,230,7,"laughter jingst",6004,1.81,"Fail","Design Patterns","Online","1",518,"Angela Weston","Health Informatics"
1002,242,17,"launi jiran",6004,2.44,"Fail","Design Patterns","Online","4",511,"Vinny Norton","Industrial Engineering"
1008,242,17,"launi jiran",6004,2.44,"Fail","Design Patterns","Online","1",518,"Angela Weston","Health Informatics"
1002,274,3,"monchell renta",6004,1.14,"Fail","Design Patterns","Online","4",511,"Vinny Norton","Industrial Engineering"
1008,274,3,"monchell renta",6004,1.14,"Fail","Design Patterns","Online","1",518,"Angela Weston","Health Informatics"
1002,372,9,"suranne tolan",6004,1.34,"Fail","Design Patterns","Online","4",511,"Vinny Norton","Industrial Engineering"
1008,372,9,"suranne tolan",6004,1.34,"Fail","Design Patterns","Online","1",518,"Angela Weston","Health Informatics"
1002,387,7,"surender toler",6004,2.24,"Fail","Design Patterns","Online","4",511,"Vinny Norton","Industrial Engineering"
1008,387,7,"surender toler",6004,2.24,"Fail","Design Patterns","Online","1",518,"Angela Weston","Health Informatics"
1003,117,9,"Theodore Lovell",6005,2.12,"Fail","Datawarehousing and Business Intelligence","InPerson","2",505,"Haidar Jacobs","Computer Science"
1002,117,9,"Theodore Lovell",6005,2.12,"Fail","Datawarehousing and Business Intelligence","InPerson","1",511,"Vinny Norton","Industrial Engineering"
1003,147,17,"latrise abbott",6005,1.23,"Fail","Datawarehousing and Business Intelligence","InPerson","2",505,"Haidar Jacobs","Computer Science"
1002,147,17,"latrise abbott",6005,1.23,"Fail","Datawarehousing and Business Intelligence","InPerson","1",511,"Vinny Norton","Industrial Engineering"
1003,160,5,"latroyia abdella",6005,1.95,"Fail","Datawarehousing and Business Intelligence","InPerson","2",505,"Haidar Jacobs","Computer Science"
1002,160,5,"latroyia abdella",6005,1.95,"Fail","Datawarehousing and Business Intelligence","InPerson","1",511,"Vinny Norton","Industrial Engineering"
1003,204,2,"lauchlan canella",6005,1.5,"Fail","Datawarehousing and Business Intelligence","InPerson","2",505,"Haidar Jacobs","Computer Science"
1002,204,2,"lauchlan canella",6005,1.5,"Fail","Datawarehousing and Business Intelligence","InPerson","1",511,"Vinny Norton","Industrial Engineering"
1003,217,18,"laudermilk jiminian",6005,1.74,"Fail","Datawarehousing and Business Intelligence","InPerson","2",505,"Haidar Jacobs","Computer Science"
1002,217,18,"laudermilk jiminian",6005,1.74,"Fail","Datawarehousing and Business Intelligence","InPerson","1",511,"Vinny Norton","Industrial Engineering"
1003,275,2,"monchelle renta-vives",6005,1.27,"Fail","Datawarehousing and Business Intelligence","InPerson","2",505,"Haidar Jacobs","Computer Science"
1002,275,2,"monchelle renta-vives",6005,1.27,"Fail","Datawarehousing and Business Intelligence","InPerson","1",511,"Vinny Norton","Industrial Engineering"
1003,287,12,"mondale rentschler",6005,2.26,"Fail","Datawarehousing and Business Intelligence","InPerson","2",505,"Haidar Jacobs","Computer Science"
1002,287,12,"mondale rentschler",6005,2.26,"Fail","Datawarehousing and Business Intelligence","InPerson","1",511,"Vinny Norton","Industrial Engineering"
1003,357,10,"suprit sweigard",6005,2.16,"Fail","Datawarehousing and Business Intelligence","InPerson","2",505,"Haidar Jacobs","Computer Science"
1002,357,10,"suprit sweigard",6005,2.16,"Fail","Datawarehousing and Business Intelligence","InPerson","1",511,"Vinny Norton","Industrial Engineering"
1003,374,16,"suraya tolar",6005,2.12,"Fail","Datawarehousing and Business Intelligence","InPerson","2",505,"Haidar Jacobs","Computer Science"
1002,374,16,"suraya tolar",6005,2.12,"Fail","Datawarehousing and Business Intelligence","InPerson","1",511,"Vinny Norton","Industrial Engineering"
1003,388,5,"surendr toles",6005,1.69,"Fail","Datawarehousing and Business Intelligence","InPerson","2",505,"Haidar Jacobs","Computer Science"
1002,388,5,"surendr toles",6005,1.69,"Fail","Datawarehousing and Business Intelligence","InPerson","1",511,"Vinny Norton","Industrial Engineering"
1004,134,13,"aadhish abbate",6006,2.13,"Fail","Data Science Methods and Tools","InPerson","3",506,"Shakir Goulding","Software Engineering"
1010,134,13,"aadhish abbate",6006,2.13,"Fail","Data Science Methods and Tools","InPerson","2",517,"Alara Rivera","Bioinformatics"
1004,148,18,"latrish abboud",6006,1.13,"Fail","Data Science Methods and Tools","InPerson","3",506,"Shakir Goulding","Software Engineering"
1010,148,18,"latrish abboud",6006,1.13,"Fail","Data Science Methods and Tools","InPerson","2",517,"Alara Rivera","Bioinformatics"
1004,176,1,"latulip abdulaziz",6006,2.36,"Fail","Data Science Methods and Tools","InPerson","3",506,"Shakir Goulding","Software Engineering"
1010,176,1,"latulip abdulaziz",6006,2.36,"Fail","Data Science Methods and Tools","InPerson","2",517,"Alara Rivera","Bioinformatics"
1004,205,11,"lauchlann canellas",6006,2.47,"Fail","Data Science Methods and Tools","InPerson","3",506,"Shakir Goulding","Software Engineering"
1010,205,11,"lauchlann canellas",6006,2.47,"Fail","Data Science Methods and Tools","InPerson","2",517,"Alara Rivera","Bioinformatics"
1004,219,18,"laudie jimmenez",6006,1.71,"Fail","Data Science Methods and Tools","InPerson","3",506,"Shakir Goulding","Software Engineering"
1010,219,18,"laudie jimmenez",6006,1.71,"Fail","Data Science Methods and Tools","InPerson","2",517,"Alara Rivera","Bioinformatics"
1004,276,4,"monchello rentar",6006,1.11,"Fail","Data Science Methods and Tools","InPerson","3",506,"Shakir Goulding","Software Engineering"
1010,276,4,"monchello rentar",6006,1.11,"Fail","Data Science Methods and Tools","InPerson","2",517,"Alara Rivera","Bioinformatics"
1004,303,4,"moneca renzullo",6006,1.53,"Fail","Data Science Methods and Tools","InPerson","3",506,"Shakir Goulding","Software Engineering"
1010,303,4,"moneca renzullo",6006,1.53,"Fail","Data Science Methods and Tools","InPerson","2",517,"Alara Rivera","Bioinformatics"
1004,358,19,"suprith sweigart",6006,1.84,"Fail","Data Science Methods and Tools","InPerson","3",506,"Shakir Goulding","Software Engineering"
1010,358,19,"suprith sweigart",6006,1.84,"Fail","Data Science Methods and Tools","InPerson","2",517,"Alara Rivera","Bioinformatics"
1004,375,2,"surayah tolayo",6006,1.19,"Fail","Data Science Methods and Tools","InPerson","3",506,"Shakir Goulding","Software Engineering"
1010,375,2,"surayah tolayo",6006,1.19,"Fail","Data Science Methods and Tools","InPerson","2",517,"Alara Rivera","Bioinformatics"
1004,391,4,"surens tolhurst",6006,1.42,"Fail","Data Science Methods and Tools","InPerson","3",506,"Shakir Goulding","Software Engineering"
1010,391,4,"surens tolhurst",6006,1.42,"Fail","Data Science Methods and Tools","InPerson","2",517,"Alara Rivera","Bioinformatics"
1001,107,8,"Steph Curry",6007,1.29,"Fail","Application Engineering Development","Online","4",503,"Jacob Porter","Data Analytics Engineering"
1008,107,8,"Steph Curry",6007,1.29,"Fail","Application Engineering Development","Online","3",518,"Angela Weston","Health Informatics"
1001,120,7,"James Bond",6007,1.62,"Fail","Application Engineering Development","Online","4",503,"Jacob Porter","Data Analytics Engineering"
1008,120,7,"James Bond",6007,1.62,"Fail","Application Engineering Development","Online","3",518,"Angela Weston","Health Informatics"
1001,151,3,"latrissa abby",6007,2.48,"Fail","Application Engineering Development","Online","4",503,"Jacob Porter","Data Analytics Engineering"
1008,151,3,"latrissa abby",6007,2.48,"Fail","Application Engineering Development","Online","3",518,"Angela Weston","Health Informatics"
1001,207,1,"lauchlin canepa",6007,2.49,"Fail","Application Engineering Development","Online","4",503,"Jacob Porter","Data Analytics Engineering"
1008,207,1,"lauchlin canepa",6007,2.49,"Fail","Application Engineering Development","Online","3",518,"Angela Weston","Health Informatics"
1001,220,19,"laudine jimmerson",6007,2.43,"Fail","Application Engineering Development","Online","4",503,"Jacob Porter","Data Analytics Engineering"
1008,220,19,"laudine jimmerson",6007,2.43,"Fail","Application Engineering Development","Online","3",518,"Angela Weston","Health Informatics"
1001,234,8,"lauklyn jinks",6007,1.12,"Fail","Application Engineering Development","Online","4",503,"Jacob Porter","Data Analytics Engineering"
1008,234,8,"lauklyn jinks",6007,1.12,"Fail","Application Engineering Development","Online","3",518,"Angela Weston","Health Informatics"
1001,262,2,"monbarren jittender",6007,1.31,"Fail","Application Engineering Development","Online","4",503,"Jacob Porter","Data Analytics Engineering"
1008,262,2,"monbarren jittender",6007,1.31,"Fail","Application Engineering Development","Online","3",518,"Angela Weston","Health Informatics"
1001,290,15,"mondel renuart",6007,1.59,"Fail","Application Engineering Development","Online","4",503,"Jacob Porter","Data Analytics Engineering"
1008,290,15,"mondel renuart",6007,1.59,"Fail","Application Engineering Development","Online","3",518,"Angela Weston","Health Informatics"
1001,305,5,"monee reome",6007,1.41,"Fail","Application Engineering Development","Online","4",503,"Jacob Porter","Data Analytics Engineering"
1008,305,5,"monee reome",6007,1.41,"Fail","Application Engineering Development","Online","3",518,"Angela Weston","Health Informatics"
1001,361,5,"surabhi sweitzer",6007,1.94,"Fail","Application Engineering Development","Online","4",503,"Jacob Porter","Data Analytics Engineering"
1008,361,5,"surabhi sweitzer",6007,1.94,"Fail","Application Engineering Development","Online","3",518,"Angela Weston","Health Informatics"
1001,376,17,"surayya tolbent",6007,2.3,"Fail","Application Engineering Development","Online","4",503,"Jacob Porter","Data Analytics Engineering"
1008,376,17,"surayya tolbent",6007,2.3,"Fail","Application Engineering Development","Online","3",518,"Angela Weston","Health Informatics"
1001,392,12,"suresh tolin",6007,1.83,"Fail","Application Engineering Development","Online","4",503,"Jacob Porter","Data Analytics Engineering"
1008,392,12,"suresh tolin",6007,1.83,"Fail","Application Engineering Development","Online","3",518,"Angela Weston","Health Informatics"
1008,123,8,"aadarsh abatiell",6008,1.5,"Fail","Network Structures and Cloud Computing","Online","4",508,"Ranveer Stamp","Health Informatics"
1008,152,5,"latrista abdal",6008,2.22,"Fail","Network Structures and Cloud Computing","Online","4",508,"Ranveer Stamp","Health Informatics"
1008,163,17,"latshia abdelwahed",6008,2.48,"Fail","Network Structures and Cloud Computing","Online","4",508,"Ranveer Stamp","Health Informatics"
1008,195,20,"lau candon",6008,1.14,"Fail","Network Structures and Cloud Computing","Online","4",508,"Ranveer Stamp","Health Informatics"
1008,208,9,"lauchlyn canerday",6008,2.36,"Fail","Network Structures and Cloud Computing","Online","4",508,"Ranveer Stamp","Health Informatics"
1008,222,6,"lauer jimmison",6008,1.27,"Fail","Network Structures and Cloud Computing","Online","4",508,"Ranveer Stamp","Health Informatics"
1008,235,1,"lauma jinnerson",6008,1.6,"Fail","Network Structures and Cloud Computing","Online","4",508,"Ranveer Stamp","Health Informatics"
1008,278,7,"moncheri rentas-paniagua",6008,2.22,"Fail","Network Structures and Cloud Computing","Online","4",508,"Ranveer Stamp","Health Informatics"
1008,324,11,"raesean replogle",6008,1.23,"Fail","Network Structures and Cloud Computing","Online","4",508,"Ranveer Stamp","Health Informatics"
1008,393,4,"sureshkumar toline",6008,1.68,"Fail","Network Structures and Cloud Computing","Online","4",508,"Ranveer Stamp","Health Informatics"
1009,139,9,"latriece abbenante",6009,1.67,"Fail","Big Data Systems","InPerson","2",509,"Sumaiyah Herman","Regulatory Laws"
1009,164,18,"latson abdi",6009,1.27,"Fail","Big Data Systems","InPerson","2",509,"Sumaiyah Herman","Regulatory Laws"
1009,196,20,"lauana candozo",6009,1.23,"Fail","Big Data Systems","InPerson","2",509,"Sumaiyah Herman","Regulatory Laws"
1009,209,6,"lauchlyn-lee canes",6009,1.41,"Fail","Big Data Systems","InPerson","2",509,"Sumaiyah Herman","Regulatory Laws"
1009,224,8,"laufey jina",6009,1.52,"Fail","Big Data Systems","InPerson","2",509,"Sumaiyah Herman","Regulatory Laws"
1009,236,3,"launa jinright",6009,2.29,"Fail","Big Data Systems","InPerson","2",509,"Sumaiyah Herman","Regulatory Laws"
1009,265,8,"monce renouf",6009,1.62,"Fail","Big Data Systems","InPerson","2",509,"Sumaiyah Herman","Regulatory Laws"
1009,280,18,"moncrief renter",6009,1.93,"Fail","Big Data Systems","InPerson","2",509,"Sumaiyah Herman","Regulatory Laws"
1009,307,9,"moneeba reontae",6009,1.15,"Fail","Big Data Systems","InPerson","2",509,"Sumaiyah Herman","Regulatory Laws"
1009,327,10,"raeshawn rigterink",6009,2.1,"Fail","Big Data Systems","InPerson","2",509,"Sumaiyah Herman","Regulatory Laws"
1009,346,8,"supat rijvan",6009,1.9,"Fail","Big Data Systems","InPerson","2",509,"Sumaiyah Herman","Regulatory Laws"
1009,394,1,"sureskumar toliongco",6009,1.51,"Fail","Big Data Systems","InPerson","2",509,"Sumaiyah Herman","Regulatory Laws"
1009,399,17,"surgyan tollefsrud",6009,1.68,"Fail","Big Data Systems","InPerson","2",509,"Sumaiyah Herman","Regulatory Laws"
1008,154,14,"latron abdallah",6010,2.31,"Fail","Program Structures and Algorithms","InPerson","1",508,"Ranveer Stamp","Health Informatics"
1004,154,14,"latron abdallah",6010,2.31,"Fail","Program Structures and Algorithms","InPerson","3",514,"Ann Storey","Software Engineering"
1008,165,9,"latt abdin",6010,1.94,"Fail","Program Structures and Algorithms","InPerson","1",508,"Ranveer Stamp","Health Informatics"
1004,165,9,"latt abdin",6010,1.94,"Fail","Program Structures and Algorithms","InPerson","3",514,"Ann Storey","Software Engineering"
1008,210,15,"lauchner canestraro",6010,1.71,"Fail","Program Structures and Algorithms","InPerson","1",508,"Ranveer Stamp","Health Informatics"
1004,210,15,"lauchner canestraro",6010,1.71,"Fail","Program Structures and Algorithms","InPerson","3",514,"Ann Storey","Software Engineering"
1008,237,10,"launce jinwright",6010,1.4,"Fail","Program Structures and Algorithms","InPerson","1",508,"Ranveer Stamp","Health Informatics"
1004,237,10,"launce jinwright",6010,1.4,"Fail","Program Structures and Algorithms","InPerson","3",514,"Ann Storey","Software Engineering"
1008,266,7,"moncear renova",6010,1.27,"Fail","Program Structures and Algorithms","InPerson","1",508,"Ranveer Stamp","Health Informatics"
1004,266,7,"moncear renova",6010,1.27,"Fail","Program Structures and Algorithms","InPerson","3",514,"Ann Storey","Software Engineering"
1008,329,12,"raeshelle riha",6010,2.35,"Fail","Program Structures and Algorithms","InPerson","1",508,"Ranveer Stamp","Health Informatics"
1004,329,12,"raeshelle riha",6010,2.35,"Fail","Program Structures and Algorithms","InPerson","3",514,"Ann Storey","Software Engineering"
1008,381,10,"suree tole",6010,1.69,"Fail","Program Structures and Algorithms","InPerson","1",508,"Ranveer Stamp","Health Informatics"
1004,381,10,"suree tole",6010,1.69,"Fail","Program Structures and Algorithms","InPerson","3",514,"Ann Storey","Software Engineering"
1008,395,4,"sureya toliver",6010,1.71,"Fail","Program Structures and Algorithms","InPerson","1",508,"Ranveer Stamp","Health Informatics"
1004,395,4,"sureya toliver",6010,1.71,"Fail","Program Structures and Algorithms","InPerson","3",514,"Ann Storey","Software Engineering"
