CustomerID,Prefix,FirstName,LastName,CustomerName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
"BB8887","MR.","DARRYL","LIU","MR. DARRYL LIU",1975-05-26 00:00:00.000,"S","M","darryl4@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB9164","MR.","KELVIN","ZHOU","MR. KELVIN ZHOU",1965-02-09 00:00:00.000,"S","M","kelvin28@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB9189","MR.","JAVIER","SERRANO","MR. JAVIER SERRANO",1964-05-04 00:00:00.000,"S","M","javier11@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB9190","MR.","ROY","CARLSON","MR. ROY CARLSON",1964-07-25 00:00:00.000,"S","M","roy38@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB9525","MR.","DENNIS","HU","MR. DENNIS HU",1975-01-28 00:00:00.000,"S","M","dennis22@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB9527","MR.","CASEY","MORENO","MR. CASEY MORENO",1976-08-27 00:00:00.000,"S","M","casey30@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB10100","MR.","HAROLD","RODRIGUEZ","MR. HAROLD RODRIGUEZ",1968-08-17 00:00:00.000,"S","M","harold16@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB10102","MR.","RANDALL","VAZQUEZ","MR. RANDALL VAZQUEZ",1965-02-04 00:00:00.000,"S","M","randall16@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB10106","MR.","PABLO","ROVIRA DIEZ","MR. PABLO ROVIRA DIEZ",1963-02-23 00:00:00.000,"S","M","pablo0@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB10125","MR.","RANDALL","MORENO","MR. RANDALL MORENO",1965-06-19 00:00:00.000,"S","M","randall7@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB10128","MR.","NICOLAS","LAL","MR. NICOLAS LAL",1964-11-23 00:00:00.000,"S","M","nicolas6@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB10129","MR.","PETER","BLACK","MR. PETER BLACK",1964-11-16 00:00:00.000,"S","M","peter25@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB10134","MR.","WYATT","RODRIGUEZ","MR. WYATT RODRIGUEZ",1963-06-13 00:00:00.000,"S","M","wyatt21@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB10776","MR.","CEDRIC","NARA","MR. CEDRIC NARA",1976-08-17 00:00:00.000,"S","M","cedric35@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB10777","MR.","PHILIP","RUBIO","MR. PHILIP RUBIO",1976-04-26 00:00:00.000,"S","M","philip20@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB10868","MR.","JAIME","DENG","MR. JAIME DENG",1968-08-04 00:00:00.000,"S","M","jaime25@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB10877","MR.","PHILLIP","MALHOTRA","MR. PHILLIP MALHOTRA",1963-07-21 00:00:00.000,"S","M","phillip5@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB11196","MR.","MARCUS","WILLIAMS","MR. MARCUS WILLIAMS",1968-04-20 00:00:00.000,"S","M","marcus2@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB11832","MR.","LUCAS","TURNER","MR. LUCAS TURNER",1964-07-04 00:00:00.000,"S","M","lucas6@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB11838","MR.","JUSTIN","THOMPSON","MR. JUSTIN THOMPSON",1963-03-04 00:00:00.000,"S","M","justin43@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB12088","MR.","JAMES","JONES","MR. JAMES JONES",1968-04-16 00:00:00.000,"S","M","james78@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB12089","MR.","NOAH","GREEN","MR. NOAH GREEN",1968-02-15 00:00:00.000,"S","M","noah40@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB12314","MR.","RAMON","HU","MR. RAMON HU",1965-07-19 00:00:00.000,"S","M","ramon18@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB12409","MR.","CARLOS","EVANS","MR. CARLOS EVANS",1963-07-17 00:00:00.000,"S","M","carlos26@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB13190","MR.","CARSON","POWELL","MR. CARSON POWELL",1968-08-09 00:00:00.000,"S","M","carson7@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB13235","MR.","RICHARD","WOOD","MR. RICHARD WOOD",1968-09-24 00:00:00.000,"S","M","richard58@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB13237","MR.","NOAH","JENKINS","MR. NOAH JENKINS",1965-06-23 00:00:00.000,"S","M","noah3@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB13328","MR.","RICARDO","CHANDE","MR. RICARDO CHANDE",1964-06-03 00:00:00.000,"S","M","ricardo15@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB13329","MR.","JAKE","HE","MR. JAKE HE",1964-10-23 00:00:00.000,"S","M","jake16@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB13330","MR.","MARCO","RANA","MR. MARCO RANA",1964-03-26 00:00:00.000,"S","M","marco12@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB13332","MR.","GILBERT","ZHOU","MR. GILBERT ZHOU",1963-06-15 00:00:00.000,"S","M","gilbert6@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB13446","MR.","DEREK","PAL","MR. DEREK PAL",1974-05-11 00:00:00.000,"S","M","derek11@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB13741","MR.","MICAH","SUN","MR. MICAH SUN",1975-05-05 00:00:00.000,"S","M","micah0@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB13742","MR.","ROY","SRINI","MR. ROY SRINI",1975-01-11 00:00:00.000,"S","M","roy9@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB13746","MR.","ARTHUR","ALVAREZ","MR. ARTHUR ALVAREZ",1975-04-24 00:00:00.000,"S","M","arthur28@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB13748","MR.","JAIME","JAI","MR. JAIME JAI",1974-04-25 00:00:00.000,"S","M","jaime33@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB14066","MR.","ROGER","CHANDER","MR. ROGER CHANDER",1963-02-04 00:00:00.000,"S","M","roger43@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB14651","MR.","MIGUEL","WRIGHT","MR. MIGUEL WRIGHT",1976-07-26 00:00:00.000,"S","M","miguel28@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB14812","MR.","HUNTER","COLEMAN","MR. HUNTER COLEMAN",1968-04-17 00:00:00.000,"S","M","hunter2@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB15432","MR.","BRANDON","FOSTER","MR. BRANDON FOSTER",1963-02-27 00:00:00.000,"S","M","brandon13@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB15961","MR.","EDWIN","ZHU","MR. EDWIN ZHU",1965-12-21 00:00:00.000,"S","M","edwin15@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB16346","MR.","SAMUEL","WINSTON","MR. SAMUEL WINSTON",1968-07-09 00:00:00.000,"S","M","samuel69@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB16513","MR.","CLIFFORD","LOPEZ","MR. CLIFFORD LOPEZ",1963-04-13 00:00:00.000,"S","M","clifford15@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB16514","MR.","SEAN","BAILEY","MR. SEAN BAILEY",1963-06-21 00:00:00.000,"S","M","sean23@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB17118","MR.","WILLIE","CHEN","MR. WILLIE CHEN",1964-01-23 00:00:00.000,"S","M","willie3@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB17119","MR.","NATHAN","MOORE","MR. NATHAN MOORE",1963-06-02 00:00:00.000,"S","M","nathan66@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB17507","MR.","NEIL","VAZQUEZ","MR. NEIL VAZQUEZ",1968-04-18 00:00:00.000,"S","M","neil13@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB17710","MR.","ROBERTO","HERNANDEZ","MR. ROBERTO HERNANDEZ",1975-08-07 00:00:00.000,"S","M","roberto3@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB17713","MR.","DANNY","SCHMIDT","MR. DANNY SCHMIDT",1976-05-15 00:00:00.000,"S","M","danny21@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB18079","MR.","JOE","MADAN","MR. JOE MADAN",1965-10-27 00:00:00.000,"S","M","joe10@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB18085","MR.","RAFAEL","ANAND","MR. RAFAEL ANAND",1963-08-16 00:00:00.000,"S","M","rafael46@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB18086","MR.","ROSS","MALHOTRA","MR. ROSS MALHOTRA",1963-03-05 00:00:00.000,"S","M","ross4@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB18087","MR.","PHILLIP","VANCE","MR. PHILLIP VANCE",1963-07-13 00:00:00.000,"S","M","phillip4@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB18089","MR.","ARMANDO","GUTIERREZ","MR. ARMANDO GUTIERREZ",1963-10-23 00:00:00.000,"S","M","armando11@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB117","MR.","JULIO","RUIZ","MR. JULIO RUIZ",1965-08-05 00:00:00.000,"S","M","julio1@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB1008","MR.","PHILIP","CARLSON","MR. PHILIP CARLSON",1968-03-16 00:00:00.000,"S","M","philip17@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB1010","MR.","ROY","SANZ","MR. ROY SANZ",1965-10-22 00:00:00.000,"S","M","roy40@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB1077","MR.","MAX","ALVAREZ","MR. MAX ALVAREZ",1963-07-24 00:00:00.000,"S","M","max5@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB3119","MR.","SAMUEL","DIAZ","MR. SAMUEL DIAZ",1963-07-27 00:00:00.000,"S","M","samuel21@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB4151","MR.","SERGIO","LOPEZ","MR. SERGIO LOPEZ",1975-09-26 00:00:00.000,"S","M","sergio17@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB4245","MR.","WILLIE","JOHNSEN","MR. WILLIE JOHNSEN",1965-09-06 00:00:00.000,"S","M","willie30@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB4254","MR.","HAROLD","MALHOTRA","MR. HAROLD MALHOTRA",1963-06-15 00:00:00.000,"S","M","harold2@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB5129","MR.","BEGOÑA","HURTADO","MR. BEGOÑA HURTADO",1968-06-06 00:00:00.000,"S","M","begoña0@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB5612","MR.","RICKY","BLANCO","MR. RICKY BLANCO",1976-11-09 00:00:00.000,"S","M","ricky16@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB5614","MR.","RICKY","MARTIN","MR. RICKY MARTIN",1975-12-13 00:00:00.000,"S","M","ricky0@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB6009","MR.","WYATT","BUTLER","MR. WYATT BUTLER",1968-10-26 00:00:00.000,"S","M","wyatt64@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB8044","MR.","RAFAEL","KUMAR","MR. RAFAEL KUMAR",1974-11-02 00:00:00.000,"S","M","rafael31@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB8533","MR.","ALVIN","SHARMA","MR. ALVIN SHARMA",1968-06-06 00:00:00.000,"S","M","alvin32@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB8553","MR.","TROY","SUBRAM","MR. TROY SUBRAM",1965-02-21 00:00:00.000,"S","M","troy14@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB8893","MR.","DARRELL","LAL","MR. DARRELL LAL",1974-02-23 00:00:00.000,"S","M","darrell17@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB9528","MR.","HENRY","SULLIVAN","MR. HENRY SULLIVAN",1976-01-03 00:00:00.000,"S","M","henry14@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB10127","MR.","LOUIS","HE","MR. LOUIS HE",1964-05-12 00:00:00.000,"S","M","louis13@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB10130","MR.","COREY","SHE","MR. COREY SHE",1964-04-01 00:00:00.000,"S","M","corey0@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB10887","MR.","THEODORE","DOMINGUEZ","MR. THEODORE DOMINGUEZ",1965-12-04 00:00:00.000,"S","M","theodore13@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB11725","MR.","DOMINIC","SULLIVAN","MR. DOMINIC SULLIVAN",1976-04-10 00:00:00.000,"S","M","dominic13@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB11726","MR.","DOUGLAS","MARTINEZ","MR. DOUGLAS MARTINEZ",1976-08-19 00:00:00.000,"S","M","douglas21@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB12307","MR.","JORDAN","ROBERTS","MR. JORDAN ROBERTS",1968-10-10 00:00:00.000,"S","M","jordan58@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB12410","MR.","DARREN","MUNOZ","MR. DARREN MUNOZ",1963-01-04 00:00:00.000,"S","M","darren29@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB13239","MR.","DANNY","SERRANO","MR. DANNY SERRANO",1965-05-14 00:00:00.000,"S","M","danny17@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB13315","MR.","FREDERICK","RODRIGUEZ","MR. FREDERICK RODRIGUEZ",1963-06-21 00:00:00.000,"S","M","frederick16@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB13442","MR.","JERRY","LUO","MR. JERRY LUO",1975-10-20 00:00:00.000,"S","M","jerry6@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB14077","MR.","ROBERT","KUMAR","MR. ROBERT KUMAR",1965-11-09 00:00:00.000,"S","M","robert40@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB14079","MR.","BRAD","ASHE","MR. BRAD ASHE",1964-10-14 00:00:00.000,"S","M","brad23@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB14869","MR.","DANNY","VAZQUEZ","MR. DANNY VAZQUEZ",1965-07-13 00:00:00.000,"S","M","danny15@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB14969","MR.","JESSE","HALL","MR. JESSE HALL",1963-07-11 00:00:00.000,"S","M","jesse46@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB15252","MR.","PEDRO","SURI","MR. PEDRO SURI",1975-09-03 00:00:00.000,"S","M","pedro0@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB15253","MR.","HECTOR","GUTIERREZ","MR. HECTOR GUTIERREZ",1975-11-05 00:00:00.000,"S","M","hector9@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB15782","MR.","EDWIN","LI","MR. EDWIN LI",1968-04-14 00:00:00.000,"S","M","edwin3@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB16153","MR.","DALE","NATH","MR. DALE NATH",1975-04-10 00:00:00.000,"S","M","dale16@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB16154","MR.","HECTOR","SANZ","MR. HECTOR SANZ",1974-09-16 00:00:00.000,"S","M","hector18@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB16493","MR.","SETH","WALKER","MR. SETH WALKER",1963-05-16 00:00:00.000,"S","M","seth22@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB18068","MR.","DEVON","RAJE","MR. DEVON RAJE",1964-08-27 00:00:00.000,"S","M","devon11@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB18082","MR.","ARTURO","PAL","MR. ARTURO PAL",1964-07-22 00:00:00.000,"S","M","arturo37@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB18088","MR.","RODNEY","NAVARRO","MR. RODNEY NAVARRO",1963-04-01 00:00:00.000,"S","M","rodney6@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB214","MR.","EDGAR","SARA","MR. EDGAR SARA",1964-03-11 00:00:00.000,"M","M","edgar11@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB2676","MR.","COLE","RAMIREZ","MR. COLE RAMIREZ",1976-03-27 00:00:00.000,"M","M","cole9@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB2677","MR.","GERALD","SURI","MR. GERALD SURI",1976-03-17 00:00:00.000,"M","M","gerald29@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB2679","MR.","ARTURO","XU","MR. ARTURO XU",1976-05-11 00:00:00.000,"M","M","arturo13@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
"BB4255","MR.","JERMAINE","RAMAN","MR. JERMAINE RAMAN",1963-11-02 00:00:00.000,"M","M","jermaine10@mega-market.com","$70,000",0,"Bachelors","Professional","N"
"BB5613","MR.","LOGAN","GONZALES","MR. LOGAN GONZALES",1975-08-27 00:00:00.000,"M","M","logan18@mega-market.com","$70,000",0,"Bachelors","Professional","Y"
