CustomerKey,FirstName,LastName,FullName,BirthDate,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,DateFirstPurchase,CommuteDistance
12714,"Colleen","Lu","Lu, Colleen",1973-07-17 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"Hüttenstr 20995",2016-07-20 00:00:00.000,"2-5 Miles"
12718,"Tammy","Sai","Sai, Tammy",1974-11-14 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",1,1,"1, place Beaubernard",2016-11-15 00:00:00.000,"2-5 Miles"
12871,"Leah","Li","Li, Leah",1976-10-06 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"9405 Curletto Dr.",2016-11-12 00:00:00.000,"2-5 Miles"
13828,"Jessie","Travers","Travers, Jessie",1977-07-05 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",1,1,"Lieblingsweg 245",2016-11-03 00:00:00.000,"2-5 Miles"
13830,"Andrea","Cox","Cox, Andrea",1977-08-03 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"1318 Pinehurst Court",2016-12-13 00:00:00.000,"2-5 Miles"
13837,"Alyssa","Lee","Lee, Alyssa",1976-08-13 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",1,1,"Buergermeister-ulrich-str 123",2016-11-15 00:00:00.000,"2-5 Miles"
13838,"Jill","Rubio","Rubio, Jill",1976-06-27 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"1153 Loma Linda",2016-09-14 00:00:00.000,"2-5 Miles"
14687,"Olivia","Price","Price, Olivia",1974-02-22 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",1,1,"14, avenue du Port",2016-09-11 00:00:00.000,"2-5 Miles"
14692,"Nichole","Sharma","Sharma, Nichole",1978-03-12 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"7025 Eastgate Avenue",2016-11-14 00:00:00.000,"2-5 Miles"
14839,"Natasha","Sanz","Sanz, Natasha",1977-05-18 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"8489 Seaview Ave.",2016-06-03 00:00:00.000,"2-5 Miles"
14840,"Autumn","Zhu","Zhu, Autumn",1977-10-23 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"5115 Meadowbrook Court",2016-02-25 00:00:00.000,"2-5 Miles"
15608,"Faith","James","James, Faith",1973-05-14 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"Rykestr 95",2016-08-29 00:00:00.000,"2-5 Miles"
15610,"Jessica","Gonzales","Gonzales, Jessica",1980-10-12 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"8251 Vista Del Sol",2016-09-21 00:00:00.000,"2-5 Miles"
16186,"Bethany","Raji","Raji, Bethany",1974-07-25 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",1,1,"140, quai Paul Doumer",2016-06-30 00:00:00.000,"2-5 Miles"
16453,"Mayra","Chandra","Chandra, Mayra",1977-04-09 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"8614 Lagoon Court",2016-04-12 00:00:00.000,"2-5 Miles"
16458,"Michele","Ruiz","Ruiz, Michele",1976-12-19 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"Pascalstr 24",2016-03-28 00:00:00.000,"2-5 Miles"
16460,"Jodi","Xu","Xu, Jodi",1976-11-17 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"6594 Bent Tree Lane",2016-06-17 00:00:00.000,"2-5 Miles"
16469,"Michele","Tang","Tang, Michele",1975-11-19 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",1,1,"70, place du Tertre",2016-04-18 00:00:00.000,"2-5 Miles"
17080,"Katelyn","Peterson","Peterson, Katelyn",1973-01-20 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",1,1,"332, boulevard d´Albi",2015-01-29 00:00:00.000,"2-5 Miles"
17082,"Morgan","Smith","Smith, Morgan",1974-05-23 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"Moritzstr 32",2015-08-19 00:00:00.000,"2-5 Miles"
17083,"Priscilla","Raje","Raje, Priscilla",1974-08-17 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",1,1,"Erlenweg 456",2016-03-28 00:00:00.000,"2-5 Miles"
17837,"Mayra","Garcia","Garcia, Mayra",1977-07-13 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",1,1,"Westheimer Straße 9292",2016-07-27 00:00:00.000,"2-5 Miles"
18029,"Carmen","Malhotra","Malhotra, Carmen",1977-12-18 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",1,1,"Hellweg 4534",2016-08-27 00:00:00.000,"2-5 Miles"
18033,"Evelyn","Patel","Patel, Evelyn",1976-05-20 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"Postfach 44 11 11",2016-09-04 00:00:00.000,"2-5 Miles"
18038,"Kelli","Kumar","Kumar, Kelli",1975-05-18 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"76, rue Pierre-Demoulin",2014-08-11 00:00:00.000,"2-5 Miles"
18045,"Toni","Arun","Arun, Toni",1973-04-13 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",1,1,"Am Gallberg 6726",2015-12-11 00:00:00.000,"2-5 Miles"
19381,"Brandi","Romero","Romero, Brandi",1975-01-12 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"21, cours Mirabeau",2015-09-24 00:00:00.000,"2-5 Miles"
19509,"Nancy","Suri","Suri, Nancy",1976-01-19 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"Marketplatz 5292",2016-11-05 00:00:00.000,"2-5 Miles"
19515,"Nancy","Garcia","Garcia, Nancy",1975-02-17 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",1,1,"872, rue Mazagran",2016-03-29 00:00:00.000,"2-5 Miles"
20175,"Alisha","Lu","Lu, Alisha",1974-04-03 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"8184, rue Malar",2016-07-10 00:00:00.000,"2-5 Miles"
20937,"Natalie","Williams","Williams, Natalie",1977-07-05 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",1,1,"Bundesallee 442",2016-09-07 00:00:00.000,"2-5 Miles"
20938,"Carolyn","Rowe","Rowe, Carolyn",1977-08-23 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"8074 Corte Valencia",,"2-5 Miles"
20946,"Abby","Chandra","Chandra, Abby",1976-03-27 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"Lindenalle 42",2016-09-17 00:00:00.000,"2-5 Miles"
20947,"Marie","Alvarez","Alvarez, Marie",1976-06-08 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",1,1,"1504 Conifer Court",,"2-5 Miles"
20955,"Dawn","Pal","Pal, Dawn",1975-03-12 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"51, rue de la Cavalerie",2016-12-05 00:00:00.000,"2-5 Miles"
21113,"Laura","Cai","Cai, Laura",1977-07-10 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",1,1,"8, rue des Vendangeurs",,"2-5 Miles"
21126,"Kaitlin","Gonzalez","Gonzalez, Kaitlin",1975-11-07 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"534, rue des Grands Champs",2016-04-24 00:00:00.000,"2-5 Miles"
21127,"Crystal","Zheng","Zheng, Crystal",1975-07-25 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",1,1,"34334, rue Jean Mermoz",2016-08-15 00:00:00.000,"2-5 Miles"
21133,"April","Kumar","Kumar, April",1974-08-06 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"242, rue Léo Delibes",2016-10-25 00:00:00.000,"2-5 Miles"
21910,"Rebekah","Perez","Perez, Rebekah",1974-08-17 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"Höhenstr 9415",2016-12-16 00:00:00.000,"2-5 Miles"
22534,"Suzanne","Liang","Liang, Suzanne",1975-02-13 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",1,1,"336, quai Paul Doumer",2016-12-21 00:00:00.000,"2-5 Miles"
22541,"Stefanie","Martinez","Martinez, Stefanie",1973-12-26 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"Im Himmelsweg 27",2016-04-30 00:00:00.000,"2-5 Miles"
22542,"Teresa","Alvarez","Alvarez, Teresa",1974-10-08 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",1,1,"57bis, boulevard du Montparnasse",2016-10-26 00:00:00.000,"2-5 Miles"
22706,"Andy","Ruth","Ruth, Andy",1976-04-26 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",1,1,"Kurfürstenstr 5444",,"2-5 Miles"
22707,"Haley","Russell","Russell, Haley",1976-01-19 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"Pascalstr 7",2016-08-12 00:00:00.000,"2-5 Miles"
22712,"Monique","Romero","Romero, Monique",1974-02-06 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"16, rue des Grands Champs",2016-10-22 00:00:00.000,"2-5 Miles"
23748,"Yolanda","Pal","Pal, Yolanda",1978-02-16 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"19, avenue de la Gare",2016-10-09 00:00:00.000,"2-5 Miles"
23946,"Kelli","Luo","Luo, Kelli",1977-11-02 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",1,1,"Räuscherweg 6875",2016-10-22 00:00:00.000,"2-5 Miles"
23958,"Amy","Lin","Lin, Amy",1975-10-17 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"10, place Beaubernard",2016-11-22 00:00:00.000,"2-5 Miles"
23961,"Karen","Huang","Huang, Karen",1975-06-22 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"Galeriestr 6266",2016-08-28 00:00:00.000,"2-5 Miles"
24120,"Kaitlyn","Allen","Allen, Kaitlyn",1977-05-18 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"Dunckerstr 48523",2016-03-26 00:00:00.000,"2-5 Miles"
24128,"Kimberly","Ramirez","Ramirez, Kimberly",1976-09-09 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"Wertheimer Straße 266",2016-07-25 00:00:00.000,"2-5 Miles"
24136,"Alisha","Hu","Hu, Alisha",1975-07-02 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"69, rue Royale",2016-04-04 00:00:00.000,"2-5 Miles"
24137,"Tara","Sharma","Sharma, Tara",1975-12-16 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",1,1,"Kalkweg 900",2016-06-01 00:00:00.000,"2-5 Miles"
24693,"Alexandra","Rogers","Rogers, Alexandra",1979-10-16 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",1,1,"10570, rue Lamarck",2016-04-14 00:00:00.000,"2-5 Miles"
25142,"Regina","Ray","Ray, Regina",1974-11-12 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",1,1,"Midi-Couleurs",2016-04-06 00:00:00.000,"2-5 Miles"
25528,"Alexandria","Butler","Butler, Alexandria",1974-08-05 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"Auf der Krone 992",2016-11-15 00:00:00.000,"2-5 Miles"
25667,"Jaclyn","Gao","Gao, Jaclyn",1977-10-28 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"Marketplatz 5492",2016-04-30 00:00:00.000,"2-5 Miles"
25668,"Carolyn","Lopez","Lopez, Carolyn",1977-09-25 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",1,1,"1555 Running Springs Rd.",2016-08-23 00:00:00.000,"2-5 Miles"
25669,"Stacy","Ortega","Ortega, Stacy",1977-11-27 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"8915 Woodside Way",2016-04-04 00:00:00.000,"2-5 Miles"
25676,"Mackenzie","Scott","Scott, Mackenzie",1976-08-13 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",1,1,"4965 Bishop Court",2016-05-14 00:00:00.000,"2-5 Miles"
25679,"Meredith","Rodriguez","Rodriguez, Meredith",1975-06-21 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"92, rue Henri Gagnon",2016-09-09 00:00:00.000,"2-5 Miles"
25681,"Melinda","Serrano","Serrano, Melinda",1975-03-02 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"Wertheimer Straße 895",2016-03-01 00:00:00.000,"2-5 Miles"
26038,"Nicole","Flores","Flores, Nicole",1973-12-24 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"Dunckerstr 6844",2016-09-01 00:00:00.000,"2-5 Miles"
26212,"Summer","Martinez","Martinez, Summer",1979-05-07 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"Am Kreuz 555",2016-10-07 00:00:00.000,"2-5 Miles"
26873,"Ann","Suri","Suri, Ann",1977-05-02 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",1,1,"Kampstr 9859",2016-02-20 00:00:00.000,"2-5 Miles"
27154,"Holly","Arun","Arun, Holly",1974-12-20 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"Wallstr 24",2016-10-22 00:00:00.000,"2-5 Miles"
27832,"Margaret","Powell","Powell, Margaret",1976-04-08 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"Wallstr 8834",2016-08-12 00:00:00.000,"2-5 Miles"
28428,"Ebony","Alvarez","Alvarez, Ebony",1977-06-09 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",1,1,"620 Woodside Ct.",2016-11-23 00:00:00.000,"2-5 Miles"
28437,"Mary","Smith","Smith, Mary",1976-05-14 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",1,1,"4911 Peachwillow Lane",2016-12-02 00:00:00.000,"2-5 Miles"
28541,"Isabella","Perez","Perez, Isabella",1974-04-03 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"22, avenue du Président-Kennedy",2015-02-06 00:00:00.000,"2-5 Miles"
28542,"Martha","Zhao","Zhao, Martha",1974-02-18 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",1,1,"3869, rue Villedo",2016-02-22 00:00:00.000,"2-5 Miles"
28730,"Nicole","Robinson","Robinson, Nicole",1979-10-20 00:00:00.000,"S","F",30000,0,0,"Partial College","Clerical",0,1,"9430 Thornhill Place",2016-02-07 00:00:00.000,"2-5 Miles"
11601,"Ivan","Raman","Raman, Ivan",1977-08-21 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",1,1,"335, rue Basse-du-Rocher",2014-01-22 00:00:00.000,"2-5 Miles"
11602,"Larry","Gill","Gill, Larry",1977-04-13 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",0,1,"Am Gallberg 645",2016-07-11 00:00:00.000,"2-5 Miles"
11604,"Edgar","Sanchez","Sanchez, Edgar",1977-06-03 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",1,1,"6543 Jacobsen Street",2015-01-06 00:00:00.000,"2-5 Miles"
12373,"Isaac","Gray","Gray, Isaac",1974-08-06 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",0,1,"558, rue Faubourg St Antoine",2014-06-28 00:00:00.000,"2-5 Miles"
12716,"Dale","Shen","Shen, Dale",1974-03-16 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",1,1,"280, avenue de la Gare",2016-02-16 00:00:00.000,"2-5 Miles"
12729,"Jose","Perry","Perry, Jose",1979-05-16 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",0,1,"6416 Honey Court",2016-05-30 00:00:00.000,"2-5 Miles"
13844,"Phillip","Mehta","Mehta, Phillip",1975-08-10 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",0,1,"Postfach 77 06 06",2014-06-27 00:00:00.000,"2-5 Miles"
14837,"Dennis","Li","Li, Dennis",1977-07-17 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",1,1,"Am Karlshof 368",2016-11-20 00:00:00.000,"2-5 Miles"
14848,"George","Louverdis","Louverdis, George",1975-09-10 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",0,1,"Attaché de Presse",2015-05-12 00:00:00.000,"2-5 Miles"
16190,"Lance","Alvarez","Alvarez, Lance",1979-01-08 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",0,1,"5979 Leisure Lane",2016-03-19 00:00:00.000,"2-5 Miles"
16323,"Dustin","Raje","Raje, Dustin",1975-04-05 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",1,1,"211bis, rue des Peupliers",2016-08-20 00:00:00.000,"2-5 Miles"
16330,"Luke","Simmons","Simmons, Luke",1973-07-06 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",1,1,"783, cours Mirabeau",2016-05-21 00:00:00.000,"2-5 Miles"
16468,"Orlando","Dominguez","Dominguez, Orlando",1975-11-18 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",1,1,"95, avenue de l´ Union Centrale",2016-09-11 00:00:00.000,"2-5 Miles"
17847,"Logan","Lee","Lee, Logan",1975-06-25 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",0,1,"Unter Linden 534",2015-10-08 00:00:00.000,"2-5 Miles"
17848,"Jaime","Yuan","Yuan, Jaime",1975-06-25 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",0,1,"Lindenalle 384",2015-10-12 00:00:00.000,"2-5 Miles"
17854,"Shannon","Gomez","Gomez, Shannon",1974-05-22 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",1,1,"Am Kreuz 444",2016-12-05 00:00:00.000,"2-5 Miles"
18046,"Terry","Jai","Jai, Terry",1973-09-03 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",0,1,"211, avenue Foch",2014-09-26 00:00:00.000,"2-5 Miles"
19371,"Roy","Mehta","Mehta, Roy",1977-06-07 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",0,1,"Winter der Böck 8559",2016-11-03 00:00:00.000,"2-5 Miles"
19377,"Dominic","Chandra","Chandra, Dominic",1976-02-26 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",0,1,"Krönerweg 92",,"2-5 Miles"
19378,"Lucas","Davis","Davis, Lucas",1976-05-02 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",0,1,"6600 Chestnut Ave",2016-12-25 00:00:00.000,"2-5 Miles"
19380,"Marshall","Luo","Luo, Marshall",1975-07-11 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",0,1,"Attaché de Presse",2015-09-01 00:00:00.000,"2-5 Miles"
19386,"Allen","Martinez","Martinez, Allen",1974-06-25 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",0,1,"810, rue des Rosiers",2015-09-11 00:00:00.000,"2-5 Miles"
19389,"Terrence","Goel","Goel, Terrence",1978-05-16 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",0,1,"6416 Honey Court",2016-05-22 00:00:00.000,"2-5 Miles"
19517,"Max","Gomez","Gomez, Max",1975-09-22 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",0,1,"6, rue de Cambrai",2015-12-17 00:00:00.000,"2-5 Miles"
19518,"Clifford","Arun","Arun, Clifford",1975-01-10 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",0,1,"Pascalstr 756",2014-12-18 00:00:00.000,"2-5 Miles"
21115,"Bobby","Raman","Raman, Bobby",1977-07-01 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",1,1,"Galeriestr 2892",2016-04-23 00:00:00.000,"2-5 Miles"
21125,"Bruce","Rana","Rana, Bruce",1975-12-01 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",1,1,"16, rue de l´Avenir",2016-09-04 00:00:00.000,"2-5 Miles"
21129,"Rafael","Wang","Wang, Rafael",1975-03-17 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",1,1,"Rykestr 9582",2016-12-20 00:00:00.000,"2-5 Miles"
22532,"Ryan","Thomas","Thomas, Ryan",1976-08-10 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",0,1,"5716 Weatherly Drive",2016-12-05 00:00:00.000,"2-5 Miles"
22866,"William","Thompson","Thompson, William",1974-06-14 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",1,1,"Curieweg 577",2016-03-26 00:00:00.000,"2-5 Miles"
23443,"Elijah","Jai","Jai, Elijah",1973-05-15 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",1,1,"54, boulevard Tremblay",2016-10-20 00:00:00.000,"2-5 Miles"
23444,"Aidan","Washington","Washington, Aidan",1973-11-13 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",0,1,"20, rue Royale",2016-10-08 00:00:00.000,"2-5 Miles"
23445,"Andy","Carlson","Carlson, Andy",1974-11-08 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",1,1,"Attaché de Presse",2016-09-16 00:00:00.000,"2-5 Miles"
23960,"Eugene","Zheng","Zheng, Eugene",1975-12-07 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",0,1,"Welt Platz 1",2016-08-16 00:00:00.000,"2-5 Miles"
24119,"Emmanuel","Kapoor","Kapoor, Emmanuel",1977-03-12 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",0,1,"70, allée des Princes",2016-09-15 00:00:00.000,"2-5 Miles"
24135,"Martin","Martinez","Martinez, Martin",1975-09-02 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",0,1,"34, place de Brazaville",2016-03-29 00:00:00.000,"2-5 Miles"
25144,"Johnathan","Fernandez","Fernandez, Johnathan",1974-06-14 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",1,1,"Westheimer Straße 9601",2016-09-20 00:00:00.000,"2-5 Miles"
25145,"Clayton","Yang","Yang, Clayton",1974-08-25 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",1,1,"Waldstr 4326",2016-06-23 00:00:00.000,"2-5 Miles"
25297,"Devon","Shan","Shan, Devon",1974-03-19 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",1,1,"Höhenstr 7477",2016-11-28 00:00:00.000,"2-5 Miles"
25509,"Lucas","Hayes","Hayes, Lucas",1977-08-23 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",0,1,"Auf den Kuhlen Straße 4662",2016-10-30 00:00:00.000,"2-5 Miles"
25680,"Manuel","Subram","Subram, Manuel",1975-09-26 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",0,1,"Residenz Straße 449",2016-06-17 00:00:00.000,"2-5 Miles"
26874,"Jorge","Zhang","Zhang, Jorge",1977-11-19 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",0,1,"Hochstr 8222",2016-05-02 00:00:00.000,"2-5 Miles"
26875,"Bobby","Perez","Perez, Bobby",1977-03-09 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",0,1,"Heidestieg Straße 8224",2016-11-18 00:00:00.000,"2-5 Miles"
27829,"Jorge","Wang","Wang, Jorge",1977-09-27 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",0,1,"55, quai de l´ Iton",2016-12-05 00:00:00.000,"2-5 Miles"
28423,"Victor","Ortega","Ortega, Victor",1977-11-22 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",0,1,"Charlottenstr 39818",2016-03-18 00:00:00.000,"2-5 Miles"
28425,"Gilbert","Nara","Nara, Gilbert",1977-09-21 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",1,1,"4478 W Lake Drive",2016-11-04 00:00:00.000,"2-5 Miles"
28426,"Melvin","Xie","Xie, Melvin",1977-08-18 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",0,1,"3713 Rollingwood Dr.",2016-10-13 00:00:00.000,"2-5 Miles"
28434,"Brian","Lauer","Lauer, Brian",1976-02-02 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",1,1,"Conesweg 80",2016-06-15 00:00:00.000,"2-5 Miles"
28443,"Alfredo","Dominguez","Dominguez, Alfredo",1975-12-18 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",0,1,"101, avenue des Champs-Elysées",2014-08-03 00:00:00.000,"2-5 Miles"
28724,"Marvin","Navarro","Navarro, Marvin",1974-10-07 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",0,1,"88, rue de Fontfroide",2015-04-25 00:00:00.000,"2-5 Miles"
28725,"Edward","Jenkins","Jenkins, Edward",1974-10-10 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",1,1,"6, rue Lafayette",2016-04-28 00:00:00.000,"2-5 Miles"
29415,"Oscar","Flores","Flores, Oscar",1977-09-25 00:00:00.000,"S","M",30000,0,0,"Partial College","Clerical",1,1,"816, avenue des Champs-Elysées",2015-08-03 00:00:00.000,"2-5 Miles"
