OrderDate,OrderNumber,ProductKey,Manager,Channel,Quantity,UnitPrice,Sales Amount,SalespersonKey,Salesperson,Supervisor
2019-11-24 00:00:00.000,1760179,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-12-02 00:00:00.000,1703626,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-12-03 00:00:00.000,1717004,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-12-05 00:00:00.000,1779631,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-12-08 00:00:00.000,1792371,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-12-12 00:00:00.000,1792492,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-12-13 00:00:00.000,1743080,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-12-13 00:00:00.000,1799938,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-12-19 00:00:00.000,1801513,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-12-20 00:00:00.000,1787816,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-12-21 00:00:00.000,1764640,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-12-24 00:00:00.000,1858302,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-12-25 00:00:00.000,1800037,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-12-30 00:00:00.000,1820301,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-12-31 00:00:00.000,1781003,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-12-31 00:00:00.000,1796012,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-01-01 00:00:00.000,1748367,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-01-03 00:00:00.000,1839084,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-01-07 00:00:00.000,1805811,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-01-09 00:00:00.000,1787879,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-01-11 00:00:00.000,1780864,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-01-19 00:00:00.000,1764617,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-01-20 00:00:00.000,1796043,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-01-23 00:00:00.000,1771797,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-01-25 00:00:00.000,1795941,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-02-01 00:00:00.000,1858249,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-02-12 00:00:00.000,1787979,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-02-12 00:00:00.000,1824019,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-02-16 00:00:00.000,1838737,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-02-21 00:00:00.000,1829166,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-03-06 00:00:00.000,1843807,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-03-07 00:00:00.000,1908613,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-03-08 00:00:00.000,1908697,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-03-21 00:00:00.000,1916267,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-03-22 00:00:00.000,1847728,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-03-23 00:00:00.000,1847481,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-03-25 00:00:00.000,1853346,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-03-27 00:00:00.000,1894848,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-04-06 00:00:00.000,1932687,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-04-11 00:00:00.000,1886633,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-04-14 00:00:00.000,1928861,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-04-22 00:00:00.000,1908664,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-05-02 00:00:00.000,1928717,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-05-06 00:00:00.000,1884540,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-05-17 00:00:00.000,1908544,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-05-25 00:00:00.000,1932731,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-05-28 00:00:00.000,1921333,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-05-28 00:00:00.000,1932748,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-05-29 00:00:00.000,1916206,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-06-04 00:00:00.000,1884583,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-06-06 00:00:00.000,1884625,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-06-07 00:00:00.000,1899509,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-06-15 00:00:00.000,1921390,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-06-16 00:00:00.000,1928737,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-07-04 00:00:00.000,1932718,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2020-07-04 00:00:00.000,1938029,1154,"Gabriel Azevedo","Distributor",6,3.11,18.66,265,"Julio Lima","Diogo Carvalho"
2019-04-02 00:00:00.000,1553067,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-04-03 00:00:00.000,1561938,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-04-19 00:00:00.000,1556358,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-04-27 00:00:00.000,1590422,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-04-29 00:00:00.000,1543846,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-05-07 00:00:00.000,1511424,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-05-12 00:00:00.000,1511550,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-05-16 00:00:00.000,1553112,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-05-16 00:00:00.000,1602593,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-05-26 00:00:00.000,1586031,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-05-27 00:00:00.000,1599415,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-06-03 00:00:00.000,1602736,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-06-04 00:00:00.000,1618199,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-06-09 00:00:00.000,1543805,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-06-09 00:00:00.000,1602799,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-06-13 00:00:00.000,1553045,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-06-20 00:00:00.000,1570354,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-06-21 00:00:00.000,1556401,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-06-29 00:00:00.000,1612677,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-06-30 00:00:00.000,1569984,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-06-30 00:00:00.000,1659635,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-07-05 00:00:00.000,1626711,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-07-05 00:00:00.000,1637196,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-07-05 00:00:00.000,1659651,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-07-21 00:00:00.000,1593120,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-07-27 00:00:00.000,1613162,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-07-29 00:00:00.000,1586017,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-07-31 00:00:00.000,1584760,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-08-01 00:00:00.000,1575520,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-08-01 00:00:00.000,1644189,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-08-02 00:00:00.000,1599491,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-08-10 00:00:00.000,1629406,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-08-11 00:00:00.000,1590594,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-08-13 00:00:00.000,1609252,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-08-14 00:00:00.000,1602847,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-08-18 00:00:00.000,1618222,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-08-26 00:00:00.000,1651495,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-08-27 00:00:00.000,1659610,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-08-29 00:00:00.000,1663860,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-09-04 00:00:00.000,1700727,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-09-05 00:00:00.000,1743116,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-09-08 00:00:00.000,1707813,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-09-09 00:00:00.000,1664145,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-09-12 00:00:00.000,1648620,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-09-14 00:00:00.000,1677365,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-09-15 00:00:00.000,1629538,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-09-21 00:00:00.000,1720516,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-09-28 00:00:00.000,1644171,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-10-02 00:00:00.000,1673489,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-10-02 00:00:00.000,1688919,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-10-05 00:00:00.000,1671197,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-10-10 00:00:00.000,1728846,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-10-11 00:00:00.000,1673595,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-10-11 00:00:00.000,1680460,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-10-13 00:00:00.000,1688880,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-10-18 00:00:00.000,1744981,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-10-19 00:00:00.000,1752137,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-10-21 00:00:00.000,1738714,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-10-24 00:00:00.000,1688956,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-10-24 00:00:00.000,1700562,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-10-31 00:00:00.000,1756562,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-11-03 00:00:00.000,1677361,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-11-06 00:00:00.000,1703637,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-11-10 00:00:00.000,1697392,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-11-11 00:00:00.000,1796006,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-11-14 00:00:00.000,1707790,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-12-05 00:00:00.000,1707799,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-12-05 00:00:00.000,1764621,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-12-05 00:00:00.000,1774488,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-12-07 00:00:00.000,1720728,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-12-09 00:00:00.000,1756503,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-12-14 00:00:00.000,1720536,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-12-15 00:00:00.000,1784812,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-12-15 00:00:00.000,1838751,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-12-26 00:00:00.000,1838874,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2019-12-30 00:00:00.000,1779648,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
2020-01-03 00:00:00.000,1823974,1154,"Gabriel Azevedo","Distributor",6,3.13,18.78,265,"Julio Lima","Diogo Carvalho"
