Customer_Id,Customer_Fname,Customer_Lname,Customer_Segment,Phone,Zip_code,City,Country,State_Prefecture,Region,District
7515,"Mary","Smith","Private",956291540,"297-0018","Hagiwarachou","JAPAN","Chiba","Ken","District #02"
3455,"Mary","Smith","Private",956248824,"297-0032","Higashimobara","JAPAN","Chiba","Ken","District #02"
1410,"Mary","Smith","Company",936786893,"297-0054","Yawatabara","JAPAN","Chiba","Ken","District #02"
2149,"Mary","Smith","Private",957883718,"289-0215","Kohara","JAPAN","Chiba","Ken","District #02"
57,"Mary","Smith","Company",938820569,"289-2257","Minaminaka","JAPAN","Chiba","Ken","District #02"
436,"Mary","Smith","Private",930420608,"289-2322","Saka","JAPAN","Chiba","Ken","District #02"
2465,"Mary","Smith","Private",951957501,"270-1441","Washinoyashinden","JAPAN","Chiba","Ken","District #02"
2828,"Mary","Smith","Private",952325245,"277-0034","Fujigokoro","JAPAN","Chiba","Ken","District #02"
1581,"Mary","Smith","Private",931878759,"277-0825","Fuse","JAPAN","Chiba","Ken","District #02"
4154,"Mary","Smith","Private",950676999,"277-0825","Fuse","JAPAN","Chiba","Ken","District #02"
896,"Mary","Smith","Company",936645995,"277-0845","Toyoshikidai","JAPAN","Chiba","Ken","District #02"
1331,"Mary","Smith","Company",936071377,"277-0861","Takata","JAPAN","Chiba","Ken","District #02"
5869,"Mary","Smith","Company",951896233,"277-0902","Ooi","JAPAN","Chiba","Ken","District #02"
925,"Mary","Smith","Private",933237942,"296-0102","Shimokobara","JAPAN","Chiba","Ken","District #02"
4016,"Mary","Smith","Company",958005508,"273-0136","Satsuma","JAPAN","Chiba","Ken","District #02"
2415,"Mary","Smith","Private",951346891,"270-1362","Kamenari","JAPAN","Chiba","Ken","District #02"
1625,"Mary","Smith","Company",937353231,"270-1364","Urahatashinden","JAPAN","Chiba","Ken","District #02"
7337,"Mary","Smith","Private",954088466,"270-1505","Ryuukakujidai","JAPAN","Chiba","Ken","District #02"
6025,"Mary","Smith","Company",950834655,"290-0015","Ichihara","JAPAN","Chiba","Ken","District #02"
4771,"Mary","Smith","Private",954915156,"290-0016","Monzen","JAPAN","Chiba","Ken","District #02"
2225,"Mary","Smith","Private",951891354,"290-0046","Iwasakinishi","JAPAN","Chiba","Ken","District #02"
4282,"Mary","Smith","Company",956682773,"290-0228","Iwa","JAPAN","Chiba","Ken","District #02"
2473,"Mary","Smith","Company",953859730,"290-0265","Imadomi","JAPAN","Chiba","Ken","District #02"
5605,"Mary","Smith","Private",959732909,"290-0541","Hirano","JAPAN","Chiba","Ken","District #02"
3664,"Mary","Smith","Company",959664523,"290-0548","Kakinokidai","JAPAN","Chiba","Ken","District #02"
6375,"Mary","Smith","Company",950200033,"299-0103","Aoyagikaigan","JAPAN","Chiba","Ken","District #02"
6212,"Mary","Smith","Private",951011366,"288-0803","Yawatachou","JAPAN","Chiba","Ken","District #02"
7793,"Mary","Smith","Private",958142123,"288-0844","Akadukamachi","JAPAN","Chiba","Ken","District #02"
6365,"Mary","Smith","Private",955924717,"288-0851","Mikadochou","JAPAN","Chiba","Ken","District #02"
4909,"Mary","Smith","Company",955575883,"288-0852","Okanodaichou","JAPAN","Chiba","Ken","District #02"
332,"Mary","Smith","Company",933961345,"297-0101","Iwakawa","JAPAN","Chiba","Ken","District #02"
5311,"Mary","Smith","Company",959355526,"297-0105","Tanage","JAPAN","Chiba","Ken","District #02"
2521,"Mary","Smith","Company",953185987,"297-0115","Senda","JAPAN","Chiba","Ken","District #02"
6851,"Mary","Smith","Private",952239106,"299-4206","Kitahinata","JAPAN","Chiba","Ken","District #02"
916,"Mary","Smith","Private",939747910,"299-4404","Kitayamada","JAPAN","Chiba","Ken","District #02"
6105,"Mary","Smith","Private",954645467,"299-4411","Kawasugaya","JAPAN","Chiba","Ken","District #02"
5094,"Mary","Smith","Company",955208383,"299-4414","Shimonogou","JAPAN","Chiba","Ken","District #02"
5719,"Mary","Smith","Company",954543558,"261-0002","Shinminato","JAPAN","Chiba","Ken","District #02"
4933,"Mary","Smith","Company",952393983,"261-0023","Nakase","JAPAN","Chiba","Ken","District #02"
255,"Mary","Smith","Company",934457369,"263-0015","Sakusabe","JAPAN","Chiba","Ken","District #02"
7166,"Mary","Smith","Private",955123086,"265-0076","Shimodachou","JAPAN","Chiba","Ken","District #02"
7574,"Mary","Smith","Private",954968007,"289-0502","Nagabe","JAPAN","Chiba","Ken","District #02"
7663,"Mary","Smith","Company",954385578,"270-1116","Sengenmaeshinden","JAPAN","Chiba","Ken","District #02"
5360,"Mary","Smith","Company",952616739,"270-1136","Okahottoshinden","JAPAN","Chiba","Ken","District #02"
4067,"Mary","Smith","Company",956316769,"270-1153","Midori","JAPAN","Chiba","Ken","District #02"
2043,"Mary","Smith","Private",956237912,"270-1158","Funato","JAPAN","Chiba","Ken","District #02"
211,"Mary","Smith","Private",931328388,"270-1168","Nedo","JAPAN","Chiba","Ken","District #02"
215,"Mary","Smith","Company",932630524,"284-0001","Dainichi","JAPAN","Chiba","Ken","District #02"
4705,"Mary","Smith","Company",954974399,"284-0012","Monoi","JAPAN","Chiba","Ken","District #02"
7650,"Mary","Smith","Private",950640821,"289-2153","Nakadai","JAPAN","Chiba","Ken","District #02"
2237,"Mary","Smith","Company",954250130,"299-4502","Nakahara","JAPAN","Chiba","Ken","District #02"
3666,"Mary","Smith","Company",951192985,"299-4507","Yagami","JAPAN","Chiba","Ken","District #02"
5923,"Mary","Smith","Private",958034764,"299-4623","Nakadaki","JAPAN","Chiba","Ken","District #02"
3008,"Mary","Smith","Company",956283282,"292-0005","Kuroto","JAPAN","Chiba","Ken","District #02"
6428,"Mary","Smith","Private",950857689,"292-0025","Tookaichiba","JAPAN","Chiba","Ken","District #02"
4012,"Mary","Smith","Company",954828079,"292-0211","Ooine","JAPAN","Chiba","Ken","District #02"
1216,"Mary","Smith","Private",930894052,"292-0822","Sakurai","JAPAN","Chiba","Ken","District #02"
884,"Mary","Smith","Private",931516327,"292-0837","Mokuzaiminato","JAPAN","Chiba","Ken","District #02"
1134,"Mary","Smith","Company",933260816,"299-5221","Hirata","JAPAN","Chiba","Ken","District #02"
4958,"Mary","Smith","Company",952115946,"299-5256","Oosawa","JAPAN","Chiba","Ken","District #02"
1615,"Mary","Smith","Company",934062887,"365-0058","Kitanakano","JAPAN","Saitama","Ken","District #02"
3617,"Mary","Smith","Private",951204581,"335-0003","Minamichou","JAPAN","Saitama","Ken","District #02"
4956,"Mary","Smith","Private",958637402,"330-0061","Tokiwa","JAPAN","Saitama","Ken","District #02"
5088,"Mary","Smith","Company",957811105,"336-0036","Teigai","JAPAN","Saitama","Ken","District #02"
2757,"Mary","Smith","Company",952089248,"336-0912","Banba","JAPAN","Saitama","Ken","District #02"
1588,"Mary","Smith","Company",931376461,"336-0934","Ooyaguchi","JAPAN","Saitama","Ken","District #02"
6925,"Mary","Smith","Private",954785077,"336-0976","Terayama","JAPAN","Saitama","Ken","District #02"
5170,"Mary","Smith","Private",951312924,"337-0032","Higashiarai","JAPAN","Saitama","Ken","District #02"
5515,"Mary","Smith","Private",957860464,"337-0034","Nishiyamamurashinden","JAPAN","Saitama","Ken","District #02"
2692,"Mary","Smith","Company",956855036,"338-0007","Ennami","JAPAN","Saitama","Ken","District #02"
4143,"Mary","Smith","Company",955169803,"338-0011","Shinnakazato","JAPAN","Saitama","Ken","District #02"
2502,"Mary","Smith","Private",952330507,"338-0824","Kamiookubo","JAPAN","Saitama","Ken","District #02"
3930,"Mary","Smith","Company",951597569,"339-0014","Ooto","JAPAN","Saitama","Ken","District #02"
2834,"Mary","Smith","Company",954239849,"339-0054","Nakachou","JAPAN","Saitama","Ken","District #02"
7569,"Mary","Smith","Private",952820415,"339-0065","Miyachou","JAPAN","Saitama","Ken","District #02"
5970,"Mary","Smith","Private",959617015,"339-0069","Minowa","JAPAN","Saitama","Ken","District #02"
7406,"Mary","Smith","Private",959620017,"339-0072","Kokaba","JAPAN","Saitama","Ken","District #02"
5365,"Mary","Smith","Company",959795629,"339-0073","Ueno","JAPAN","Saitama","Ken","District #02"
2620,"Mary","Smith","Company",959652653,"339-0074","Honjuku","JAPAN","Saitama","Ken","District #02"
1595,"Mary","Smith","Company",937741336,"350-2206","Fujigane","JAPAN","Saitama","Ken","District #02"
390,"Mary","Smith","Private",932225301,"359-0005","Kamegane","JAPAN","Saitama","Ken","District #02"
2940,"Mary","Smith","Private",951405212,"359-0015","Hibita","JAPAN","Saitama","Ken","District #02"
2670,"Mary","Smith","Private",952986453,"359-1101","Kitanaka","JAPAN","Saitama","Ken","District #02"
6446,"Mary","Smith","Company",955724177,"359-1125","Minamisumiyoshi","JAPAN","Saitama","Ken","District #02"
2375,"Mary","Smith","Company",955984073,"359-1132","Matsugaoka","JAPAN","Saitama","Ken","District #02"
4614,"Mary","Smith","Private",956339985,"335-0034","Sasame","JAPAN","Saitama","Ken","District #02"
5304,"Mary","Smith","Company",953469485,"349-0217","Koguki","JAPAN","Saitama","Ken","District #02"
5209,"Mary","Smith","Company",956334056,"349-0224","Hikobee","JAPAN","Saitama","Ken","District #02"
2214,"Mary","Smith","Private",957358574,"350-1311","Nakashinden","JAPAN","Saitama","Ken","District #02"
848,"Mary","Smith","Private",935708152,"350-0278","Shingaya","JAPAN","Saitama","Ken","District #02"
1373,"Mary","Smith","Private",938027923,"363-0007","Kobariryouke","JAPAN","Saitama","Ken","District #02"
6997,"Mary","Smith","Private",957428590,"352-0025","Katayama","JAPAN","Saitama","Ken","District #02"
5033,"Mary","Smith","Private",952879327,"352-0034","Nodera","JAPAN","Saitama","Ken","District #02"
6904,"Mary","Smith","Private",959382767,"341-0016","Tanakashinden","JAPAN","Saitama","Ken","District #02"
734,"Mary","Smith","Private",932678084,"341-0045","Yomaki","JAPAN","Saitama","Ken","District #02"
350,"Mary","Smith","Company",939079343,"341-0046","Kamakura","JAPAN","Saitama","Ken","District #02"
1387,"Mary","Smith","Private",932908250,"345-0835","Miyashirodai","JAPAN","Saitama","Ken","District #02"
4987,"Mary","Smith","Company",950872172,"343-0113","Yumemino","JAPAN","Saitama","Ken","District #02"
6169,"Mary","Smith","Company",950678248,"343-0114","Yumeminohigashi","JAPAN","Saitama","Ken","District #02"
5996,"Mary","Smith","Private",953916074,"345-0046","Takanodaiminami","JAPAN","Saitama","Ken","District #02"
1560,"Mary","Smith","Private",937736561,"347-0018","Hamachou","JAPAN","Saitama","Ken","District #02"
3284,"Mary","Smith","Company",951940060,"347-0054","Fudouoka","JAPAN","Saitama","Ken","District #02"
5363,"Mary","Smith","Company",952869766,"347-0108","Tosaki","JAPAN","Saitama","Ken","District #02"
5841,"Mary","Smith","Private",954902685,"332-0025","Haramachi","JAPAN","Saitama","Ken","District #02"
4303,"Mary","Smith","Company",950564101,"332-0027","Midorichou","JAPAN","Saitama","Ken","District #02"
1193,"Mary","Smith","Private",931767704,"333-0813","Nishitateno","JAPAN","Saitama","Ken","District #02"
5642,"Mary","Smith","Private",958385716,"333-0815","Kitaharadai","JAPAN","Saitama","Ken","District #02"
4355,"Mary","Smith","Company",958570160,"333-0833","Nishiaraijuku","JAPAN","Saitama","Ken","District #02"
7463,"Mary","Smith","Private",955513371,"333-0851","Shibashinmachi","JAPAN","Saitama","Ken","District #02"
5376,"Mary","Smith","Private",956153719,"333-0866","Shiba","JAPAN","Saitama","Ken","District #02"
4052,"Mary","Smith","Private",958478809,"334-0002","Honchou","JAPAN","Saitama","Ken","District #02"
2799,"Mary","Smith","Private",957735596,"334-0061","Niihori","JAPAN","Saitama","Ken","District #02"
2609,"Mary","Smith","Company",955803829,"334-0066","Higashikaiduka","JAPAN","Saitama","Ken","District #02"
5826,"Mary","Smith","Company",955383597,"334-0076","Honbasu","JAPAN","Saitama","Ken","District #02"
1668,"Mary","Smith","Company",936150125,"350-0053","Kuruwamachi","JAPAN","Saitama","Ken","District #02"
7674,"Mary","Smith","Company",951142898,"350-0801","Takeno","JAPAN","Saitama","Ken","District #02"
1673,"Mary","Smith","Private",937017150,"350-0807","Yoshida","JAPAN","Saitama","Ken","District #02"
421,"Mary","Smith","Company",931133239,"350-0822","Yamada","JAPAN","Saitama","Ken","District #02"
2070,"Mary","Smith","Private",953158241,"350-0823","Shinmeichou","JAPAN","Saitama","Ken","District #02"
4211,"Mary","Smith","Private",957574362,"350-0826","Kamiterayama","JAPAN","Saitama","Ken","District #02"
1516,"Mary","Smith","Company",934328854,"350-0842","Kitatajima","JAPAN","Saitama","Ken","District #02"
7660,"Mary","Smith","Company",950570270,"350-1126","Asahichou","JAPAN","Saitama","Ken","District #02"
3884,"Mary","Smith","Company",951020366,"358-0007","Kurosu","JAPAN","Saitama","Ken","District #02"
959,"Mary","Smith","Company",933039854,"358-0023","Ougidai","JAPAN","Saitama","Ken","District #02"
7524,"Mary","Smith","Private",956271957,"358-0026","Koyata","JAPAN","Saitama","Ken","District #02"
3728,"Mary","Smith","Private",954267805,"350-0453","Shukuya","JAPAN","Saitama","Ken","District #02"
3357,"Mary","Smith","Private",959470597,"367-0051","Honjou","JAPAN","Saitama","Ken","District #02"
1308,"Mary","Smith","Company",938429962,"367-0222","Tabata","JAPAN","Saitama","Ken","District #02"
3490,"Mary","Smith","Company",957572097,"350-0100","Ikanikeisaiganaibaai","JAPAN","Saitama","Ken","District #02"
1278,"Mary","Smith","Company",931381854,"355-0119","Nakaarai","JAPAN","Saitama","Ken","District #02"
5542,"Mary","Smith","Company",952611593,"355-0201","Furusato","JAPAN","Saitama","Ken","District #02"
5096,"Mary","Smith","Private",954513608,"355-0213","Kawashima","JAPAN","Saitama","Ken","District #02"
5577,"Mary","Smith","Private",956231625,"355-0004","Sawaguchichou","JAPAN","Saitama","Ken","District #02"
1909,"Mary","Smith","Private",935917028,"355-0031","Goryouchou","JAPAN","Saitama","Ken","District #02"
294,"Mary","Smith","Private",935303889,"355-0055","Matsukazedai","JAPAN","Saitama","Ken","District #02"
2187,"Mary","Smith","Company",958160046,"349-0125","Omaebashi","JAPAN","Saitama","Ken","District #02"
6101,"Mary","Smith","Company",956098359,"349-0137","Takamushi","JAPAN","Saitama","Ken","District #02"
2175,"Mary","Smith","Private",957915088,"357-0022","Shinkou","JAPAN","Saitama","Ken","District #02"
7339,"Mary","Smith","Private",956050553,"361-0026","No","JAPAN","Saitama","Ken","District #02"
5994,"Mary","Smith","Private",950813028,"361-0036","Hinoue","JAPAN","Saitama","Ken","District #02"
5330,"Mary","Smith","Company",954341130,"366-0034","Tokiwachou","JAPAN","Saitama","Ken","District #02"
4054,"Mary","Smith","Company",953818936,"369-1105","Honda","JAPAN","Saitama","Ken","District #02"
1113,"Mary","Smith","Company",939473408,"354-0003","Nanbatashinden","JAPAN","Saitama","Ken","District #02"
5596,"Mary","Smith","Private",952708980,"354-0033","Hanesawa","JAPAN","Saitama","Ken","District #02"
7738,"Mary","Smith","Private",955354169,"369-1301","Yanase","JAPAN","Saitama","Ken","District #02"
6948,"Mary","Smith","Company",951565093,"369-1622","Kunikami","JAPAN","Saitama","Ken","District #02"
5284,"Mary","Smith","Company",955274484,"351-0004","Negishi","JAPAN","Saitama","Ken","District #02"
6534,"Mary","Smith","Private",950430569,"369-0316","Nagahama","JAPAN","Saitama","Ken","District #02"
5486,"Mary","Smith","Private",951563520,"369-1211","Akahama","JAPAN","Saitama","Ken","District #02"
4989,"Mary","Smith","Private",955485852,"369-1224","Hachigata","JAPAN","Saitama","Ken","District #02"
6792,"Mary","Smith","Company",959094713,"368-0026","Aioichou","JAPAN","Saitama","Ken","District #02"
5589,"Mary","Smith","Private",957603417,"368-0043","Nakamachi","JAPAN","Saitama","Ken","District #02"
2739,"Mary","Smith","Private",951285099,"348-0024","Goudo","JAPAN","Saitama","Ken","District #02"
1282,"Mary","Smith","Private",934062488,"348-0031","Kabagasaki","JAPAN","Saitama","Ken","District #02"
1640,"Mary","Smith","Private",931854928,"348-0055","Hanyuu","JAPAN","Saitama","Ken","District #02"
5127,"Mary","Smith","Private",956792188,"348-0056","Kamikawamata","JAPAN","Saitama","Ken","District #02"
445,"Mary","Smith","Company",931830771,"340-0044","Hanaguri","JAPAN","Saitama","Ken","District #02"
1203,"Mary","Smith","Company",937505284,"340-0201","Happou","JAPAN","Saitama","Ken","District #02"
7309,"Mary","Smith","Company",955785403,"349-1101","Kita","JAPAN","Saitama","Ken","District #02"
6887,"Mary","Smith","Private",952616003,"364-0002","Miyauchi","JAPAN","Saitama","Ken","District #02"
6799,"Mary","Smith","Company",955921418,"340-0116","Nishi","JAPAN","Saitama","Ken","District #02"
3707,"Mary","Smith","Company",952608784,"340-0124","Kamiuwada","JAPAN","Saitama","Ken","District #02"
2715,"Mary","Smith","Private",958967656,"342-0015","Nakai","JAPAN","Saitama","Ken","District #02"
6335,"Mary","Smith","Private",959411653,"342-0022","Katou","JAPAN","Saitama","Ken","District #02"
2518,"Mary","Smith","Private",955709387,"360-0825","Tsukimichou","JAPAN","Saitama","Ken","District #02"
5736,"Mary","Smith","Private",951544382,"344-0054","Hamakawado","JAPAN","Saitama","Ken","District #02"
2447,"Mary","Smith","Company",955129488,"362-0071","Idoki","JAPAN","Saitama","Ken","District #02"
1774,"Mary","Smith","Company",935380418,"362-0073","Asamadai","JAPAN","Saitama","Ken","District #02"
4836,"Mary","Smith","Private",954668406,"353-0003","Shimomuneoka","JAPAN","Saitama","Ken","District #02"
5415,"Mary","Smith","Private",951130527,"350-1202","Komaderanoshinden","JAPAN","Saitama","Ken","District #02"
6303,"Mary","Smith","Company",953031022,"350-1221","Shimoooyazawa","JAPAN","Saitama","Ken","District #02"
227,"Mary","Smith","Company",931101746,"350-1257","Yokote","JAPAN","Saitama","Ken","District #02"
5290,"Mary","Smith","Private",953192056,"307-0026","Hagasaki","JAPAN","Ibaraki","Ken","District #02"
2010,"Mary","Smith","Company",952755724,"307-0045","Uenashi","JAPAN","Ibaraki","Ken","District #02"
3861,"Mary","Smith","Company",952437309,"300-3526","Kaiya","JAPAN","Ibaraki","Ken","District #02"
3502,"Mary","Smith","Company",957719726,"300-3544","Waka","JAPAN","Ibaraki","Ken","District #02"
2286,"Mary","Smith","Private",958039542,"300-3563","Muranuki","JAPAN","Ibaraki","Ken","District #02"
1996,"Mary","Smith","Company",956419041,"300-3571","Oodoshinden","JAPAN","Ibaraki","Ken","District #02"
6705,"Mary","Smith","Company",956749551,"304-0021","Kitadaihou","JAPAN","Ibaraki","Ken","District #02"
5235,"Mary","Smith","Company",952351892,"304-0026","Hiranuma","JAPAN","Ibaraki","Ken","District #02"
5712,"Mary","Smith","Private",955970173,"304-0042","Fukurohata","JAPAN","Ibaraki","Ken","District #02"
2402,"Mary","Smith","Company",958017038,"304-0071","Shitte","JAPAN","Ibaraki","Ken","District #02"
4406,"Mary","Smith","Private",954968657,"304-0822","Minaba","JAPAN","Ibaraki","Ken","District #02"
204,"Mary","Smith","Private",930251372,"306-0112","Higashiyamata","JAPAN","Ibaraki","Ken","District #02"
4341,"Mary","Smith","Private",956074876,"306-0203","Yagihashi","JAPAN","Ibaraki","Ken","District #02"
1558,"Mary","Smith","Private",937105209,"306-0211","Kazurou","JAPAN","Ibaraki","Ken","District #02"
5426,"Mary","Smith","Private",954776261,"306-0222","Shaka","JAPAN","Ibaraki","Ken","District #02"
1757,"Mary","Smith","Company",932476383,"300-0038","Oomachi","JAPAN","Ibaraki","Ken","District #02"
2100,"Mary","Smith","Private",957742896,"300-0043","Chuuou","JAPAN","Ibaraki","Ken","District #02"
4370,"Mary","Smith","Private",958605131,"300-0810","Nagakunidai","JAPAN","Ibaraki","Ken","District #02"
3020,"Mary","Smith","Company",959509317,"300-0836","Karasuyama","JAPAN","Ibaraki","Ken","District #02"
2345,"Mary","Smith","Private",951769547,"300-0874","Arakawaokinishi","JAPAN","Ibaraki","Ken","District #02"
6090,"Mary","Smith","Company",958871896,"300-0876","Kitaarakawaokimachi","JAPAN","Ibaraki","Ken","District #02"
6133,"Mary","Smith","Company",954119854,"300-0877","Arakawahongou","JAPAN","Ibaraki","Ken","District #02"
1550,"Mary","Smith","Private",931730970,"300-4106","Odaka","JAPAN","Ibaraki","Ken","District #02"
1883,"Mary","Smith","Private",931510939,"301-0001","Kubodai","JAPAN","Ibaraki","Ken","District #02"
6995,"Mary","Smith","Company",957327471,"301-0005","Kawarashiromachi","JAPAN","Ibaraki","Ken","District #02"
5633,"Mary","Smith","Company",956548422,"301-0016","Nagaokishindenmachi","JAPAN","Ibaraki","Ken","District #02"
3492,"Mary","Smith","Company",953773369,"301-0815","Suubuna","JAPAN","Ibaraki","Ken","District #02"
367,"Mary","Smith","Private",933799619,"301-0823","Sunamachi","JAPAN","Ibaraki","Ken","District #02"
7139,"Mary","Smith","Company",956193372,"301-0826","Sakaemachi","JAPAN","Ibaraki","Ken","District #02"
3740,"Mary","Smith","Company",952393309,"301-0855","Fujigaoka","JAPAN","Ibaraki","Ken","District #02"
5196,"Mary","Smith","Private",950711383,"311-0116","Kamigachichou","JAPAN","Ibaraki","Ken","District #02"
7150,"Mary","Smith","Company",953429988,"319-1105","Toyooka","JAPAN","Ibaraki","Ken","District #02"
5780,"Mary","Smith","Company",952857884,"310-0825","Yadachou","JAPAN","Ibaraki","Ken","District #02"
