CustomerKey,Name,Birth Date,Marital Status,Gender,Yearly Income,Total Children,Children At Home,Education,Occupation,Continent,City,State,Address Line 1,Customer Type,CountryRegion
3274,"Parker, Angel",1973-05-05 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","San Gabriel","California","6045 Holiday Hills Dr.","Person","United States"
3853,"Gonzalez, Adam",1978-11-13 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","Lemon Grove","California","8694 Orangewood Ave.","Person","United States"
4006,"Cooper, Adrian",1978-09-20 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","Long Beach","California","2055 Seawind Dr.","Person","United States"
4429,"Howard, Richard",1979-05-01 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","Spring Valley","California","5391 Ashford Court","Person","United States"
4433,"Kumar, Alvin",1978-08-18 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","Colma","California","3612 Vista Place","Person","United States"
4434,"Sharma, Adam",1978-08-18 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","Concord","California","5093 Greer Ave","Person","United States"
5018,"Ramirez, Jeremy",1979-05-12 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","Novato","California","5479 Glen Court","Person","United States"
5337,"Wright, Jonathan",1977-06-08 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","Downey","California","5101 Camino Peral","Person","United States"
5338,"White, Jose",1977-07-06 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","El Cajon","California","8371 Shenandoah Drive","Person","United States"
5504,"Anderson, Christian",1975-03-02 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","Mill Valley","California","6019 Ironwood Way","Person","United States"
5753,"Wright, Mason",1973-02-27 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","Torrance","California","1347 Palisade Court","Person","United States"
5921,"Stewart, Eduardo",1979-01-17 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","Torrance","California","7036 Las Quebrados Ln.","Person","United States"
5926,"Patterson, Spencer",1978-07-21 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","Daly City","California","1069 Ahwanee Lane","Person","United States"
6481,"Gonzalez, Lucas",1978-08-20 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","Mill Valley","California","304 Diver Way","Person","United States"
6490,"Evans, Jack",1977-11-21 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","Glendale","California","9428 Mehaffey Way","Person","United States"
7345,"Turner, Caleb",1976-02-21 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","Woodland Hills","California","615 Maria Vega Court","Person","United States"
7361,"Li, Eric",1979-09-13 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","Santa Cruz","California","9555 Mt. Whitney Way","Person","United States"
7362,"Simmons, Marcus",1979-12-26 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","West Covina","California","7648 S. Bascom Ave.","Person","United States"
7455,"Perez, George",1977-11-23 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","Burbank","California","9365 G St.","Person","United States"
7456,"Wu, Alejandro",1977-09-25 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","Coronado","California","3799 Hilton Way","Person","United States"
7457,"Bailey, Timothy",1977-09-05 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","Grossmont","California","896 Shannon Lane","Person","United States"
7474,"Rogers, Nathaniel",1975-05-27 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","La Jolla","California","2075 Alvina Dr.","Person","United States"
7475,"Smith, James",1975-07-11 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","Long Beach","California","6013 Meier Road","Person","United States"
7775,"Flores, Justin",1976-06-19 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","Woodland Hills","California","6559 Via Rerrari","Person","United States"
7781,"Carter, Evan",1973-05-09 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","Novato","California","419 River Ash Court","Person","United States"
7795,"Davis, Andrew",1979-03-20 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","Long Beach","California","7808 Brown St.","Person","United States"
7893,"Howard, Chase",1977-11-16 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","Colma","California","4496 Hurlstone Ct.","Person","United States"
7894,"White, Devin",1977-06-15 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","Imperial Beach","California","9549 Roxbury Drive","Person","United States"
7921,"Young, Jonathan",1973-05-19 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","Redwood City","California","2372 Cardinet Dr.","Person","United States"
8671,"Gutierrez, Erik",1978-03-16 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","Burbank","California","9919 Macarthur Avenue","Person","United States"
8672,"Davis, Michael",1978-07-02 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","Concord","California","2144 San Rafael","Person","United States"
8757,"Yuan, Nicolas",1977-08-03 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","Chula Vista","California","3168 Limewood Pl.","Person","United States"
8759,"Wright, Alex",1976-12-25 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","Woodland Hills","California","2923 Stanford Street","Person","United States"
8778,"Thomas, Jonathan",1975-05-19 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","Los Angeles","California","5549 Bluejay Dr.","Person","United States"
9311,"Ramirez, Timothy",1979-04-04 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","Long Beach","California","7864 East 88th St.","Person","United States"
9312,"Bell, Cole",1979-02-11 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","Los Angeles","California","9406 Leed Court W.","Person","United States"
9412,"James, Cole",1977-06-05 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","El Cajon","California","9995 Valley View Road","Person","United States"
9435,"Sharma, Nathan",1975-10-13 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","Imperial Beach","California","15 Aspen Drive","Person","United States"
9439,"Scott, Robert",1975-12-22 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","West Covina","California","8313 Canyon Creek Drive","Person","United States"
10275,"Scott, Seth",1979-09-10 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","Novato","California","2785 Fallbrook Road","Person","United States"
10369,"Collins, Mason",1977-09-26 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","Daly City","California","8903 Suzanne Dr.","Person","United States"
10399,"Diaz, Ethan",1975-03-25 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","Spring Valley","California","3397 Farm Bureau Road","Person","United States"
10400,"Hughes, Ian",1975-11-25 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","Woodland Hills","California","3162 Chaucer Drive","Person","United States"
11063,"Flores, Cameron",1978-04-28 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","Downey","California","7892 M Ln.","Person","United States"
11153,"King, Marcus",1978-02-18 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","Long Beach","California","8564 Hickory Drive","Person","United States"
11163,"Yuan, Brad",1977-04-11 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","Burbank","California","9001 Esperanza","Person","United States"
11166,"Perez, Aaron",1976-11-01 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","Glendale","California","749 Ida Dr.","Person","United States"
11185,"Carter, Jeremy",1975-07-27 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","Lakewood","California","5985 Bouncing Road","Person","United States"
11186,"Henderson, Connor",1975-06-02 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","Palo Alto","California","1515 Palm Dr","Person","United States"
11187,"Foster, Jonathan",1975-10-04 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","San Carlos","California","1135 Glenellen Court","Person","United States"
12092,"Peterson, Richard",1977-02-06 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","La Jolla","California","1538 Golden Meadow","Person","United States"
12319,"Morgan, Patrick",1978-10-03 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","Lemon Grove","California","3391 Paso Del Rio Court","Person","United States"
12338,"Green, Isaiah",1975-11-07 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","Woodland Hills","California","8782 Palisade Court","Person","United States"
12339,"Jenkins, Lucas",1973-12-13 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","Imperial Beach","California","2423 Brookview Dr.","Person","United States"
13233,"Johnson, Ryan",1979-02-17 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","West Covina","California","7251 Millfield Place","Person","United States"
13239,"Richardson, Sean",1978-09-07 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","Berkeley","California","9277 Claycord Ave.","Person","United States"
13240,"Hernandez, Miguel",1978-11-27 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","Imperial Beach","California","8370 Birchwood Dr","Person","United States"
13263,"Thomas, Daniel",1977-03-16 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","La Jolla","California","5776 Newton Way","Person","United States"
13290,"Gonzalez, Robert",1975-12-16 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","Grossmont","California","1899 Mayhew Way","Person","United States"
13521,"Wilson, Joseph",1973-02-22 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","Burbank","California","1902 Santa Cruz","Person","United States"
14015,"Reed, Juan",1978-08-16 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","Lincoln Acres","California","5671 Dimaggio Way","Person","United States"
14910,"James, Chase",1979-06-05 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","National City","California","5763 Reed Way","Person","United States"
14918,"Long, Kyle",1978-03-25 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","El Cajon","California","1248 Tanager Cir","Person","United States"
14934,"Stewart, Dalton",1977-06-05 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","Fremont","California","2269 Bynum Way","Person","United States"
14955,"Carter, Noah",1975-08-10 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","San Gabriel","California","9720 Dalis Dr.","Person","United States"
15547,"Bennett, Miguel",1978-06-26 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","Imperial Beach","California","6208 Hedaro Court","Person","United States"
15555,"Garcia, Michael",1977-05-16 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","Burbank","California","9833 Mt. Dias Blv.","Person","United States"
15579,"White, Jeremy",1975-10-25 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","Mill Valley","California","9830 May Way","Person","United States"
15802,"Washington, Wyatt",1976-07-19 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","Woodland Hills","California","2279 Pineview Lane","Person","United States"
16468,"Coleman, Jackson",1978-03-16 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","Coronado","California","9919 Macarthur Avenue","Person","United States"
16469,"Powell, Robert",1978-10-12 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","El Cajon","California","7836 Roux Court","Person","United States"
16509,"Edwards, James",1973-02-10 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","Berkeley","California","1819 Weston Court","Person","United States"
17126,"Jackson, Dalton",1975-09-22 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","Fremont","California","6598 Hargate Court","Person","United States"
17128,"Price, Fernando",1975-06-18 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","Santa Cruz","California","8274 Gladstone Drive","Person","United States"
18061,"Washington, David",1978-04-01 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","La Jolla","California","3743 Greenbelt Way","Person","United States"
18080,"Rogers, Brian",1976-06-07 00:00:00.000,"M","M",60000,0,0,"Partial College","Skilled Manual","North America","Lincoln Acres","California","7375 Greendell Rd.","Person","United States"
18109,"Evans, Seth",1975-06-22 00:00:00.000,"S","M",60000,0,0,"Partial College","Skilled Manual","North America","El Cajon","California","6675 Logan Ct","Person","United States"
37,"Russell, Jennifer",1978-12-18 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","National City","California","3981 Augustine Drive","Person","United States"
42,"Carter, Amanda",1977-10-16 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","Glendale","California","5826 Escobar","Person","United States"
54,"Price, Ana",1980-08-20 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","San Diego","California","1660 Stonyhill Circle","Person","United States"
66,"Henderson, Jessica",1973-10-09 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","La Jolla","California","9343 Ironwood Way","Person","United States"
166,"Alexander, Jocelyn",1973-07-18 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","Oakland","California","3376 Bank Way","Person","United States"
924,"Bryant, Sarah",1979-10-23 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","National City","California","9855 Norse Ct.","Person","United States"
929,"Morris, Isabella",1978-09-07 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","El Cajon","California","8487 Amador","Person","United States"
2020,"Murphy, Destiny",1979-03-01 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","San Carlos","California","2012 Reisling Court","Person","United States"
2031,"Lopez, Sophia",1977-07-13 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","Coronado","California","4855 Wawona Lane","Person","United States"
2986,"Wood, Alexis",1979-04-24 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","Spring Valley","California","8248 N. Ranchford Court","Person","United States"
2987,"Anderson, Chloe",1979-10-25 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","Spring Valley","California","3118 Creekside Drive","Person","United States"
3005,"Kelly, Caitlin",1977-04-13 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","Daly City","California","5936 Second Ave","Person","United States"
3018,"Rodriguez, Chloe",1980-11-22 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","San Diego","California","7806 Reliez Valley Ct.","Person","United States"
3025,"Moore, Hannah",1975-12-23 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","Oakland","California","923 Hill Drive","Person","United States"
4012,"Mitchell, Amber",1977-11-13 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","Downey","California","5537 Baltic Sea Ct.","Person","United States"
4014,"Campbell, Julia",1976-11-13 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","Imperial Beach","California","6258 Stinson","Person","United States"
4428,"Murphy, Jade",1979-11-18 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","San Diego","California","7444 Margo Drive","Person","United States"
5019,"Henderson, Emma",1979-05-02 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","San Carlos","California","8452 Dewing Avenue","Person","United States"
5020,"Hernandez, Amber",1979-02-02 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","Torrance","California","4021 Rosemarie Place","Person","United States"
5357,"Baker, Sophia",1975-12-18 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","Palo Alto","California","2532 Jacqueline Drive","Person","United States"
5491,"Robinson, Megan",1980-05-17 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","San Gabriel","California","6003 San Vincente Drive","Person","United States"
5653,"Richardson, Nicole",1973-08-06 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","La Jolla","California","2687 Gilberto","Person","United States"
5925,"Price, Julia",1978-11-05 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","Concord","California","5888 Salem St.","Person","United States"
6359,"Bell, Sydney",1976-02-26 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","West Covina","California","6742 Clover Road","Person","United States"
6491,"Moore, Grace",1977-09-08 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","Imperial Beach","California","4380 Chestnut","Person","United States"
6507,"Simmons, Alexandria",1973-04-19 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","Berkeley","California","5970 Meadowbrook Court","Person","United States"
7351,"Ross, Emma",1973-11-10 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","West Covina","California","6957 Corte Poquito","Person","United States"
7360,"Bryant, Alexandria",1979-03-12 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","Newport Beach","California","8817 Cynthia Drive","Person","United States"
7367,"Richardson, Alexandria",1978-05-25 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","La Jolla","California","2987 Wiget Lane","Person","United States"
7449,"Bailey, Jennifer",1978-01-02 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","Long Beach","California","893 Thornwood Drive","Person","United States"
7478,"Hughes, Angelica",1973-08-10 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","Lincoln Acres","California","6622 First Ave.","Person","United States"
7799,"Allen, Andrea",1978-06-13 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","Glendale","California","1658 Stonyhill Circle","Person","United States"
8656,"Murphy, Cindy",1976-11-14 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","West Covina","California","5508 Trembath Court","Person","United States"
8760,"Barnes, Sydney",1976-04-06 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","Redwood City","California","8629 English Court","Person","United States"
8761,"Russell, Sydney",1976-05-02 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","Grossmont","California","3076 Mount Dr","Person","United States"
8779,"Jones, Isabella",1975-08-16 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","National City","California","623 Chestnut Ave","Person","United States"
9297,"Diaz, Morgan",1973-02-27 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","Burlingame","California","2546 Fawn Glen Circle","Person","United States"
9414,"Powell, Taylor",1976-05-06 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","Berkeley","California","7165 Brock Lane","Person","United States"
9415,"Bailey, Amanda",1976-11-23 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","Newport Beach","California","4915 Pear Dr.","Person","United States"
9423,"Brooks, Maria",1980-08-17 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","San Diego","California","8375 Ambush Dr..","Person","United States"
9436,"Green, Natalie",1975-11-26 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","Lemon Grove","California","3470 Augustine Dr.","Person","United States"
9437,"Barnes, Anna",1975-04-26 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","Palo Alto","California","4444 Pepper Way","Person","United States"
9438,"Howard, Gabriella",1975-10-12 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","West Covina","California","5197 Camino Ricardo","Person","United States"
9440,"Rogers, Chloe",1973-04-04 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","Imperial Beach","California","3158 B Avenue I","Person","United States"
9441,"Hughes, Alexandra",1973-05-26 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","Redwood City","California","4404 Mildred Avenue","Person","United States"
10276,"Cox, Abigail",1979-11-26 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","Novato","California","8158 Pheasant Court","Person","United States"
10282,"Hill, Andrea",1978-02-27 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","Chula Vista","California","2651 St. Francis Dr.","Person","United States"
10283,"Smith, Julia",1978-03-10 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","Fremont","California","157 Birch Bark Road","Person","United States"
11062,"Goel, Jenny",1978-09-20 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","Cerritos","California","7156 Rose Dr.","Person","United States"
11164,"Scott, Morgan",1977-07-01 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","Lakewood","California","6710 Santa Monica Drive","Person","United States"
12081,"Barnes, Jocelyn",1978-03-09 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","Lemon Grove","California","1905 July Loop","Person","United States"
12111,"Gonzalez, Mackenzie",1975-09-26 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","Glendale","California","2878 San Miguel Circle","Person","United States"
12112,"Wright, Sara",1975-01-17 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","Lincoln Acres","California","6732 Mill Road","Person","United States"
12583,"Simmons, Stephanie",1973-03-23 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","Redwood City","California","4583 Turning View","Person","United States"
13232,"Cox, Makayla",1979-10-18 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","San Gabriel","California","30 Rolling Green Circle","Person","United States"
13262,"Jones, Emma",1977-06-15 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","Concord","California","5123 Gumwood","Person","United States"
13264,"Brooks, Brooke",1977-08-15 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","La Jolla","California","1994 South Villa Way","Person","United States"
13296,"Barnes, Natalie",1973-03-26 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","Palo Alto","California","7650 Northridge Drive","Person","United States"
14009,"Perry, Haley",1978-05-20 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","Daly City","California","59 Lakewood Court","Person","United States"
14045,"Bailey, Emma",1975-08-10 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","Woodland Hills","California","3795 Tabora Drive","Person","United States"
14909,"Long, Melissa",1979-03-23 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","Long Beach","California","7855 Waterhigh Street","Person","United States"
14911,"Miller, Natalie",1979-09-18 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","National City","California","5927 Diokmo Ct.","Person","United States"
14917,"Serrano, Naomi",1978-07-13 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","Burbank","California","8018 Pinnacle Drive","Person","United States"
14943,"Brooks, Brianna",1980-01-17 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","San Diego","California","3162 Asilomaar Dr","Person","United States"
14956,"Robinson, Anna",1975-05-16 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","Santa Monica","California","923 Woodbury Place","Person","United States"
15546,"Ross, Taylor",1978-01-08 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","Downey","California","2598 Breck Court","Person","United States"
15558,"Morgan, Katelyn",1976-07-13 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","Coronado","California","8434 Ringing Court","Person","United States"
15577,"Robinson, Kaitlyn",1975-01-10 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","Lemon Grove","California","5288 York Dr.","Person","United States"
15578,"Edwards, Cindy",1975-02-02 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","Mill Valley","California","8468 Clifford Court","Person","United States"
15806,"Reed, Alexandria",1973-10-09 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","Lemon Grove","California","9593 Singingwood Court","Person","United States"
16479,"Alvarez, Sheila",1977-06-12 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","Chula Vista","California","9322 Sinaloa","Person","United States"
16480,"Sanders, Kaitlyn",1977-03-11 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","Glendale","California","9713 Amhurst Way","Person","United States"
16918,"Sanders, Andrea",1973-11-02 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","Long Beach","California","5405 Glenellen Court","Person","United States"
17097,"Stewart, Alexandra",1978-11-19 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","Berkeley","California","5935 Isabel","Person","United States"
17098,"Barnes, Jennifer",1978-09-03 00:00:00.000,"S","F",60000,0,0,"Partial College","Skilled Manual","North America","Chula Vista","California","2215 La Corte Bonita","Person","United States"
17105,"Williams, Hannah",1977-08-21 00:00:00.000,"M","F",60000,0,0,"Partial College","Skilled Manual","North America","Coronado","California","495 Alameda Drive","Person","United States"
