CustomerKey,GeographyKey,CustomerAlternateKey,Title,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,SpanishEducation,FrenchEducation,EnglishOccupation,SpanishOccupation,FrenchOccupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CommuteDistance
16317,263,"AW00016317","NULL","Joel","NULL","Raman",0,1983-03-23 00:00:00.000,"S","NULL","M","joel11@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"9546 Cardinal Ct.","NULL","1 (11) 500 555-0178",2012-02-17 00:00:00.000,"0-1 Miles"
16452,232,"AW00016452","NULL","Cassie","NULL","Luo",0,1983-05-21 00:00:00.000,"S","NULL","F","cassie4@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"9428 Mehaffey Way","NULL","1 (11) 500 555-0196",2012-03-04 00:00:00.000,"0-1 Miles"
16453,271,"AW00016453","NULL","Mayra","NULL","Chandra",0,1982-10-07 00:00:00.000,"S","NULL","F","mayra1@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"8614 Lagoon Court","NULL","1 (11) 500 555-0133",2013-04-10 00:00:00.000,"2-5 Miles"
16458,132,"AW00016458","NULL","Michele","NULL","Ruiz",0,1982-06-18 00:00:00.000,"S","NULL","F","michele37@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Pascalstr 24","NULL","1 (11) 500 555-0158",2013-03-27 00:00:00.000,"2-5 Miles"
16460,277,"AW00016460","NULL","Jodi","NULL","Xu",0,1982-05-17 00:00:00.000,"S","NULL","F","jodi5@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"6594 Bent Tree Lane","NULL","1 (11) 500 555-0139",2013-06-15 00:00:00.000,"2-5 Miles"
16461,279,"AW00016461","NULL","Rosa","NULL","Wu",0,1981-08-05 00:00:00.000,"S","NULL","F","rosa7@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"939 Vista Del Diablo","NULL","1 (11) 500 555-0155",2012-03-01 00:00:00.000,"0-1 Miles"
18038,207,"AW00018038","NULL","Kelli","NULL","Kumar",0,1980-11-14 00:00:00.000,"S","NULL","F","kelli30@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"76, rue Pierre-Demoulin","NULL","1 (11) 500 555-0175",2011-08-11 00:00:00.000,"2-5 Miles"
18048,229,"AW00018048","NULL","Alisha","NULL","Sun",0,1980-04-04 00:00:00.000,"S","NULL","F","alisha13@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"4096 San Remo","NULL","1 (11) 500 555-0137",2013-11-18 00:00:00.000,"1-2 Miles"
19371,168,"AW00019371","NULL","Roy","NULL","Mehta",0,1982-12-05 00:00:00.000,"S","NULL","M","roy14@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Winter der Böck 8559","NULL","1 (11) 500 555-0112",2013-10-31 00:00:00.000,"2-5 Miles"
19377,121,"AW00019377","NULL","Dominic","NULL","Chandra",0,1981-08-25 00:00:00.000,"S","NULL","M","dominic3@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Krönerweg 92","NULL","1 (11) 500 555-0119",2014-01-20 00:00:00.000,"2-5 Miles"
19380,183,"AW00019380","NULL","Marshall","NULL","Luo",0,1981-01-07 00:00:00.000,"S","NULL","M","marshall27@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Attaché de Presse","NULL","1 (11) 500 555-0125",2012-08-28 00:00:00.000,"2-5 Miles"
19381,222,"AW00019381","NULL","Brandi","NULL","Romero",0,1980-07-11 00:00:00.000,"S","NULL","F","brandi9@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"21, cours Mirabeau","NULL","1 (11) 500 555-0131",2012-09-20 00:00:00.000,"2-5 Miles"
19386,183,"AW00019386","NULL","Allen","NULL","Martinez",0,1979-12-23 00:00:00.000,"S","NULL","M","allen16@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"810, rue des Rosiers","NULL","1 (11) 500 555-0110",2012-09-07 00:00:00.000,"2-5 Miles"
19390,223,"AW00019390","NULL","Terrance","NULL","Perez",0,1984-04-01 00:00:00.000,"S","NULL","M","terrance19@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"33, rue Georges-Clémenceau","NULL","1 (11) 500 555-0119",2013-08-02 00:00:00.000,"1-2 Miles"
19509,131,"AW00019509","NULL","Nancy","NULL","Suri",0,1981-07-18 00:00:00.000,"S","NULL","F","nancy5@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Marketplatz 5292","NULL","1 (11) 500 555-0119",2013-11-02 00:00:00.000,"2-5 Miles"
19516,207,"AW00019516","NULL","Kaitlyn","NULL","Griffin",0,1980-07-08 00:00:00.000,"S","NULL","F","kaitlyn88@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"55, rue de Courtaboeuf","NULL","1 (11) 500 555-0115",2013-03-24 00:00:00.000,"0-1 Miles"
19517,222,"AW00019517","NULL","Max","NULL","Gomez",0,1981-03-21 00:00:00.000,"S","NULL","M","max2@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"6, rue de Cambrai","NULL","1 (11) 500 555-0113",2012-12-14 00:00:00.000,"2-5 Miles"
19518,159,"AW00019518","NULL","Clifford","NULL","Arun",0,1980-07-09 00:00:00.000,"S","NULL","M","clifford7@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Pascalstr 756","NULL","1 (11) 500 555-0176",2011-12-16 00:00:00.000,"2-5 Miles"
20948,209,"AW00020948","NULL","Xavier","NULL","White",0,1981-01-05 00:00:00.000,"S","NULL","M","xavier10@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"4+B347533, place de la République","NULL","1 (11) 500 555-0113",2013-03-24 00:00:00.000,"0-1 Miles"
20955,208,"AW00020955","NULL","Dawn","NULL","Pal",0,1986-03-08 00:00:00.000,"S","NULL","F","dawn36@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"51, rue de la Cavalerie","NULL","1 (11) 500 555-0152",2013-12-03 00:00:00.000,"2-5 Miles"
20958,178,"AW00020958","NULL","Gerald","NULL","Alonso",0,1981-03-25 00:00:00.000,"S","NULL","M","gerald16@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Buergermeister-ulrich-str 2411","NULL","1 (11) 500 555-0160",2013-01-29 00:00:00.000,"0-1 Miles"
21126,196,"AW00021126","NULL","Kaitlin","NULL","Gonzalez",0,1981-05-06 00:00:00.000,"S","NULL","F","kaitlin17@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"534, rue des Grands Champs","NULL","1 (11) 500 555-0117",2013-04-22 00:00:00.000,"2-5 Miles"
21128,117,"AW00021128","NULL","Kenneth","NULL","Andersen",0,1980-12-17 00:00:00.000,"S","NULL","M","kenneth11@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Wertheimer Straße 854","NULL","1 (11) 500 555-0185",2013-06-28 00:00:00.000,"0-1 Miles"
22532,269,"AW00022532","NULL","Ryan","NULL","Thomas",0,1982-02-07 00:00:00.000,"S","NULL","M","ryan50@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"5716 Weatherly Drive","NULL","1 (11) 500 555-0197",2013-12-03 00:00:00.000,"2-5 Miles"
22541,151,"AW00022541","NULL","Stefanie","NULL","Martinez",0,1979-06-25 00:00:00.000,"S","NULL","F","stefanie15@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Im Himmelsweg 27","NULL","1 (11) 500 555-0120",2013-04-29 00:00:00.000,"2-5 Miles"
22707,171,"AW00022707","NULL","Haley","NULL","Russell",0,1981-07-18 00:00:00.000,"S","NULL","F","haley39@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Pascalstr 7","NULL","1 (11) 500 555-0119",2013-08-11 00:00:00.000,"2-5 Miles"
22712,184,"AW00022712","NULL","Monique","NULL","Romero",0,1979-08-06 00:00:00.000,"S","NULL","F","monique5@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"16, rue des Grands Champs","NULL","1 (11) 500 555-0145",2013-10-20 00:00:00.000,"2-5 Miles"
23444,207,"AW00023444","NULL","Aidan","NULL","Washington",0,1979-05-13 00:00:00.000,"S","NULL","M","aidan14@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"20, rue Royale","NULL","1 (11) 500 555-0148",2013-10-06 00:00:00.000,"2-5 Miles"
23748,211,"AW00023748","NULL","Yolanda","NULL","Pal",0,1983-08-16 00:00:00.000,"S","NULL","F","yolanda11@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"19, avenue de la Gare","NULL","1 (11) 500 555-0110",2013-10-07 00:00:00.000,"2-5 Miles"
23958,213,"AW00023958","NULL","Amy","NULL","Lin",0,1981-04-15 00:00:00.000,"S","NULL","F","amy15@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"10, place Beaubernard","NULL","1 (11) 500 555-0129",2013-11-19 00:00:00.000,"2-5 Miles"
23959,155,"AW00023959","NULL","Amber","NULL","Parker",0,1980-11-29 00:00:00.000,"S","NULL","F","amber7@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Platz des Landtags 433","NULL","1 (11) 500 555-0198",2013-02-24 00:00:00.000,"0-1 Miles"
23961,175,"AW00023961","NULL","Karen","NULL","Huang",0,1980-12-19 00:00:00.000,"S","NULL","F","karen15@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Galeriestr 6266","NULL","1 (11) 500 555-0122",2013-08-27 00:00:00.000,"2-5 Miles"
24120,133,"AW00024120","NULL","Kaitlyn","NULL","Allen",0,1982-11-15 00:00:00.000,"S","NULL","F","kaitlyn22@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Dunckerstr 48523","NULL","1 (11) 500 555-0183",2013-03-25 00:00:00.000,"2-5 Miles"
25508,147,"AW00025508","NULL","Melissa","NULL","Cook",0,1982-12-01 00:00:00.000,"S","NULL","F","melissa43@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Brunnenstr 44","NULL","1 (11) 500 555-0175",2013-11-03 00:00:00.000,"0-1 Miles"
25528,121,"AW00025528","NULL","Alexandria","NULL","Butler",0,1980-02-02 00:00:00.000,"S","NULL","F","alexandria14@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Auf der Krone 992","NULL","1 (11) 500 555-0126",2013-11-12 00:00:00.000,"2-5 Miles"
25667,149,"AW00025667","NULL","Jaclyn","NULL","Gao",0,1983-04-27 00:00:00.000,"S","NULL","F","jaclyn16@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Marketplatz 5492","NULL","1 (11) 500 555-0135",2013-04-28 00:00:00.000,"2-5 Miles"
25674,150,"AW00025674","NULL","Reginald","NULL","Navarro",0,1982-01-23 00:00:00.000,"S","NULL","M","reginald17@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Wolfgangstraße 72","NULL","1 (11) 500 555-0147",2013-03-07 00:00:00.000,"0-1 Miles"
25675,264,"AW00025675","NULL","Joe","NULL","Blanco",0,1981-12-09 00:00:00.000,"S","NULL","M","joe39@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"1781 Camino Solano","NULL","1 (11) 500 555-0110",2013-02-15 00:00:00.000,"0-1 Miles"
25679,222,"AW00025679","NULL","Meredith","NULL","Rodriguez",0,1980-12-18 00:00:00.000,"S","NULL","F","meredith19@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"92, rue Henri Gagnon","NULL","1 (11) 500 555-0130",2013-09-06 00:00:00.000,"2-5 Miles"
25680,123,"AW00025680","NULL","Manuel","NULL","Subram",0,1981-03-25 00:00:00.000,"S","NULL","M","manuel11@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Residenz Straße 449","NULL","1 (11) 500 555-0120",2013-06-15 00:00:00.000,"2-5 Miles"
25681,155,"AW00025681","NULL","Melinda","NULL","Serrano",0,1980-08-29 00:00:00.000,"S","NULL","F","melinda11@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Wertheimer Straße 895","NULL","1 (11) 500 555-0198",2013-02-28 00:00:00.000,"2-5 Miles"
26212,133,"AW00026212","NULL","Summer","NULL","Martinez",0,1984-11-03 00:00:00.000,"S","NULL","F","summer15@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Am Kreuz 555","NULL","1 (11) 500 555-0169",2013-10-05 00:00:00.000,"2-5 Miles"
26874,118,"AW00026874","NULL","Jorge","NULL","Zhang",0,1983-05-19 00:00:00.000,"S","NULL","M","jorge1@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Hochstr 8222","NULL","1 (11) 500 555-0198",2013-05-01 00:00:00.000,"2-5 Miles"
26876,260,"AW00026876","NULL","Holly","NULL","Lopez",0,1983-01-22 00:00:00.000,"S","NULL","F","holly16@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"8965 Rheem Blvd.","NULL","1 (11) 500 555-0115",2013-06-12 00:00:00.000,"0-1 Miles"
26886,267,"AW00026886","NULL","Jasmine","NULL","Robinson",0,1982-05-12 00:00:00.000,"S","NULL","F","jasmine15@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"8611 Park Lane Circle","NULL","1 (11) 500 555-0118",2013-06-21 00:00:00.000,"0-1 Miles"
26975,186,"AW00026975","NULL","Janet","NULL","Ward",0,1984-10-04 00:00:00.000,"S","NULL","F","janet29@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"2802, boulevard Beau Marchais","NULL","1 (11) 500 555-0175",2013-07-07 00:00:00.000,"1-2 Miles"
27153,211,"AW00027153","NULL","Gina","NULL","Ruiz",0,1980-02-08 00:00:00.000,"S","NULL","F","gina2@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"44, rue Saint Denis","NULL","1 (11) 500 555-0160",2013-03-26 00:00:00.000,"0-1 Miles"
27154,121,"AW00027154","NULL","Holly","NULL","Arun",0,1980-06-18 00:00:00.000,"S","NULL","F","holly8@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Wallstr 24","NULL","1 (11) 500 555-0162",2013-10-20 00:00:00.000,"2-5 Miles"
28424,233,"AW00028424","NULL","Neil","NULL","Romero",0,1982-07-20 00:00:00.000,"S","NULL","M","neil8@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"4657 Price Lane","NULL","1 (11) 500 555-0137",2013-11-13 00:00:00.000,"0-1 Miles"
28426,246,"AW00028426","NULL","Melvin","NULL","Xie",0,1983-02-15 00:00:00.000,"S","NULL","M","melvin3@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"3713 Rollingwood Dr.","NULL","1 (11) 500 555-0149",2013-10-11 00:00:00.000,"2-5 Miles"
28427,247,"AW00028427","NULL","Yolanda","NULL","Deng",0,1982-10-08 00:00:00.000,"S","NULL","F","yolanda1@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"1979 Driving Drive","NULL","1 (11) 500 555-0151",2013-11-11 00:00:00.000,"0-1 Miles"
28438,271,"AW00028438","NULL","Heidi","NULL","Sanchez",0,1981-12-30 00:00:00.000,"S","NULL","F","heidi23@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"277 South Royal Links","NULL","1 (11) 500 555-0114",2013-12-04 00:00:00.000,"0-1 Miles"
28444,209,"AW00028444","NULL","Pedro","NULL","Sai",0,1981-05-18 00:00:00.000,"S","NULL","M","pedro6@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"2, rue Pierre-Demoulin","NULL","1 (11) 500 555-0173",2013-03-20 00:00:00.000,"0-1 Miles"
28445,154,"AW00028445","NULL","Shaun","NULL","She",0,1981-06-17 00:00:00.000,"S","NULL","M","shaun2@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Bundesallee 5511","NULL","1 (11) 500 555-0190",2013-11-10 00:00:00.000,"0-1 Miles"
28723,273,"AW00028723","NULL","Ryan","NULL","Yang",0,1979-04-22 00:00:00.000,"S","NULL","M","ryan31@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"9903 Clearland Circle","NULL","1 (11) 500 555-0191",2013-04-04 00:00:00.000,"0-1 Miles"
28730,269,"AW00028730","NULL","Nicole","NULL","Robinson",0,1985-04-18 00:00:00.000,"S","NULL","F","nicole18@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"9430 Thornhill Place","NULL","1 (11) 500 555-0137",2013-02-03 00:00:00.000,"2-5 Miles"
29429,203,"AW00029429","NULL","Marie","NULL","Suarez",0,1980-11-18 00:00:00.000,"S","NULL","F","marie43@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"6186, place du Tertre","NULL","1 (11) 500 555-0111",2013-12-12 00:00:00.000,"0-1 Miles"
