COD_PART,variable,value
31,CNPJ_CPF_PART,0
32,CNPJ_CPF_PART,0
33,CNPJ_CPF_PART,0
34,CNPJ_CPF_PART,0
35,CNPJ_CPF_PART,0
36,CNPJ_CPF_PART,0
37,CNPJ_CPF_PART,0
38,CNPJ_CPF_PART,0
39,CNPJ_CPF_PART,0
40,CNPJ_CPF_PART,0
1,IE_PART,0
2,IE_PART,0
3,IE_PART,0
4,IE_PART,0
5,IE_PART,0
6,IE_PART,0
7,IE_PART,0
8,IE_PART,0
9,IE_PART,0
10,IE_PART,0
11,IE_PART,0
12,IE_PART,0
13,IE_PART,0
14,IE_PART,0
15,IE_PART,0
16,IE_PART,0
17,IE_PART,0
18,IE_PART,0
19,IE_PART,0
20,IE_PART,0
21,IE_PART,0
22,IE_PART,0
23,IE_PART,0
24,IE_PART,0
25,IE_PART,0
26,IE_PART,0
27,IE_PART,0
28,IE_PART,0
29,IE_PART,0
30,IE_PART,0
31,IE_PART,0
32,IE_PART,0
33,IE_PART,0
34,IE_PART,0
35,IE_PART,0
36,IE_PART,0
37,IE_PART,0
38,IE_PART,0
39,IE_PART,0
40,IE_PART,0
1,END_PART,RUA
2,END_PART,RUA
3,END_PART,RUA
4,END_PART,RUA
5,END_PART,RUA
6,END_PART,RUA
7,END_PART,RUA
8,END_PART,RUA
9,END_PART,RUA
10,END_PART,RUA
11,END_PART,RUA
12,END_PART,RUA
13,END_PART,RUA
14,END_PART,RUA
15,END_PART,RUA
16,END_PART,RUA
17,END_PART,RUA
18,END_PART,RUA
19,END_PART,RUA
20,END_PART,RUA
21,END_PART,RUA
22,END_PART,RUA
23,END_PART,RUA
24,END_PART,RUA
25,END_PART,RUA
26,END_PART,RUA
27,END_PART,RUA
28,END_PART,RUA
29,END_PART,RUA
30,END_PART,RUA
31,END_PART,RUA
32,END_PART,RUA
33,END_PART,RUA
34,END_PART,RUA
35,END_PART,RUA
36,END_PART,RUA
37,END_PART,RUA
38,END_PART,RUA
39,END_PART,RUA
40,END_PART,RUA
1,NUM_PART,2
2,NUM_PART,2
3,NUM_PART,2
4,NUM_PART,2
5,NUM_PART,2
6,NUM_PART,2
7,NUM_PART,2
8,NUM_PART,2
9,NUM_PART,2
10,NUM_PART,2
11,NUM_PART,2
12,NUM_PART,2
13,NUM_PART,2
14,NUM_PART,2
15,NUM_PART,2
16,NUM_PART,2
17,NUM_PART,2
18,NUM_PART,2
19,NUM_PART,2
20,NUM_PART,2
21,NUM_PART,2
22,NUM_PART,2
23,NUM_PART,2
24,NUM_PART,2
25,NUM_PART,2
26,NUM_PART,2
27,NUM_PART,2
28,NUM_PART,2
29,NUM_PART,2
30,NUM_PART,2
31,NUM_PART,2
32,NUM_PART,2
33,NUM_PART,2
34,NUM_PART,2
35,NUM_PART,2
36,NUM_PART,2
37,NUM_PART,2
38,NUM_PART,2
39,NUM_PART,2
40,NUM_PART,2
1,COMPL_PART,QD
2,COMPL_PART,QD
3,COMPL_PART,QD
4,COMPL_PART,QD
5,COMPL_PART,QD
6,COMPL_PART,QD
7,COMPL_PART,QD
8,COMPL_PART,QD
9,COMPL_PART,QD
10,COMPL_PART,QD
11,COMPL_PART,QD
12,COMPL_PART,QD
13,COMPL_PART,QD
14,COMPL_PART,QD
15,COMPL_PART,QD
16,COMPL_PART,QD
17,COMPL_PART,QD
18,COMPL_PART,QD
19,COMPL_PART,QD
20,COMPL_PART,QD
21,COMPL_PART,QD
22,COMPL_PART,QD
23,COMPL_PART,QD
24,COMPL_PART,QD
25,COMPL_PART,QD
26,COMPL_PART,QD
27,COMPL_PART,QD
28,COMPL_PART,QD
29,COMPL_PART,QD
30,COMPL_PART,QD
31,COMPL_PART,QD
32,COMPL_PART,QD
33,COMPL_PART,QD
34,COMPL_PART,QD
35,COMPL_PART,QD
36,COMPL_PART,QD
37,COMPL_PART,QD
38,COMPL_PART,QD
39,COMPL_PART,QD
40,COMPL_PART,QD
1,BAIRRO_PART,TESTE BAIRRO
2,BAIRRO_PART,TESTE BAIRRO
3,BAIRRO_PART,TESTE BAIRRO
4,BAIRRO_PART,TESTE BAIRRO
5,BAIRRO_PART,TESTE BAIRRO
6,BAIRRO_PART,TESTE BAIRRO
7,BAIRRO_PART,TESTE BAIRRO
8,BAIRRO_PART,TESTE BAIRRO
9,BAIRRO_PART,TESTE BAIRRO
10,BAIRRO_PART,TESTE BAIRRO
11,BAIRRO_PART,TESTE BAIRRO
12,BAIRRO_PART,TESTE BAIRRO
13,BAIRRO_PART,TESTE BAIRRO
14,BAIRRO_PART,TESTE BAIRRO
15,BAIRRO_PART,TESTE BAIRRO
16,BAIRRO_PART,TESTE BAIRRO
17,BAIRRO_PART,TESTE BAIRRO
18,BAIRRO_PART,TESTE BAIRRO
19,BAIRRO_PART,TESTE BAIRRO
20,BAIRRO_PART,TESTE BAIRRO
21,BAIRRO_PART,TESTE BAIRRO
22,BAIRRO_PART,TESTE BAIRRO
23,BAIRRO_PART,TESTE BAIRRO
24,BAIRRO_PART,TESTE BAIRRO
25,BAIRRO_PART,TESTE BAIRRO
26,BAIRRO_PART,TESTE BAIRRO
27,BAIRRO_PART,TESTE BAIRRO
28,BAIRRO_PART,TESTE BAIRRO
29,BAIRRO_PART,TESTE BAIRRO
30,BAIRRO_PART,TESTE BAIRRO
31,BAIRRO_PART,TESTE BAIRRO
32,BAIRRO_PART,TESTE BAIRRO
33,BAIRRO_PART,TESTE BAIRRO
34,BAIRRO_PART,TESTE BAIRRO
35,BAIRRO_PART,TESTE BAIRRO
36,BAIRRO_PART,TESTE BAIRRO
37,BAIRRO_PART,TESTE BAIRRO
38,BAIRRO_PART,TESTE BAIRRO
39,BAIRRO_PART,TESTE BAIRRO
40,BAIRRO_PART,TESTE BAIRRO
1,CEP_PART,75345-000
2,CEP_PART,72940-000
3,CEP_PART,75960-000
4,CEP_PART,72910-034
5,CEP_PART,72930-000
6,CEP_PART,73770-000
7,CEP_PART,75020-130
8,CEP_PART,76170-000
9,CEP_PART,74942-010
10,CEP_PART,76710-000
11,CEP_PART,75240-000
12,CEP_PART,75570-000
13,CEP_PART,75660-000
14,CEP_PART,75560-000
15,CEP_PART,75850-000
16,CEP_PART,75690-000
17,CEP_PART,75795-000
18,CEP_PART,73840-000
19,CEP_PART,75701-210
20,CEP_PART,72975-000
21,CEP_PART,73850-000
22,CEP_PART,75855-000
23,CEP_PART,73801-180
24,CEP_PART,75170-000
25,CEP_PART,76380-000
26,CEP_PART,74005-020
27,CEP_PART,74030-060
28,CEP_PART,75600-000
29,CEP_PART,75350-000
30,CEP_PART,75400-000
31,CEP_PART,75780-000
32,CEP_PART,76200-000
33,CEP_PART,75503-260
34,CEP_PART,76330-000
35,CEP_PART,75800-000
36,CEP_PART,72800-000
37,CEP_PART,76450-000
38,CEP_PART,75830-000
39,CEP_PART,75650-000
40,CEP_PART,75900-036
1,CLASS_PART,Consumidor Final
2,CLASS_PART,Consumidor Final
3,CLASS_PART,Revenda
4,CLASS_PART,TIPO A
5,CLASS_PART,TIPO B
6,CLASS_PART,Revenda
7,CLASS_PART,TIPO A
8,CLASS_PART,TIPO B
9,CLASS_PART,Consumidor Final
10,CLASS_PART,Consumidor Final
11,CLASS_PART,Revenda
12,CLASS_PART,TIPO A
13,CLASS_PART,TIPO B
14,CLASS_PART,Revenda
15,CLASS_PART,TIPO A
16,CLASS_PART,TIPO B
17,CLASS_PART,Consumidor Final
18,CLASS_PART,Consumidor Final
19,CLASS_PART,Revenda
20,CLASS_PART,TIPO A
21,CLASS_PART,TIPO B
22,CLASS_PART,Revenda
23,CLASS_PART,TIPO A
24,CLASS_PART,TIPO B
25,CLASS_PART,TIPO A
26,CLASS_PART,TIPO A
27,CLASS_PART,TIPO B
28,CLASS_PART,Consumidor Final
29,CLASS_PART,TIPO B
30,CLASS_PART,Revenda
31,CLASS_PART,Fornecedor Revenda
32,CLASS_PART,Fornecedor Revenda
33,CLASS_PART,Fornecedor Revenda
34,CLASS_PART,Fornecedor Revenda
35,CLASS_PART,Fornecedor Revenda
36,CLASS_PART,Fornecedor Revenda
37,CLASS_PART,Fornecedor Revenda
38,CLASS_PART,Banco
39,CLASS_PART,Impostos
40,CLASS_PART,Banco
1,DT_CAD_PART,2018-01-01 00:00:00.000
2,DT_CAD_PART,2018-01-01 00:00:00.000
3,DT_CAD_PART,2018-01-01 00:00:00.000
4,DT_CAD_PART,2018-01-01 00:00:00.000
5,DT_CAD_PART,2018-01-01 00:00:00.000
6,DT_CAD_PART,2018-01-01 00:00:00.000
7,DT_CAD_PART,2018-01-01 00:00:00.000
8,DT_CAD_PART,2018-01-01 00:00:00.000
9,DT_CAD_PART,2018-01-01 00:00:00.000
10,DT_CAD_PART,2018-01-01 00:00:00.000
11,DT_CAD_PART,2018-01-01 00:00:00.000
12,DT_CAD_PART,2018-01-01 00:00:00.000
13,DT_CAD_PART,2018-01-01 00:00:00.000
14,DT_CAD_PART,2018-01-01 00:00:00.000
15,DT_CAD_PART,2018-01-01 00:00:00.000
16,DT_CAD_PART,2018-01-01 00:00:00.000
17,DT_CAD_PART,2018-01-01 00:00:00.000
18,DT_CAD_PART,2018-01-01 00:00:00.000
19,DT_CAD_PART,2018-01-01 00:00:00.000
20,DT_CAD_PART,2018-01-01 00:00:00.000
21,DT_CAD_PART,2018-01-01 00:00:00.000
22,DT_CAD_PART,2018-01-01 00:00:00.000
23,DT_CAD_PART,2018-01-01 00:00:00.000
24,DT_CAD_PART,2018-01-01 00:00:00.000
25,DT_CAD_PART,2018-01-01 00:00:00.000
26,DT_CAD_PART,2018-01-01 00:00:00.000
27,DT_CAD_PART,2018-01-01 00:00:00.000
28,DT_CAD_PART,2018-01-01 00:00:00.000
29,DT_CAD_PART,2018-01-01 00:00:00.000
30,DT_CAD_PART,2018-01-01 00:00:00.000
31,DT_CAD_PART,2018-01-01 00:00:00.000
32,DT_CAD_PART,2018-01-01 00:00:00.000
33,DT_CAD_PART,2018-01-01 00:00:00.000
34,DT_CAD_PART,2018-01-01 00:00:00.000
35,DT_CAD_PART,2018-01-01 00:00:00.000
36,DT_CAD_PART,2018-01-01 00:00:00.000
37,DT_CAD_PART,2018-01-01 00:00:00.000
38,DT_CAD_PART,2018-01-01 00:00:00.000
39,DT_CAD_PART,2018-01-01 00:00:00.000
40,DT_CAD_PART,2018-01-01 00:00:00.000
1,FONE_PART,FONE1
2,FONE_PART,FONE1
3,FONE_PART,FONE1
4,FONE_PART,FONE1
5,FONE_PART,FONE1
6,FONE_PART,FONE1
7,FONE_PART,FONE1
8,FONE_PART,FONE1
9,FONE_PART,FONE1
10,FONE_PART,FONE1
11,FONE_PART,FONE1
12,FONE_PART,FONE1
13,FONE_PART,FONE1
14,FONE_PART,FONE1
15,FONE_PART,FONE1
16,FONE_PART,FONE1
17,FONE_PART,FONE1
18,FONE_PART,FONE1
19,FONE_PART,FONE1
20,FONE_PART,FONE1
21,FONE_PART,FONE1
22,FONE_PART,FONE1
23,FONE_PART,FONE1
24,FONE_PART,FONE1
25,FONE_PART,FONE1
26,FONE_PART,FONE1
27,FONE_PART,FONE1
28,FONE_PART,FONE1
29,FONE_PART,FONE1
30,FONE_PART,FONE1
31,FONE_PART,FONE1
32,FONE_PART,FONE1
33,FONE_PART,FONE1
34,FONE_PART,FONE1
35,FONE_PART,FONE1
36,FONE_PART,FONE1
37,FONE_PART,FONE1
38,FONE_PART,FONE1
39,FONE_PART,FONE1
40,FONE_PART,FONE1
1,SITUACAO_PART,Inativo
2,SITUACAO_PART,Ativo
3,SITUACAO_PART,Ativo
4,SITUACAO_PART,Bloqueado
5,SITUACAO_PART,Ativo
6,SITUACAO_PART,Ativo
7,SITUACAO_PART,Bloqueado
8,SITUACAO_PART,Bloqueado
9,SITUACAO_PART,Inativo
10,SITUACAO_PART,Ativo
11,SITUACAO_PART,Ativo
12,SITUACAO_PART,Inativo
13,SITUACAO_PART,Inativo
14,SITUACAO_PART,Ativo
15,SITUACAO_PART,Ativo
16,SITUACAO_PART,Bloqueado
17,SITUACAO_PART,Bloqueado
18,SITUACAO_PART,Bloqueado
19,SITUACAO_PART,Ativo
20,SITUACAO_PART,Inativo
21,SITUACAO_PART,Inativo
22,SITUACAO_PART,Ativo
23,SITUACAO_PART,Bloqueado
24,SITUACAO_PART,Ativo
25,SITUACAO_PART,Ativo
26,SITUACAO_PART,Bloqueado
27,SITUACAO_PART,Bloqueado
28,SITUACAO_PART,Ativo
29,SITUACAO_PART,Ativo
30,SITUACAO_PART,Bloqueado
31,SITUACAO_PART,Ativo
32,SITUACAO_PART,Inativo
33,SITUACAO_PART,Inativo
34,SITUACAO_PART,Bloqueado
35,SITUACAO_PART,Ativo
36,SITUACAO_PART,Inativo
37,SITUACAO_PART,Bloqueado
38,SITUACAO_PART,Inativo
39,SITUACAO_PART,Ativo
40,SITUACAO_PART,Inativo
1,VEND_PART,VEND4
2,VEND_PART,VEND4
3,VEND_PART,VEND4
4,VEND_PART,VEND2
5,VEND_PART,VEND4
6,VEND_PART,VEND5
7,VEND_PART,VEND1
8,VEND_PART,VEND2
9,VEND_PART,VEND3
10,VEND_PART,VEND3
11,VEND_PART,VEND1
12,VEND_PART,VEND1
13,VEND_PART,VEND4
14,VEND_PART,VEND4
15,VEND_PART,VEND4
16,VEND_PART,VEND4
17,VEND_PART,VEND2
18,VEND_PART,VEND1
19,VEND_PART,VEND2
20,VEND_PART,VEND4
21,VEND_PART,VEND3
22,VEND_PART,VEND2
23,VEND_PART,VEND4
24,VEND_PART,VEND5
25,VEND_PART,VEND3
26,VEND_PART,VEND1
27,VEND_PART,VEND2
28,VEND_PART,VEND1
29,VEND_PART,VEND1
30,VEND_PART,VEND3
31,VEND_PART,VEND1
32,VEND_PART,VEND2
33,VEND_PART,VEND2
34,VEND_PART,VEND2
35,VEND_PART,VEND2
36,VEND_PART,VEND5
37,VEND_PART,VEND4
38,VEND_PART,VEND5
39,VEND_PART,VEND1
40,VEND_PART,VEND5
1,COD_MUN,520005
2,COD_MUN,520010
3,COD_MUN,520013
4,COD_MUN,520025
5,COD_MUN,520030
6,COD_MUN,520060
7,COD_MUN,520110
8,COD_MUN,520130
9,COD_MUN,520140
10,COD_MUN,520250
11,COD_MUN,520330
12,COD_MUN,520350
13,COD_MUN,520390
14,COD_MUN,520425
15,COD_MUN,520440
16,COD_MUN,520450
17,COD_MUN,520480
18,COD_MUN,520490
19,COD_MUN,520510
20,COD_MUN,520551
21,COD_MUN,520620
22,COD_MUN,520725
23,COD_MUN,520800
24,COD_MUN,520840
25,COD_MUN,520860
26,COD_MUN,520870
27,COD_MUN,520870
28,COD_MUN,520910
29,COD_MUN,520920
30,COD_MUN,521000
31,COD_MUN,521010
32,COD_MUN,521020
33,COD_MUN,521150
34,COD_MUN,521180
35,COD_MUN,521190
36,COD_MUN,521250
37,COD_MUN,521308
38,COD_MUN,521310
39,COD_MUN,521380
40,COD_MUN,521880
1,LIMITE_CRED,10415
2,LIMITE_CRED,12575
3,LIMITE_CRED,12715
4,LIMITE_CRED,13420
5,LIMITE_CRED,16415
6,LIMITE_CRED,15484
7,LIMITE_CRED,10217
8,LIMITE_CRED,12011
9,LIMITE_CRED,7114
10,LIMITE_CRED,5612
11,LIMITE_CRED,18814
12,LIMITE_CRED,11371
13,LIMITE_CRED,16022
14,LIMITE_CRED,7642
15,LIMITE_CRED,19282
16,LIMITE_CRED,12668
17,LIMITE_CRED,19873
18,LIMITE_CRED,17830
19,LIMITE_CRED,14768
20,LIMITE_CRED,6188
21,LIMITE_CRED,15009
22,LIMITE_CRED,14368
23,LIMITE_CRED,19305
24,LIMITE_CRED,14547
25,LIMITE_CRED,7653
26,LIMITE_CRED,11263
27,LIMITE_CRED,7644
28,LIMITE_CRED,18752
29,LIMITE_CRED,5027
30,LIMITE_CRED,15466
31,LIMITE_CRED,16038
32,LIMITE_CRED,9454
33,LIMITE_CRED,6603
34,LIMITE_CRED,7178
35,LIMITE_CRED,5711
36,LIMITE_CRED,16923
37,LIMITE_CRED,5715
38,LIMITE_CRED,15558
39,LIMITE_CRED,11383
40,LIMITE_CRED,8973
1,TIPO_PJ_PF,PJ
2,TIPO_PJ_PF,PF
3,TIPO_PJ_PF,PJ
4,TIPO_PJ_PF,PF
5,TIPO_PJ_PF,PJ
6,TIPO_PJ_PF,PF
7,TIPO_PJ_PF,PJ
8,TIPO_PJ_PF,PF
9,TIPO_PJ_PF,PJ
10,TIPO_PJ_PF,PF
11,TIPO_PJ_PF,PJ
12,TIPO_PJ_PF,PF
13,TIPO_PJ_PF,PJ
14,TIPO_PJ_PF,PF
15,TIPO_PJ_PF,PJ
16,TIPO_PJ_PF,PF
17,TIPO_PJ_PF,PJ
18,TIPO_PJ_PF,PF
19,TIPO_PJ_PF,PJ
20,TIPO_PJ_PF,PF
21,TIPO_PJ_PF,PJ
22,TIPO_PJ_PF,PF
23,TIPO_PJ_PF,PJ
24,TIPO_PJ_PF,PF
25,TIPO_PJ_PF,PJ
26,TIPO_PJ_PF,PF
27,TIPO_PJ_PF,PJ
28,TIPO_PJ_PF,PF
29,TIPO_PJ_PF,PJ
30,TIPO_PJ_PF,PF
31,TIPO_PJ_PF,PJ
32,TIPO_PJ_PF,PF
33,TIPO_PJ_PF,PJ
34,TIPO_PJ_PF,PF
35,TIPO_PJ_PF,PJ
36,TIPO_PJ_PF,PF
37,TIPO_PJ_PF,PJ
38,TIPO_PJ_PF,PF
39,TIPO_PJ_PF,PJ
40,TIPO_PJ_PF,PF
1,CONSUMIDOR_FINAL,N
2,CONSUMIDOR_FINAL,S
3,CONSUMIDOR_FINAL,N
4,CONSUMIDOR_FINAL,S
5,CONSUMIDOR_FINAL,N
6,CONSUMIDOR_FINAL,S
7,CONSUMIDOR_FINAL,N
8,CONSUMIDOR_FINAL,S
9,CONSUMIDOR_FINAL,N
10,CONSUMIDOR_FINAL,S
11,CONSUMIDOR_FINAL,N
12,CONSUMIDOR_FINAL,S
13,CONSUMIDOR_FINAL,N
14,CONSUMIDOR_FINAL,S
15,CONSUMIDOR_FINAL,N
16,CONSUMIDOR_FINAL,S
17,CONSUMIDOR_FINAL,N
18,CONSUMIDOR_FINAL,S
19,CONSUMIDOR_FINAL,N
20,CONSUMIDOR_FINAL,S
21,CONSUMIDOR_FINAL,N
22,CONSUMIDOR_FINAL,S
23,CONSUMIDOR_FINAL,N
24,CONSUMIDOR_FINAL,S
25,CONSUMIDOR_FINAL,N
26,CONSUMIDOR_FINAL,S
27,CONSUMIDOR_FINAL,N
28,CONSUMIDOR_FINAL,S
29,CONSUMIDOR_FINAL,N
30,CONSUMIDOR_FINAL,S
31,CONSUMIDOR_FINAL,N
32,CONSUMIDOR_FINAL,S
33,CONSUMIDOR_FINAL,N
34,CONSUMIDOR_FINAL,S
35,CONSUMIDOR_FINAL,N
36,CONSUMIDOR_FINAL,S
37,CONSUMIDOR_FINAL,N
38,CONSUMIDOR_FINAL,S
39,CONSUMIDOR_FINAL,N
40,CONSUMIDOR_FINAL,S
1,CEL_PART,CEL1
2,CEL_PART,CEL2
3,CEL_PART,CEL3
4,CEL_PART,CEL4
5,CEL_PART,CEL5
6,CEL_PART,CEL6
7,CEL_PART,CEL7
8,CEL_PART,CEL8
9,CEL_PART,CEL9
10,CEL_PART,CEL10
11,CEL_PART,CEL11
12,CEL_PART,CEL12
13,CEL_PART,CEL13
14,CEL_PART,CEL14
15,CEL_PART,CEL15
16,CEL_PART,CEL16
17,CEL_PART,CEL17
18,CEL_PART,CEL18
19,CEL_PART,CEL19
20,CEL_PART,CEL20
21,CEL_PART,CEL21
22,CEL_PART,CEL22
23,CEL_PART,CEL23
24,CEL_PART,CEL24
25,CEL_PART,CEL25
26,CEL_PART,CEL26
27,CEL_PART,CEL27
28,CEL_PART,CEL28
29,CEL_PART,CEL29
30,CEL_PART,CEL30
31,CEL_PART,CEL31
32,CEL_PART,CEL32
33,CEL_PART,CEL33
34,CEL_PART,CEL34
35,CEL_PART,CEL35
36,CEL_PART,CEL36
37,CEL_PART,CEL37
38,CEL_PART,CEL38
39,CEL_PART,CEL39
40,CEL_PART,CEL40
1,EMAIL_PART,EMAIL1@EMAIL.COM
2,EMAIL_PART,EMAIL1@EMAIL.COM
3,EMAIL_PART,EMAIL1@EMAIL.COM
4,EMAIL_PART,EMAIL1@EMAIL.COM
5,EMAIL_PART,EMAIL1@EMAIL.COM
6,EMAIL_PART,EMAIL1@EMAIL.COM
7,EMAIL_PART,EMAIL1@EMAIL.COM
8,EMAIL_PART,EMAIL1@EMAIL.COM
9,EMAIL_PART,EMAIL1@EMAIL.COM
10,EMAIL_PART,EMAIL1@EMAIL.COM
11,EMAIL_PART,EMAIL1@EMAIL.COM
12,EMAIL_PART,EMAIL1@EMAIL.COM
13,EMAIL_PART,EMAIL1@EMAIL.COM
14,EMAIL_PART,EMAIL1@EMAIL.COM
15,EMAIL_PART,EMAIL1@EMAIL.COM
16,EMAIL_PART,EMAIL1@EMAIL.COM
17,EMAIL_PART,EMAIL1@EMAIL.COM
18,EMAIL_PART,EMAIL1@EMAIL.COM
19,EMAIL_PART,EMAIL1@EMAIL.COM
20,EMAIL_PART,EMAIL1@EMAIL.COM
21,EMAIL_PART,EMAIL1@EMAIL.COM
22,EMAIL_PART,EMAIL1@EMAIL.COM
23,EMAIL_PART,EMAIL1@EMAIL.COM
24,EMAIL_PART,EMAIL1@EMAIL.COM
25,EMAIL_PART,EMAIL1@EMAIL.COM
26,EMAIL_PART,EMAIL1@EMAIL.COM
27,EMAIL_PART,EMAIL1@EMAIL.COM
28,EMAIL_PART,EMAIL1@EMAIL.COM
29,EMAIL_PART,EMAIL1@EMAIL.COM
30,EMAIL_PART,EMAIL1@EMAIL.COM
31,EMAIL_PART,EMAIL1@EMAIL.COM
32,EMAIL_PART,EMAIL1@EMAIL.COM
33,EMAIL_PART,EMAIL1@EMAIL.COM
34,EMAIL_PART,EMAIL1@EMAIL.COM
35,EMAIL_PART,EMAIL1@EMAIL.COM
36,EMAIL_PART,EMAIL1@EMAIL.COM
37,EMAIL_PART,EMAIL1@EMAIL.COM
38,EMAIL_PART,EMAIL1@EMAIL.COM
39,EMAIL_PART,EMAIL1@EMAIL.COM
40,EMAIL_PART,EMAIL1@EMAIL.COM
