customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,Age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Custom
1020,"Natala","Thorndale","Female",29,1975-11-10 00:00:00.000,"46.24002799","","IT","Affluent Customer","N","No",13,"46 to 55"
1122,"Gerladina","Carney","Female",59,1985-12-19 00:00:00.000,"36.12495949","","n/a","Mass Customer","N","No",11,"36 to 45"
1201,"Stephani","Mellhuish","Female",42,1955-11-28 00:00:00.000,"66.20441155","","Manufacturing","Mass Customer","N","No",10,"55 above"
1272,"Nettie","Bulfit","Female",2,1985-04-04 00:00:00.000,"36.83454853","","Manufacturing","Affluent Customer","N","No",17,"36 to 45"
1292,"Alice","Backson","Female",56,1961-06-02 00:00:00.000,"60.68934305","","n/a","Affluent Customer","N","No",20,"55 above"
1368,"Aarika","Magog","Female",54,1973-04-14 00:00:00.000,"48.81537045","","Property","Mass Customer","N","No",4,"46 to 55"
1389,"Reina","Drever","Female",27,1962-05-14 00:00:00.000,"59.74139785","","Health","Affluent Customer","N","No",15,"55 above"
1393,"Adria","MacRorie","Female",96,1976-03-10 00:00:00.000,"45.90852114","","Manufacturing","Mass Customer","N","No",20,"46 to 55"
1401,"Ashien","Winspare","Female",68,1978-09-30 00:00:00.000,"43.34961703","","Financial Services","High Net Worth","N","No",10,"36 to 45"
1441,"Renae","Burns","Female",23,1977-03-07 00:00:00.000,"44.91674032","","Manufacturing","Affluent Customer","N","No",5,"36 to 45"
1471,"Berri","Farr","Female",88,1978-02-24 00:00:00.000,"43.9468773","","Financial Services","Mass Customer","N","No",15,"36 to 45"
1500,"Bellina","Bradberry","Female",82,1960-01-24 00:00:00.000,"62.04550744","","n/a","Mass Customer","N","No",9,"55 above"
1528,"Ranee","Henriksson","Female",78,1984-01-01 00:00:00.000,"38.09208278","","Manufacturing","High Net Worth","N","No",3,"36 to 45"
1605,"Latrena","Ker","Female",72,1988-03-01 00:00:00.000,"33.92495949","","n/a","Affluent Customer","N","No",9,"26 to 35"
1613,"Ernesta","Billany","Female",18,1977-05-25 00:00:00.000,"44.70030196","","Property","Mass Customer","N","No",19,"36 to 45"
1643,"Manda","Forsey","Female",13,1961-01-07 00:00:00.000,"61.08934305","","Retail","Mass Customer","N","No",19,"55 above"
1749,"Debbi","Petschelt","Female",66,1980-10-22 00:00:00.000,"41.28660333","","Telecommunications","High Net Worth","N","No",4,"36 to 45"
1751,"Sara-ann","Haddick","Female",49,1969-03-23 00:00:00.000,"52.87838415","","Health","Mass Customer","N","No",4,"46 to 55"
1803,"Clarinda","Edlyn","Female",75,1988-01-13 00:00:00.000,"34.05646634","","n/a","Mass Customer","N","No",6,"26 to 35"
1816,"Lonni","Andrichak","Female",68,1977-02-25 00:00:00.000,"44.94413758","","Argiculture","Mass Customer","N","No",18,"36 to 45"
1822,"Trudie","Capper","Female",67,1962-09-18 00:00:00.000,"59.39345264","","Financial Services","Mass Customer","N","No",9,"55 above"
1883,"Jinny","Cawood","Female",6,1991-08-13 00:00:00.000,"30.4729047","","Health","Mass Customer","N","No",6,"26 to 35"
1948,"Elizabeth","Applewhaite","Female",30,1964-06-08 00:00:00.000,"57.67016497","","Entertainment","Mass Customer","N","No",11,"55 above"
1986,"Melania","Ruske","Female",53,1981-12-30 00:00:00.000,"40.09756223","","Retail","Mass Customer","N","No",16,"36 to 45"
1994,"Gray","McLorinan","Female",71,1986-04-25 00:00:00.000,"35.77701429","","Manufacturing","High Net Worth","N","No",11,"36 to 45"
2036,"Alix","Gilliland","Female",11,1977-04-29 00:00:00.000,"44.77153484","","n/a","Mass Customer","N","No",17,"36 to 45"
2071,"Ardis","Ramelet","Female",69,1978-02-07 00:00:00.000,"43.99345264","","n/a","Mass Customer","N","No",10,"36 to 45"
2074,"Roslyn","Rawdall","Female",90,1997-06-11 00:00:00.000,"24.64002799","","Financial Services","Mass Customer","N","No",4,"25 below"
2083,"Karee","Ortler","Female",5,1980-07-18 00:00:00.000,"41.54961703","","n/a","Mass Customer","N","No",4,"36 to 45"
2190,"Maressa","Kondrachenko","Female",77,1979-04-17 00:00:00.000,"42.80441155","","IT","Affluent Customer","N","No",13,"36 to 45"
2208,"Lavena","Embling","Female",59,1954-05-07 00:00:00.000,"67.76605538","","n/a","Mass Customer","N","No",9,"55 above"
2230,"Gertruda","Shrimpling","Female",53,1977-12-22 00:00:00.000,"44.12221977","","n/a","Mass Customer","N","No",19,"36 to 45"
2249,"Kiele","Caghan","Female",7,1996-11-11 00:00:00.000,"25.2208499","","Financial Services","Mass Customer","N","No",5,"26 to 35"
2342,"Clara","Jakel","Female",87,1999-09-17 00:00:00.000,"22.37153484","","n/a","Mass Customer","N","No",2,"25 below"
2409,"Carolan","Ortler","Female",23,1989-07-13 00:00:00.000,"32.55783621","","Health","Mass Customer","N","No",12,"26 to 35"
2439,"Shelly","Yakebovitch","Female",44,1967-10-02 00:00:00.000,"54.35235675","","Manufacturing","Affluent Customer","N","No",15,"46 to 55"
2455,"Kathe","Heatlie","Female",64,1977-10-09 00:00:00.000,"44.32495949","","Manufacturing","Mass Customer","N","No",21,"36 to 45"
2483,"Greta","Cotterrill","Female",54,1987-06-06 00:00:00.000,"34.66194579","","Manufacturing","Mass Customer","N","No",10,"26 to 35"
2506,"Arlana","Ferrick","Female",97,1955-01-20 00:00:00.000,"67.05920607","","Health","Affluent Customer","N","No",9,"55 above"
2532,"Milli","Hubbert","Female",27,1969-05-01 00:00:00.000,"52.77153484","","Manufacturing","Mass Customer","N","No",11,"46 to 55"
2557,"Lian","Zarfai","Female",37,1978-08-19 00:00:00.000,"43.46468552","","n/a","Mass Customer","N","No",19,"36 to 45"
2589,"Alvera","Kiddle","Female",42,1965-08-02 00:00:00.000,"56.51948004","","n/a","High Net Worth","N","No",8,"55 above"
2617,"Vanda","Donnellan","Female",79,1959-10-20 00:00:00.000,"62.30852114","","Health","High Net Worth","N","No",18,"55 above"
2685,"Demetria","Shoobridge","Female",42,1978-08-06 00:00:00.000,"43.50030196","","n/a","Mass Customer","N","No",9,"36 to 45"
2722,"Faustine","Peert","Female",1,1987-03-28 00:00:00.000,"34.85372662","","Health","Mass Customer","N","No",8,"26 to 35"
2734,"Hetty","Thormann","Female",35,1957-03-07 00:00:00.000,"64.93043895","","Manufacturing","High Net Worth","N","No",10,"55 above"
2750,"Sybille","Maddison","Female",42,1980-10-18 00:00:00.000,"41.29756223","","Property","High Net Worth","N","No",20,"36 to 45"
2756,"Cymbre","Sloey","Female",11,1969-01-17 00:00:00.000,"53.05646634","","Entertainment","Mass Customer","N","No",8,"46 to 55"
2757,"Leodora","Carillo","Female",65,1961-02-18 00:00:00.000,"60.97427456","","Financial Services","Affluent Customer","N","No",8,"55 above"
2762,"Rozamond","Franceschino","Female",34,1992-11-27 00:00:00.000,"29.17975401","","Manufacturing","Mass Customer","N","No",9,"26 to 35"
2774,"Danella","Chevers","Female",50,1956-07-28 00:00:00.000,"65.53865812","","Manufacturing","Mass Customer","N","No",14,"55 above"
2801,"Danella","Lines","Female",15,1965-01-26 00:00:00.000,"57.03454853","","Health","Mass Customer","N","No",10,"55 above"
2805,"Laverna","Shiril","Female",0,1992-06-27 00:00:00.000,"29.5989321","","Manufacturing","High Net Worth","N","No",4,"26 to 35"
2827,"Shelli","Wilkennson","Female",17,1973-07-15 00:00:00.000,"48.56331566","","Financial Services","High Net Worth","N","No",14,"46 to 55"
2837,"Caitrin","MacTavish","Female",81,1987-12-04 00:00:00.000,"34.16605538","","Retail","Mass Customer","N","No",10,"26 to 35"
2842,"Olimpia","Traynor","Female",80,1968-08-12 00:00:00.000,"53.48934305","","Health","Mass Customer","N","No",6,"46 to 55"
2869,"Gavra","Woolvin","Female",19,2001-01-16 00:00:00.000,"21.03728826","","Manufacturing","Affluent Customer","N","No",2,"25 below"
2921,"Astrid","Mac Giolla Pheadair","Female",15,1976-04-12 00:00:00.000,"45.81811018","","Financial Services","Mass Customer","N","No",7,"46 to 55"
2935,"Jessi","Aldwich","Female",41,1978-04-23 00:00:00.000,"43.78797319","","Manufacturing","Mass Customer","N","No",17,"36 to 45"
2941,"Emylee","Pavlov","Female",38,1963-08-05 00:00:00.000,"58.51400059","","Retail","Mass Customer","N","No",10,"55 above"
2949,"Alexa","Simanek","Female",68,1977-09-21 00:00:00.000,"44.37427456","","Telecommunications","Mass Customer","N","No",17,"36 to 45"
2965,"Lynna","Greenrod","Female",24,1972-12-15 00:00:00.000,"49.14413758","","n/a","High Net Worth","N","No",8,"46 to 55"
2972,"Deena","Burnsides","Female",11,1956-03-18 00:00:00.000,"65.90030196","","n/a","High Net Worth","N","No",17,"55 above"
3010,"Tobye","Cock","Female",16,1970-05-20 00:00:00.000,"51.71948004","","n/a","Affluent Customer","N","No",5,"46 to 55"
3022,"Gert","Kurtis","Female",21,1988-08-23 00:00:00.000,"33.44550744","","n/a","High Net Worth","N","No",8,"26 to 35"
3039,"Coralie","Guitonneau","Female",52,1968-07-28 00:00:00.000,"53.53043895","","Financial Services","Affluent Customer","N","No",18,"46 to 55"
3050,"Dinnie","Worsom","Female",90,1997-12-04 00:00:00.000,"24.15783621","","n/a","High Net Worth","N","No",5,"25 below"
3134,"Pierette","Roseman","Female",53,1995-01-20 00:00:00.000,"27.03180881","","Manufacturing","Mass Customer","N","No",5,"26 to 35"
3172,"Marje","Kennewell","Female",69,1961-12-17 00:00:00.000,"60.1468773","","Retail","Affluent Customer","N","No",5,"55 above"
3182,"Catherina","Hammel","Female",50,1967-10-03 00:00:00.000,"54.34961703","","Financial Services","Affluent Customer","N","No",15,"46 to 55"
3190,"Lizabeth","Carswell","Female",18,1985-02-05 00:00:00.000,"36.99345264","","n/a","Affluent Customer","N","No",15,"36 to 45"
3207,"Anica","Halfhyde","Female",46,1987-08-29 00:00:00.000,"34.43180881","","n/a","Mass Customer","N","No",21,"26 to 35"
3226,"Andi","Whittet","Female",43,1973-03-29 00:00:00.000,"48.85920607","","Entertainment","Affluent Customer","N","No",11,"46 to 55"
3329,"Karissa","Leal","Female",97,1974-08-06 00:00:00.000,"47.50304169","","n/a","High Net Worth","N","No",13,"46 to 55"
3376,"Amity","Widdall","Female",74,1982-10-20 00:00:00.000,"39.29208278","","Manufacturing","Mass Customer","N","No",16,"36 to 45"
3378,"Ina","Habershaw","Female",17,1962-02-17 00:00:00.000,"59.97701429","","Financial Services","Affluent Customer","N","No",14,"55 above"
3390,"Fayth","Baudins","Female",20,1969-01-27 00:00:00.000,"53.02906908","","n/a","High Net Worth","N","No",7,"46 to 55"
3410,"Merrili","Brittin","Female",93,1940-09-22 00:00:00.000,"81.39619237","","Property","Mass Customer","N","No",16,"55 above"
3429,"Alla","Hirtzmann","Female",37,1964-06-22 00:00:00.000,"57.63180881","","Health","High Net Worth","N","No",15,"55 above"
3447,"Linell","","Female",43,1977-11-23 00:00:00.000,"44.20167182","","Financial Services","High Net Worth","N","No",17,"36 to 45"
3457,"Robbi","Springthorpe","Female",13,1956-09-26 00:00:00.000,"65.37427456","","Manufacturing","Mass Customer","N","No",16,"55 above"
3479,"Pierette","O' Ronan","Female",39,1964-08-09 00:00:00.000,"57.50030196","","IT","Mass Customer","N","No",13,"55 above"
3498,"Lois","Abrahim","Female",28,1995-11-02 00:00:00.000,"26.24824716","","Manufacturing","Mass Customer","N","No",5,"26 to 35"
3500,"Josy","Fleeman","Female",71,1967-07-21 00:00:00.000,"54.55235675","","Entertainment","Affluent Customer","N","No",17,"46 to 55"
3505,"Dolly","Scallan","Female",41,1974-08-06 00:00:00.000,"47.50304169","","Retail","Mass Customer","N","No",14,"46 to 55"
3557,"Tisha","Gibbings","Female",79,1978-05-12 00:00:00.000,"43.7359184","","Health","Affluent Customer","N","No",18,"36 to 45"
3563,"De","Leyband","Female",70,1990-03-12 00:00:00.000,"31.89482251","","Financial Services","Affluent Customer","N","No",10,"26 to 35"
3587,"Ines","Galfour","Female",85,1997-09-24 00:00:00.000,"24.35235675","","n/a","Affluent Customer","N","No",2,"25 below"
3716,"Kari","Bamlett","Female",81,1998-08-24 00:00:00.000,"23.43728826","","Retail","Affluent Customer","N","No",1,"25 below"
3720,"Adelice","Tams","Female",23,1972-08-15 00:00:00.000,"49.47838415","","n/a","Mass Customer","N","No",15,"46 to 55"
3722,"Merilee","Hammerson","Female",69,1975-11-07 00:00:00.000,"46.24824716","","Retail","Mass Customer","N","No",7,"46 to 55"
3749,"Blondelle","Swynley","Female",3,2001-04-21 00:00:00.000,"20.77701429","","IT","Affluent Customer","N","No",1,"25 below"
3754,"Emmy","MacGibbon","Female",74,1961-02-16 00:00:00.000,"60.97975401","","Telecommunications","Mass Customer","N","No",19,"55 above"
3760,"Bryana","Vennart","Female",73,1976-06-09 00:00:00.000,"45.65920607","","Financial Services","Mass Customer","N","No",18,"46 to 55"
3762,"Marinna","Ors","Female",48,1967-03-22 00:00:00.000,"54.8838636","","Property","Mass Customer","N","No",14,"46 to 55"
3775,"Avie","Cleator","Female",16,1985-02-13 00:00:00.000,"36.97153484","","Health","Affluent Customer","N","No",8,"36 to 45"
3794,"Dorrie","Paige","Female",47,1994-07-06 00:00:00.000,"27.57427456","","IT","Mass Customer","N","No",2,"26 to 35"
3811,"Etta","Leele","Female",60,1997-03-19 00:00:00.000,"24.87016497","","Financial Services","High Net Worth","N","No",4,"25 below"
3827,"Cherida","Whyffen","Female",10,1976-09-05 00:00:00.000,"45.41811018","","Retail","Affluent Customer","N","No",8,"46 to 55"
3844,"Clotilda","Oret","Female",87,1987-12-06 00:00:00.000,"34.16057593","","Manufacturing","Affluent Customer","N","No",15,"26 to 35"
3881,"Olivie","Nazair","Female",50,1971-01-12 00:00:00.000,"51.07016497","","Financial Services","Affluent Customer","N","No",18,"46 to 55"
3930,"Blancha","Baldi","Female",43,1988-01-06 00:00:00.000,"34.07564442","","Financial Services","High Net Worth","N","No",22,"26 to 35"
3952,"Di","Borsnall","Female",96,1968-05-09 00:00:00.000,"53.74961703","","Manufacturing","Affluent Customer","N","No",10,"46 to 55"
3968,"Alexandra","Kroch","Female",99,1977-12-22 00:00:00.000,"44.12221977","","Property","High Net Worth","N","No",22,"36 to 45"
3972,"Maribelle","Schaffel","Female",6,1979-03-28 00:00:00.000,"42.85920607","","Retail","Mass Customer","N","No",8,"36 to 45"
3987,"Beckie","Wakeham","Female",18,1964-05-29 00:00:00.000,"57.69756223","","Argiculture","Mass Customer","N","No",7,"55 above"
7,"Fina","Merali","Female",6,1976-02-23 00:00:00.000,"45.95235675","","Financial Services","Affluent Customer","N","Yes",11,"46 to 55"
46,"Kaila","Allin","Female",98,1972-02-26 00:00:00.000,"49.9468773","","n/a","Affluent Customer","N","Yes",15,"46 to 55"
167,"Nathalie","Tideswell","Female",95,1969-10-27 00:00:00.000,"52.28112388","","Health","High Net Worth","N","Yes",17,"46 to 55"
344,"Carlene","Eyckelbeck","Female",91,1973-07-18 00:00:00.000,"48.55509648","","n/a","High Net Worth","N","Yes",4,"46 to 55"
405,"Vivien","Urion","Female",19,1971-09-28 00:00:00.000,"50.36057593","","Manufacturing","High Net Worth","N","Yes",14,"46 to 55"
443,"Lauree","Leason","Female",21,1972-03-26 00:00:00.000,"49.86742525","","Argiculture","High Net Worth","N","Yes",10,"46 to 55"
462,"Melany","Thorrington","Female",32,1960-01-01 00:00:00.000,"62.10852114","","Manufacturing","Affluent Customer","N","Yes",5,"55 above"
505,"Wylma","Elsy","Female",40,1966-12-01 00:00:00.000,"55.18797319","","n/a","High Net Worth","N","Yes",10,"55 above"
522,"Lynnelle","Comettoi","Female",64,1976-11-05 00:00:00.000,"45.25098689","","n/a","Affluent Customer","N","Yes",16,"46 to 55"
541,"Annissa","Balmforth","Female",23,1966-01-01 00:00:00.000,"56.10304169","","Manufacturing","Affluent Customer","N","Yes",13,"55 above"
557,"Cassie","Morley","Female",67,1961-06-02 00:00:00.000,"60.68934305","","Manufacturing","Affluent Customer","N","Yes",18,"55 above"
659,"Natalee","Stringman","Female",44,1979-10-09 00:00:00.000,"42.32495949","","Financial Services","Affluent Customer","N","Yes",15,"36 to 45"
693,"Bambi","Hebblethwaite","Female",46,1970-10-27 00:00:00.000,"51.28112388","","Financial Services","Affluent Customer","N","Yes",19,"46 to 55"
758,"Teena","Birrel","Female",99,1967-04-07 00:00:00.000,"54.84002799","","Manufacturing","High Net Worth","N","Yes",11,"46 to 55"
787,"Norma","Batrim","Female",29,1996-12-15 00:00:00.000,"25.12769922","","Retail","Affluent Customer","N","Yes",2,"26 to 35"
860,"Ida","","Female",80,1980-08-12 00:00:00.000,"41.48112388","","n/a","High Net Worth","N","Yes",7,"36 to 45"
908,"Carry","Tomlett","Female",86,1980-08-28 00:00:00.000,"41.43728826","","Financial Services","Affluent Customer","N","Yes",17,"36 to 45"
1023,"Iseabal","Fullbrook","Female",16,1991-07-23 00:00:00.000,"30.53043895","","Financial Services","Affluent Customer","N","Yes",6,"26 to 35"
1039,"Nona","Diamant","Female",24,1975-03-14 00:00:00.000,"46.90030196","","n/a","High Net Worth","N","Yes",15,"46 to 55"
1141,"Shannah","Gritsaev","Female",70,1981-09-19 00:00:00.000,"40.37701429","","Financial Services","High Net Worth","N","Yes",4,"36 to 45"
1233,"Keeley","Hawsby","Female",17,1978-07-07 00:00:00.000,"43.58249374","","Retail","Affluent Customer","N","Yes",16,"36 to 45"
1320,"Fae","","Female",4,1983-10-29 00:00:00.000,"38.26742525","","Manufacturing","High Net Worth","N","Yes",7,"36 to 45"
1378,"Ellie","Prester","Female",36,1978-06-18 00:00:00.000,"43.63454853","","Property","Affluent Customer","N","Yes",7,"36 to 45"
1417,"Micki","Russel","Female",12,1959-11-14 00:00:00.000,"62.24002799","","Manufacturing","High Net Worth","N","Yes",20,"55 above"
1443,"Angela","Mowles","Female",47,1986-07-25 00:00:00.000,"35.52769922","","Financial Services","Affluent Customer","N","Yes",22,"36 to 45"
1549,"Vikki","Tett","Female",87,1997-08-06 00:00:00.000,"24.48660333","","Financial Services","Affluent Customer","N","Yes",4,"25 below"
1647,"Ivory","Roscam","Female",21,1977-09-09 00:00:00.000,"44.40715127","","Financial Services","High Net Worth","N","Yes",17,"36 to 45"
1678,"Dale","Hursey","Female",20,1977-10-07 00:00:00.000,"44.33043895","","Financial Services","High Net Worth","N","Yes",13,"36 to 45"
1698,"Christabella","Eldredge","Female",58,1971-08-24 00:00:00.000,"50.45646634","","Health","Affluent Customer","N","Yes",18,"46 to 55"
1711,"Marie-jeanne","Mattson","Female",81,1993-09-26 00:00:00.000,"28.34961703","","Manufacturing","High Net Worth","N","Yes",7,"26 to 35"
1862,"Daron","Umpleby","Female",24,1980-06-29 00:00:00.000,"41.60167182","","Health","High Net Worth","N","Yes",4,"36 to 45"
1892,"Allyson","Pinsent","Female",48,1995-09-07 00:00:00.000,"26.40167182","","Retail","High Net Worth","N","Yes",2,"26 to 35"
2073,"Linea","","Female",87,1974-01-30 00:00:00.000,"48.01811018","","Manufacturing","High Net Worth","N","Yes",10,"46 to 55"
2281,"Valaria","Abrehart","Female",56,1989-05-10 00:00:00.000,"32.73317867","","n/a","High Net Worth","N","Yes",14,"26 to 35"
2407,"Merrily","","Female",24,1959-03-30 00:00:00.000,"62.86742525","","Financial Services","High Net Worth","N","Yes",6,"55 above"
2441,"Loutitia","Pinkie","Female",52,1959-03-29 00:00:00.000,"62.87016497","","Property","High Net Worth","N","Yes",5,"55 above"
2515,"Manya","","Female",24,1995-03-07 00:00:00.000,"26.90578141","","Retail","Affluent Customer","N","Yes",3,"26 to 35"
2538,"Jacinta","Petrillo","Female",13,1959-01-22 00:00:00.000,"63.05098689","","n/a","High Net Worth","N","Yes",20,"55 above"
2558,"Imojean","Bosquet","Female",84,1974-10-19 00:00:00.000,"47.30030196","","Health","High Net Worth","N","Yes",20,"46 to 55"
2561,"Elga","McWard","Female",44,1963-09-06 00:00:00.000,"58.42632936","","Manufacturing","High Net Worth","N","Yes",15,"55 above"
2581,"Gwenette","Appleton","Female",49,1974-06-10 00:00:00.000,"47.65920607","","Manufacturing","Affluent Customer","N","Yes",11,"46 to 55"
2703,"Peria","Amis","Female",37,1980-04-12 00:00:00.000,"41.81537045","","Manufacturing","Affluent Customer","N","Yes",18,"36 to 45"
2828,"Philippine","Maycey","Female",37,1998-12-14 00:00:00.000,"23.13043895","","Health","High Net Worth","N","Yes",4,"25 below"
3008,"Etta","Criag","Female",40,1982-05-13 00:00:00.000,"39.73043895","","Health","High Net Worth","N","Yes",17,"36 to 45"
3009,"Hephzibah","Cliffe","Female",11,1977-04-02 00:00:00.000,"44.84550744","","Health","High Net Worth","N","Yes",14,"36 to 45"
3051,"Edi","Lugton","Female",81,1973-06-06 00:00:00.000,"48.67016497","","Manufacturing","Affluent Customer","N","Yes",7,"46 to 55"
3122,"Cthrine","Orans","Female",17,1980-08-17 00:00:00.000,"41.46742525","","Manufacturing","High Net Worth","N","Yes",15,"36 to 45"
3131,"Sybilla","O' Markey","Female",63,1999-02-24 00:00:00.000,"22.93317867","","Retail","Affluent Customer","N","Yes",3,"25 below"
3147,"Bonnee","Farley","Female",21,1976-10-02 00:00:00.000,"45.34413758","","Retail","Affluent Customer","N","Yes",17,"46 to 55"
3213,"Marcile","Vasiliev","Female",27,1971-09-26 00:00:00.000,"50.36605538","","Telecommunications","Affluent Customer","N","Yes",16,"46 to 55"
3313,"Kori","Antoshin","Female",10,1995-03-15 00:00:00.000,"26.8838636","","Property","High Net Worth","N","Yes",5,"26 to 35"
3319,"Erda","","Female",67,1966-04-04 00:00:00.000,"55.84824716","","Financial Services","Affluent Customer","N","Yes",19,"55 above"
3585,"Concordia","Lunbech","Female",41,1962-07-28 00:00:00.000,"59.5359184","","Financial Services","High Net Worth","N","Yes",20,"55 above"
3642,"Ardith","Portigall","Female",39,1962-05-21 00:00:00.000,"59.72221977","","n/a","Affluent Customer","N","Yes",8,"55 above"
3686,"Shirley","Siss","Female",20,1976-08-06 00:00:00.000,"45.50030196","","Financial Services","High Net Worth","N","Yes",15,"46 to 55"
3693,"Brenna","Raft","Female",58,1985-01-19 00:00:00.000,"37.04002799","","Manufacturing","Affluent Customer","N","Yes",21,"36 to 45"
3713,"Cynthy","Snoad","Female",72,1993-02-03 00:00:00.000,"28.99345264","","Telecommunications","High Net Worth","N","Yes",8,"26 to 35"
3893,"Hadria","Moles","Female",7,1996-11-18 00:00:00.000,"25.20167182","","n/a","High Net Worth","N","Yes",4,"26 to 35"
3916,"Myrtia","","Female",31,1958-10-17 00:00:00.000,"63.31674032","","Retail","Affluent Customer","N","Yes",17,"55 above"
3928,"Kristin","Way","Female",71,1982-04-16 00:00:00.000,"39.80441155","","Property","Affluent Customer","N","Yes",6,"36 to 45"
3929,"Jacqui","Fortnam","Female",50,1989-10-18 00:00:00.000,"32.29208278","","n/a","Affluent Customer","N","Yes",10,"26 to 35"
3933,"Chiarra","Cops","Female",65,1983-07-05 00:00:00.000,"38.58523347","","n/a","High Net Worth","N","Yes",10,"36 to 45"
